date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO,vKN (sc),KN%,wKN/C
2023-04-22,6:07 PM.,LAA,KC,away,Partly Cloudy.,77,542881,2B,4,3,3,2,0,0,1,0,1,0,0,0.394,0.412,0.545,0.957,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.224,0.007,0.002,0.338,-1.25,0.48,-3.61,-1.06,-0.33,0.08,90.1,85.1,80.0,88.5,78.1,72.9,0.36,0.68,0.102,0.238,0.381,0.3979999999999999,0.239,0.366,0.268,0.301,0.566,0.193,,,,0.2,0.2,0.3329999999999999,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,
2023-04-21,6:39 PM.,LAA,KC,away,Clear.,83,660271,PH,1,0,0,0,0,0,0,0,0,0,0,0.345,0.345,0.448,0.793,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,0.06,0.33,0.156,0.356,0.036,,1.64,-0.82,-0.53,1.81,1.15,,96.8,88.6,,94.5,83.7,75.7,0.273,0.409,0.225,,,,0.31,0.606,0.228,0.164,0.236,0.27,0.111,0.167,0.417,0.146,0.339,0.365,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.411,,,,,,,,,,,,,,,
2023-04-19,1:10 PM.,TEX,KC,home,Cloudy.,73,527048,3B,3,0,1,0,0,0,1,0,0,1,3,0.357,0.357,0.464,0.821,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.0969999999999999,0.316,0.447,0.278,0.342,0.64,0.1169999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,6:39 PM.,TEX,KC,home,Clear.,69,594798,2B,3,0,1,0,0,0,0,0,0,1,0,0.36,0.36,0.48,0.84,594798,jacobdegrom,deGrom,Right,Jacob deGrom,TEX,2.67,1.87,30.1,106.0,161.0,117.0,0.603,13.35,1.19,5.64,0.59,0.83,0.333,0.273,0.212,0.212,0.371,132.0,101.0,106.0,133.0,116.0,132.0,155.0,104.0,112.0,,,,179.0,110.0,125.0,,,,,0.521,,0.37,0.02,0.089,2.0,,,0.39,6.08,3.57,98.7,,91.4,,91.8,84.8,,,,0.1,0.1,0.318,,,,0.177,0.339,0.35,,,,0.189,0.378,0.5329999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-16,1:12 PM.,ATL,KC,home,Partly Cloudy.,51,657140,3B,4,0,1,0,0,0,0,0,0,1,2,0.364,0.364,0.5,0.864,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.063,-1.42,,-5.6,-16.59,,0.41,93.3,,88.3,92.7,87.1,,0.568,0.676,0.079,0.0,0.0,0.091,,,,0.3,0.5,0.238,0.162,0.382,0.314,,,,,,,,,,,,,120.0,98.0,103.0,0.473,0.97,84.0,,,,,,,,,
2023-04-14,7:10 PM.,ATL,KC,home,Partly Cloudy.,77,450203,PH,1,0,0,0,0,0,0,0,0,0,0,0.389,0.389,0.556,0.945,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,89.0,92.0,87.0,0.068,0.317,0.08,,0.432,0.103,-1.26,0.25,-4.03,,1.79,0.86,94.9,89.1,86.0,94.2,,82.3,0.474,0.711,0.071,0.25,0.339,0.336,0.296,0.407,0.3,0.292,0.482,0.225,0.177,0.258,0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-10,7:07 PM.,TEX,KC,away,Partly Cloudy.,73,571760,3B,3,0,0,0,0,0,0,0,0,1,2,0.412,0.412,0.588,1.0,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,,0.252,0.0,0.169,0.1,,,-1.35,-3.87,-0.11,92.5,,84.0,,82.0,74.4,,,,0.274,0.452,0.24,,,,0.236,0.431,0.256,,,,0.259,0.443,0.296,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-09,1:07 PM.,SF,KC,away,Partly Cloudy.,65,543101,3B,2,0,1,0,0,0,0,0,0,0,1,0.5,0.5,0.714,1.214,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,,,,0.277,0.126,,0.448,,0.098,-1.8,,-0.66,0.88,,-1.71,93.1,,86.4,93.1,87.4,,0.283,0.5,0.1119999999999999,0.344,0.5,0.15,,,,0.306,0.528,0.132,0.16,0.28,0.278,0.257,0.429,0.2689999999999999,,,,,,,,,,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,,
2023-04-08,1:05 PM.,SF,KC,away,Overcast.,59,640455,2B,2,0,0,0,0,0,0,0,0,1,0,0.5,0.5,0.75,1.25,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,,,,0.008,0.562,0.0,0.26,,0.17,0.91,-5.8,-6.19,-0.93,,1.06,93.6,90.3,86.6,94.0,82.3,,0.4,0.8,0.25,0.224,0.342,0.183,,,,0.235,0.39,0.233,,,,0.122,0.143,0.367,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-07,1:37 PM.,SF,KC,away,Cloudy.,57,502171,3B,3,0,1,0,0,0,0,0,0,0,2,0.6,0.6,0.9,1.5,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,,,,0.397,0.003,,0.051,,,-3.47,,0.33,-1.31,,,95.8,,,94.5,86.2,,0.28,0.435,0.129,,,,,,,,,,0.379,0.638,0.32,0.333,0.542,0.306,78.0,103.0,103.0,0.388,0.2,89.5,0.239,0.386,0.246,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,
2023-04-04,6:40 PM.,TOR,KC,home,Overcast.,80,579328,3B,3,0,3,0,0,0,0,0,0,0,0,0.714,0.714,1.143,1.857,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,,,,0.254,0.508,0.193,,,,0.27,0.412,0.268,0.284,0.463,0.307,0.225,0.396,0.302,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-02,1:10 PM.,MIN,KC,home,Sunny.,72,657746,3B,4,1,2,0,0,1,2,0,0,1,1,0.5,0.5,1.25,1.75,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,,,,,0.569,,0.159,,,0.89,,,-2.12,,,92.3,,,,80.3,,,,,,,,,,,0.24,0.457,0.287,,,,0.32,0.56,0.241,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213,,,,,,,,,,,,,,,
2023-03-28,1:08 PM.,TEX,KC,away,Roof Closed.,74,527048,2B,3,0,0,0,0,0,0,0,0,1,1,0.293,0.318,0.415,0.733,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.0969999999999999,0.316,0.447,0.278,0.342,0.64,0.1169999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-28,6:41 PM.,LAA,TEX,away,Clear.,71,656288,3B,1,2,1,0,0,0,0,0,0,0,0,0.286,0.5,0.286,0.786,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,75.0,96.0,96.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,0.01,0.376,,0.24,0.107,0.267,-0.85,,-6.83,-0.91,-0.86,0.48,93.4,,88.6,93.0,87.7,80.6,0.429,0.857,0.0,0.259,0.387,0.288,,,,0.251,0.529,0.147,0.271,0.438,0.241,0.284,0.444,0.331,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-27,6:40 PM.,LAA,TEX,away,Partly Cloudy.,69,672282,3B,4,0,1,0,0,0,0,0,0,1,2,0.167,0.375,0.167,0.542,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,89.0,100.0,103.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,,,,0.468,,0.244,0.146,0.142,-0.56,,,-0.44,-3.5,-1.18,93.8,,84.7,,86.2,75.0,,,,0.351,0.544,0.319,,,,0.278,0.508,0.253,0.37,0.804,0.216,0.22,0.39,0.368,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-25,6:40 PM.,OAK,TEX,away,Partly Cloudy.,64,669620,3B,2,0,0,0,0,0,0,0,2,0,2,0.0,0.5,0.0,0.5,669620,bradybasso,Basso,Left,Brady Basso,OAK,4.03,3.46,22.1,104.0,82.0,98.0,0.765,7.66,2.01,9.27,1.21,1.07,0.275,0.406,0.145,0.333,0.443,77.0,96.0,84.0,79.0,112.0,110.0,77.0,100.0,95.0,43.0,110.0,99.0,,,,102.0,107.0,103.0,0.023,0.469,0.18,,0.206,0.123,2.37,-2.37,-1.21,,1.0,-3.63,92.2,88.1,86.4,92.0,,76.4,,,,0.357,0.571,0.227,0.385,0.615,0.308,0.225,0.325,0.165,0.2,0.2,0.385,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,6:40 PM.,OAK,TEX,away,Partly Cloudy.,69,687765,3B,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,687765,mitchspence,Spence,Right,Mitch Spence,OAK,4.58,4.14,151.1,103.0,100.0,101.0,0.792,7.49,2.62,9.81,1.19,1.4,0.179,0.472,0.137,0.309,0.406,74.0,86.0,83.0,118.0,117.0,117.0,,,,40.0,97.0,84.0,121.0,105.0,109.0,99.0,100.0,96.0,0.146,,0.396,0.326,0.121,0.011,,-0.41,-1.41,0.01,-0.82,-7.88,,90.7,88.4,91.9,84.3,80.4,0.338,0.403,0.16,0.571,0.857,0.0,0.278,0.472,0.176,,,,0.196,0.351,0.31,0.278,0.493,0.276,,,,,,,,,,,,,,,,,,,,,,,,
