date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSL/C,wCH/C,vFA,vFC,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023-08-15,6:46 PM.,OAK,STL,home,Cloudy.,74,657093,2B,4,0,1,1,0,0,0,0,0,0,4,0.172,0.226,0.224,0.45,657093,spenserwatkins,Watkins,Right,Spenser Watkins,OAK,10.38,6.99,4.1,111.0,88.0,102.0,0.864,8.31,4.15,14.54,4.15,0.5,0.333,0.6,0.0,0.533,0.378,,,,75.0,101.0,99.0,130.0,81.0,106.0,101.0,110.0,98.0,0.256,0.211,0.167,,-4.3,1.79,-7.54,,90.4,86.1,,76.9,0.5,0.75,0.2,0.333,1.333,0.375,,,,0.2,0.4,0.182,76.0,120.0,107.0,0.044,-31.12,74.6,,,,84.0,111.0,95.0,,,,0.3,,-2.02,,90.0,,0.4,0.6,0.0,46.0,118.0,133.0,0.022,-2.3,84.2,,,,,,,,,
2023-08-14,6:47 PM.,OAK,STL,home,Cloudy.,79,676664,2B,4,0,0,0,0,0,0,0,0,3,3,0.167,0.224,0.204,0.428,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,93.0,102.0,106.0,,,,0.501,,0.346,0.151,-0.84,,-0.06,0.36,93.1,,84.1,81.4,0.256,0.478,0.217,0.21,0.395,0.283,0.277,0.438,0.225,,,,,,,,,,,,,,,,,,,0.001,,0.63,,92.1,,,,,,,,,,,,,,,,,,,
2023-08-10,6:40 PM.,TB,STL,away,Dome.,72,641793,3B,4,1,1,0,0,0,0,0,0,0,1,0.18,0.241,0.22,0.461,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,73.0,109.0,100.0,103.0,100.0,105.0,,,,0.312,,0.397,,0.57,,0.34,,94.1,,,87.1,0.26,0.44,0.22,0.25,0.417,0.3,,,,,,,,,,,,,,,,74.0,108.0,98.0,,,,0.099,,0.28,,92.9,,0.237,0.342,0.063,115.0,107.0,118.0,0.192,-1.3,84.3,0.268,0.415,0.281,,,,,,
2023-08-03,6:46 PM.,MIN,STL,home,Cloudy.,83,543243,3B,4,0,0,0,0,0,0,0,0,2,2,0.174,0.24,0.217,0.457,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,105.0,99.0,100.0,122.0,108.0,121.0,118.0,102.0,102.0,0.271,0.131,0.205,0.067,0.61,1.3,3.25,-0.63,92.9,87.6,87.9,84.3,0.301,0.422,0.1639999999999999,0.096,0.117,0.413,0.27,0.405,0.174,0.265,0.368,0.278,91.0,98.0,101.0,0.168,0.87,79.6,0.257,0.371,0.282,82.0,99.0,94.0,,,,0.157,0.001,-0.46,-0.41,92.8,72.9,0.275,0.413,0.177,,,,,,,,,,,,,,,
2023-08-02,6:45 PM.,MIN,STL,home,Overcast.,81,657746,DH,1,0,0,0,0,0,0,0,0,1,0,0.19,0.261,0.238,0.499,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,102.0,88.0,94.0,,,,0.569,,0.159,,0.89,,-2.12,,92.3,,,80.3,0.24,0.457,0.287,0.32,0.56,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213,,,,,,
2023-08-01,6:46 PM.,MIN,STL,home,Partly Cloudy.,84,641154,2B,3,1,2,0,0,0,0,0,0,0,0,0.195,0.267,0.244,0.511,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,111.0,106.0,114.0,,,,0.345,,0.214,0.211,0.1,,1.34,-0.17,94.9,,88.4,84.4,0.268,0.468,0.315,0.173,0.287,0.366,0.257,0.41,0.284,,,,93.0,110.0,114.0,0.125,0.25,82.5,0.202,0.33,0.364,98.0,105.0,104.0,,,,0.106,,2.08,,94.5,,0.278,0.342,0.126,,,,,,,,,,,,,,,
2023-07-30,1:16 PM.,CHC,STL,home,Partly Cloudy.,86,543294,2B,3,1,1,0,0,0,0,0,0,0,2,0.158,0.238,0.211,0.449,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,,,,,,,0.205,,,0.411,-1.61,,,1.43,87.8,,80.7,,0.38,0.658,0.1119999999999999,,,,0.18,0.279,0.324,,,,97.0,79.0,84.0,0.035,0.0,73.3,0.25,0.25,0.4379999999999999,72.0,110.0,99.0,,,,0.349,,0.04,,87.5,,0.318,0.46,0.08,,,,,,,,,,,,,,,
2023-07-27,6:46 PM.,CHC,STL,home,Clear.,99,657006,3B,4,0,0,0,0,0,0,0,0,2,3,0.143,0.231,0.2,0.431,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,88.0,102.0,98.0,123.0,104.0,111.0,,,,0.626,,0.339,0.01,0.67,,0.54,-1.94,91.8,,87.5,83.3,0.275,0.393,0.203,0.217,0.346,0.311,0.4,0.4,0.1,,,,87.0,98.0,109.0,0.006,2.44,80.7,0.0,0.0,0.3329999999999999,45.0,95.0,88.0,,,,0.018,,0.89,,92.2,,0.25,0.333,0.1669999999999999,,,,,,,,,,,,,,,
2023-07-26,12:41 PM.,AZ,STL,away,Roof Closed.,78,668678,3B,4,0,0,0,0,0,0,0,1,2,0,0.161,0.257,0.226,0.483,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,106.0,99.0,94.0,0.491,0.092,0.045,0.139,1.59,-2.24,0.34,1.05,93.6,90.2,86.8,87.4,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,0.352,0.648,0.205,,,,,,,0.21,0.344,0.405,97.0,95.0,92.0,121.0,104.0,112.0,0.007,0.227,-3.38,0.46,93.0,82.5,0.286,0.714,0.125,,,,,,,,,,,,,,,
2023-07-24,6:40 PM.,AZ,STL,away,Roof Closed.,78,669194,2B,4,0,1,0,0,0,1,0,0,2,2,0.185,0.267,0.259,0.526,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,101.0,111.0,105.0,0.546,0.135,0.134,0.133,-0.72,-1.72,0.52,-0.16,94.4,85.6,83.3,81.7,0.308,0.553,0.1669999999999999,0.174,0.565,0.257,0.203,0.407,0.312,0.326,0.539,0.218,99.0,94.0,98.0,0.052,-2.44,76.4,0.429,0.714,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-23,1:20 PM.,CHC,STL,away,Sunny.,78,592791,2B,3,0,0,0,0,0,0,0,1,2,1,0.174,0.269,0.261,0.53,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.342,0.222,0.154,0.031,-0.69,-0.32,0.75,-0.22,93.7,88.6,86.5,80.9,0.261,0.553,0.204,0.233,0.333,0.2739999999999999,0.28,0.44,0.106,0.311,0.521,0.2739999999999999,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,0.349,0.2,97.0,107.0,97.0,,,,0.102,,0.9,,93.9,,0.296,0.394,0.133,,,,,,,,,,,,,,,
2023-05-04,12:16 PM.,LAA,STL,home,Sunny.,72,656288,3B,2,0,0,0,0,0,0,0,0,0,1,0.2,0.273,0.3,0.573,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,78.0,101.0,93.0,124.0,105.0,110.0,,,,0.348,,0.299,0.213,-0.21,,0.1,1.6,94.7,,90.2,88.4,0.235,0.5,0.283,0.261,0.344,0.34,0.213,0.339,0.248,,,,91.0,98.0,103.0,0.134,-0.53,81.8,0.271,0.667,0.252,81.0,95.0,86.0,,,,0.006,,-8.61,,95.0,,0.333,1.333,0.0,,,,,,,,,,,,,,,
2023-04-19,12:14 PM.,AZ,STL,home,Sunny.,78,518516,2B,2,0,1,0,0,0,0,0,0,1,2,0.222,0.3,0.333,0.633,518516,madisonbumgarner,Bumgarner,Left,Madison Bumgarner,ARI,10.26,8.96,16.2,91.0,84.0,83.0,0.855,5.4,8.1,13.5,2.16,0.92,0.234,0.484,0.172,0.359,0.414,78.0,79.0,70.0,68.0,84.0,78.0,,,,103.0,97.0,87.0,0.331,0.349,,0.123,-0.68,-1.77,,-12.26,89.5,86.2,84.3,,0.133,0.4,0.237,,,,1.0,2.75,0.273,0.375,0.5,0.1639999999999999,80.0,102.0,95.0,0.197,-3.0,77.2,0.333,0.571,0.083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,6:48 PM.,AZ,STL,home,Partly Cloudy.,71,686753,3B,3,0,0,0,0,0,0,0,1,1,1,0.188,0.278,0.313,0.591,686753,dreyjameson,Jameson,Right,Drey Jameson,ARI,3.32,5.55,40.2,98.0,102.0,97.0,0.723,8.19,3.98,8.85,1.33,1.17,0.271,0.322,0.102,0.39,0.435,95.0,94.0,93.0,102.0,105.0,99.0,115.0,99.0,106.0,,,,0.272,,0.261,0.132,-0.7,,0.4,2.95,97.0,,89.1,85.4,0.279,0.581,0.165,0.158,0.316,0.519,0.19,0.19,0.3329999999999999,,,,119.0,89.0,96.0,0.037,1.43,80.8,0.2,0.2,0.2,92.0,94.0,89.0,,,,0.298,,-0.74,,95.0,,0.362,0.468,0.2289999999999999,,,,,,,,,,,,,,,
2023-04-12,1:11 PM.,COL,STL,away,Partly Cloudy.,85,570632,3B,4,0,1,1,0,0,1,0,0,2,1,0.231,0.286,0.385,0.671,570632,joseurena,Ureña,Right,José Ureña,- - -,6.45,5.77,44.2,99.0,90.0,93.0,0.803,5.84,4.43,10.07,2.62,1.34,0.205,0.53,0.093,0.411,0.372,61.0,98.0,82.0,90.0,95.0,88.0,101.0,103.0,105.0,,,,0.217,,0.253,0.243,-4.06,,-0.94,-0.46,95.4,,87.4,86.2,0.351,1.0,0.075,0.214,0.452,0.36,0.22,0.39,0.258,,,,,,,,,,,,,107.0,98.0,98.0,,,,0.288,,-1.62,,95.0,,0.339,0.589,0.171,,,,,,,,,,,,,,,
2023-04-11,6:40 PM.,COL,STL,away,Clear.,82,607536,2B,2,0,0,0,0,0,0,0,0,1,1,0.222,0.3,0.333,0.633,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,65.0,99.0,96.0,,,,0.184,,0.236,0.122,1.13,,-0.2,-3.3,88.8,,84.2,84.1,0.239,0.431,0.127,0.246,0.549,0.2,0.435,0.681,0.139,,,,,,,,,,0.261,0.41,0.32,67.0,103.0,88.0,96.0,105.0,105.0,0.283,0.176,-0.86,-1.91,88.7,80.6,0.349,0.529,0.091,,,,,,,,,,,,,,,
2023-04-09,1:11 PM.,MIL,STL,away,Sunny.,63,642547,2B,1,0,0,0,0,0,0,0,0,1,3,0.286,0.375,0.429,0.804,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,117.0,104.0,110.0,115.0,99.0,104.0,,,,0.512,,0.218,0.146,0.89,,0.36,0.15,94.4,,88.6,82.4,0.213,0.387,0.292,0.203,0.392,0.46,0.224,0.388,0.312,,,,85.0,103.0,110.0,0.124,0.2,76.9,0.214,0.381,0.3379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-08,6:11 PM.,MIL,STL,away,Roof Closed.,65,641778,2B,4,0,1,0,0,0,0,0,1,1,3,0.333,0.429,0.5,0.929,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,59.0,99.0,91.0,79.0,101.0,93.0,89.0,105.0,100.0,82.0,93.0,87.0,0.432,0.358,0.078,0.007,-1.01,-2.06,2.07,-17.68,90.8,86.7,82.8,82.6,0.261,0.58,0.258,0.188,0.188,0.111,,,,0.309,0.568,0.212,89.0,91.0,90.0,0.124,-6.37,75.3,0.412,1.235,0.138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-04,6:45 PM.,ATL,STL,home,Overcast.,82,689266,2B,2,0,1,1,0,0,0,0,0,1,0,0.5,0.5,1.0,1.5,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,80.0,111.0,99.0,87.0,101.0,98.0,92.0,112.0,94.0,0.489,0.048,0.285,0.178,-1.53,-3.19,-4.07,-3.11,92.1,85.3,82.9,81.8,0.342,0.595,0.13,0.375,0.75,0.301,0.355,0.516,0.204,0.333,0.667,0.118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
