date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,KC%,wFC/C,wKC/C,vFC,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2023-09-17,1:42 PM.,CIN,NYM,home,Sunny.,77,682227,3B,1,0,0,0,0,0,0,0,0,0,0,0.136,0.203,0.288,0.491,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,,0.372,0.102,0.165,-0.15,,-1.33,-0.51,92.8,84.0,,81.7,0.183,0.39,0.3989999999999999,,,,0.0,0.0,0.273,0.269,0.433,0.171,106.0,102.0,98.0,0.298,,1.71,,89.3,,0.252,0.433,0.185,0.333,0.6,0.143,,,,98.0,96.0,103.0,0.064,-1.75,73.1,,,,,,,,,
2023-09-14,4:11 PM.,AZ,NYM,home,Sunny.,78,518876,SS,1,1,1,0,0,1,3,0,0,0,0,0.138,0.206,0.293,0.499,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,0.122,0.301,0.055,0.231,0.04,0.83,-0.64,2.43,92.2,88.7,92.4,85.5,0.18,0.234,0.32,0.261,0.378,0.163,0.217,0.391,0.413,0.224,0.489,0.259,87.0,101.0,99.0,0.181,,0.88,,90.8,,0.22,0.352,0.244,0.268,0.411,0.256,,,,121.0,105.0,111.0,0.11,-0.45,82.1,,,,,,,,,
2023-09-13,7:10 PM.,AZ,NYM,home,Partly Cloudy.,77,668678,3B,1,0,0,0,0,0,0,0,0,1,1,0.123,0.194,0.228,0.422,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.21,0.336,0.314,0.286,0.714,0.125,0.25,0.389,0.265,0.238,0.36,0.192,106.0,99.0,94.0,0.092,0.227,-2.24,0.46,90.2,82.5,0.352,0.648,0.205,0.21,0.344,0.405,121.0,104.0,112.0,,,,,,,,,,,,,,,
2023-09-11,8:22 PM.,AZ,NYM,home,Partly Cloudy.,73,605200,3B,0,0,0,0,0,0,0,0,0,0,0,0.125,0.197,0.232,0.429,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027,0.248,-0.05,-1.5,-1.83,-1.19,89.3,80.7,89.6,80.8,0.275,0.477,0.372,0.381,0.552,0.096,0.25,0.5,0.1669999999999999,0.21,0.355,0.181,73.0,93.0,88.0,0.113,,0.13,,87.5,,0.3,0.3,0.145,0.188,0.5,0.2,,,,89.0,99.0,100.0,0.061,-0.55,77.0,,,,,,,,,
2023-09-02,7:10 PM.,SEA,NYM,home,Partly Cloudy.,71,622491,3B,0,0,0,0,0,0,0,0,0,0,0,0.125,0.197,0.232,0.429,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,88.3,95.9,85.7,0.28,0.42,0.325,0.239,0.337,0.136,0.234,0.455,0.3779999999999999,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-30,6:40 PM.,TEX,NYM,home,Partly Cloudy.,81,641540,3B,1,0,0,0,0,0,0,0,0,0,0,0.125,0.197,0.232,0.429,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,0.234,0.156,-3.75,1.37,0.14,-0.87,90.5,85.7,91.0,82.1,0.301,0.478,0.258,0.246,0.354,0.08,0.212,0.364,0.345,0.294,0.765,0.235,90.0,100.0,95.0,0.2,0.032,0.82,-0.43,88.9,77.5,0.258,0.393,0.231,0.25,0.25,0.5,,,,78.0,82.0,84.0,0.016,-3.56,78.1,,,,,,,,,
2023-08-29,7:11 PM.,TEX,NYM,home,Cloudy.,76,571760,3B,3,0,0,0,0,0,0,0,0,2,3,0.127,0.2,0.236,0.436,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,0.579,0.252,0.169,0.1,,-1.35,-0.11,92.5,84.0,,82.0,0.274,0.452,0.24,,,,0.259,0.443,0.296,0.236,0.431,0.256,,,,,,,,,,,,,,,,,,,80.0,143.0,68.0,0.0,-3.87,74.4,,,,,,,,,
2023-08-28,7:12 PM.,TEX,NYM,home,Cloudy.,73,592351,3B,0,0,0,0,0,0,0,0,0,0,0,0.135,0.211,0.25,0.461,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.116,-1.83,,2.33,1.71,95.7,88.8,,87.2,0.211,0.268,0.213,,,,0.105,0.211,0.324,0.346,0.551,0.179,,,,,,,,,,,,,0.263,0.737,0.27,,,,99.0,90.0,98.0,0.062,-1.69,78.2,,,,,,,,,
2023-08-26,7:10 PM.,LAA,NYM,home,Clear.,82,681217,3B,3,0,1,0,0,0,0,0,0,0,3,0.135,0.211,0.25,0.461,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,93.0,90.0,85.0,82.0,105.0,97.0,102.0,94.0,102.0,0.148,0.349,0.229,,-1.53,1.39,1.7,,95.0,,94.3,82.0,,,,0.344,0.469,0.14,0.143,0.571,0.143,0.255,0.553,0.248,99.0,92.0,92.0,0.084,,3.24,,90.3,,0.167,0.167,0.268,0.333,1.333,0.0,,,,107.0,93.0,97.0,0.024,-5.15,79.4,0.167,1.35,87.2,0.137,0.294,0.345,84.0,108.0,116.0
2023-08-25,7:10 PM.,LAA,NYM,home,Partly Cloudy.,76,663776,3B,3,0,1,0,0,0,0,0,0,1,2,0.122,0.204,0.245,0.449,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.258,-1.22,0.36,0.02,0.3,93.0,83.0,93.2,86.5,0.184,0.33,0.432,0.269,0.327,0.129,0.2,0.5,0.306,0.336,0.507,0.156,,,,,,,,,,,,,0.286,0.286,0.237,,,,99.0,96.0,101.0,0.09,0.27,76.5,,,,,,,,,
