date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,vKN (sc),KN%,wKN/C
2023-08-09,7:06 PM.,ATL,PIT,home,Partly Cloudy.,81,608331,1B,2,0,1,0,0,0,0,0,0,1,1,0.278,0.366,0.583,0.949,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,79.0,98.0,88.0,,,,,,,0.117,0.044,,1.44,-0.71,,87.5,93.5,,0.109,0.109,0.391,0.302,0.395,0.2319999999999999,0.091,0.364,0.19,114.0,98.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,,,,0.332,,0.11,0.231,0.71,,-0.19,2.64,94.0,,83.6,74.2,,,,0.291,0.418,0.177,,,,0.4,0.9,0.275,89.0,101.0,106.0,0.165,1.75,86.2,0.232,0.286,0.377,,,
2023-08-08,7:06 PM.,ATL,PIT,home,Partly Cloudy.,81,630023,1B,4,1,2,0,0,1,1,0,0,2,2,0.265,0.359,0.588,0.947,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,105.0,99.0,95.0,,,,,,,0.469,,,,-0.31,,,92.4,,,,,0.297,0.491,0.11,,,,,,,61.0,101.0,89.0,97.0,98.0,95.0,119.0,99.0,83.0,0.018,0.256,0.258,,1.57,0.57,-2.31,,92.9,85.0,88.8,,,,,0.0,0.0,0.25,0.185,0.337,0.315,0.361,0.705,0.153,,,,,,,,,,,,
2023-08-07,7:08 PM.,ATL,PIT,home,Cloudy.,74,675911,1B,1,0,0,0,0,0,0,0,0,0,0,0.233,0.343,0.5,0.843,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,,0.4,,1.67,,97.2,,85.6,,,,,0.256,0.431,0.287,,,,0.154,0.269,0.5529999999999999,85.0,98.0,101.0,0.073,0.97,87.0,0.122,0.184,0.444,,,
2023-08-06,1:11 PM.,MIL,PIT,away,Cloudy.,74,605540,1B,3,0,1,1,0,0,0,0,0,1,0,0.241,0.353,0.517,0.87,605540,brandonwoodruff,Woodruff,Right,Brandon Woodruff,MIL,2.28,2.82,67.0,107.0,114.0,110.0,0.749,9.94,2.01,5.37,1.21,0.81,0.236,0.416,0.168,0.298,0.474,108.0,100.0,96.0,,,,,,,0.22,,,,2.76,,,95.0,,0.182,0.455,0.409,0.193,0.281,0.124,,,,89.0,103.0,105.0,125.0,112.0,115.0,108.0,107.0,108.0,,,,0.41,,0.095,0.079,0.95,,-0.33,-0.01,95.8,,86.9,82.9,,,,0.177,0.385,0.314,,,,0.278,0.611,0.268,111.0,104.0,118.0,0.197,3.2,85.8,0.098,0.118,0.38,,,
2023-08-05,6:11 PM.,MIL,PIT,away,Partly Cloudy.,75,669203,1B,3,0,0,0,0,0,0,0,1,1,2,0.231,0.333,0.5,0.833,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,103.0,97.0,90.0,,,,127.0,101.0,103.0,0.077,0.554,,1.51,-2.42,,94.4,95.3,,0.133,0.211,0.488,0.291,0.564,0.129,0.209,0.34,0.2269999999999999,160.0,104.0,113.0,,,,144.0,110.0,127.0,,,,,,0.085,0.171,,,1.12,1.35,,,86.0,79.8,,,,,,,,,,0.159,0.275,0.4379999999999999,82.0,105.0,112.0,0.112,1.07,89.3,0.204,0.258,0.306,,,
2023-08-04,7:11 PM.,MIL,PIT,away,Partly Cloudy.,75,607067,1B,5,1,3,0,1,1,3,0,0,0,1,0.261,0.346,0.565,0.911,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,96.0,105.0,99.0,,,,87.0,99.0,95.0,0.299,0.265,,-0.01,0.31,,86.7,92.6,,0.242,0.455,0.231,0.253,0.42,0.136,0.245,0.519,0.293,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,62.0,96.0,91.0,0.193,0.056,0.109,0.079,2.43,-5.76,-0.31,-0.94,93.2,86.0,83.1,78.8,,,,0.135,0.27,0.264,0.44,0.84,0.184,0.226,0.377,0.362,,,,,,,,,,,,
2023-08-03,6:15 PM.,MIL,PIT,away,Clear.,88,605288,LF,3,1,0,0,0,0,0,0,1,2,1,0.167,0.286,0.278,0.564,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,86.0,104.0,100.0,,,,,,,0.471,,,,0.46,,,92.1,,0.269,0.538,0.127,0.296,0.396,0.129,,,,67.0,100.0,95.0,80.0,103.0,92.0,83.0,102.0,99.0,,,,0.238,,0.166,0.085,0.29,,-0.89,-1.08,93.4,,82.3,79.4,,,,0.227,0.34,0.237,,,,0.258,0.484,0.284,88.0,92.0,93.0,0.04,-2.07,84.3,0.294,0.471,0.2,,,
2023-07-30,1:11 PM.,TEX,SD,home,Partly Cloudy.,77,674003,1B,0,0,0,0,0,0,0,0,0,0,0,0.2,0.294,0.333,0.627,674003,codybradford,Bradford,Left,Cody Bradford,TEX,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,,,,,,,,,,,0.134,,-1.23,,,86.6,,,,,,,,,0.316,0.737,0.17,,,,64.0,109.0,99.0,66.0,104.0,103.0,,,,0.546,,0.044,,0.16,,-6.76,,90.4,,83.1,,,,,0.26,0.535,0.186,,,,0.5,0.9,0.15,91.0,100.0,102.0,0.276,0.74,82.1,0.2,0.283,0.3389999999999999,,,
2023-07-24,6:40 PM.,PIT,SD,home,Clear.,72,682990,1B,1,0,0,0,0,0,0,0,1,1,0,0.2,0.294,0.333,0.627,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,99.0,101.0,95.0,,,,,,,0.342,,,,0.97,,,93.6,,0.208,0.5,0.306,0.261,0.406,0.1119999999999999,,,,113.0,98.0,104.0,76.0,95.0,91.0,106.0,99.0,101.0,,,,0.191,,0.233,0.13,-4.2,,-2.71,-3.03,92.7,,85.3,80.6,,,,0.386,0.818,0.143,,,,0.295,0.659,0.414,69.0,90.0,86.0,0.104,-1.98,89.1,0.263,0.316,0.25,,,
2023-07-22,6:10 PM.,DET,SD,away,Partly Cloudy.,80,666159,1B,5,1,1,1,0,0,0,0,0,3,2,0.214,0.267,0.357,0.624,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,,,,,,,,,,,,,,,,,,,0.258,0.419,0.094,,,,,,,102.0,99.0,101.0,103.0,104.0,100.0,112.0,102.0,107.0,,,,0.478,,0.315,0.172,0.58,,1.21,-0.9,93.4,,81.9,79.5,,,,0.214,0.366,0.182,,,,0.185,0.383,0.261,62.0,96.0,84.0,0.036,0.93,87.7,0.111,0.111,0.063,,,
2023-07-20,1:08 PM.,TOR,SD,away,Sunny.,75,605135,1B,2,0,0,0,0,0,0,0,0,1,1,0.222,0.3,0.333,0.633,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,92.0,104.0,98.0,,,,95.0,105.0,102.0,0.393,0.153,,-1.13,2.11,,87.8,91.9,,0.192,0.295,0.318,0.22,0.336,0.144,0.274,0.496,0.253,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,78.0,84.0,84.0,0.093,0.033,0.136,0.126,-3.9,-3.07,-0.72,0.67,92.4,82.6,75.6,70.7,,,,0.333,0.652,0.206,0.375,0.563,0.226,0.227,0.636,0.191,72.0,93.0,91.0,0.065,1.71,84.1,0.189,0.351,0.1009999999999999,,,
2023-06-07,1:11 PM.,SEA,SD,home,Partly Cloudy.,66,669923,1B,4,1,1,0,0,0,1,0,0,1,2,0.286,0.375,0.429,0.804,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,106.0,110.0,109.0,,,,,,,0.216,,0.115,,0.43,0.35,,95.8,81.8,0.265,0.458,0.159,0.261,0.383,0.131,,,,,,,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.394,0.061,0.197,,1.34,1.07,1.03,,96.1,84.9,86.3,,,,,0.234,0.392,0.28,0.143,0.286,0.357,0.264,0.377,0.22,94.0,107.0,111.0,0.018,-5.31,86.6,0.5,0.9,0.125,75.1,0.001,0.26
2023-06-05,6:12 PM.,CHC,SD,home,Partly Cloudy.,63,543294,1B,0,0,0,0,0,0,0,0,0,0,0,0.333,0.5,0.667,1.167,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,72.0,110.0,99.0,,,,,,,0.349,,,,0.04,,,87.5,,0.25,0.25,0.4379999999999999,0.318,0.46,0.08,,,,97.0,79.0,84.0,67.0,100.0,93.0,,,,,,,0.205,,,0.035,-1.61,,,0.0,87.8,,,73.3,,,,0.38,0.658,0.1119999999999999,,,,,,,43.0,107.0,90.0,0.411,1.43,80.7,0.18,0.279,0.324,,,
2023-06-04,2:32 PM.,CHC,SD,home,Sunny.,66,573186,1B,2,0,1,1,0,0,0,0,1,0,0,0.333,0.5,0.667,1.167,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,102.0,97.0,95.0,,,,105.0,96.0,98.0,0.464,0.096,,0.96,1.08,,89.7,91.4,,,,,0.245,0.332,0.143,0.26,0.42,0.242,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,46.0,95.0,91.0,0.082,0.077,0.051,0.23,0.34,0.12,-0.41,0.34,92.0,86.6,86.1,84.6,0.24,0.38,0.301,0.154,0.256,0.32,0.205,0.308,0.324,0.184,0.237,0.322,,,,,,,,,,,,
2023-06-03,7:10 PM.,CHC,SD,home,Partly Cloudy.,65,592767,1B,1,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.117,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.399,0.36,0.314,0.6,0.173,0.293,0.463,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
