date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023-05-04,12:38 PM.,OAK,SEA,away,Cloudy.,59,607968,LF,1,0,0,0,0,0,0,0,0,0,0,0.153,0.203,0.407,0.61,607968,drewrucinski,Rucinski,Right,Drew Rucinski,OAK,9.0,7.35,18.0,93.0,77.0,87.0,0.831,3.0,7.0,13.5,2.5,1.22,0.162,0.446,0.189,0.351,0.397,63.0,88.0,84.0,96.0,117.0,109.0,69.0,87.0,79.0,84.0,90.0,87.0,,,,,,,0.26,0.289,,,0.071,0.077,-2.27,,,-0.04,-14.4,-2.31,89.0,,,83.6,89.1,78.8,0.259,0.37,0.023,,,,,,,0.667,1.0,0.286,,,,0.294,0.471,0.152,79.0,97.0,89.0,0.303,-4.74,84.2,0.375,0.833,0.367,,,,,,
2023-05-03,7:45 PM.,OAK,SEA,away,Overcast.,53,676664,LF,4,2,2,1,0,1,1,0,1,1,1,0.155,0.206,0.414,0.62,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,,,,93.0,102.0,96.0,,,,,,,,,,0.001,0.501,,,,0.151,-0.84,,,0.63,,0.36,93.1,,,84.1,92.1,,,,,,,,,,,,,,0.277,0.438,0.225,0.256,0.478,0.217,93.0,102.0,106.0,0.346,-0.06,81.4,0.21,0.395,0.283,,,,,,
2023-05-02,6:41 PM.,OAK,SEA,away,Cloudy.,54,695243,DH,3,1,1,0,0,1,1,0,0,0,0,0.13,0.172,0.333,0.505,695243,masonmiller,"Miller, M",Right,Mason Miller,OAK,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,117.0,95.0,100.0,,,,,0.555,0.158,,,0.049,0.94,-1.76,,,,1.62,98.3,94.1,,90.3,,,,,,0.375,0.375,0.208,,,,,,,0.0,0.0,0.429,0.219,0.391,0.21,113.0,97.0,104.0,0.238,1.87,85.8,0.118,0.147,0.471,,,,,,
2023-04-29,3:09 PM.,TOR,SEA,away,Roof Closed.,68,592332,LF,2,0,0,0,0,0,0,0,0,1,2,0.118,0.164,0.275,0.439,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,,,,105.0,108.0,109.0,,0.509,,0.384,,,1.13,,0.3,,,,94.7,,86.3,,,,,,,,,,0.201,0.307,0.432,,,,,,,0.243,0.409,0.172,89.0,89.0,94.0,0.108,-0.97,83.6,0.348,0.565,0.353,,,,,,
2023-04-27,1:06 PM.,PHI,SEA,away,Cloudy.,55,621381,LF,2,0,0,0,0,0,0,0,0,0,0,0.122,0.17,0.286,0.456,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,96.0,97.0,89.0,,,,0.187,0.452,0.101,,,0.004,1.08,-0.5,,0.27,,-9.98,93.4,87.6,,86.5,93.2,,0.344,0.459,0.156,0.296,0.556,0.25,,,,,,,,,,0.186,0.371,0.311,118.0,98.0,106.0,0.256,2.22,83.1,0.133,0.256,0.3429999999999999,,,,,,
2023-04-26,7:00 PM.,PHI,SEA,away,Cloudy.,54,592836,DH,4,1,1,0,0,0,0,0,0,1,0,0.128,0.176,0.298,0.474,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,99.0,103.0,100.0,104.0,97.0,100.0,0.233,0.176,0.176,0.332,0.057,,-0.82,-0.44,0.48,0.53,-1.07,,92.8,87.1,87.9,,92.4,74.8,0.273,0.429,0.1,0.284,0.441,0.158,0.205,0.295,0.244,0.212,0.485,0.36,,,,0.257,0.541,0.254,124.0,109.0,114.0,0.026,-1.43,82.5,0.158,0.632,0.342,,,,,,
2023-04-25,6:42 PM.,PHI,SEA,away,Partly Cloudy.,57,663559,DH,4,0,0,0,0,0,0,0,0,1,0,0.116,0.17,0.302,0.472,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,,,,,,,0.072,0.444,,0.024,0.225,0.046,-0.08,,3.65,-1.63,-0.85,-0.8,90.7,,85.0,84.6,90.7,76.5,0.333,0.571,0.133,,,,0.0,0.0,0.3329999999999999,0.267,0.493,0.209,0.273,0.364,0.3329999999999999,0.305,0.435,0.156,77.0,105.0,100.0,0.189,-1.91,84.5,0.288,0.746,0.1989999999999999,,,,,,
2023-04-23,1:11 PM.,STL,SEA,home,Cloudy.,54,656427,DH,4,0,0,0,0,0,0,0,0,2,0,0.128,0.186,0.333,0.519,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,92.0,98.0,101.0,,,,0.02,0.417,0.091,,,0.033,-0.44,-1.05,,-2.28,,0.86,93.1,88.7,,85.3,90.1,,0.333,0.333,0.1,0.318,0.545,0.264,,,,0.204,0.372,0.402,0.154,0.154,0.083,0.29,0.411,0.208,98.0,101.0,102.0,0.246,-1.15,84.2,0.339,0.558,0.265,93.0,102.0,108.0,0.194,0.23,76.2
2023-04-22,6:41 PM.,STL,SEA,home,Cloudy.,59,571945,DH,4,0,1,1,0,0,0,0,0,2,1,0.143,0.205,0.371,0.576,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,,,,,,,0.243,0.26,,,0.198,0.054,-0.19,,,-1.61,-0.92,2.68,93.3,,,84.4,92.7,75.9,0.34,0.54,0.085,,,,,,,0.261,0.387,0.198,0.182,0.382,0.085,0.29,0.495,0.1889999999999999,108.0,107.0,108.0,0.243,0.62,86.4,0.245,0.375,0.2239999999999999,,,,0.002,-0.89,68.1
2023-04-21,7:10 PM.,STL,SEA,home,Cloudy.,52,571927,DH,4,0,1,1,0,0,2,0,0,2,2,0.129,0.2,0.355,0.555,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,,,,,,,0.561,,,,0.148,0.274,,,,0.41,-0.6,-0.09,,,,84.2,94.1,78.5,0.24,0.397,0.247,,,,,,,0.259,0.407,0.2,0.291,0.405,0.289,,,,62.0,82.0,90.0,0.018,-1.27,88.9,0.5,0.75,0.1,,,,,,
2023-04-19,1:10 PM.,MIL,SEA,home,Roof Closed.,48,641778,DH,3,0,0,0,0,0,0,0,0,0,1,0.111,0.194,0.333,0.527,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,,,,82.0,93.0,87.0,,,,,0.432,0.358,,0.124,0.007,-1.01,-2.06,,,-6.37,-17.68,90.8,86.7,,82.8,,75.3,,,,0.309,0.568,0.212,,,,0.412,1.235,0.138,,,,0.261,0.58,0.258,89.0,105.0,100.0,0.078,2.07,82.6,0.188,0.188,0.111,,,,,,
2023-04-16,1:10 PM.,COL,SEA,home,Roof Closed.,48,663562,LF,3,0,0,0,0,0,0,0,0,2,3,0.125,0.214,0.375,0.589,663562,noahdavis,Davis,Right,Noah Davis,COL,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.459,82.0,81.0,79.0,110.0,77.0,95.0,63.0,89.0,80.0,75.0,97.0,86.0,95.0,102.0,95.0,,,,0.504,0.017,0.17,,0.075,0.092,1.13,0.75,,-2.48,-2.62,-7.33,91.0,88.3,,84.7,93.5,78.4,0.4,0.6,0.115,0.143,0.357,0.32,,,,0.267,0.267,0.208,0.533,0.867,0.292,0.333,0.333,0.3329999999999999,103.0,99.0,102.0,0.143,0.59,83.8,0.143,0.357,0.2289999999999999,,,,,,
2023-04-15,6:40 PM.,COL,SEA,home,Roof Closed.,51,663372,DH,2,0,0,0,0,0,0,0,0,0,1,0.143,0.24,0.429,0.669,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,,,,,,,0.173,0.278,,,0.089,0.147,-0.01,,,-4.88,-2.31,2.91,94.8,,,84.1,94.3,79.7,0.475,0.675,0.15,,,,,,,0.333,0.4,0.118,0.08,0.08,0.421,0.25,0.295,0.225,95.0,106.0,105.0,0.313,1.27,88.6,0.178,0.289,0.163,,,,,,
2023-04-14,7:10 PM.,COL,SEA,home,Clear.,56,596295,DH,4,0,0,0,0,0,0,0,0,1,3,0.158,0.261,0.474,0.735,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.181,-1.99,,,-5.34,,-0.07,90.6,,,81.6,90.8,,0.4,1.0,0.1669999999999999,,,,,,,0.226,0.358,0.28,0.296,0.509,0.1989999999999999,0.344,0.656,0.118,93.0,98.0,102.0,0.201,0.96,84.8,0.275,0.383,0.247,90.0,103.0,104.0,0.168,-0.75,77.6
2023-04-10,6:39 PM.,CHC,SEA,away,Clear.,67,592767,LF,1,0,0,0,0,0,1,0,0,0,0,0.2,0.316,0.6,0.916,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,77.0,94.0,88.0,86.0,94.0,82.0,,,,0.389,,0.117,,,,,-0.51,,-1.32,,,,88.6,,,91.9,,0.314,0.6,0.173,0.293,0.463,0.216,,,,0.229,0.399,0.36,,,,,,,,,,,,,,,,105.0,102.0,103.0,0.494,-0.09,78.6
2023-04-09,1:41 PM.,CLE,SEA,away,Sunny.,52,668676,LF,2,0,1,0,0,0,0,0,1,1,0,0.214,0.353,0.643,0.996,668676,zachplesac,Plesac,Right,Zach Plesac,CLE,7.59,5.48,21.1,103.0,81.0,98.0,0.82,5.91,2.11,15.61,1.27,1.79,0.151,0.488,0.093,0.256,0.435,71.0,101.0,86.0,126.0,83.0,92.0,63.0,98.0,84.0,,,,,,,,,,,0.397,,,0.041,0.154,-3.51,,,,-3.19,-5.14,91.0,,,83.6,,78.8,,,,,,,,,,,,,0.385,0.846,0.136,0.5,0.676,0.132,98.0,110.0,116.0,0.408,-1.04,84.7,0.275,0.431,0.247,,,,,,
2023-04-05,1:10 PM.,LAA,SEA,home,Partly Cloudy.,48,660271,DH,2,0,0,0,0,0,0,0,1,1,3,0.167,0.286,0.667,0.953,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,96.0,89.0,88.0,129.0,93.0,108.0,0.06,0.33,0.156,0.062,0.036,,1.64,-0.82,-0.25,-0.53,1.15,,96.8,88.6,88.6,,94.5,75.7,0.273,0.409,0.225,0.31,0.606,0.228,0.179,0.205,0.411,0.111,0.167,0.417,,,,0.164,0.236,0.27,136.0,97.0,112.0,0.356,1.81,83.7,0.146,0.339,0.365,,,,,,
2023-04-04,6:41 PM.,LAA,SEA,home,Partly Cloudy.,50,660761,LF,4,2,2,0,0,2,5,0,0,0,1,0.2,0.273,0.8,1.073,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,84.0,100.0,103.0,,,,89.0,92.0,89.0,74.0,94.0,82.0,99.0,68.0,88.0,,,,0.052,0.398,0.015,,,0.269,-0.97,0.89,,-3.55,,-2.55,92.3,88.1,,82.0,90.8,,0.444,0.778,0.067,0.0,0.0,0.5,,,,,,,0.31,0.548,0.385,0.273,0.477,0.222,105.0,90.0,103.0,0.267,-3.72,81.5,0.591,1.091,0.25,,,,,,
2023-04-03,6:41 PM.,LAA,SEA,home,Partly Cloudy.,45,672282,LF,3,0,0,0,0,0,0,0,1,0,3,0.0,0.143,0.0,0.143,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,,,,,,,0.432,,,0.194,0.054,-0.38,,,,0.14,-2.03,94.3,,,84.8,,74.7,,,,,,,,,,0.191,0.326,0.286,0.242,0.424,0.246,0.291,0.505,0.212,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,
2023-04-02,1:10 PM.,CLE,SEA,home,Cloudy.,44,615698,LF,3,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,103.0,94.0,93.0,113.0,104.0,104.0,0.416,0.01,0.241,0.123,0.109,0.101,-2.44,-0.89,-1.13,0.18,1.28,-2.42,93.8,88.1,86.8,86.1,93.7,82.0,0.277,0.428,0.1689999999999999,0.33,0.495,0.221,0.241,0.362,0.225,0.188,0.313,0.158,0.344,0.625,0.182,0.333,0.667,0.2,,,,,,,,,,,,,,,
