date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-06-23,11:36 AM.,AZ,PHI,home,Partly Cloudy.,91,677944,LF,4,0,2,0,0,0,2,0,0,1,3,0.231,0.268,0.513,0.781,677944,sladececconi,Cecconi,Right,Slade Cecconi,ARI,6.66,4.52,77.0,105.0,102.0,105.0,0.816,7.48,1.99,10.75,1.87,0.69,0.3,0.356,0.162,0.332,0.485,103.0,98.0,100.0,95.0,109.0,106.0,,,,117.0,100.0,105.0,,,,,0.548,0.24,,0.121,-1.46,,-1.24,,-0.57,94.4,81.8,,85.1,,0.329,0.582,0.164,0.278,0.494,0.207,0.2,0.4,0.289,,,,0.227,0.432,0.269,103.0,101.0,106.0,,,,0.001,0.09,3.94,-1.42,90.4,75.4,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-22,4:05 PM.,AZ,PHI,home,Partly Cloudy.,97,674072,RF,1,1,1,0,0,1,2,0,0,0,0,0.2,0.243,0.514,0.757,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,7.04,6.58,38.1,101.0,81.0,95.0,0.848,7.04,4.23,11.5,2.11,1.17,0.231,0.431,0.131,0.377,0.429,74.0,93.0,87.0,66.0,103.0,95.0,70.0,96.0,87.0,103.0,94.0,96.0,,,,0.196,0.312,0.072,,0.162,-0.61,-3.0,-3.52,,-2.25,90.0,83.7,90.4,82.9,,0.261,0.63,0.135,0.5,0.7,0.35,0.268,0.561,0.123,0.375,0.625,0.072,0.321,0.464,0.313,104.0,107.0,105.0,,,,,0.257,,-1.17,,78.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-21,7:06 PM.,AZ,PHI,home,Clear.,93,656756,LF,1,1,0,0,0,0,0,0,1,0,0,0.176,0.222,0.412,0.634,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,104.0,95.0,90.0,,,,0.308,0.173,0.018,,0.193,-0.02,-2.11,3.84,,-1.92,92.1,83.1,91.8,84.2,,0.284,0.375,0.184,0.0,0.0,0.5,0.27,0.453,0.353,0.374,0.577,0.159,0.321,0.593,0.386,106.0,102.0,107.0,,,,,0.307,,-0.83,,79.2,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-19,1:08 PM.,SD,PHI,home,Sunny.,87,663362,LF,3,0,0,0,0,0,0,0,1,0,1,0.182,0.206,0.424,0.63,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,115.0,101.0,107.0,,,,0.144,0.19,0.198,,,-0.77,0.64,0.5,,,90.6,,90.0,79.3,,0.265,0.513,0.224,,,,,,,0.303,0.404,0.067,,,,,,,83.0,98.0,90.0,0.086,,1.88,,87.0,,0.231,0.385,0.144,,,,,,,,,,0.227,0.454,0.201,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-06-17,6:41 PM.,SD,PHI,home,Partly Cloudy.,86,681190,LF,4,0,0,0,0,0,0,0,0,1,5,0.2,0.2,0.467,0.667,681190,randyvasquez,"Vásquez, R",Right,Randy Vásquez,SDP,4.87,5.94,98.0,101.0,106.0,100.0,0.837,5.69,2.66,10.93,1.19,1.02,0.21,0.378,0.177,0.333,0.434,96.0,99.0,96.0,92.0,103.0,100.0,103.0,103.0,98.0,132.0,101.0,109.0,,,,0.157,0.285,0.1,,0.124,-0.56,-1.91,-0.16,,-3.49,94.3,88.6,94.2,82.4,,0.301,0.462,0.222,,,,0.234,0.422,0.239,0.429,0.571,0.106,0.365,0.615,0.122,124.0,101.0,106.0,107.0,99.0,97.0,0.137,0.197,2.22,-0.45,90.2,82.2,0.228,0.351,0.169,,,,,,,,,,0.229,0.396,0.247,,,,,,,,,
2024-06-16,1:36 PM.,BAL,PHI,away,Cloudy.,83,669203,LF,3,0,1,0,0,0,0,0,0,1,1,0.231,0.231,0.538,0.769,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,,,,0.078,,0.146,,0.11,,-0.5,0.7,,0.2,,89.2,97.0,87.2,,,,,0.196,0.268,0.463,0.2,0.326,0.378,0.235,0.412,0.157,0.194,0.339,0.377,109.0,101.0,106.0,125.0,105.0,108.0,0.45,0.215,1.37,0.44,95.3,80.3,0.251,0.362,0.19,,,,,,,,,,0.125,0.5,0.457,,,,,,,,,
2024-06-14,7:07 PM.,BAL,PHI,away,Overcast.,87,680694,LF,4,0,0,0,0,0,0,0,0,1,2,0.217,0.217,0.565,0.782,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,,,,99.0,96.0,94.0,83.0,102.0,100.0,157.0,100.0,115.0,,,,0.399,0.131,0.298,,,-1.17,1.65,1.35,,,94.5,,95.3,88.2,,0.364,0.545,0.273,0.171,0.244,0.337,0.227,0.5,0.283,0.157,0.229,0.196,,,,124.0,104.0,110.0,,,,,0.172,,-0.48,,84.1,,,,,,,,,,,,,,,,,,,,,,,,
2024-06-13,7:10 PM.,BOS,PHI,away,Partly Cloudy.,79,656557,LF,4,0,0,0,0,0,0,0,0,2,1,0.263,0.263,0.684,0.947,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,,,,0.324,,0.414,,,,0.67,0.54,,,,,93.5,83.2,,,,,,,,,,,0.27,0.325,0.142,,,,,,,95.0,93.0,93.0,0.015,,-0.95,,87.1,,0.2,0.4,0.235,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.23,0.357,0.302,0.195,0.265,0.208,,,,,,
2024-06-12,7:11 PM.,BOS,PHI,away,Partly Cloudy.,75,601713,LF,5,0,1,1,0,0,1,0,0,0,3,0.333,0.333,0.867,1.2,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,122.0,105.0,108.0,,,,155.0,103.0,111.0,,,,,0.486,0.291,,,0.73,,-0.1,,,93.9,,,82.6,,0.239,0.399,0.218,0.143,0.393,0.326,0.167,0.4,0.206,,,,,,,118.0,104.0,104.0,104.0,96.0,82.0,0.059,0.163,-4.63,0.61,88.3,80.0,0.394,0.879,0.211,,,,,,,,,,0.224,0.436,0.35,,,,,,,,,
2024-06-11,7:11 PM.,BOS,PHI,away,Partly Cloudy.,70,676710,LF,4,0,0,0,0,0,0,0,0,1,2,0.4,0.4,1.1,1.5,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.36,3.86,183.2,105.0,108.0,107.0,0.766,8.58,2.5,7.6,1.67,0.67,0.244,0.424,0.164,0.288,0.446,,,,109.0,109.0,112.0,,,,100.0,99.0,102.0,98.0,97.0,99.0,,0.337,0.185,0.072,,-0.43,,-0.56,1.14,,92.6,,,80.8,77.3,0.255,0.5,0.198,,,,0.143,0.171,0.219,,,,,,,,,,114.0,104.0,104.0,0.32,,0.55,,87.5,,0.216,0.418,0.265,,,,87.0,102.0,106.0,0.086,0.47,82.4,0.222,0.437,0.263,0.192,0.26,0.404,,,,,,
2024-06-09,3:10 PM.,NYM,PHI,home,Cloudy.,61,500779,PH,1,1,1,0,0,1,1,0,0,0,0,0.667,0.667,1.833,2.5,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,70.0,100.0,97.0,70.0,92.0,85.0,76.0,97.0,91.0,,,,,,,0.304,0.225,,,0.193,-0.32,0.82,,,0.5,90.7,85.7,90.8,,,0.227,0.427,0.169,,,,0.265,0.444,0.264,0.249,0.431,0.131,0.203,0.26,0.367,110.0,100.0,99.0,,,,,0.278,,-0.04,,77.7,,,,0.195,0.366,0.284,,,,,,,,,,,,,,,,,,
2024-06-04,6:42 PM.,MIL,PHI,home,Clear.,82,657649,LF,2,0,1,1,0,0,0,0,0,1,0,0.6,0.6,1.4,2.0,657649,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.49,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.282,0.484,70.0,98.0,95.0,83.0,92.0,94.0,92.0,101.0,98.0,,,,,,,0.572,0.006,,,0.039,1.53,1.13,,,1.61,96.8,85.5,95.0,,,,,,,,,0.2,0.2,0.442,0.231,0.299,0.175,0.143,0.143,0.524,96.0,112.0,108.0,88.0,102.0,98.0,0.252,0.131,-0.39,0.27,90.3,81.1,0.254,0.424,0.186,,,,,,,,,,,,,,,,,,,,,
2024-06-03,6:41 PM.,MIL,PHI,home,Cloudy.,85,657649,LF,3,2,2,0,0,1,1,0,0,0,0,0.667,0.667,1.667,2.334,657649,jaredkoenig,Koenig,Left,Jared Koenig,MIL,2.47,3.49,62.0,103.0,90.0,100.0,0.789,9.15,3.34,7.84,0.58,1.27,0.23,0.408,0.218,0.282,0.484,70.0,98.0,95.0,83.0,92.0,94.0,92.0,101.0,98.0,,,,,,,0.572,0.006,,,0.039,1.53,1.13,,,1.61,96.8,85.5,95.0,,,,,,,,,0.2,0.2,0.442,0.231,0.299,0.175,0.143,0.143,0.524,96.0,112.0,108.0,88.0,102.0,98.0,0.252,0.131,-0.39,0.27,90.3,81.1,0.254,0.424,0.186,,,,,,,,,,,,,,,,,,,,,
