date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,SV_ba,SV_slg,SV_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff
2024-08-28,12:37 PM.,CHC,PIT,home,Sunny.,90,543294,C,1,0,0,0,0,0,0,0,0,0,3,0.154,0.262,0.231,0.493,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,5.92,4.81,130.2,105.0,95.0,100.0,0.828,5.99,2.96,10.13,1.45,1.31,0.233,0.412,0.194,0.288,0.402,97.0,106.0,96.0,,,,,,,0.355,,,,-0.77,,,87.6,,0.22,0.3,0.244,0.333,0.493,0.106,,,,87.0,109.0,108.0,59.0,94.0,86.0,,,,,,,0.127,,,0.131,-1.51,,,0.52,87.7,,,74.3,,,,0.237,0.553,0.209,,,,,,,108.0,106.0,106.0,0.387,-0.72,80.9,0.267,0.409,0.239,,,
2024-08-27,6:41 PM.,CHC,PIT,home,Partly Cloudy.,92,657006,C,4,0,1,0,0,0,0,0,0,2,1,0.156,0.264,0.233,0.497,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.07,2.74,134.2,103.0,99.0,102.0,0.792,9.02,2.47,7.42,0.8,1.2,0.288,0.38,0.174,0.264,0.513,64.0,104.0,95.0,,,,,,,0.053,,,,0.43,,,91.6,,0.0,0.0,0.2,0.292,0.458,0.182,,,,92.0,120.0,108.0,89.0,102.0,100.0,130.0,105.0,109.0,,,,0.595,,0.297,0.022,0.38,,1.81,2.76,91.6,,83.3,79.9,,,,0.253,0.396,0.223,,,,0.16,0.243,0.282,70.0,92.0,94.0,0.033,0.32,86.2,0.222,0.222,0.172,,,
2024-08-26,6:42 PM.,CHC,PIT,home,Partly Cloudy.,89,592791,PH,1,0,0,0,0,0,0,0,0,0,0,0.151,0.265,0.233,0.498,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,3.27,4.05,165.1,107.0,85.0,102.0,0.823,6.8,1.8,8.38,1.14,0.99,0.223,0.445,0.136,0.328,0.468,74.0,104.0,92.0,,,,92.0,103.0,98.0,0.109,0.251,,2.12,1.47,,86.5,92.5,,0.232,0.424,0.23,0.219,0.297,0.085,0.252,0.31,0.191,104.0,111.0,113.0,66.0,106.0,96.0,104.0,116.0,120.0,,,,0.296,,0.155,0.147,-0.27,,0.65,-1.04,92.3,,80.4,79.5,,,,0.287,0.497,0.147,,,,,,,78.0,102.0,95.0,0.043,-2.45,86.0,0.273,0.576,0.148,0.183,0.296,0.317
2024-06-14,6:41 PM.,COL,PIT,away,Partly Cloudy.,82,663372,C,2,0,0,0,0,0,0,0,0,2,0,0.153,0.267,0.235,0.502,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,4.49,4.31,162.1,100.0,97.0,99.0,0.781,7.65,2.88,9.15,1.11,1.28,0.226,0.394,0.158,0.327,0.452,93.0,93.0,89.0,,,,,,,0.128,,,,-0.45,,,94.2,,0.164,0.26,0.248,0.299,0.403,0.159,,,,108.0,107.0,113.0,81.0,102.0,96.0,109.0,99.0,104.0,,,,0.37,,0.254,0.101,0.63,,-0.87,1.28,94.6,,87.4,79.2,,,,0.24,0.376,0.177,,,,0.355,0.523,0.226,117.0,95.0,102.0,0.147,-1.02,85.2,0.299,0.485,0.394,0.156,0.375,0.35
2024-06-12,6:48 PM.,STL,PIT,away,Clear.,88,543243,C,3,1,1,0,0,1,1,0,0,1,1,0.157,0.273,0.241,0.514,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,93.0,114.0,112.0,,,,92.0,98.0,96.0,0.178,0.178,0.0,0.19,1.64,-2.42,87.7,92.7,75.4,0.21,0.452,0.331,0.2,0.385,0.208,0.287,0.494,0.308,119.0,96.0,97.0,107.0,97.0,101.0,152.0,114.0,125.0,,,,0.239,,0.201,0.139,-0.05,,0.94,0.7,92.4,,84.8,80.0,,,,0.333,0.567,0.182,,,,,,,69.0,91.0,86.0,0.064,-2.25,88.3,0.357,0.714,0.328,0.142,0.205,0.444
2024-06-09,1:36 PM.,MIN,PIT,home,Partly Cloudy.,74,641927,C,2,1,0,0,0,0,0,0,1,1,2,0.15,0.271,0.2,0.471,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.98,3.22,178.2,105.0,91.0,102.0,0.728,9.62,2.17,6.85,1.36,0.67,0.22,0.439,0.183,0.303,0.416,,,,,,,84.0,104.0,100.0,,0.195,,-0.86,,,86.2,,,0.0,0.0,0.375,,,,0.279,0.504,0.229,94.0,99.0,103.0,81.0,104.0,96.0,74.0,100.0,101.0,,,,0.381,,0.118,0.011,-0.01,,2.03,4.57,91.7,,80.3,76.0,,,,0.258,0.506,0.222,,,,0.095,0.162,0.307,116.0,111.0,111.0,0.294,1.98,83.4,0.154,0.285,0.395,,,
2024-06-07,6:43 PM.,MIN,PIT,home,Partly Cloudy.,72,657746,DH,3,0,0,0,0,0,0,0,0,3,0,0.154,0.269,0.205,0.474,657746,joeryan,Ryan,Right,Joe Ryan,MIN,3.6,2.87,135.0,107.0,99.0,104.0,0.752,9.8,1.53,7.33,1.27,0.79,0.242,0.427,0.198,0.281,0.481,110.0,108.0,105.0,,,,,,,0.06,,,,-0.77,,,92.9,,,,,0.345,0.483,0.094,,,,,,,94.0,110.0,105.0,108.0,103.0,112.0,101.0,103.0,94.0,0.485,0.221,0.234,,1.38,0.2,-0.09,,94.0,88.6,83.1,,,,,0.194,0.379,0.275,0.202,0.387,0.258,0.343,0.6,0.216,,,,,,,,,,0.207,0.37,0.337
2024-06-06,6:41 PM.,LAD,PIT,home,Cloudy.,75,621111,C,4,0,0,0,0,0,0,0,1,3,3,0.16,0.278,0.213,0.491,621111,walkerbuehler,Buehler,Right,Walker Buehler,LAD,5.38,4.78,75.1,101.0,93.0,100.0,0.819,7.65,3.35,10.63,1.91,1.29,0.208,0.429,0.143,0.335,0.435,82.0,99.0,92.0,100.0,98.0,105.0,103.0,103.0,100.0,0.163,0.208,0.192,1.62,-0.74,-1.56,91.2,94.8,78.0,0.278,0.481,0.267,0.291,0.327,0.115,0.238,0.397,0.215,,,,85.0,102.0,99.0,119.0,99.0,108.0,,,,0.29,,0.095,,-2.43,,-0.87,,95.0,,82.9,,,,,0.342,0.696,0.169,,,,1.0,2.5,0.25,70.0,100.0,89.0,0.052,-5.9,90.0,0.455,0.773,0.088,0.121,0.303,0.294
2024-06-04,6:42 PM.,LAD,PIT,home,Cloudy.,80,607192,C,3,0,1,1,0,0,0,0,0,1,0,0.169,0.282,0.225,0.507,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,LAD,3.49,2.65,134.0,101.0,118.0,106.0,0.715,11.28,2.35,6.18,1.01,1.39,0.215,0.379,0.17,0.293,0.469,101.0,106.0,108.0,,,,,,,0.087,,,,0.75,,,96.6,,0.098,0.174,0.475,0.233,0.395,0.171,,,,139.0,97.0,110.0,118.0,101.0,103.0,108.0,104.0,109.0,,,,0.45,,0.277,0.186,1.04,,1.15,1.93,96.3,,90.0,83.7,,,,0.215,0.421,0.213,,,,0.2,0.333,0.404,,,,,,,,,,,,
2024-05-01,12:37 PM.,OAK,PIT,away,Sunny.,71,548389,C,3,0,0,0,0,0,0,0,1,2,0,0.162,0.28,0.206,0.486,548389,rossstripling,Stripling,Right,Ross Stripling,OAK,6.01,4.74,85.1,105.0,86.0,98.0,0.849,5.17,2.32,11.5,0.74,1.11,0.304,0.359,0.175,0.301,0.443,90.0,102.0,90.0,89.0,105.0,106.0,80.0,107.0,92.0,0.142,0.159,0.086,0.67,-0.67,-1.1,87.5,90.2,76.3,0.364,0.455,0.179,0.39,0.441,0.078,0.245,0.367,0.156,,,,62.0,100.0,87.0,121.0,108.0,112.0,,,,0.303,,0.134,,-0.05,,-1.89,,91.7,,84.7,,,,,0.244,0.422,0.175,,,,0.328,0.5,0.157,90.0,111.0,105.0,0.176,-1.87,82.7,0.333,0.52,0.241,,,
2024-04-28,1:05 PM.,SF,PIT,away,Sunny.,63,676775,C,2,0,0,0,0,0,0,0,0,2,1,0.169,0.282,0.215,0.497,676775,keatonwinn,"Winn, K",Right,Keaton Winn,SFG,7.16,5.56,55.1,98.0,112.0,103.0,0.772,7.81,3.25,9.11,1.46,1.67,0.176,0.485,0.079,0.436,0.455,91.0,97.0,93.0,,,,,,,0.192,,,,-2.92,,,94.8,,,,,0.41,0.692,0.066,,,,,,,89.0,101.0,95.0,127.0,98.0,106.0,131.0,97.0,113.0,0.263,0.405,0.139,,-0.92,0.24,-1.39,,95.7,88.9,87.9,,,,,0.214,0.5,0.272,0.215,0.355,0.282,0.321,0.607,0.356,,,,,,,,,,,,
2024-04-27,6:05 PM.,SF,PIT,away,Partly Cloudy.,58,663855,C,0,0,0,0,0,0,0,0,0,0,0,0.175,0.289,0.222,0.511,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,95.0,95.0,94.0,,,,,,,0.515,,,,-0.02,,,94.5,,,,,0.341,0.498,0.111,,,,,,,79.0,85.0,79.0,125.0,93.0,101.0,121.0,92.0,106.0,0.054,0.191,0.241,,-3.85,-0.41,-0.1,,95.4,84.3,81.1,,,,,0.238,0.381,0.31,0.181,0.287,0.408,,,,,,,,,,,,,0.152,0.329,0.376
2024-04-26,7:15 PM.,SF,PIT,away,Partly Cloudy.,56,690986,C,2,0,0,0,0,0,0,0,1,2,1,0.175,0.289,0.222,0.511,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,95.0,95.0,98.0,100.0,92.0,93.0,107.0,97.0,,,,0.577,,0.003,0.223,0.2,,-11.71,-0.22,92.5,,88.2,80.6,0.274,0.452,0.277,0.249,0.425,0.23,,,,0.333,0.667,0.5,70.0,96.0,88.0,0.197,-1.64,84.8,0.287,0.435,0.215,,,
2024-04-24,6:42 PM.,MIL,PIT,home,Cloudy.,51,669060,C,3,0,1,0,0,0,0,0,0,1,1,0.18,0.288,0.23,0.518,669060,brysewilson,"Wilson, B",Right,Bryse Wilson,MIL,4.04,5.35,104.2,105.0,93.0,98.0,0.818,7.05,2.67,8.77,1.72,0.88,0.252,0.369,0.157,0.375,0.453,92.0,106.0,96.0,,,,98.0,101.0,95.0,0.32,0.349,,1.16,1.31,,88.8,93.1,,0.309,0.709,0.229,0.236,0.368,0.134,0.23,0.361,0.263,106.0,107.0,106.0,85.0,113.0,105.0,,,,,,,0.15,,,0.139,-3.09,,,-3.29,93.6,,,80.4,,,,0.288,0.493,0.229,,,,,,,54.0,96.0,85.0,0.042,-0.91,88.0,0.182,0.273,0.174,,,
2024-04-22,6:42 PM.,MIL,PIT,home,Clear.,59,605452,C,3,0,0,0,0,0,0,0,1,2,1,0.172,0.286,0.224,0.51,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,85.0,98.0,92.0,,,,,,,0.366,,,,0.77,,,94.8,,0.0,0.0,0.308,0.248,0.343,0.154,,,,110.0,102.0,99.0,84.0,106.0,97.0,94.0,103.0,104.0,,,,0.16,,0.373,0.017,-2.63,,0.42,2.4,94.8,,86.6,83.2,,,,0.288,0.5,0.275,,,,0.237,0.32,0.384,81.0,106.0,97.0,0.084,0.43,90.2,0.286,0.357,0.157,,,
2024-04-19,6:41 PM.,BOS,PIT,home,Cloudy.,63,678394,C,3,0,1,0,0,0,0,0,0,1,1,0.182,0.288,0.236,0.524,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,103.0,100.0,101.0,,,,,,,0.403,,,,-0.24,,,95.7,,,,,0.309,0.44,0.111,,,,,,,74.0,108.0,101.0,114.0,98.0,110.0,,,,0.048,,0.28,,0.25,,-0.58,,95.6,,86.8,,,,,0.12,0.16,0.218,,,,0.268,0.401,0.343,88.0,99.0,97.0,0.269,0.15,87.6,0.177,0.354,0.369,,,
2024-04-17,1:10 PM.,NYM,PIT,away,Cloudy.,60,622663,C,2,1,0,0,0,0,0,0,0,1,1,0.173,0.286,0.231,0.517,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,90.0,98.0,94.0,,,,92.0,91.0,89.0,0.248,0.081,,1.05,1.24,,92.6,95.6,,,,,0.278,0.414,0.122,0.2,0.3,0.26,,,,101.0,104.0,102.0,143.0,100.0,111.0,,,,0.355,,0.242,,0.15,,0.26,,96.2,,85.6,,,,,0.243,0.392,0.218,,,,0.263,0.342,0.284,87.0,95.0,95.0,0.075,-3.63,86.1,0.358,0.66,0.186,0.139,0.238,0.386
2024-04-16,7:10 PM.,NYM,PIT,away,Clear.,67,500779,C,3,0,1,0,0,0,0,0,1,1,0,0.18,0.295,0.24,0.535,500779,josequintana,Quintana,Left,Jose Quintana,NYM,3.75,4.52,170.1,97.0,83.0,93.0,0.801,7.13,3.33,7.93,1.16,1.35,0.224,0.407,0.173,0.344,0.337,76.0,97.0,91.0,,,,,,,0.304,,,,0.82,,,90.8,,0.265,0.444,0.264,0.249,0.431,0.131,,,,110.0,100.0,99.0,70.0,92.0,85.0,,,,,,,0.225,,,0.278,-0.32,,,-0.04,90.7,,,77.7,0.195,0.366,0.284,0.227,0.427,0.169,,,,,,,70.0,100.0,97.0,0.193,0.5,85.7,0.203,0.26,0.367,,,
2024-04-15,7:10 PM.,NYM,PIT,away,Partly Cloudy.,72,605288,C,4,0,0,0,0,0,0,0,0,1,3,0.17,0.281,0.234,0.515,605288,adrianhouser,Houser,Right,Adrian Houser,NYM,5.84,5.24,69.1,100.0,91.0,97.0,0.834,5.84,4.15,9.61,1.04,1.43,0.254,0.417,0.136,0.307,0.433,96.0,99.0,96.0,,,,,,,0.445,,,,0.25,,,92.5,,0.476,0.762,0.15,0.252,0.382,0.122,,,,83.0,99.0,93.0,72.0,104.0,94.0,91.0,103.0,101.0,,,,0.168,,0.173,0.087,0.63,,-1.67,-4.53,93.6,,83.2,79.6,,,,0.179,0.333,0.193,,,,0.286,0.571,0.213,98.0,95.0,95.0,0.127,-2.31,84.1,0.308,0.462,0.333,,,
2024-04-13,4:06 PM.,PHI,PIT,away,Partly Cloudy.,60,605513,C,4,0,0,0,0,0,0,0,0,2,1,0.186,0.302,0.256,0.558,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,PHI,2.65,4.05,54.1,99.0,112.0,100.0,0.76,9.61,3.31,6.13,0.99,1.32,0.194,0.41,0.137,0.309,0.383,88.0,99.0,93.0,,,,,,,0.123,,,,-1.59,,,93.2,,0.067,0.067,0.594,0.238,0.667,0.111,,,,103.0,100.0,102.0,92.0,95.0,94.0,127.0,97.0,102.0,,,,0.348,,0.385,0.09,-0.44,,1.98,2.0,92.0,,83.9,78.8,,,,0.28,0.453,0.162,,,,0.071,0.071,0.4,125.0,107.0,103.0,0.053,1.35,87.7,0.0,0.0,0.167,0.145,0.226,0.308
2024-04-12,6:40 PM.,PHI,PIT,away,Cloudy.,64,650911,C,3,2,2,1,0,0,2,0,1,1,2,0.205,0.327,0.282,0.609,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,95.0,101.0,98.0,,,,86.0,52.0,74.0,0.473,0.001,,2.59,-0.55,,86.5,94.5,,,,,0.345,0.481,0.131,,,,,,,,,,102.0,102.0,103.0,,,,,,0.169,,,,0.65,,,,84.4,,,,,,,,,,,0.219,0.368,0.308,97.0,105.0,116.0,0.357,1.56,85.1,0.177,0.22,0.348,,,
2024-04-11,6:41 PM.,PHI,PIT,away,Cloudy.,64,624133,C,4,0,1,0,0,0,0,0,0,1,2,0.167,0.289,0.222,0.511,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,87.0,106.0,104.0,,,,101.0,98.0,93.0,0.315,0.121,,-1.68,0.84,,86.5,90.8,,0.189,0.342,0.339,0.27,0.381,0.101,0.302,0.642,0.162,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,,,,0.195,,0.001,0.205,0.67,,-4.62,1.02,91.8,,81.3,74.4,,,,0.224,0.327,0.18,,,,,,,73.0,100.0,98.0,0.163,-0.63,80.0,0.229,0.323,0.35,,,
2024-04-09,12:37 PM.,DET,PIT,home,Partly Cloudy.,72,663554,C,2,0,1,0,0,0,0,0,2,1,0,0.156,0.293,0.219,0.512,663554,caseymize,Mize,Right,Casey Mize,DET,4.49,4.74,102.1,102.0,107.0,101.0,0.803,6.86,2.55,10.64,0.97,1.65,0.227,0.405,0.149,0.335,0.435,92.0,108.0,105.0,102.0,90.0,94.0,,,,0.08,,0.075,,1.3,-2.21,,95.5,79.6,0.261,0.522,0.216,0.293,0.341,0.08,,,,,,,106.0,105.0,102.0,107.0,101.0,102.0,112.0,99.0,102.0,0.386,0.181,0.277,,-0.47,-1.06,-0.46,,95.5,86.2,85.7,,,,,0.306,0.428,0.205,0.286,0.405,0.322,0.271,0.5,0.218,,,,,,,,,,,,
2024-04-07,1:36 PM.,BAL,PIT,home,Sunny.,54,665152,C,2,0,0,0,0,0,1,0,0,1,1,0.133,0.243,0.2,0.443,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,79.0,105.0,97.0,,,,99.0,102.0,98.0,0.151,0.23,,0.33,0.67,,86.9,92.3,,0.225,0.3,0.198,0.247,0.353,0.072,0.25,0.355,0.237,92.0,98.0,96.0,91.0,100.0,99.0,,,,72.0,99.0,99.0,0.32,0.184,,0.114,-0.18,0.73,,0.29,93.4,84.1,,77.0,,,,0.245,0.503,0.232,0.139,0.248,0.36,,,,,,,,,,,,,,,
2024-04-06,4:07 PM.,BAL,PIT,home,Cloudy.,51,669330,PR,0,1,0,0,0,0,0,0,0,0,0,0.143,0.265,0.214,0.479,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,5.87,7.64,15.1,105.0,103.0,100.0,0.769,7.63,1.76,10.57,1.76,0.83,0.196,0.51,0.216,0.373,0.394,,,,,,,105.0,106.0,96.0,,0.178,,-1.33,,,88.1,,,0.2,0.2,0.417,,,,0.333,0.667,0.273,99.0,105.0,99.0,93.0,99.0,96.0,124.0,99.0,91.0,,,,0.344,,0.104,0.185,-2.83,,-6.34,1.94,92.5,,84.3,76.1,,,,0.32,0.72,0.196,,,,0.5,0.833,0.286,110.0,115.0,116.0,0.189,2.88,85.8,0.143,0.143,0.28,,,
2024-04-05,4:15 PM.,BAL,PIT,home,Cloudy.,40,680570,C,4,0,0,0,0,0,0,0,0,3,0,0.143,0.265,0.214,0.479,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,3.86,3.72,116.2,102.0,119.0,107.0,0.728,10.03,2.78,8.41,1.16,1.07,0.219,0.419,0.147,0.325,0.452,133.0,102.0,111.0,,,,,,,0.012,,,,5.3,,,96.1,,0.26,0.38,0.241,0.167,0.333,0.294,,,,114.0,103.0,107.0,113.0,102.0,106.0,118.0,101.0,108.0,,,,0.465,,0.158,0.155,-0.38,,-0.96,0.29,96.1,,86.5,81.3,,,,0.291,0.413,0.269,,,,0.25,0.563,0.361,140.0,101.0,108.0,0.21,1.63,83.1,0.161,0.306,0.348,,,
2024-04-04,5:15 PM.,WSH,PIT,away,Partly Cloudy.,46,680686,C,4,0,0,0,0,0,1,0,0,3,3,0.167,0.3,0.25,0.55,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,14.04,6.13,8.1,93.0,82.0,90.0,0.702,9.72,5.4,16.2,2.16,0.6,0.4,0.4,0.133,0.367,0.409,114.0,90.0,89.0,,,,86.0,94.0,88.0,0.097,0.244,,-3.23,-1.9,,87.7,92.5,,0.333,1.333,0.5,0.333,0.333,0.0,0.4,0.7,0.333,34.0,88.0,91.0,93.0,94.0,92.0,95.0,98.0,96.0,,,,0.222,,0.227,0.108,-2.74,,-2.27,-4.65,92.7,,84.3,81.7,,,,0.4,0.7,0.294,,,,0.5,0.5,0.333,41.0,99.0,87.0,0.102,-6.2,86.7,0.667,1.0,0.222,0.25,0.5,0.333
2024-04-03,6:45 PM.,WSH,PIT,away,Overcast.,52,592866,C,4,0,0,0,0,0,0,0,0,0,5,0.2,0.36,0.3,0.66,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,2.03,3.17,66.2,104.0,81.0,94.0,0.796,7.97,2.43,6.89,0.41,1.17,0.279,0.41,0.148,0.311,0.382,90.0,101.0,94.0,,,,,,,0.121,,,,1.1,,,87.7,,,,,0.261,0.391,0.214,,,,,,,63.0,110.0,96.0,100.0,99.0,93.0,,,,0.364,,0.347,,2.46,,0.78,,88.9,,78.7,,,,,0.196,0.271,0.178,,,,0.296,0.407,0.059,70.0,102.0,91.0,0.168,-0.36,82.8,0.25,0.341,0.225,0.135,0.162,0.459
2024-04-01,4:05 PM.,WSH,PIT,away,Cloudy.,53,669022,C,4,2,2,2,0,0,0,0,1,1,2,0.25,0.429,0.375,0.804,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,3.9,4.2,166.1,98.0,110.0,101.0,0.752,9.79,3.52,9.25,0.81,1.11,0.26,0.376,0.156,0.3,0.433,,,,,,,,,,,,,,,,,,,0.218,0.296,0.34,,,,,,,104.0,104.0,102.0,124.0,98.0,103.0,89.0,92.0,92.0,,,,0.553,,0.158,0.196,-0.02,,-0.77,0.62,96.0,,90.6,82.8,,,,0.281,0.418,0.226,,,,0.255,0.422,0.323,92.0,91.0,94.0,0.093,-1.35,85.9,0.28,0.48,0.512,0.333,0.5,0.417
2024-03-30,4:11 PM.,MIA,PIT,away,Cloudy.,75,677960,C,2,0,0,0,0,0,0,0,2,0,0,0.167,0.375,0.167,0.542,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,82.0,98.0,95.0,,,,,,,0.121,,,,0.13,,,94.5,,,,,0.259,0.5,0.063,,,,,,,96.0,97.0,96.0,120.0,87.0,98.0,,,,0.397,,0.222,,-0.81,,0.49,,95.9,,82.9,,,,,0.319,0.451,0.141,,,,0.25,0.5,0.5,84.0,102.0,103.0,0.26,1.39,86.4,0.193,0.367,0.379,0.118,0.176,0.51
2024-03-29,7:12 PM.,MIA,PIT,away,Partly Cloudy.,73,640462,C,4,1,1,0,0,0,0,0,1,2,2,0.2,0.273,0.2,0.473,640462,ajpuk,Puk,Left,A.J. Puk,- - -,3.15,2.72,71.1,103.0,115.0,106.0,0.709,11.1,3.53,6.43,0.63,0.9,0.227,0.381,0.216,0.278,0.462,109.0,95.0,96.0,,,,,,,0.151,,,,-0.18,,,94.7,,,,,0.286,0.457,0.13,,,,,,,125.0,105.0,108.0,102.0,103.0,110.0,115.0,103.0,113.0,0.429,0.026,0.38,,2.5,-4.04,0.1,,95.6,84.4,83.8,,,,,0.145,0.197,0.314,0.444,0.667,0.111,0.161,0.306,0.478,118.0,111.0,110.0,0.014,-1.95,90.3,0.4,0.4,0.4,0.235,0.559,0.265
2024-03-28,4:10 PM.,MIA,PIT,away,Roof Closed.,72,666200,C,6,0,1,0,0,0,0,0,0,1,7,0.167,0.167,0.167,0.334,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,5.0,4.59,66.2,98.0,95.0,98.0,0.718,7.83,2.97,8.24,1.22,0.92,0.302,0.438,0.12,0.281,0.4,87.0,90.0,88.0,,,,,,,0.083,,,,-0.77,,,94.6,,,,,0.381,0.571,0.125,,,,31.0,40.0,52.0,98.0,100.0,95.0,97.0,98.0,108.0,,,,0.394,,0.292,0.002,-0.64,,0.14,-3.5,95.2,,83.5,81.6,,,,0.28,0.484,0.111,,,,0.2,0.347,0.48,88.0,97.0,95.0,0.229,1.58,86.3,0.207,0.328,0.407,,,
