date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff
2023-06-20,7:05 PM.,CHC,PIT,home,Cloudy.,77,573186,LF,4,0,0,0,0,0,0,0,0,0,1,0.254,0.302,0.39,0.692,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.082,0.051,0.23,,0.34,-0.41,0.34,,92.0,,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,,,,,,,102.0,97.0,95.0,0.464,1.08,91.4,0.245,0.332,0.143,105.0,96.0,98.0,0.096,0.96,89.7,0.26,0.42,0.242,,,,,,,46.0,95.0,91.0,0.077,0.12,86.6,0.205,0.308,0.324,0.24,0.38,0.301,,,
2023-06-19,7:08 PM.,CHC,PIT,home,Partly Cloudy.,85,592767,LF,2,0,1,0,0,0,0,0,0,0,0,0.273,0.322,0.418,0.74,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.399,0.36,77.0,94.0,88.0,0.389,-1.32,91.9,0.314,0.6,0.173,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.216,105.0,102.0,103.0,0.494,-0.09,78.6,,,,,,,,,,,,,,,
2023-06-18,1:11 PM.,MIL,PIT,away,Overcast.,73,642547,RF,2,0,0,0,0,0,0,0,0,1,2,0.264,0.316,0.415,0.731,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.203,0.392,0.46,0.224,0.388,0.312,0.214,0.381,0.3379999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,7:11 PM.,MIL,PIT,away,Clear.,64,527054,RF,4,0,1,1,0,0,0,0,0,0,3,0.275,0.327,0.431,0.758,527054,julioteheran,Teheran,Right,Julio Teheran,MIL,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.362,0.118,0.339,0.428,94.0,107.0,89.0,82.0,103.0,103.0,99.0,109.0,105.0,,,,0.094,,0.115,0.118,-5.82,,1.98,-0.54,89.2,83.4,,77.4,0.368,1.105,0.265,,,,0.286,0.514,0.257,0.074,0.185,0.3279999999999999,90.0,104.0,100.0,0.387,-0.03,90.0,0.285,0.472,0.121,79.0,101.0,96.0,0.287,0.93,86.4,0.219,0.359,0.22,,,,,,,,,,,,,,,,,,,,,
2023-06-15,7:05 PM.,CHC,PIT,away,Partly Cloudy.,55,573186,RF,2,0,0,0,0,0,0,0,0,1,0,0.277,0.333,0.426,0.759,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.082,0.051,0.23,,0.34,-0.41,0.34,,92.0,,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,,,,,,,102.0,97.0,95.0,0.464,1.08,91.4,0.245,0.332,0.143,105.0,96.0,98.0,0.096,0.96,89.7,0.26,0.42,0.242,,,,,,,46.0,95.0,91.0,0.077,0.12,86.6,0.205,0.308,0.324,0.24,0.38,0.301,,,
2023-06-14,7:05 PM.,CHC,PIT,away,Clear.,64,592767,PH,1,0,1,0,0,0,0,0,0,0,0,0.289,0.347,0.444,0.791,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.399,0.36,77.0,94.0,88.0,0.389,-1.32,91.9,0.314,0.6,0.173,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.216,105.0,102.0,103.0,0.494,-0.09,78.6,,,,,,,,,,,,,,,
2023-06-13,8:15 PM.,CHC,PIT,away,Overcast.,61,592791,RF,3,1,1,1,0,0,0,0,0,0,1,0.273,0.333,0.432,0.765,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,117.0,113.0,122.0,0.342,0.154,0.149,0.031,-0.69,0.75,-0.12,-0.22,93.7,86.5,80.9,80.5,0.261,0.553,0.204,0.233,0.333,0.2739999999999999,0.28,0.44,0.106,0.198,0.349,0.2,97.0,107.0,97.0,0.102,0.9,93.9,0.296,0.394,0.133,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.2739999999999999,,,,,,,,,,,,,,,,,,,,,
2023-06-09,7:05 PM.,NYM,PIT,home,Cloudy.,70,656731,LF,5,0,2,0,0,0,2,0,0,0,3,0.268,0.333,0.415,0.748,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,0.557,0.206,0.086,0.149,-0.4,-1.04,-0.05,-0.09,94.9,87.9,84.4,77.2,0.314,0.494,0.184,0.264,0.445,0.311,0.264,0.396,0.241,0.167,0.167,0.354,,,,,,,,,,,,,,,,,,,,,,,,,116.0,83.0,118.0,0.002,5.58,86.1,,,,,,,,,
2023-06-07,12:38 PM.,OAK,PIT,home,Sunny.,69,663687,LF,2,0,0,0,0,0,0,0,0,2,1,0.25,0.325,0.417,0.742,663687,hoganharris,"Harris, H",Left,Hogan Harris,OAK,7.14,5.13,63.0,98.0,82.0,94.0,0.804,8.0,4.0,9.57,1.43,0.9,0.306,0.357,0.184,0.316,0.496,75.0,93.0,96.0,69.0,92.0,89.0,84.0,98.0,92.0,,,,0.47,0.078,0.06,0.203,-0.58,-2.5,-1.37,0.61,92.6,80.1,77.4,74.9,0.25,0.442,0.217,0.278,0.556,0.188,0.205,0.409,0.368,0.3,0.5,0.2,,,,,,,,,,87.0,104.0,98.0,0.188,-1.58,90.5,0.351,0.544,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,
2023-06-06,7:05 PM.,OAK,PIT,home,Partly Cloudy.,76,621076,RF,4,0,1,0,0,0,1,1,0,0,4,0.265,0.342,0.441,0.783,621076,jameskaprielian,Kaprielian,Right,James Kaprielian,OAK,6.34,4.86,61.0,102.0,88.0,99.0,0.766,8.41,4.57,9.74,1.33,0.61,0.263,0.462,0.151,0.355,0.439,72.0,104.0,102.0,84.0,108.0,109.0,76.0,100.0,91.0,106.0,104.0,107.0,0.414,0.307,0.061,0.078,0.35,-0.35,-1.04,-2.75,92.3,83.3,80.8,75.9,0.202,0.384,0.252,0.263,0.4,0.316,0.368,0.737,0.18,0.444,0.778,0.235,99.0,98.0,95.0,0.139,-2.81,92.0,0.412,0.529,0.143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,11:37 AM.,STL,PIT,home,Partly Cloudy.,73,571945,RF,2,0,0,0,0,0,0,0,0,0,0,0.267,0.353,0.467,0.82,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.198,0.054,-0.19,0.62,-0.92,2.68,93.3,84.4,86.4,75.9,0.29,0.495,0.1889999999999999,0.245,0.375,0.2239999999999999,0.182,0.382,0.085,0.261,0.387,0.198,86.0,108.0,99.0,0.243,-1.61,92.7,0.34,0.54,0.085,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,,,,,,,,,,
2023-06-02,7:06 PM.,STL,PIT,home,Partly Cloudy.,90,656427,RF,3,1,1,0,0,1,1,0,0,0,3,0.286,0.375,0.5,0.875,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.208,0.339,0.558,0.265,0.154,0.154,0.083,0.204,0.372,0.402,75.0,82.0,71.0,0.02,-2.28,90.1,0.333,0.333,0.1,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,,,,,,,
2023-05-30,6:46 PM.,SF,PIT,away,Clear.,60,605154,DH,2,0,0,0,0,0,0,0,1,0,1,0.28,0.357,0.4,0.757,605154,johnbrebbia,Brebbia,Right,John Brebbia,SFG,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,0.458,0.539,,0.003,1.09,-0.13,,6.56,94.5,89.2,82.8,,0.2,0.236,0.297,0.227,0.511,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,2:07 PM.,SF,PIT,away,Partly Cloudy.,64,543101,RF,3,1,2,1,1,0,0,0,0,0,1,0.304,0.36,0.435,0.795,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,101.0,97.0,101.0,0.126,0.448,,0.098,-1.8,0.88,,-1.71,93.1,86.4,87.4,,0.306,0.528,0.132,0.257,0.429,0.2689999999999999,0.344,0.5,0.15,0.16,0.28,0.278,90.0,106.0,99.0,0.277,-0.66,93.1,0.283,0.5,0.1119999999999999,,,,,,,,,,106.0,109.0,109.0,0.05,-0.59,82.2,,,,,,,,,,,,,,,
2023-05-28,1:11 PM.,SEA,PIT,away,Cloudy.,56,594835,PH,0,0,0,0,0,0,0,0,1,0,0,0.25,0.318,0.25,0.568,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,,,,0.366,,0.242,0.302,-1.28,,1.1,1.36,89.0,79.9,,79.3,0.333,0.556,0.124,,,,0.222,0.358,0.295,0.294,0.353,0.135,,,,0.002,6.42,88.8,,,,92.0,104.0,90.0,0.088,-2.98,85.9,0.389,0.667,0.176,,,,,,,,,,,,,,,,,,,,,
2023-05-27,1:11 PM.,SEA,PIT,away,Partly Cloudy.,60,622491,RF,2,0,0,0,0,0,0,0,0,0,1,0.25,0.286,0.25,0.536,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,,0.156,1.31,-0.12,,-1.6,96.3,88.3,85.7,,0.165,0.384,0.33,0.234,0.455,0.3779999999999999,0.28,0.42,0.325,,,,82.0,103.0,95.0,0.179,0.6,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-23,6:36 PM.,TEX,PIT,home,Partly Cloudy.,77,543135,RF,3,0,1,0,0,0,0,0,0,0,0,0.278,0.316,0.278,0.594,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,101.0,113.0,109.0,0.372,0.04,0.135,,0.41,-3.23,0.86,,95.1,,83.9,76.0,0.234,0.423,0.183,0.303,0.606,0.1369999999999999,,,,0.2,0.22,0.417,,,,,,,,,,86.0,98.0,92.0,0.176,1.33,90.6,0.238,0.417,0.198,,,,,,,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,
2023-05-20,4:07 PM.,AZ,PIT,home,Overcast.,62,694297,RF,2,0,1,0,0,0,0,0,0,1,0,0.267,0.313,0.267,0.58,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.454,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,86.7,83.8,78.8,0.327,0.654,0.176,0.18,0.323,0.337,0.4,0.711,0.33,0.294,0.529,0.294,97.0,108.0,100.0,0.099,-0.03,93.1,0.313,0.563,0.188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-19,6:37 PM.,AZ,PIT,home,Cloudy.,74,668678,RF,4,1,3,0,0,0,3,0,1,1,1,0.231,0.286,0.231,0.517,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,,0.139,1.59,0.34,,1.05,93.6,86.8,87.4,,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,0.21,0.344,0.405,97.0,95.0,92.0,0.007,-3.38,93.0,0.286,0.714,0.125,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,121.0,104.0,112.0,0.227,0.46,82.5,,,,,,,,,,,,,,,
2023-05-17,1:10 PM.,DET,PIT,away,Sunny.,53,593958,LF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,103.0,107.0,106.0,0.454,0.072,,0.189,0.65,3.12,,0.71,92.2,85.9,84.5,,0.278,0.431,0.222,0.089,0.178,0.395,0.233,0.292,0.317,,,,84.0,117.0,107.0,0.093,1.11,92.4,0.165,0.228,0.135,90.0,101.0,98.0,0.192,0.51,88.8,0.2,0.471,0.1939999999999999,,,,,,,,,,,,,,,,,,,,,
2023-05-16,6:40 PM.,DET,PIT,away,Overcast.,78,547179,RF,3,0,0,0,0,0,0,0,0,2,2,0.0,0.0,0.0,0.0,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,116.0,102.0,106.0,0.347,0.297,0.011,0.216,1.17,0.34,-4.26,0.26,94.3,84.5,84.7,82.3,0.211,0.333,0.171,0.293,0.61,0.214,0.186,0.403,0.314,0.667,1.667,0.182,82.0,108.0,100.0,0.12,0.73,93.7,0.333,0.4,0.038,89.0,75.0,71.0,0.009,-7.35,90.8,0.6,1.2,0.1669999999999999,,,,,,,,,,,,,,,,,,,,,
2023-05-14,1:35 PM.,BAL,PIT,away,Partly Cloudy.,75,502043,RF,3,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,85.5,81.6,79.5,0.287,0.55,0.156,0.147,0.228,0.471,0.288,0.453,0.291,0.279,0.419,0.4039999999999999,93.0,101.0,97.0,0.261,-0.08,91.9,0.289,0.459,0.11,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,,,,
2023-05-10,12:35 PM.,COL,PIT,home,Cloudy.,66,622608,PH,1,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,622608,antoniosenzatela,Senzatela,Right,Antonio Senzatela,COL,4.7,10.68,7.2,103.0,81.0,92.0,0.825,4.7,2.35,8.22,3.52,1.86,0.167,0.458,0.125,0.375,0.475,61.0,112.0,85.0,102.0,75.0,75.0,80.0,104.0,92.0,97.0,97.0,97.0,0.433,0.275,0.017,0.158,-3.39,-1.95,0.51,1.79,94.4,87.1,85.7,78.8,0.25,1.0,0.222,0.286,0.429,0.083,0.2,0.2,0.4,,,,73.0,101.0,94.0,0.117,2.08,92.4,0.25,0.25,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,6:37 PM.,COL,PIT,home,Clear.,72,657756,RF,2,0,0,0,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,93.0,104.0,102.0,0.544,0.305,0.018,0.133,-1.53,-2.41,-8.0,0.41,92.6,80.6,85.3,78.7,0.338,0.605,0.186,0.313,0.616,0.262,0.204,0.265,0.2269999999999999,0.5,0.6,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,4:36 PM.,NYY,PIT,away,Rain.,61,657376,LF,3,0,1,1,0,0,2,0,1,1,2,0.224,0.333,0.343,0.676,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,2.85,3.78,85.1,98.0,116.0,100.0,0.724,9.81,3.16,7.49,0.84,1.01,0.271,0.407,0.208,0.281,0.401,36.0,89.0,96.0,,,,,,,136.0,94.0,102.0,,0.252,,0.006,,1.21,,-13.05,,87.1,85.2,,,,,,,,0.667,1.0,0.0,0.143,0.19,0.33,83.0,94.0,85.0,0.21,-0.75,94.3,0.267,0.483,0.203,106.0,102.0,100.0,0.35,0.53,92.4,0.256,0.38,0.322,150.0,102.0,113.0,0.182,0.89,83.8,,,,,,,,,,,,,0.21,0.323,0.297
2024-09-28,1:08 PM.,NYY,PIT,away,Overcast.,65,661563,RF,2,2,0,0,0,0,0,1,2,0,0,0.219,0.324,0.328,0.652,661563,luisgil,Gil,Right,Luis Gil,NYY,3.5,3.8,151.2,95.0,110.0,100.0,0.742,10.15,4.57,6.17,1.07,0.76,0.266,0.429,0.168,0.321,0.398,80.0,93.0,93.0,,,,128.0,96.0,102.0,108.0,94.0,105.0,0.488,0.259,,0.253,0.06,1.37,,0.37,96.6,91.6,87.5,,0.205,0.395,0.285,0.171,0.312,0.315,0.179,0.282,0.269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,6:41 PM.,MIL,PIT,home,Overcast.,73,668964,PH,1,0,0,0,0,0,0,0,0,1,2,0.226,0.314,0.339,0.653,668964,tobiasmyers,Myers,Right,Tobias Myers,MIL,3.0,4.22,138.0,102.0,92.0,97.0,0.81,8.28,2.35,8.22,1.17,0.93,0.262,0.416,0.13,0.314,0.432,109.0,86.0,90.0,73.0,99.0,104.0,87.0,105.0,100.0,92.0,106.0,103.0,0.401,0.21,0.041,0.114,0.58,1.43,-3.19,1.18,92.9,81.1,85.5,77.8,0.239,0.436,0.194,0.198,0.255,0.248,0.083,0.083,0.444,0.421,0.579,0.194,71.0,92.0,74.0,0.005,11.28,91.5,0.0,0.0,0.0,96.0,100.0,91.0,0.23,-0.75,89.2,0.336,0.518,0.123,,,,,,,,,,,,,,,,,,,,,
2024-07-29,7:10 PM.,HOU,PIT,away,Roof Closed.,73,605463,RF,2,0,0,0,0,0,0,0,0,1,0,0.23,0.319,0.344,0.663,605463,taylerscott,"Scott, Tay",Right,Tayler Scott,HOU,2.23,3.46,68.2,97.0,100.0,98.0,0.734,9.31,4.59,5.9,0.92,1.16,0.24,0.415,0.17,0.263,0.362,,,,,,,127.0,98.0,97.0,91.0,95.0,107.0,0.485,0.221,,,1.31,0.24,,,92.7,,84.0,,0.144,0.298,0.283,0.227,0.348,0.301,,,,,,,108.0,90.0,84.0,0.057,-2.36,92.7,0.5,0.625,0.19,,,,,,,,,,,,,,,,64.0,98.0,94.0,0.237,0.04,85.5,0.18,0.246,0.328,,,,,,
2024-07-28,1:10 PM.,AZ,PIT,away,Roof Closed.,78,700270,LF,5,0,0,0,0,0,0,0,0,2,7,0.237,0.328,0.356,0.684,700270,yilberdiaz,Diaz,Right,Yilber Diaz,ARI,3.81,5.04,28.1,95.0,76.0,92.0,0.823,6.04,3.81,8.58,0.95,1.0,0.295,0.318,0.091,0.352,0.443,28.0,69.0,59.0,,,,74.0,95.0,87.0,88.0,108.0,110.0,0.58,0.273,,0.004,-0.95,1.97,,0.83,96.1,86.0,83.6,,0.301,0.521,0.112,0.13,0.174,0.365,,,,0.222,0.333,0.353,,,,,,,,,,,,,,,,,,,62.0,69.0,78.0,0.143,-0.98,78.7,,,,,,,,,,,,,,,
2024-07-27,5:30 PM.,AZ,PIT,away,Roof Closed.,78,694297,LF,4,1,2,0,0,0,0,0,0,0,0,0.259,0.355,0.389,0.744,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,4.71,3.78,181.2,106.0,107.0,107.0,0.768,9.17,2.08,9.07,1.19,1.07,0.25,0.427,0.131,0.306,0.449,92.0,102.0,96.0,106.0,102.0,104.0,95.0,106.0,103.0,143.0,109.0,119.0,0.334,0.273,0.053,0.112,0.37,-0.12,-1.37,0.84,93.8,87.5,84.8,80.8,0.265,0.466,0.224,,,,0.25,0.289,0.312,0.429,0.571,0.295,89.0,106.0,104.0,0.222,-0.09,93.7,0.286,0.365,0.119,,,,,,,,,,,,,,,,,,,0.006,0.45,89.6,0.2,0.8,0.0,,,,0.215,0.455,0.362
2024-07-26,6:40 PM.,AZ,PIT,away,Roof Closed.,78,668678,RF,3,0,1,0,0,0,2,0,0,1,0,0.24,0.345,0.38,0.725,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.65,3.97,148.0,101.0,101.0,101.0,0.761,9.49,3.28,8.09,0.79,1.38,0.231,0.396,0.133,0.351,0.348,88.0,107.0,98.0,,,,101.0,95.0,96.0,107.0,102.0,102.0,0.463,0.087,,0.14,-0.55,-0.56,,0.43,93.7,86.6,87.0,,0.28,0.46,0.133,0.31,0.476,0.337,0.27,0.382,0.265,0.148,0.23,0.392,132.0,80.0,80.0,0.001,-1.02,94.7,,,,89.0,87.0,79.0,0.031,-0.78,90.3,0.25,0.625,0.36,107.0,108.0,112.0,0.277,2.29,81.0,,,,,,,,,,,,,,,
2024-07-24,12:40 PM.,STL,PIT,home,Cloudy.,83,669461,LF,4,1,1,0,0,0,0,0,0,0,0,0.234,0.333,0.383,0.716,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,4.4,4.2,86.0,101.0,98.0,100.0,0.777,7.95,2.93,8.48,1.15,1.05,0.238,0.361,0.147,0.294,0.469,49.0,89.0,90.0,134.0,100.0,107.0,73.0,99.0,91.0,137.0,101.0,108.0,0.283,0.276,0.065,0.044,-0.28,1.9,-0.33,2.53,94.7,87.8,87.4,78.2,0.262,0.615,0.195,0.185,0.25,0.384,0.0,0.0,0.2,0.174,0.174,0.273,79.0,108.0,103.0,0.204,-0.76,95.4,0.284,0.481,0.142,98.0,105.0,103.0,0.128,-1.81,91.4,0.432,0.622,0.228,,,,,,,,,,,,,,,,,,,,,
2024-07-23,6:42 PM.,STL,PIT,home,Partly Cloudy.,84,458681,CF,4,0,0,0,0,0,0,0,0,1,1,0.233,0.34,0.395,0.735,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,61.0,88.0,82.0,112.0,96.0,99.0,85.0,102.0,97.0,102.0,101.0,109.0,0.472,0.013,0.062,0.063,0.87,-1.62,-1.98,-2.47,92.3,84.8,82.0,80.4,0.199,0.393,0.287,,,,0.292,0.292,0.225,0.211,0.342,0.203,66.0,93.0,84.0,0.167,-0.46,91.2,0.284,0.469,0.11,91.0,101.0,94.0,0.223,-1.03,88.1,0.317,0.426,0.262,,,,,,,,,,,,,,,,,,,0.25,0.25,0.0
2024-07-22,6:41 PM.,STL,PIT,home,Cloudy.,70,669467,RF,1,0,1,0,0,0,0,0,0,0,0,0.256,0.37,0.436,0.806,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,,,,87.0,91.0,92.0,111.0,105.0,110.0,0.512,0.172,,,1.34,-0.64,,,94.5,,87.5,,0.23,0.297,0.162,0.294,0.435,0.282,,,,0.157,0.257,0.345,85.0,98.0,89.0,0.19,-0.25,94.8,0.265,0.373,0.132,,,,,,,,,,88.0,102.0,109.0,0.126,0.42,79.5,,,,,,,,,,,,,,,
