date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,vKN (sc),KN%,wKN/C
2023-06-17,3:07 PM.,TOR,TEX,home,Roof Closed.,74,670950,LF,0,0,0,0,0,0,0,0,0,0,0,0.293,0.381,0.384,0.765,670950,trevorrichards,"Richards, T",Right,Trevor Richards,TOR,4.95,3.55,72.2,98.0,104.0,106.0,0.647,13.0,4.33,7.8,1.61,0.65,0.289,0.41,0.197,0.324,0.331,103.0,98.0,112.0,105.0,97.0,98.0,,,,,,,,0.434,,0.566,-1.19,,,0.98,92.8,82.5,,,,,,,,,0.165,0.353,0.478,,,,,,,,,,,,,0.33,0.538,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16,7:09 PM.,TOR,TEX,home,Roof Closed.,74,592332,LF,4,0,1,0,0,0,0,1,0,0,1,0.293,0.381,0.384,0.765,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,0.509,0.108,,1.13,,-0.97,,94.7,,,83.6,,,,0.348,0.565,0.353,,,,,,,,,,,,,,,,0.243,0.409,0.172,,,,,,,0.384,0.3,86.3,0.201,0.307,0.432,,,,,,,105.0,108.0,109.0,,,,,,,,,
2023-06-15,7:09 PM.,LAA,TEX,home,Roof Closed.,74,660271,LF,2,0,1,0,0,0,0,1,2,0,0,0.295,0.385,0.389,0.774,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,0.06,0.33,0.356,,1.64,-0.53,1.81,,96.8,,94.5,83.7,0.273,0.409,0.225,0.146,0.339,0.365,,,,87.0,97.0,105.0,96.0,89.0,88.0,0.156,0.036,-0.82,1.15,88.6,75.7,0.164,0.236,0.27,0.31,0.606,0.228,0.111,0.167,0.417,0.062,-0.25,88.6,0.179,0.205,0.411,,,,,,,129.0,93.0,108.0,,,,,,,,,
2023-06-14,7:07 PM.,LAA,TEX,home,Roof Closed.,74,672282,LF,1,0,0,0,0,0,0,0,0,0,2,0.29,0.371,0.387,0.758,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.246,93.0,94.0,105.0,,,,,0.194,,0.14,,74.7,0.291,0.505,0.212,,,,0.191,0.326,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-13,7:07 PM.,LAA,TEX,home,Roof Closed.,74,642545,LF,0,0,0,0,0,0,0,0,0,0,0,0.293,0.375,0.391,0.766,642545,jaimebarria,Barria,Right,Jaime Barria,LAA,5.68,5.41,82.1,100.0,96.0,99.0,0.787,6.78,3.28,9.95,2.19,0.81,0.213,0.463,0.175,0.302,0.424,87.0,100.0,98.0,84.0,101.0,97.0,85.0,72.0,71.0,107.0,101.0,103.0,0.047,0.306,0.507,0.141,-2.05,-6.47,0.32,0.67,93.0,84.6,92.2,85.9,0.389,0.889,0.118,0.242,0.452,0.26,0.227,0.25,0.349,,,,,,,,,,,,,0.362,0.713,0.146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-12,7:07 PM.,LAA,TEX,home,Roof Closed.,74,542881,LF,2,0,1,0,0,0,0,0,0,1,0,0.293,0.375,0.391,0.766,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,0.055,0.374,0.007,0.338,-1.25,-3.61,-1.06,0.08,90.1,80.0,88.5,78.1,0.36,0.68,0.102,0.2,0.2,0.3329999999999999,0.238,0.381,0.3979999999999999,105.0,84.0,83.0,104.0,103.0,98.0,0.224,0.002,0.48,-0.33,85.1,72.9,0.301,0.566,0.193,0.239,0.366,0.268,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,,,,
2023-06-10,4:10 PM.,TB,TEX,away,Dome.,72,671737,LF,4,2,1,0,0,0,0,0,1,0,1,0.289,0.373,0.389,0.762,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,131.0,101.0,109.0,,,,,,,0.001,0.449,,,-0.8,0.0,,,96.1,,97.8,,,,,,,,,,,88.0,107.0,111.0,106.0,99.0,99.0,0.248,0.167,-1.32,0.04,88.9,79.0,0.277,0.559,0.191,0.312,0.581,0.295,0.169,0.338,0.2239999999999999,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,,,,,,,,,,
2023-06-07,7:08 PM.,STL,TEX,home,Roof Closed.,74,656427,CF,3,0,0,0,0,0,0,0,1,0,3,0.291,0.371,0.395,0.766,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.417,0.246,0.033,-0.44,-2.28,-1.15,0.86,93.1,85.3,90.1,84.2,0.333,0.333,0.1,0.339,0.558,0.265,0.154,0.154,0.083,,,,92.0,98.0,101.0,0.091,,-1.05,,88.7,,0.29,0.411,0.208,0.318,0.545,0.264,0.204,0.372,0.402,,,,,,,0.194,0.23,76.2,93.0,102.0,108.0,,,,,,,,,,,,
2023-06-06,7:07 PM.,STL,TEX,home,Roof Closed.,74,669461,LF,0,0,0,0,0,0,0,0,0,0,0,0.301,0.376,0.41,0.786,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,0.185,0.382,0.127,0.081,-0.74,1.76,-2.12,-0.64,94.2,87.3,94.3,86.6,0.208,0.302,0.098,0.333,0.533,0.286,0.278,0.389,0.125,101.0,87.0,97.0,,,,,0.224,,-1.62,,76.6,0.308,0.49,0.161,,,,0.222,0.472,0.3379999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-04,1:37 PM.,SEA,TEX,home,Roof Closed.,74,682243,CF,3,1,1,1,0,0,0,0,1,0,1,0.301,0.376,0.41,0.786,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.274,0.056,0.3,1.22,0.14,0.66,95.1,85.0,95.1,85.0,0.26,0.36,0.096,0.3,0.475,0.174,0.167,0.433,0.179,113.0,102.0,102.0,,,,,0.009,,-8.41,,78.2,0.256,0.45,0.271,,,,0.667,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-03,3:07 PM.,SEA,TEX,home,Roof Closed.,72,693433,LF,0,0,0,0,0,0,0,0,0,0,0,0.3,0.371,0.4,0.771,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,0.037,0.69,1.34,-0.83,-2.37,95.1,89.7,95.0,86.0,0.213,0.372,0.208,0.257,0.457,0.311,0.4,0.4,0.222,,,,,,,,,,,,,0.207,0.407,0.303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-02,7:09 PM.,SEA,TEX,home,Roof Closed.,74,622491,LF,3,0,1,0,0,0,0,0,0,0,0,0.3,0.371,0.4,0.771,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,0.179,0.444,0.221,0.156,1.31,0.6,-0.12,-1.6,96.3,88.3,95.9,85.7,0.239,0.337,0.136,0.234,0.455,0.3779999999999999,0.28,0.42,0.325,,,,,,,,,,,,,0.165,0.384,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-30,6:40 PM.,DET,TEX,away,Clear.,86,656412,LF,4,0,1,1,0,0,2,0,1,0,4,0.299,0.372,0.403,0.775,656412,alexfaedo,Faedo,Right,Alex Faedo,DET,4.45,3.82,64.2,104.0,92.0,101.0,0.781,8.07,2.78,6.68,1.67,0.79,0.235,0.459,0.18,0.339,0.436,84.0,101.0,97.0,87.0,104.0,96.0,,,,103.0,105.0,108.0,,0.485,0.381,0.133,0.89,,0.65,-0.75,92.9,85.9,,82.3,,,,0.192,0.364,0.413,0.222,0.417,0.1689999999999999,,,,,,,,,,,,,0.2,0.438,0.124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-29,1:11 PM.,DET,TEX,away,Sunny.,80,571510,LF,2,0,1,0,0,0,0,1,0,1,2,0.301,0.37,0.397,0.767,571510,matthewboyd,Boyd,Left,Matthew Boyd,DET,5.45,4.24,71.0,98.0,86.0,96.0,0.717,9.25,3.17,8.75,1.39,0.9,0.222,0.394,0.153,0.32,0.379,87.0,97.0,101.0,81.0,102.0,94.0,76.0,100.0,90.0,95.0,95.0,96.0,0.07,0.386,0.284,0.186,-0.64,2.52,0.57,0.56,91.4,80.2,90.8,79.6,0.207,0.207,0.244,0.203,0.338,0.305,0.245,0.367,0.389,90.0,87.0,92.0,,,,,0.074,,-2.52,,73.8,0.281,0.509,0.295,,,,0.4,1.0,0.182,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-28,1:36 PM.,BAL,TEX,away,Partly Cloudy.,71,680694,RF,3,0,0,0,0,0,0,0,0,2,3,0.296,0.367,0.394,0.761,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.224,0.313,0.083,-1.0,1.53,1.77,-0.36,94.5,90.8,95.0,88.1,0.23,0.367,0.15,0.168,0.272,0.364,0.259,0.37,0.114,135.0,105.0,109.0,,,,,0.173,,3.99,,84.8,0.366,0.602,0.15,,,,0.142,0.165,0.356,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-07,1:08 PM.,LAA,TEX,away,Partly Cloudy.,70,660761,LF,1,1,0,0,0,0,0,0,0,0,1,0.309,0.382,0.412,0.794,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,84.0,100.0,103.0,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,0.052,0.398,0.267,0.269,-0.97,-3.55,-3.72,-2.55,92.3,82.0,90.8,81.5,0.444,0.778,0.067,0.591,1.091,0.25,0.31,0.548,0.385,,,,99.0,68.0,88.0,0.015,,0.89,,88.1,,0.273,0.477,0.222,0.0,0.0,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-06,6:09 PM.,LAA,TEX,away,Partly Cloudy.,66,672282,LF,5,1,3,1,0,0,2,0,0,1,0,0.313,0.387,0.418,0.805,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,,,,0.0,0.0,0.267,0.242,0.424,0.246,93.0,94.0,105.0,,,,,0.194,,0.14,,74.7,0.291,0.505,0.212,,,,0.191,0.326,0.286,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-05,6:38 PM.,LAA,TEX,away,Partly Cloudy.,65,542881,LF,2,1,0,0,0,0,0,0,0,1,2,0.29,0.371,0.387,0.758,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,0.055,0.374,0.007,0.338,-1.25,-3.61,-1.06,0.08,90.1,80.0,88.5,78.1,0.36,0.68,0.102,0.2,0.2,0.3329999999999999,0.238,0.381,0.3979999999999999,105.0,84.0,83.0,104.0,103.0,98.0,0.224,0.002,0.48,-0.33,85.1,72.9,0.301,0.566,0.193,0.239,0.366,0.268,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,,,,,,,
2023-05-03,1:07 PM.,AZ,TEX,home,Partly Cloudy.,79,694297,LF,4,1,1,1,0,0,1,0,0,1,3,0.3,0.382,0.4,0.782,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,97.0,105.0,102.0,97.0,108.0,100.0,119.0,106.0,117.0,0.099,0.454,0.27,0.122,-1.63,-0.03,1.21,-3.66,93.6,86.7,93.1,83.8,0.313,0.563,0.188,0.18,0.323,0.337,0.4,0.711,0.33,106.0,89.0,97.0,,,,,0.055,,-1.24,,78.8,0.327,0.654,0.176,,,,0.294,0.529,0.294,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-02,7:07 PM.,AZ,TEX,home,Cloudy.,78,668678,CF,3,0,1,0,0,0,1,0,0,0,1,0.304,0.391,0.393,0.784,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,0.045,0.139,1.59,-3.38,0.34,1.05,93.6,86.8,93.0,87.4,0.286,0.714,0.125,0.25,0.389,0.265,0.21,0.336,0.314,,,,106.0,99.0,94.0,0.092,,-2.24,,90.2,,0.238,0.36,0.192,0.352,0.648,0.205,0.21,0.344,0.405,,,,,,,0.227,0.46,82.5,121.0,104.0,112.0,,,,,,,,,,,,
2023-04-29,6:08 PM.,NYY,TEX,home,Roof Closed.,74,666745,CF,3,0,0,0,0,0,0,1,1,1,2,0.302,0.393,0.396,0.789,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,77.0,99.0,88.0,106.0,105.0,104.0,115.0,84.0,89.0,0.327,0.166,0.113,0.29,-0.97,1.05,0.17,0.5,95.8,88.8,96.0,83.0,0.282,0.436,0.149,0.172,0.31,0.28,0.232,0.392,0.282,,,,,,,,,,,,,0.167,0.5,0.179,,,,0.348,0.696,0.188,,,,,,,0.104,-1.87,80.4,,,,,,,,,,,,,,,
2023-04-28,7:07 PM.,NYY,TEX,home,Roof Closed.,74,657376,LF,3,0,0,0,0,0,0,0,0,1,2,0.32,0.404,0.42,0.824,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,68.0,103.0,88.0,109.0,99.0,107.0,0.241,,0.274,0.015,,-0.2,-0.59,-7.35,,89.4,93.4,86.0,0.288,0.447,0.11,0.276,0.559,0.263,0.5,0.5,0.091,,,,96.0,106.0,105.0,0.279,,0.27,,91.3,,,,,0.28,0.457,0.222,0.198,0.314,0.345,,,,,,,0.191,-0.46,83.7,146.0,100.0,118.0,,,,,,,,,,,,
2023-04-26,12:37 PM.,CIN,TEX,away,Partly Cloudy.,58,668933,CF,2,0,0,0,0,0,0,0,0,1,0,0.34,0.415,0.447,0.862,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,,0.373,0.0,,-1.17,-0.37,-25.75,,90.4,96.5,88.3,0.286,0.429,0.1,0.221,0.461,0.3289999999999999,,,,,,,116.0,98.0,100.0,0.529,,0.15,,95.8,,,,,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-25,6:40 PM.,CIN,TEX,away,Cloudy.,60,596133,LF,5,1,3,0,0,0,0,1,0,1,1,0.356,0.431,0.467,0.898,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,88.0,102.0,96.0,,,,112.0,101.0,104.0,,0.435,0.137,0.2,-1.47,,-2.22,-2.01,94.0,86.1,,85.8,,,,0.235,0.294,0.321,0.316,0.547,0.3229999999999999,,,,99.0,103.0,102.0,0.11,,0.87,,90.3,,0.311,0.543,0.175,0.218,0.473,0.252,0.255,0.691,0.1669999999999999,,,,,,,0.118,-1.56,81.7,,,,,,,,,,,,,,,
2023-04-24,6:41 PM.,CIN,TEX,away,Partly Cloudy.,51,666157,LF,1,0,0,0,0,0,0,0,0,1,0,0.325,0.413,0.45,0.863,666157,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,6.29,4.83,34.1,101.0,97.0,98.0,0.722,12.32,2.62,13.11,2.62,1.24,0.304,0.382,0.137,0.314,0.412,78.0,99.0,88.0,103.0,106.0,100.0,92.0,102.0,101.0,,,,0.053,0.464,,0.125,-0.45,-7.52,,-4.06,93.2,87.3,93.4,,0.7,1.0,0.0,,,,0.471,0.706,0.326,97.0,94.0,97.0,,,,,0.358,,-2.74,,79.6,0.297,0.578,0.19,,,,0.286,0.536,0.45,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-23,1:37 PM.,OAK,TEX,home,Roof Closed.,74,666205,LF,1,0,1,0,0,0,0,1,0,0,0,0.333,0.422,0.462,0.884,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,0.081,-2.52,,-0.45,-3.21,93.5,87.9,,87.1,,,,0.293,0.475,0.242,0.333,0.5,0.387,97.0,103.0,104.0,,,,,0.149,,-2.07,,81.2,0.395,0.663,0.161,,,,0.268,0.415,0.284,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-22,6:07 PM.,OAK,TEX,home,Roof Closed.,74,660261,CF,5,2,1,0,0,0,0,0,1,0,3,0.316,0.409,0.447,0.856,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,107.0,90.0,91.0,,,,118.0,92.0,105.0,,0.566,0.073,,0.08,,-1.47,,98.4,,,84.4,,,,0.75,0.75,0.3329999999999999,,,,-279.0,111.0,65.0,94.0,92.0,93.0,0.162,0.001,1.27,-81.55,88.3,75.7,0.243,0.385,0.255,0.171,0.341,0.382,,,,0.199,-1.4,92.8,0.243,0.457,0.372,,,,,,,138.0,95.0,100.0,,,,,,,,,
2023-04-21,7:08 PM.,OAK,TEX,home,Partly Cloudy.,73,676664,LF,2,0,1,0,0,0,0,0,0,0,0,0.333,0.421,0.485,0.906,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,83.0,100.0,102.0,93.0,102.0,96.0,,,,93.0,102.0,106.0,0.001,0.501,0.346,0.151,-0.84,0.63,-0.06,0.36,93.1,84.1,92.1,81.4,,,,0.21,0.395,0.283,0.277,0.438,0.225,,,,,,,,,,,,,0.256,0.478,0.217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,1:10 PM.,KC,TEX,away,Cloudy.,73,663903,LF,3,0,0,0,0,0,0,0,1,2,3,0.323,0.417,0.484,0.901,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,87.7,92.1,84.0,0.339,0.555,0.113,0.0,0.0,0.6,0.265,0.353,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-18,6:40 PM.,KC,TEX,away,Clear.,80,641745,CF,4,1,2,1,0,0,1,0,1,1,2,0.357,0.438,0.536,0.974,641745,bradkeller,"Keller, B",Right,Brad Keller,KCR,4.57,5.66,45.1,87.0,100.0,89.0,0.789,6.15,8.93,8.34,0.6,2.08,0.22,0.439,0.106,0.242,0.382,91.0,90.0,78.0,94.0,88.0,90.0,66.0,74.0,70.0,135.0,84.0,78.0,0.104,0.311,0.265,0.123,-2.21,0.62,0.26,1.66,93.3,90.8,92.5,84.3,0.143,0.143,0.08,0.5,0.5,0.0,0.125,0.125,0.273,120.0,90.0,92.0,,,,,0.197,,-0.24,,85.1,0.359,0.564,0.165,,,,0.267,0.378,0.2789999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-17,6:39 PM.,KC,TEX,away,Clear.,69,543475,RF,4,1,1,0,0,0,0,0,0,0,1,0.333,0.407,0.5,0.907,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.109,1.11,-0.01,-1.31,-1.66,91.2,85.5,90.5,80.2,0.248,0.457,0.158,0.28,0.543,0.249,0.26,0.481,0.257,95.0,97.0,99.0,96.0,99.0,98.0,0.076,0.131,-0.94,-1.6,86.8,79.4,0.227,0.444,0.154,0.314,0.725,0.19,0.238,0.476,0.2189999999999999,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-16,6:11 PM.,HOU,TEX,away,Roof Closed.,73,664285,LF,2,0,0,0,0,0,0,0,0,2,4,0.35,0.435,0.55,0.985,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,0.468,0.001,0.087,0.157,-16.35,0.93,-0.32,0.73,95.7,90.1,95.3,84.7,0.274,0.455,0.126,0.189,0.405,0.4379999999999999,0.231,0.342,0.311,118.0,98.0,106.0,99.0,99.0,95.0,0.034,0.253,0.45,1.07,89.1,80.2,,,,0.182,0.182,0.435,0.158,0.211,0.402,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-15,6:09 PM.,HOU,TEX,away,Roof Closed.,73,686613,LF,3,1,2,0,0,0,0,0,1,0,1,0.389,0.476,0.611,1.087,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,0.01,-0.16,-2.64,,95.7,,96.0,84.6,,,,0.25,0.625,0.3329999999999999,0.121,0.242,0.37,,,,,,,0.235,,-0.4,,91.7,,0.271,0.511,0.223,0.297,0.506,0.208,0.247,0.374,0.303,0.048,0.92,88.2,,,,0.238,-0.77,82.9,112.0,102.0,110.0,92.0,104.0,105.0,,,,,,,,,
2023-04-14,7:10 PM.,HOU,TEX,away,Roof Closed.,73,677651,LF,4,0,1,0,1,0,0,0,0,1,3,0.333,0.412,0.6,1.012,677651,luisgarcia,"Garcia, L",Right,Luis Garcia,HOU,4.0,4.01,27.0,101.0,92.0,97.0,0.707,10.33,3.33,8.33,1.0,0.59,0.205,0.384,0.247,0.342,0.387,53.0,106.0,89.0,79.0,94.0,89.0,,,,87.0,103.0,111.0,,0.312,0.126,0.059,-2.31,,1.15,-1.19,92.7,84.4,,78.4,,,,0.1,0.3,0.32,0.222,0.333,0.385,99.0,94.0,99.0,107.0,105.0,98.0,0.427,0.076,1.28,-0.26,85.4,76.2,0.407,0.741,0.121,0.192,0.308,0.419,0.25,0.5,0.182,,,,,,,,,,,,,,,,,,,,,,,,
