date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CH%,wFA/C,wFC/C,wSI/C,wCH/C,vFA,vFC,vCH,vSI,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-09-12,1:10 PM.,DET,COL,away,Sunny.,82,669373,LF,3,1,1,0,0,1,1,0,0,2,2,0.201,0.256,0.299,0.555,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.39,2.72,192.0,103.0,103.0,106.0,0.717,10.69,1.64,6.66,0.7,1.27,0.256,0.387,0.181,0.254,0.475,97.0,104.0,114.0,112.0,104.0,103.0,95.0,105.0,104.0,,,,0.205,0.332,,0.271,1.84,,1.25,1.13,96.8,,86.3,96.6,,,,0.216,0.322,0.461,0.197,0.286,0.277,0.207,0.305,0.16,111.0,99.0,103.0,0.149,0.78,88.7,0.169,0.364,0.346,,,,,,,0.158,0.316,0.175,,,,,,,,,,,,,,,,95.0,91.0,101.0,0.042,1.26,78.5,,,,,,
2024-09-10,6:40 PM.,DET,COL,away,Clear.,77,672456,RF,3,0,0,0,0,0,0,0,0,2,0,0.199,0.255,0.277,0.532,672456,keidermontero,Montero,Right,Keider Montero,DET,4.76,5.24,98.1,100.0,96.0,100.0,0.805,7.05,2.84,9.15,1.74,1.07,0.236,0.442,0.133,0.346,0.467,83.0,95.0,94.0,92.0,100.0,96.0,90.0,101.0,97.0,,,,0.078,0.421,,0.109,-0.19,,1.09,-2.78,94.8,,86.0,94.1,,,,0.289,0.474,0.329,0.27,0.486,0.18,0.32,0.32,0.038,110.0,99.0,104.0,0.28,0.02,83.5,0.235,0.391,0.259,,,,,,,0.269,0.615,0.224,,,,,,,,,,,,,,,,95.0,102.0,111.0,0.112,-3.94,78.8,,,,,,
2024-09-08,1:11 PM.,MIL,COL,away,Partly Cloudy.,70,642547,RF,3,0,1,0,0,0,0,0,1,0,0,0.203,0.26,0.283,0.543,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.68,3.88,173.2,98.0,103.0,100.0,0.719,10.36,3.52,7.41,1.35,0.82,0.262,0.376,0.197,0.318,0.373,84.0,92.0,88.0,112.0,99.0,101.0,,,,,,,,0.539,,0.175,0.05,,,0.84,94.3,,87.7,,,,,0.218,0.291,0.369,0.239,0.424,0.252,,,,98.0,99.0,105.0,0.217,-0.09,81.4,0.203,0.384,0.41,104.0,106.0,110.0,0.07,0.36,78.1,0.182,0.341,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-06,5:12 PM.,MIL,COL,away,Roof Closed.,72,593423,RF,3,0,0,0,0,0,0,0,0,1,0,0.2,0.253,0.281,0.534,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,,,,83.0,105.0,98.0,83.0,100.0,98.0,109.0,95.0,95.0,0.191,0.332,0.187,,-0.02,-1.4,1.13,,95.6,90.4,,94.8,0.326,0.609,0.223,,,,0.206,0.367,0.231,0.248,0.407,0.113,117.0,103.0,106.0,0.107,-1.94,85.4,0.288,0.577,0.325,,,,,,,,,,119.0,99.0,105.0,0.183,-0.23,86.0,0.218,0.297,0.426,,,,,,,,,,,,,,,,,,
2024-09-05,7:21 PM.,ATL,COL,away,Partly Cloudy.,81,625643,RF,3,0,0,0,0,0,0,1,1,3,0,0.205,0.259,0.288,0.547,625643,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.99,3.94,135.2,102.0,96.0,101.0,0.75,9.82,2.79,7.16,0.66,1.03,0.279,0.365,0.142,0.305,0.439,75.0,110.0,105.0,91.0,103.0,99.0,,,,,,,,0.552,,0.038,1.19,,,-3.58,95.5,,86.1,,,,,0.263,0.737,0.349,0.266,0.369,0.165,,,,113.0,100.0,105.0,0.294,1.45,85.0,0.168,0.257,0.443,84.0,99.0,104.0,0.116,1.61,77.0,0.151,0.264,0.364,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,7:21 PM.,ATL,COL,away,Clear.,82,519242,LF,3,0,0,0,0,0,0,0,0,3,1,0.209,0.259,0.295,0.554,519242,chrissale,Sale,Left,Chris Sale,ATL,2.38,2.8,177.2,103.0,96.0,102.0,0.711,11.4,1.98,7.14,0.46,1.34,0.247,0.435,0.167,0.249,0.435,64.0,107.0,98.0,96.0,105.0,101.0,113.0,100.0,96.0,,,,0.072,0.378,,0.147,-0.12,,-1.99,2.97,94.8,,87.1,94.2,,,,0.159,0.195,0.236,0.281,0.443,0.241,0.327,0.551,0.133,105.0,100.0,104.0,0.403,2.16,78.6,0.171,0.236,0.427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-01,1:10 PM.,BAL,COL,home,Sunny.,82,621107,LF,2,0,0,0,0,0,0,0,1,1,0,0.214,0.265,0.302,0.567,621107,zacheflin,Eflin,Right,Zach Eflin,- - -,3.59,3.67,165.1,107.0,92.0,103.0,0.808,7.29,1.31,9.04,1.2,1.14,0.235,0.446,0.174,0.323,0.45,87.0,101.0,103.0,61.0,105.0,94.0,91.0,109.0,105.0,85.0,105.0,98.0,0.282,0.09,0.282,0.061,-0.64,1.54,0.0,0.21,92.4,88.2,85.6,91.7,0.214,0.345,0.223,0.188,0.354,0.105,0.236,0.418,0.248,0.293,0.404,0.133,122.0,107.0,113.0,0.097,0.46,79.7,,,,108.0,112.0,108.0,0.188,-1.27,78.8,0.291,0.472,0.333,,,,,,,,,,,,,0.236,0.473,0.203,,,,,,,,,,,,
2024-08-31,6:11 PM.,BAL,COL,home,Clear.,89,665152,RF,4,3,1,0,0,0,1,1,0,1,3,0.218,0.263,0.306,0.569,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,,,,91.0,100.0,99.0,79.0,105.0,97.0,99.0,102.0,98.0,0.151,0.32,0.23,,-0.18,0.33,0.67,,93.4,86.9,,92.3,0.25,0.355,0.237,,,,0.245,0.503,0.232,0.247,0.353,0.072,,,,,,,,,,92.0,98.0,96.0,0.114,0.29,77.0,0.225,0.3,0.198,72.0,99.0,99.0,0.184,0.73,84.1,0.139,0.248,0.36,,,,,,,,,,,,,,,,,,
2024-08-30,6:40 PM.,BAL,COL,home,Clear.,85,544150,LF,3,1,1,0,0,0,0,1,0,0,0,0.217,0.264,0.308,0.572,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,74.0,99.0,92.0,,0.5,0.195,0.172,-0.36,0.73,,-0.5,94.8,86.3,86.1,,0.24,0.365,0.308,0.274,0.434,0.228,0.276,0.469,0.228,,,,,,,,,,,,,94.0,99.0,98.0,0.132,0.41,79.0,0.174,0.348,0.252,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-29,1:11 PM.,MIA,COL,home,Sunny.,82,678368,LF,2,0,0,0,0,0,0,0,2,1,2,0.214,0.262,0.308,0.57,678368,valentebellozo,Bellozo,Right,Valente Bellozo,MIA,3.67,5.14,68.2,99.0,73.0,91.0,0.818,5.77,2.75,9.04,1.97,0.58,0.281,0.404,0.184,0.368,0.427,99.0,95.0,96.0,54.0,102.0,84.0,,,,67.0,98.0,91.0,,0.374,0.253,0.144,-0.41,1.23,,-3.12,89.2,82.8,81.1,,0.205,0.438,0.163,0.326,0.488,0.296,0.247,0.454,0.133,,,,100.0,105.0,104.0,0.103,0.03,77.7,,,,93.0,94.0,94.0,0.125,-3.5,73.7,0.333,0.741,0.283,,,,,,,,,,,,,0.233,0.433,0.286,,,,,,,,,,,,
2024-08-28,6:39 PM.,MIA,COL,home,Partly Cloudy.,92,676974,RF,1,0,0,0,0,0,0,0,0,0,2,0.217,0.254,0.313,0.567,676974,maxmeyer,Meyer,Right,Max Meyer,MIA,5.68,4.74,57.0,98.0,98.0,101.0,0.782,7.26,3.0,9.79,2.21,1.38,0.189,0.494,0.144,0.35,0.426,86.0,88.0,88.0,83.0,97.0,94.0,81.0,92.0,82.0,,,,0.021,0.394,,0.179,-2.29,,-1.39,-2.48,94.1,,86.7,92.7,,,,0.233,0.6,0.235,0.33,0.648,0.139,,,,119.0,103.0,115.0,0.407,-0.21,88.2,0.24,0.471,0.342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-27,6:40 PM.,MIA,COL,home,Clear.,84,682610,LF,4,1,1,1,0,0,0,0,0,1,2,0.219,0.256,0.316,0.572,682610,rodderymunoz,"Muñoz, Rod",Right,Roddery Muñoz,MIA,6.53,6.83,82.2,96.0,92.0,93.0,0.788,7.62,4.57,9.69,2.83,0.75,0.233,0.397,0.134,0.397,0.4,57.0,96.0,89.0,96.0,97.0,94.0,93.0,94.0,91.0,89.0,96.0,90.0,0.228,0.269,0.212,0.093,-3.28,-0.08,-0.99,-2.82,95.4,89.8,89.3,94.9,0.229,0.471,0.313,0.27,0.595,0.306,0.325,0.714,0.175,0.27,0.554,0.109,103.0,94.0,100.0,0.198,-2.57,85.7,0.261,0.536,0.328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-26,6:40 PM.,MIA,COL,home,Partly Cloudy.,82,665795,LF,3,1,1,0,0,0,0,0,0,0,2,0.218,0.256,0.309,0.565,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,96.0,98.0,103.0,97.0,91.0,87.0,110.0,94.0,95.0,,,,0.091,0.274,,0.332,-1.63,,0.07,0.15,96.3,,93.0,96.7,,,,0.206,0.321,0.338,0.304,0.543,0.164,0.231,0.333,0.151,114.0,102.0,105.0,0.085,1.65,89.2,0.129,0.226,0.313,106.0,101.0,104.0,0.217,-0.03,84.8,0.206,0.426,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-23,7:09 PM.,NYY,COL,away,Clear.,78,607074,RF,2,0,1,0,0,0,0,0,1,1,1,0.215,0.254,0.308,0.562,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,3.96,4.14,175.0,97.0,122.0,103.0,0.716,10.03,2.93,8.07,1.59,0.69,0.257,0.399,0.143,0.329,0.396,129.0,92.0,106.0,114.0,98.0,101.0,,,,100.0,83.0,82.0,,0.494,0.035,0.129,0.05,-3.11,,1.44,95.4,91.8,85.5,,0.353,0.647,0.255,0.188,0.247,0.495,0.262,0.514,0.214,,,,144.0,104.0,113.0,0.26,-0.4,86.8,0.199,0.361,0.393,103.0,86.0,93.0,0.083,-1.32,81.0,0.281,0.531,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-22,1:05 PM.,WSH,COL,away,Partly Cloudy.,77,571578,CF,4,0,1,0,0,0,0,1,0,2,1,0.21,0.243,0.305,0.548,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.62,5.53,174.2,101.0,76.0,94.0,0.788,7.16,2.78,10.72,1.29,1.42,0.218,0.384,0.141,0.333,0.396,87.0,96.0,96.0,55.0,97.0,84.0,71.0,103.0,92.0,76.0,107.0,98.0,0.338,0.076,0.192,0.034,-1.46,-0.37,-1.9,-5.53,91.3,85.7,81.0,91.5,0.301,0.434,0.223,0.409,0.773,0.279,0.311,0.578,0.133,0.339,0.567,0.091,88.0,97.0,97.0,0.343,0.41,80.0,0.216,0.335,0.354,73.0,100.0,97.0,0.016,-2.3,70.0,0.5,1.25,0.526,,,,,,,,,,,,,,,,,,,0.001,4.71,63.2,,,,,,
2024-08-21,6:45 PM.,WSH,COL,away,Clear.,73,680730,RF,3,0,0,0,0,0,0,0,0,0,3,0.208,0.243,0.307,0.55,680730,mitchellparker,Parker,Left,Mitchell Parker,WSN,4.29,4.37,151.0,99.0,87.0,97.0,0.801,7.93,2.56,9.18,1.07,0.94,0.248,0.444,0.132,0.321,0.441,,,,78.0,101.0,96.0,,,,,,,,0.486,,,0.07,,,,92.5,,,,,,,,,,0.276,0.425,0.12,,,,106.0,107.0,110.0,0.098,-0.73,84.5,0.238,0.429,0.364,97.0,96.0,96.0,0.225,0.47,80.5,0.252,0.36,0.263,89.0,94.0,94.0,0.191,-0.6,85.6,0.233,0.4,0.372,,,,,,,,,,,,,,,,,,
2024-08-20,6:45 PM.,WSH,COL,away,Partly Cloudy.,71,687792,RF,3,0,0,0,0,0,0,0,1,0,1,0.214,0.25,0.316,0.566,687792,djherz,Herz,Left,DJ Herz,WSN,4.16,3.26,88.2,97.0,99.0,97.0,0.734,10.76,3.65,7.71,1.12,0.82,0.254,0.436,0.14,0.326,0.429,113.0,98.0,99.0,93.0,98.0,96.0,,,,,,,,0.542,,0.245,0.86,,,-0.19,93.5,,83.5,,,,,0.224,0.388,0.26,0.222,0.317,0.305,,,,105.0,95.0,100.0,0.179,-0.96,86.1,0.229,0.429,0.275,,,,,,,0.2,0.2,0.533,,,,,,,,,,,,,,,,102.0,82.0,88.0,0.033,1.64,81.2,,,,,,
2024-08-18,1:09 PM.,SD,COL,home,Sunny.,92,605397,LF,2,1,1,0,0,0,0,0,1,0,1,0.221,0.25,0.326,0.576,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.88,4.34,99.2,102.0,124.0,102.0,0.736,9.12,2.08,8.49,1.26,1.08,0.207,0.435,0.112,0.341,0.449,110.0,101.0,107.0,95.0,100.0,95.0,69.0,111.0,96.0,110.0,108.0,104.0,0.044,0.246,0.204,0.078,-0.74,1.35,0.44,-3.1,93.0,89.7,87.1,92.6,0.298,0.405,0.25,0.353,0.618,0.379,0.253,0.494,0.231,0.348,0.435,0.146,145.0,98.0,106.0,0.203,1.05,82.2,,,,168.0,98.0,103.0,0.225,-0.1,81.6,0.203,0.319,0.328,,,,,,,,,,,,,0.169,0.351,0.338,,,,,,,,,,,,
2024-08-17,6:35 PM.,SD,COL,home,Partly Cloudy.,95,656302,LF,3,0,0,0,0,0,0,0,1,3,0,0.215,0.237,0.323,0.56,656302,dylancease,Cease,Right,Dylan Cease,SDP,3.47,3.31,189.1,100.0,121.0,107.0,0.693,10.65,3.09,6.51,0.86,0.94,0.203,0.433,0.147,0.307,0.389,54.0,72.0,68.0,123.0,95.0,102.0,,,,113.0,89.0,90.0,,0.435,0.006,0.009,0.22,-5.11,,-4.13,96.9,91.8,69.7,,0.25,1.0,0.0,0.25,1.0,0.2,0.235,0.39,0.203,,,,112.0,100.0,105.0,0.471,1.98,87.2,0.159,0.257,0.447,,,,,,,0.28,0.44,0.286,,,,,,,,,,,,,0.2,0.267,0.385,105.0,95.0,102.0,0.079,-0.95,82.3,,,,,,
2024-08-16,6:40 PM.,SD,COL,home,Clear.,91,663362,LF,4,1,3,0,0,0,1,0,0,0,1,0.222,0.237,0.333,0.57,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.91,4.11,146.2,104.0,83.0,98.0,0.806,8.16,2.45,8.9,1.29,0.91,0.207,0.402,0.164,0.302,0.441,,,,57.0,108.0,91.0,73.0,108.0,102.0,83.0,98.0,90.0,0.144,0.19,0.086,,-0.77,1.88,0.64,,90.6,87.0,,90.0,0.231,0.385,0.144,,,,0.265,0.513,0.224,0.303,0.404,0.067,115.0,101.0,107.0,0.198,0.5,79.3,,,,,,,,,,,,,,,,,,,,,,,,,0.227,0.454,0.201,,,,,,,77.6,0.382,-1.09,0.246,0.394,0.275
2024-08-14,12:40 PM.,AZ,COL,away,Roof Closed.,76,656756,LF,3,0,1,0,0,0,0,0,1,1,1,0.198,0.213,0.314,0.527,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,ARI,6.23,5.18,117.0,99.0,92.0,96.0,0.748,6.38,3.38,11.46,1.08,1.24,0.194,0.428,0.137,0.346,0.37,97.0,100.0,92.0,66.0,98.0,89.0,89.0,95.0,93.0,,,,0.308,0.173,,0.193,-0.02,,-2.11,-1.92,92.1,,83.1,91.8,,,,0.321,0.593,0.386,0.284,0.375,0.184,0.374,0.577,0.159,104.0,95.0,90.0,0.018,3.84,84.2,0.0,0.0,0.5,106.0,102.0,107.0,0.307,-0.83,79.2,0.27,0.453,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,
