date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,ST_ba,ST_slg,ST_whiff,CH_ba,CH_slg,CH_whiff,FO%,wFO/C,vFO
2023-03-28,1:08 PM.,BOS,ATL,away,Partly Cloudy.,87,676710,3B,2,1,1,1,0,0,0,0,0,0,2,0.364,0.364,0.636,1.0,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.119,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.326,0.258,0.289,0.43,0.244,0.34,0.642,0.2,0.15,0.25,0.376,0.214,0.357,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-07-30,7:10 PM.,MIL,ATL,away,Clear.,84,605452,2B,4,1,1,0,0,0,0,0,0,0,2,0.1,0.156,0.1,0.256,605452,joeross,Ross,Right,Joe Ross,MIL,3.77,3.91,74.0,102.0,88.0,98.0,0.752,8.03,3.53,8.76,0.85,0.98,0.29,0.366,0.21,0.321,0.454,84.0,106.0,97.0,94.0,103.0,104.0,,,,,,,,,,0.16,,,0.373,,-2.63,,,0.42,,94.8,,,86.6,,0.288,0.5,0.275,,,,0.0,0.0,0.308,0.237,0.32,0.384,,,,110.0,102.0,99.0,0.017,2.4,83.2,85.0,98.0,92.0,0.366,0.77,94.8,0.248,0.343,0.154,81.0,106.0,97.0,0.084,0.43,90.2,,,,0.286,0.357,0.157,,,
2024-07-29,7:10 PM.,MIL,ATL,away,Roof Closed.,80,607067,2B,3,0,0,0,0,0,0,0,0,0,1,0.077,0.143,0.077,0.22,607067,colinrea,Rea,Right,Colin Rea,MIL,4.29,4.91,167.2,102.0,84.0,97.0,0.827,7.25,2.31,9.07,1.56,0.95,0.24,0.456,0.137,0.329,0.443,70.0,109.0,95.0,109.0,106.0,108.0,,,,76.0,94.0,88.0,78.0,98.0,96.0,0.193,0.194,0.088,0.172,,0.49,-1.34,-2.02,1.41,,92.9,87.6,86.5,82.0,,0.207,0.314,0.248,0.287,0.656,0.168,0.394,0.636,0.18,,,,0.286,0.492,0.277,100.0,109.0,104.0,0.042,-3.64,78.7,82.0,103.0,96.0,0.311,-0.28,92.3,0.298,0.482,0.115,,,,,,,0.159,0.234,0.227,,,,,,
2024-07-28,1:41 PM.,NYM,ATL,away,Sunny.,86,656849,2B,4,0,1,0,0,0,0,0,0,2,0,0.087,0.16,0.087,0.247,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,115.0,99.0,104.0,,,,,,,,,,0.265,,,0.184,,0.39,,,-1.81,,93.1,,,85.1,,0.22,0.266,0.287,,,,0.207,0.345,0.259,0.287,0.447,0.339,,,,83.0,102.0,100.0,0.076,0.11,79.1,102.0,98.0,95.0,0.31,1.83,91.9,0.253,0.36,0.16,97.0,90.0,93.0,0.164,0.03,84.7,,,,0.211,0.324,0.271,,,
2024-07-27,4:13 PM.,NYM,ATL,away,Partly Cloudy.,85,656731,2B,3,0,0,0,0,0,0,0,0,1,1,0.053,0.143,0.053,0.196,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,103.0,103.0,106.0,,,,101.0,96.0,93.0,105.0,93.0,107.0,0.467,0.136,0.073,0.132,,0.29,-1.19,-1.25,-0.85,,95.7,90.1,84.7,85.1,,0.228,0.35,0.292,0.326,0.565,0.27,0.188,0.313,0.333,0.233,0.302,0.291,0.143,0.393,0.429,91.0,77.0,82.0,0.078,-0.37,78.0,108.0,104.0,110.0,0.098,3.24,94.6,0.206,0.206,0.184,130.0,94.0,112.0,0.015,-4.39,87.2,0.25,1.0,0.167,0.5,0.5,0.111,,,
2024-07-26,7:10 PM.,NYM,ATL,away,Cloudy.,83,673540,2B,3,0,0,0,0,0,0,0,0,1,0,0.063,0.118,0.063,0.181,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,3.38,4.62,5.1,102.0,110.0,103.0,0.75,15.19,1.69,3.38,1.69,0.67,0.444,0.333,0.333,0.333,0.452,122.0,98.0,99.0,90.0,86.0,91.0,,,,88.0,106.0,93.0,,,,0.397,0.151,,0.11,,5.29,-4.65,,2.13,,95.8,92.3,,81.8,,0.0,0.0,0.313,0.25,1.0,0.143,,,,,,,0.2,0.2,0.333,155.0,163.0,226.0,0.014,19.61,70.8,,,,,,,,,,,,,,,,,,,,,,0.329,1.41,83.1
2024-07-25,7:10 PM.,NYM,ATL,away,Cloudy.,83,622663,2B,4,0,0,0,0,0,0,0,0,2,3,0.077,0.077,0.077,0.154,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,143.0,100.0,111.0,,,,92.0,91.0,89.0,,,,0.355,0.081,,0.242,,0.15,1.05,,0.26,,96.2,92.6,,85.6,,0.243,0.392,0.218,0.2,0.3,0.26,,,,0.263,0.342,0.284,,,,,,,,,,90.0,98.0,94.0,0.248,1.24,95.6,0.278,0.414,0.122,87.0,95.0,95.0,0.075,-3.63,86.1,0.139,0.238,0.386,0.358,0.66,0.186,,,
2024-07-24,12:22 PM.,CIN,ATL,home,Cloudy.,78,593423,3B,5,0,1,0,0,0,0,0,0,3,4,0.111,0.111,0.111,0.222,593423,frankiemontas,Montas,Right,Frankie Montas,- - -,4.84,4.71,150.2,101.0,98.0,99.0,0.777,8.84,3.94,8.36,1.43,1.1,0.235,0.376,0.147,0.311,0.418,83.0,105.0,98.0,117.0,103.0,106.0,,,,109.0,95.0,95.0,119.0,99.0,105.0,0.332,0.187,0.183,0.107,,-0.02,-1.4,-0.23,-1.94,,95.6,90.4,86.0,85.4,,0.206,0.367,0.231,0.326,0.609,0.223,,,,0.288,0.577,0.325,0.218,0.297,0.426,,,,,,,83.0,100.0,98.0,0.191,1.13,94.8,0.248,0.407,0.113,,,,,,,,,,,,,,,
2024-07-22,7:21 PM.,CIN,ATL,home,Partly Cloudy.,86,668881,2B,4,0,0,0,0,0,0,0,0,1,2,0.0,0.0,0.0,0.0,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,123.0,102.0,104.0,125.0,96.0,103.0,,,,,,,120.0,89.0,103.0,0.552,,0.083,0.346,,1.56,,-0.79,0.62,,97.6,,87.0,86.8,,0.184,0.273,0.248,,,,0.4,1.0,0.2,0.161,0.3,0.39,0.243,0.405,0.284,118.0,96.0,101.0,0.018,-2.87,80.9,,,,,,,,,,,,,,,,,,,,,,,,
