date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,wFA/C,wFS/C,wSL/C,vFA,vFS,vSL,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,ST_ba,ST_slg,ST_whiff,KC_ba,KC_slg,KC_whiff
2023-05-15,7:12 PM.,SEA,BOS,home,Clear.,72,669923,SS,3,0,1,0,0,0,0,0,1,0,1,0.294,0.345,0.471,0.816,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,97.0,111.0,105.0,126.0,106.0,112.0,95.0,103.0,110.0,0.394,0.061,0.197,1.34,1.07,1.03,96.1,84.9,86.3,0.234,0.392,0.28,0.143,0.286,0.357,0.264,0.377,0.22,94.0,107.0,111.0,,,,106.0,110.0,109.0,0.216,,0.018,0.43,,-5.31,86.6,95.8,,0.261,0.383,0.131,0.265,0.458,0.159,0.5,0.9,0.125,,,,,,,,,,,,,0.115,0.35,81.8,,,,75.1,0.001,0.26,,,,,,
2023-05-14,7:12 PM.,STL,BOS,home,Clear.,66,571945,2B,3,0,0,0,0,0,0,0,1,2,2,0.292,0.333,0.479,0.812,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,74.0,112.0,99.0,108.0,107.0,108.0,,,,0.26,,0.243,-0.19,,0.62,93.3,,86.4,0.29,0.495,0.1889999999999999,,,,0.245,0.375,0.2239999999999999,58.0,96.0,93.0,95.0,105.0,102.0,86.0,108.0,99.0,0.243,0.198,0.054,-1.61,-0.92,2.68,84.4,92.7,75.9,0.34,0.54,0.085,0.261,0.387,0.198,0.182,0.382,0.085,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,,,,,,,
2023-05-13,4:10 PM.,STL,BOS,home,Sunny.,80,571927,PR,0,0,0,0,0,0,0,0,0,0,0,0.311,0.34,0.511,0.851,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,,,,62.0,82.0,90.0,,,,,,0.018,,,-1.27,,,88.9,,,,,,,0.5,0.75,0.1,106.0,109.0,107.0,108.0,96.0,100.0,87.0,101.0,96.0,0.561,0.148,0.274,0.41,-0.6,-0.09,84.2,94.1,78.5,0.24,0.397,0.247,0.259,0.407,0.2,0.291,0.405,0.289,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-12,7:12 PM.,STL,BOS,home,Clear.,82,425794,2B,4,1,1,0,0,1,1,0,0,2,0,0.311,0.34,0.511,0.851,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,80.0,94.0,84.0,83.0,78.0,71.0,,,,0.099,,0.003,-1.48,,-13.9,85.7,,75.6,0.326,0.512,0.1169999999999999,,,,,,,66.0,84.0,80.0,129.0,102.0,110.0,87.0,99.0,89.0,0.314,0.306,0.05,-3.36,-1.5,-3.6,81.4,86.9,71.5,0.394,0.746,0.093,0.291,0.475,0.153,0.389,0.611,0.1,107.0,99.0,95.0,0.226,-0.27,82.9,0.344,0.473,0.152,,,,0.002,6.39,65.7,,,,,,,,,,,,
2023-05-10,7:22 PM.,ATL,BOS,away,Partly Cloudy.,81,669276,2B,1,0,0,0,0,0,0,0,0,1,0,0.317,0.349,0.463,0.812,669276,dylanlee,"Lee, D",Left,Dylan Lee,ATL,4.18,5.66,23.2,107.0,90.0,103.0,0.727,9.13,3.04,9.13,1.52,1.0,0.246,0.435,0.174,0.435,0.43,98.0,106.0,105.0,89.0,109.0,105.0,,,,0.402,,0.476,-2.54,,1.25,91.8,,83.3,0.382,0.676,0.157,,,,0.222,0.333,0.4039999999999999,71.0,102.0,94.0,,,,,,,,,0.123,,,2.19,85.6,,,,,,,,,0.083,0.083,0.348,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-09,7:21 PM.,ATL,BOS,away,Cloudy.,77,450203,2B,3,0,1,0,0,0,0,0,0,2,1,0.325,0.341,0.475,0.816,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,74.0,95.0,89.0,,,,,,,0.317,,,-1.26,,,94.9,,,0.292,0.482,0.225,,,,,,,100.0,91.0,88.0,139.0,100.0,111.0,81.0,89.0,83.0,0.068,0.432,0.103,-4.03,1.79,0.86,86.0,94.2,82.3,0.474,0.711,0.071,0.177,0.258,0.42,0.25,0.339,0.336,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,
2023-05-07,1:39 PM.,PHI,BOS,away,Partly Cloudy.,76,592836,2B,2,0,0,0,0,0,0,0,0,0,0,0.324,0.342,0.486,0.828,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,79.0,98.0,90.0,124.0,109.0,114.0,104.0,97.0,100.0,0.176,0.332,0.026,-0.82,0.48,-1.43,92.8,87.9,82.5,0.257,0.541,0.254,0.205,0.295,0.244,0.158,0.632,0.342,,,,92.0,91.0,94.0,81.0,100.0,93.0,0.233,0.057,,0.53,-1.07,,,92.4,74.8,0.273,0.429,0.1,0.212,0.485,0.36,,,,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,,,,,,,,,,,,,,,,,,
2023-05-05,7:08 PM.,PHI,BOS,away,Partly Cloudy.,59,554430,2B,3,0,2,0,0,0,1,1,0,0,0,0.343,0.361,0.514,0.875,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,112.0,109.0,114.0,107.0,101.0,111.0,,,,0.435,,0.123,1.69,,0.36,95.8,,84.4,0.199,0.333,0.314,,,,0.198,0.36,0.392,48.0,106.0,77.0,116.0,105.0,114.0,105.0,105.0,107.0,0.18,0.115,0.004,1.62,-1.61,-6.22,90.8,95.2,81.4,0.252,0.308,0.192,0.264,0.473,0.33,,,,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,
2023-05-04,6:12 PM.,TOR,BOS,home,Cloudy.,47,592332,2B,3,1,0,0,0,0,0,0,1,0,2,0.313,0.333,0.5,0.833,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,110.0,104.0,105.0,89.0,89.0,94.0,105.0,108.0,109.0,0.509,0.384,0.108,1.13,0.3,-0.97,94.7,86.3,83.6,0.243,0.409,0.172,0.201,0.307,0.432,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-03,7:12 PM.,TOR,BOS,home,Overcast.,50,666201,2B,5,0,2,0,0,0,2,1,0,2,2,0.345,0.345,0.552,0.897,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,91.0,95.0,92.0,94.0,93.0,96.0,,,,0.29,,0.3,-2.16,,-1.17,92.8,,80.8,0.316,0.592,0.244,,,,0.239,0.432,0.286,69.0,98.0,89.0,,,,92.0,96.0,91.0,0.282,,0.128,0.68,,-1.01,86.3,92.6,,0.25,0.379,0.129,,,,0.273,0.432,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-01,7:10 PM.,TOR,BOS,home,Partly Cloudy.,59,621244,2B,4,1,2,0,0,1,2,1,0,1,1,0.333,0.333,0.583,0.916,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,96.0,103.0,99.0,,,,,,,0.204,,,0.72,,,94.3,,,0.254,0.456,0.276,,,,,,,90.0,104.0,101.0,116.0,104.0,110.0,92.0,104.0,99.0,0.315,0.296,0.185,0.61,0.31,-0.38,84.1,93.8,82.6,0.255,0.398,0.131,,,,0.245,0.409,0.33,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,,,,
2023-04-30,1:36 PM.,CLE,BOS,home,Drizzle.,51,671106,2B,4,0,1,1,0,0,0,0,0,1,2,0.3,0.3,0.45,0.75,671106,loganallen,"Allen, L.T.",Left,Logan Allen,CLE,3.81,4.42,125.1,102.0,86.0,100.0,0.773,8.55,3.45,9.12,1.15,1.17,0.247,0.432,0.155,0.337,0.414,82.0,101.0,95.0,108.0,98.0,101.0,,,,0.451,,0.247,-0.12,,-0.74,91.4,,79.3,0.257,0.482,0.177,,,,0.3,0.3,0.368,60.0,104.0,105.0,,,,,,,,,0.213,,,1.49,82.7,,,,,,,,,0.191,0.223,0.33,110.0,97.0,98.0,0.089,-2.1,86.3,0.462,0.692,0.17,,,,,,,,,,,,,,,,,,
2023-04-29,4:12 PM.,CLE,BOS,home,Overcast.,49,668676,2B,5,2,1,1,0,0,1,0,0,1,5,0.313,0.313,0.438,0.751,668676,zachplesac,Plesac,Right,Zach Plesac,CLE,7.59,5.48,21.1,103.0,81.0,98.0,0.82,5.91,2.11,15.61,1.27,1.79,0.151,0.488,0.093,0.256,0.435,63.0,98.0,84.0,98.0,110.0,116.0,,,,0.397,,0.408,-3.51,,-1.04,91.0,,84.7,0.5,0.676,0.132,,,,0.275,0.431,0.247,71.0,101.0,86.0,126.0,83.0,92.0,,,,,0.041,0.154,,-3.19,-5.14,83.6,,78.8,,,,,,,0.385,0.846,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-28,7:11 PM.,CLE,BOS,home,Cloudy.,52,669456,2B,4,0,1,1,0,0,0,0,0,0,2,0.364,0.364,0.455,0.819,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,81.0,103.0,96.0,111.0,107.0,109.0,,,,0.352,,0.207,0.87,,0.84,91.3,,84.6,0.257,0.434,0.093,,,,0.18,0.331,0.326,59.0,93.0,85.0,,,,,,,,,0.035,,,-4.04,87.2,,,,,,0.237,0.368,0.3229999999999999,0.5,0.571,0.083,95.0,94.0,93.0,0.269,0.43,86.5,0.316,0.465,0.293,155.0,104.0,109.0,0.137,-1.29,82.5,,,,,,,,,,,,
2023-04-26,1:05 PM.,BAL,BOS,away,Partly Cloudy.,61,669330,2B,2,0,0,0,0,0,0,0,0,1,2,0.429,0.429,0.429,0.858,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,84.0,102.0,99.0,88.0,108.0,103.0,,,,0.377,,0.164,0.59,,1.18,92.5,,84.0,0.2,0.467,0.266,,,,0.149,0.23,0.28,126.0,106.0,111.0,84.0,95.0,100.0,,,,,0.078,0.185,,0.41,0.43,85.4,,74.1,,,,0.217,0.348,0.184,0.196,0.382,0.3279999999999999,85.0,100.0,96.0,0.195,0.67,88.7,0.212,0.537,0.193,,,,,,,,,,,,,,,,,,
2023-04-25,6:35 PM.,BAL,BOS,away,Partly Cloudy.,59,680694,2B,1,0,1,0,0,0,0,0,0,0,0,0.6,0.6,0.6,1.2,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,101.0,96.0,96.0,171.0,105.0,116.0,,,,0.224,,0.313,-1.0,,1.77,94.5,,88.1,0.366,0.602,0.15,,,,0.168,0.272,0.364,97.0,100.0,98.0,135.0,105.0,109.0,88.0,104.0,98.0,0.207,0.173,0.083,1.53,3.99,-0.36,90.8,95.0,84.8,0.23,0.367,0.15,0.142,0.165,0.356,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-04-19,7:11 PM.,MIN,BOS,home,Cloudy.,46,657746,2B,4,0,2,0,0,0,0,0,0,1,2,0.5,0.5,0.5,1.0,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,102.0,112.0,108.0,102.0,88.0,94.0,91.0,104.0,102.0,0.569,0.272,0.159,0.89,-0.3,-2.12,92.3,83.9,80.3,0.24,0.457,0.287,0.242,0.415,0.213,0.32,0.56,0.241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-29,3:06 PM.,TB,BOS,home,Cloudy.,69,686752,3B,3,0,0,0,0,0,0,0,0,1,1,0.214,0.27,0.363,0.633,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,115.0,98.0,102.0,119.0,95.0,106.0,,,,0.506,,0.173,1.07,,0.51,94.9,,89.0,0.181,0.33,0.316,,,,0.267,0.407,0.317,118.0,105.0,117.0,140.0,75.0,84.0,,,,,0.027,0.235,,-1.47,-0.47,85.8,,80.6,,,,0.167,0.167,0.5,0.216,0.353,0.286,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,
2024-09-25,7:09 PM.,TOR,BOS,away,Cloudy.,72,592332,2B,2,0,0,0,0,0,0,0,0,0,0,0.217,0.274,0.369,0.643,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,99.0,105.0,105.0,88.0,90.0,95.0,88.0,108.0,106.0,0.528,0.334,0.084,0.43,0.51,-1.21,93.9,86.0,82.7,0.277,0.466,0.175,0.169,0.262,0.335,0.268,0.439,0.266,,,,,,,90.0,102.0,94.0,0.054,,,-3.21,,,,93.3,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-24,7:08 PM.,TOR,BOS,away,Roof Closed.,68,670102,3B,0,0,0,0,0,0,0,0,0,0,0,0.219,0.276,0.372,0.648,670102,bowdenfrancis,Francis,Right,Bowden Francis,TOR,3.3,3.39,103.2,102.0,97.0,104.0,0.8,7.99,1.91,6.42,1.48,0.74,0.247,0.498,0.171,0.341,0.465,94.0,106.0,107.0,96.0,92.0,92.0,109.0,105.0,110.0,0.513,0.184,0.092,2.21,1.44,-1.47,92.9,83.8,81.7,0.174,0.371,0.185,0.169,0.169,0.225,0.25,0.583,0.436,,,,99.0,94.0,100.0,79.0,96.0,85.0,0.029,0.182,,1.45,-1.71,,,90.3,73.5,0.182,0.455,0.067,0.308,0.558,0.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-22,5:36 PM.,MIN,BOS,home,Cloudy.,64,805673,2B,4,1,2,0,0,0,0,0,0,2,2,0.219,0.276,0.372,0.648,805673,zebbymatthews,Matthews,Right,Zebby Matthews,MIN,6.69,6.01,37.2,100.0,100.0,100.0,0.772,10.27,2.63,12.19,2.63,0.87,0.256,0.455,0.165,0.38,0.431,95.0,99.0,97.0,114.0,100.0,105.0,,,,0.428,,0.259,-1.19,,-1.68,94.9,,87.2,0.288,0.627,0.178,,,,0.308,0.462,0.376,88.0,87.0,93.0,107.0,117.0,117.0,,,,,0.071,0.079,,-5.76,-3.13,85.8,,81.7,,,,0.4,0.667,0.174,0.222,0.333,0.313,96.0,101.0,95.0,0.162,-1.3,90.9,0.345,0.655,0.182,,,,,,,,,,,,,,,,,,
2024-09-20,7:11 PM.,MIN,BOS,home,Cloudy.,64,701581,2B,3,0,0,0,0,0,0,0,0,2,4,0.214,0.272,0.37,0.642,701581,davidfesta,"Festa, D",Right,David Festa,MIN,4.9,4.14,64.1,101.0,100.0,103.0,0.735,10.77,3.22,8.67,1.26,0.9,0.229,0.451,0.166,0.331,0.405,107.0,96.0,99.0,118.0,103.0,105.0,,,,0.402,,0.318,-0.79,,1.48,94.7,,86.1,0.304,0.544,0.194,,,,0.207,0.315,0.291,72.0,105.0,105.0,,,,,,,,,0.28,,,-1.14,88.4,,,,,,,,,0.237,0.463,0.394,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-18,6:50 PM.,TB,BOS,away,Dome.,72,686752,PH,1,0,0,0,0,0,0,0,0,0,1,0.217,0.276,0.376,0.652,686752,ryanpepiot,Pepiot,Right,Ryan Pepiot,TBR,3.6,3.64,130.0,99.0,116.0,106.0,0.73,9.83,3.32,7.06,1.18,0.77,0.276,0.405,0.17,0.308,0.422,115.0,98.0,102.0,119.0,95.0,106.0,,,,0.506,,0.173,1.07,,0.51,94.9,,89.0,0.181,0.33,0.316,,,,0.267,0.407,0.317,118.0,105.0,117.0,140.0,75.0,84.0,,,,,0.027,0.235,,-1.47,-0.47,85.8,,80.6,,,,0.167,0.167,0.5,0.216,0.353,0.286,100.0,103.0,100.0,0.06,-0.88,91.6,0.276,0.586,0.141,,,,,,,,,,,,,,,,,,
2024-09-14,1:07 PM.,NYY,BOS,away,Sunny.,77,543037,2B,3,0,0,0,0,0,0,0,0,0,3,0.218,0.278,0.378,0.656,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,3.41,3.64,95.0,101.0,111.0,105.0,0.777,9.38,2.75,7.39,1.04,0.88,0.289,0.371,0.18,0.332,0.435,116.0,100.0,104.0,128.0,106.0,112.0,,,,0.462,,0.146,0.7,,1.25,95.9,,88.2,0.189,0.365,0.234,,,,0.222,0.27,0.264,73.0,94.0,90.0,,,,,,,0.002,,0.04,17.25,,-3.6,88.2,93.7,,0.0,0.0,0.143,0.209,0.239,0.301,0.333,0.667,0.28,99.0,102.0,102.0,0.163,-0.7,91.4,0.32,0.56,0.22,102.0,99.0,106.0,0.187,2.35,82.5,,,,,,,,,,,,
2024-09-12,7:16 PM.,NYY,BOS,away,Partly Cloudy.,72,641482,2B,0,0,0,0,0,0,0,0,0,0,0,0.222,0.282,0.384,0.666,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.77,3.62,174.1,101.0,101.0,101.0,0.79,8.36,2.01,8.36,1.24,0.64,0.253,0.37,0.164,0.317,0.432,99.0,103.0,100.0,99.0,98.0,101.0,,,,0.442,,0.168,0.25,,-1.27,92.1,,78.2,0.235,0.443,0.215,,,,0.364,0.727,0.167,86.0,102.0,94.0,,,,86.0,116.0,113.0,0.014,,0.097,1.37,,-0.89,83.6,90.3,,0.143,0.143,0.316,,,,0.226,0.369,0.326,109.0,100.0,102.0,0.28,1.32,87.5,0.249,0.378,0.251,,,,,,,,,,,,,0.284,0.511,0.25,,,
2024-09-11,7:11 PM.,BAL,BOS,home,Clear.,72,665152,PH,1,0,0,0,0,0,0,0,0,0,2,0.222,0.282,0.384,0.666,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.1,4.49,129.2,100.0,88.0,98.0,0.798,8.54,3.54,7.63,1.25,0.99,0.25,0.394,0.231,0.285,0.423,91.0,100.0,99.0,,,,72.0,99.0,99.0,0.32,0.184,,-0.18,0.73,,93.4,84.1,,0.245,0.503,0.232,0.139,0.248,0.36,,,,,,,92.0,98.0,96.0,79.0,105.0,97.0,0.151,0.114,,0.67,0.29,,,92.3,77.0,0.247,0.353,0.072,0.225,0.3,0.198,,,,99.0,102.0,98.0,0.23,0.33,86.9,0.25,0.355,0.237,,,,,,,,,,,,,,,,,,
2024-09-10,7:12 PM.,BAL,BOS,home,Clear.,74,544150,2B,1,0,0,0,0,0,0,0,1,0,1,0.223,0.283,0.386,0.669,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,90.0,101.0,96.0,,,,,,,0.5,,,-0.36,,,94.8,,,0.276,0.469,0.228,,,,,,,99.0,100.0,106.0,94.0,99.0,98.0,,,,,0.132,0.172,,0.41,-0.5,86.1,,79.0,,,,0.174,0.348,0.252,0.274,0.434,0.228,74.0,99.0,92.0,0.195,0.73,86.3,0.24,0.365,0.308,,,,,,,,,,,,,,,,,,
2024-09-08,1:36 PM.,CWS,BOS,home,Sunny.,69,623167,2B,3,0,0,0,0,0,0,0,0,2,3,0.224,0.281,0.388,0.669,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,2.0,93.0,82.0,148.0,102.0,103.0,,,,0.37,,0.087,-0.64,,-2.65,91.3,,80.0,0.261,0.473,0.132,,,,0.361,0.475,0.271,126.0,99.0,104.0,83.0,98.0,101.0,74.0,108.0,87.0,0.002,0.122,0.157,2.01,0.43,-1.32,81.3,91.4,72.0,,,,0.246,0.393,0.308,0.257,0.436,0.379,47.0,101.0,90.0,0.261,-0.75,87.4,0.319,0.536,0.218,,,,,,,,,,,,,,,,,,
2024-09-06,7:11 PM.,CWS,BOS,home,Partly Cloudy.,71,663436,2B,2,1,1,0,0,0,0,0,1,0,2,0.228,0.285,0.394,0.679,663436,davismartin,Martin,Right,Davis Martin,CHW,4.32,4.02,50.0,99.0,104.0,98.0,0.748,8.46,4.14,9.0,0.9,1.25,0.207,0.455,0.221,0.29,0.406,92.0,95.0,91.0,114.0,108.0,111.0,,,,0.285,,0.268,-2.03,,1.22,93.6,,83.6,0.389,0.472,0.202,,,,0.121,0.293,0.378,143.0,103.0,107.0,95.0,91.0,93.0,,,,,0.076,0.196,,-2.54,-0.16,89.3,,78.4,,,,0.357,0.429,0.348,0.34,0.4,0.204,76.0,93.0,84.0,0.175,1.59,89.0,0.206,0.294,0.231,,,,,,,,,,,,,,,,,,
2024-09-04,7:13 PM.,NYM,BOS,away,Clear.,72,656731,2B,4,1,2,0,0,0,0,0,0,1,2,0.225,0.279,0.393,0.672,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.04,4.2,78.0,97.0,108.0,100.0,0.734,10.5,3.69,8.08,0.92,1.04,0.263,0.368,0.191,0.33,0.421,112.0,99.0,101.0,103.0,103.0,106.0,105.0,93.0,107.0,0.467,0.073,0.132,0.29,-1.25,-0.85,95.7,84.7,85.1,0.228,0.35,0.292,0.143,0.393,0.429,0.233,0.302,0.291,130.0,94.0,112.0,91.0,77.0,82.0,108.0,104.0,110.0,0.098,0.078,0.015,3.24,-0.37,-4.39,87.2,94.6,78.0,0.206,0.206,0.184,0.188,0.313,0.333,0.5,0.5,0.111,101.0,96.0,93.0,0.136,-1.19,90.1,0.326,0.565,0.27,,,,,,,,,,,,,0.25,1.0,0.167,,,
2024-09-03,7:10 PM.,NYM,BOS,away,Clear.,71,656849,2B,0,0,0,0,0,0,1,0,0,0,0,0.218,0.275,0.391,0.666,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,2.9,4.59,121.0,98.0,94.0,96.0,0.77,7.51,3.42,8.18,0.6,1.72,0.247,0.362,0.138,0.306,0.412,70.0,103.0,94.0,115.0,99.0,104.0,,,,0.265,,0.184,0.39,,-1.81,93.1,,85.1,0.22,0.266,0.287,,,,0.287,0.447,0.339,97.0,90.0,93.0,83.0,102.0,100.0,102.0,98.0,95.0,0.31,0.076,0.164,1.83,0.11,0.03,84.7,91.9,79.1,0.253,0.36,0.16,0.207,0.345,0.259,0.211,0.324,0.271,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-02,7:10 PM.,NYM,BOS,away,Clear.,75,622663,2B,3,0,0,0,0,0,0,0,0,0,1,0.218,0.276,0.391,0.667,622663,luisseverino,"Severino, L",Right,Luis Severino,NYM,3.91,3.88,182.0,101.0,107.0,101.0,0.812,7.96,2.97,8.21,1.14,1.28,0.273,0.372,0.203,0.288,0.434,101.0,104.0,102.0,143.0,100.0,111.0,,,,0.355,,0.242,0.15,,0.26,96.2,,85.6,0.243,0.392,0.218,,,,0.263,0.342,0.284,87.0,95.0,95.0,,,,90.0,98.0,94.0,0.248,,0.075,1.24,,-3.63,86.1,95.6,,0.278,0.414,0.122,,,,0.358,0.66,0.186,92.0,91.0,89.0,0.081,1.05,92.6,0.2,0.3,0.26,,,,,,,,,,,,,0.139,0.238,0.386,,,
2024-09-01,1:41 PM.,DET,BOS,away,Partly Cloudy.,80,689225,2B,1,0,0,0,0,0,0,0,0,0,1,0.222,0.28,0.398,0.678,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.59,3.31,67.2,101.0,110.0,102.0,0.778,9.18,3.99,7.32,0.67,0.87,0.21,0.348,0.177,0.298,0.406,120.0,99.0,101.0,122.0,93.0,100.0,,,,0.404,,0.173,0.99,,-1.62,95.9,,86.1,0.222,0.272,0.212,,,,0.241,0.552,0.271,103.0,108.0,110.0,,,,84.0,106.0,97.0,0.159,,0.265,2.22,,0.26,88.4,95.5,,0.235,0.294,0.116,,,,0.212,0.4,0.319,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-12,7:12 PM.,TEX,BOS,home,Cloudy.,71,641816,PH,1,0,1,1,0,0,1,0,0,0,0,0.224,0.282,0.4,0.682,641816,tylermahle,Mahle,Right,Tyler Mahle,TEX,4.97,3.75,12.2,105.0,88.0,100.0,0.766,7.11,2.84,9.95,0.71,1.2,0.22,0.439,0.098,0.463,0.384,89.0,110.0,104.0,101.0,81.0,93.0,80.0,110.0,97.0,0.528,0.301,0.135,-0.15,-0.49,0.12,91.4,85.5,83.7,0.25,0.469,0.262,0.4,0.4,0.278,0.0,0.0,0.111,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.0,94.0,91.0,0.035,-1.09,85.3,,,,,,,,,,,,,,,,,,,,,
