date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,ST_ba,ST_slg,ST_whiff,SI_ba,SI_slg,SI_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C
2024-08-28,4:07 PM.,PHI,HOU,away,Sunny.,96,592836,3B,1,0,0,0,0,0,0,0,0,0,0,0.259,0.375,0.37,0.745,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,7.1,7.09,83.2,98.0,88.0,95.0,0.847,6.24,3.98,11.51,2.58,0.93,0.184,0.442,0.131,0.389,0.429,,,,87.0,96.0,97.0,61.0,93.0,83.0,78.0,98.0,91.0,56.0,108.0,104.0,95.0,91.0,87.0,0.275,0.126,0.094,0.178,0.108,,-2.65,-4.99,-2.96,2.03,1.99,,91.5,87.3,,91.1,85.1,74.7,0.346,0.615,0.232,0.435,1.087,0.093,,,,,,,0.172,0.31,0.149,108.0,101.0,106.0,0.219,-4.16,86.7,0.157,0.314,0.28,0.378,0.684,0.082,0.38,0.652,0.163,,,,,,,,,
2024-08-27,6:42 PM.,PHI,HOU,away,Partly Cloudy.,86,605400,PH,1,0,0,0,0,0,0,0,0,0,0,0.269,0.387,0.385,0.772,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,78.0,102.0,91.0,,,,90.0,103.0,99.0,100.0,109.0,106.0,,,,69.0,99.0,92.0,0.204,0.278,0.092,,,0.096,0.81,-2.57,-0.34,,,-1.67,92.5,87.5,85.7,91.5,,,0.168,0.318,0.224,0.389,0.796,0.178,0.279,0.426,0.135,,,,0.221,0.381,0.37,,,,,,,,,,0.313,0.475,0.136,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,
2024-08-26,6:41 PM.,PHI,HOU,away,Partly Cloudy.,84,554430,2B,4,0,1,1,0,0,2,0,0,1,0,0.28,0.4,0.4,0.8,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,2.57,2.8,200.0,104.0,106.0,108.0,0.747,10.08,2.34,6.26,0.9,1.09,0.245,0.35,0.209,0.29,0.42,,,,110.0,101.0,107.0,101.0,106.0,109.0,111.0,103.0,107.0,128.0,106.0,115.0,92.0,97.0,94.0,0.192,0.416,0.093,0.125,0.1,,0.88,-0.23,2.68,1.04,-0.98,,95.3,91.1,,94.6,84.9,81.8,0.209,0.395,0.296,0.226,0.371,0.183,,,,,,,0.205,0.397,0.387,94.0,110.0,110.0,0.074,1.47,86.1,0.152,0.273,0.335,0.189,0.259,0.142,0.137,0.196,0.402,,,,,,,,,
2024-08-23,7:06 PM.,BAL,HOU,away,Clear.,77,700249,3B,2,0,1,0,0,0,0,0,2,0,1,0.286,0.423,0.381,0.804,700249,cadepovich,Povich,Left,Cade Povich,BAL,5.2,4.11,79.2,99.0,87.0,97.0,0.788,7.79,3.84,9.04,1.36,0.75,0.22,0.447,0.179,0.289,0.454,63.0,101.0,95.0,93.0,101.0,104.0,81.0,97.0,93.0,80.0,98.0,90.0,113.0,107.0,108.0,97.0,94.0,94.0,0.084,0.407,0.075,0.13,0.196,0.109,0.56,-3.12,0.86,-0.43,-2.26,-2.05,92.4,88.3,86.1,91.5,82.6,76.3,0.223,0.379,0.185,0.333,0.81,0.288,0.25,0.542,0.235,,,,0.333,0.517,0.269,,,,,,,0.232,0.411,0.276,0.2,0.24,0.103,,,,,,,,,,,,
2024-08-22,7:09 PM.,BAL,HOU,away,Clear.,75,669203,3B,4,0,1,0,0,0,2,0,0,0,3,0.263,0.364,0.368,0.732,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,110.0,98.0,103.0,109.0,101.0,106.0,,,,104.0,95.0,89.0,133.0,105.0,120.0,125.0,105.0,108.0,0.078,,0.45,0.146,0.215,0.11,,1.37,-0.5,0.7,0.44,0.2,,95.3,89.2,97.0,87.2,80.3,,,,0.251,0.362,0.19,0.194,0.339,0.377,0.196,0.268,0.463,0.2,0.326,0.378,,,,,,,0.125,0.5,0.457,0.235,0.412,0.157,,,,,,,,,,,,
2024-08-21,1:10 PM.,BOS,HOU,home,Roof Closed.,73,681867,3B,2,0,0,0,0,0,0,0,0,0,1,0.267,0.389,0.4,0.789,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,99.0,103.0,102.0,,,,,,,102.0,108.0,100.0,110.0,95.0,99.0,79.0,103.0,93.0,0.297,,0.154,0.288,,0.261,,0.64,0.48,-1.92,,0.55,,86.4,84.4,89.1,77.1,,,,,0.163,0.306,0.294,0.256,0.338,0.171,0.429,0.857,0.154,,,,,,,,,,0.287,0.479,0.207,0.33,0.511,0.073,,,,,,,,,,,,
2024-08-20,7:10 PM.,BOS,HOU,home,Roof Closed.,73,601713,3B,3,0,1,1,0,0,0,0,1,0,0,0.308,0.438,0.462,0.9,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.14,3.51,145.2,104.0,133.0,108.0,0.775,10.63,2.22,7.91,1.73,0.69,0.238,0.42,0.142,0.378,0.449,,,,118.0,104.0,104.0,122.0,105.0,108.0,,,,155.0,103.0,111.0,104.0,96.0,82.0,,0.486,0.059,0.291,0.163,,0.73,-4.63,,-0.1,0.61,,93.9,88.3,,,82.6,80.0,0.239,0.399,0.218,0.394,0.879,0.211,,,,0.143,0.393,0.326,0.167,0.4,0.206,,,,,,,0.224,0.436,0.35,,,,,,,,,,,,,,,
2024-08-19,7:10 PM.,BOS,HOU,home,Roof Closed.,73,656557,3B,3,0,1,0,0,0,0,0,1,2,0,0.3,0.417,0.4,0.817,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,,,,93.0,102.0,97.0,116.0,98.0,108.0,95.0,93.0,93.0,0.324,,0.015,0.414,,,,-0.95,0.67,0.54,,,,87.1,,93.5,83.2,,,,,0.2,0.4,0.235,,,,,,,,,,116.0,103.0,109.0,0.248,1.74,88.4,0.23,0.357,0.302,0.27,0.325,0.142,0.195,0.265,0.208,,,,,,,,,
2024-08-18,1:12 PM.,CWS,HOU,home,Roof Closed.,73,681066,3B,4,0,0,0,0,0,0,0,0,3,1,0.286,0.375,0.429,0.804,681066,kybush,Bush,Left,Ky Bush,CHW,5.6,5.35,17.2,91.0,81.0,89.0,0.793,5.6,8.15,10.19,1.02,0.81,0.322,0.39,0.119,0.356,0.388,69.0,91.0,89.0,76.0,101.0,94.0,75.0,92.0,87.0,,,,103.0,83.0,88.0,,,,,0.509,,0.244,0.149,0.098,-3.27,,,-0.25,-1.98,4.54,91.7,,85.9,,82.5,73.4,0.412,0.647,0.188,,,,0.0,0.0,0.308,0.118,0.294,0.257,0.364,0.364,0.263,,,,,,,,,,,,,,,,,,,,,,,,
2024-08-17,6:10 PM.,CWS,HOU,home,Roof Closed.,73,623167,3B,3,1,2,1,0,0,0,0,1,0,2,0.667,0.75,1.0,1.75,623167,chrisflexen,Flexen,Right,Chris Flexen,CHW,4.95,4.71,160.0,97.0,56.0,92.0,0.789,6.92,3.54,10.13,1.35,0.79,0.249,0.41,0.154,0.308,0.373,126.0,99.0,104.0,83.0,98.0,101.0,2.0,93.0,82.0,74.0,108.0,87.0,148.0,102.0,103.0,47.0,101.0,90.0,0.002,0.37,0.261,0.087,0.122,0.157,-0.64,-0.75,2.01,-2.65,0.43,-1.32,91.3,87.4,81.3,91.4,80.0,72.0,0.261,0.473,0.132,0.319,0.536,0.218,0.257,0.436,0.379,0.361,0.475,0.271,0.246,0.393,0.308,,,,,,,,,,,,,,,,,,,,,,,,
