date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wCU/C,wCH/C,vFA,vFC,vCH,vCU,FF_ba,FF_slg,FF_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023-05-19,6:40 PM.,BOS,SD,home,Cloudy.,62,572020,CF,2,0,0,0,0,0,0,0,0,0,3,0.0,0.0,0.0,0.0,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,63.0,101.0,91.0,0.566,0.165,,0.067,0.04,-0.15,,-0.96,95.2,85.8,84.4,,0.269,0.498,0.217,,,,0.316,0.421,0.467,0.191,0.426,0.331,,,,,,,,,,0.231,0.338,0.376,98.0,92.0,90.0,0.007,-0.01,94.9,,,,87.0,93.0,94.0,0.195,-0.31,81.3
2023-05-16,6:41 PM.,KC,SD,home,Clear.,65,663903,PR,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,,,,0.002,,,0.063,-2.24,,,-0.3,90.9,,87.7,,,,,,,,0.265,0.353,0.104,,,,86.0,101.0,104.0,0.426,0.01,84.0,0.0,0.0,0.6,,,,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.555,0.113,,,,,,
2023-05-13,4:16 PM.,LAD,SD,away,Sunny.,72,628711,CF,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,86.1,79.2,0.267,0.503,0.218,0.233,0.457,0.2289999999999999,0.296,0.593,0.299,0.186,0.322,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-05-11,12:11 PM.,MIN,SD,away,Partly Cloudy.,71,641927,LF,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,0.457,,0.067,0.28,0.75,,1.44,1.08,91.3,,83.7,77.5,0.232,0.425,0.2769999999999999,,,,0.226,0.35,0.298,,,,83.0,99.0,96.0,0.196,-0.7,81.0,0.255,0.48,0.3289999999999999,0.194,0.306,0.161,,,,,,,,,,,,,,,
2023-05-07,4:10 PM.,LAD,SD,home,Clear.,67,628711,CF,2,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,109.0,124.0,127.0,0.451,0.092,0.3,0.157,0.02,-0.42,0.84,-3.03,92.7,87.1,86.1,79.2,0.267,0.503,0.218,0.233,0.457,0.2289999999999999,0.296,0.593,0.299,0.186,0.322,0.278,,,,,,,,,,,,,,,,,,,,,,,,,,,
