date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CH%,wFC/C,wCH/C,vFC,vCH,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC
2024-06-30,1:14 PM.,STL,CIN,away,Sunny.,81,458681,RF,1,0,0,0,0,0,0,0,0,0,0,0.1,0.091,0.2,0.291,458681,lancelynn,Lynn,Right,Lance Lynn,STL,3.84,4.94,117.1,100.0,83.0,94.0,0.795,8.36,3.38,8.67,1.23,0.88,0.243,0.384,0.161,0.308,0.401,112.0,96.0,99.0,85.0,102.0,97.0,66.0,93.0,84.0,102.0,101.0,109.0,,,,0.167,0.472,,0.013,0.062,0.87,,-0.46,-1.62,-1.98,92.3,,91.2,82.0,80.4,0.199,0.393,0.287,,,,0.284,0.469,0.11,0.211,0.342,0.203,,,,61.0,88.0,82.0,91.0,101.0,94.0,0.223,0.063,-1.03,-2.47,88.1,84.8,0.25,0.25,0.0,0.317,0.426,0.262,0.292,0.292,0.225,,,,,,
2024-06-29,1:18 PM.,STL,CIN,away,Partly Cloudy.,88,543243,LF,0,0,0,0,0,0,0,0,0,0,0,0.111,0.1,0.222,0.322,543243,sonnygray,"Gray, S",Right,Sonny Gray,STL,3.84,3.67,166.1,103.0,110.0,105.0,0.723,10.98,2.11,7.68,1.14,1.2,0.219,0.421,0.151,0.341,0.426,119.0,96.0,97.0,107.0,97.0,101.0,93.0,114.0,112.0,152.0,114.0,125.0,,,,0.178,0.239,,0.201,0.139,-0.05,,1.64,0.94,0.7,92.4,,92.7,84.8,80.0,0.333,0.567,0.182,,,,0.2,0.385,0.208,0.21,0.452,0.331,,,,69.0,91.0,86.0,92.0,98.0,96.0,0.178,0.064,0.19,-2.25,87.7,88.3,0.142,0.205,0.444,0.287,0.494,0.308,0.357,0.714,0.328,0.0,-2.42,75.4,,,
2024-06-28,7:17 PM.,STL,CIN,away,Overcast.,86,669467,LF,1,0,0,0,0,0,0,0,0,0,1,0.111,0.1,0.222,0.322,669467,andrepallante,Pallante,Right,Andre Pallante,STL,3.78,3.46,121.1,96.0,91.0,97.0,0.82,6.97,3.56,8.16,0.59,2.71,0.23,0.416,0.184,0.266,0.434,,,,87.0,91.0,92.0,85.0,98.0,89.0,111.0,105.0,110.0,,,,0.19,0.512,,0.172,,1.34,,-0.25,-0.64,,94.5,,94.8,87.5,,0.23,0.297,0.162,0.294,0.435,0.282,0.265,0.373,0.132,0.157,0.257,0.345,,,,,,,,,,,,,,,,,,,,,,,,,0.126,0.42,79.5,88.0,102.0,109.0
2024-06-27,6:47 PM.,STL,CIN,away,Partly Cloudy.,86,571945,2B,1,0,0,0,0,0,0,0,0,1,0,0.125,0.111,0.25,0.361,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,5.35,4.65,171.2,109.0,87.0,103.0,0.859,6.4,1.31,10.17,1.36,1.15,0.243,0.406,0.152,0.33,0.495,94.0,109.0,106.0,65.0,107.0,98.0,80.0,111.0,99.0,116.0,112.0,114.0,,,,0.231,0.279,,0.283,0.116,0.23,,1.42,-1.19,-1.97,93.2,,92.4,85.7,76.6,0.287,0.446,0.178,0.301,0.506,0.164,0.237,0.382,0.108,0.267,0.52,0.231,,,,85.0,103.0,98.0,,,,,0.085,,-4.2,,85.6,0.273,0.545,0.275,,,,0.394,0.742,0.159,0.005,4.24,69.6,,,
2024-06-26,1:11 PM.,PIT,CIN,home,Overcast.,77,682847,LF,3,0,0,0,0,0,0,0,0,1,1,0.143,0.125,0.286,0.411,682847,luislortiz,"Ortiz, L.L.",Right,Luis L. Ortiz,PIT,3.32,4.31,135.2,100.0,104.0,99.0,0.816,7.1,2.79,7.23,1.06,0.94,0.246,0.425,0.166,0.286,0.443,,,,97.0,104.0,97.0,105.0,97.0,95.0,121.0,102.0,109.0,,,,0.258,0.268,,0.268,,1.02,,1.13,-0.41,,95.9,,94.9,85.8,,0.187,0.331,0.208,0.203,0.392,0.31,0.237,0.374,0.129,,,,,,,66.0,87.0,88.0,90.0,100.0,94.0,0.197,0.009,0.71,0.21,91.0,90.6,,,,0.273,0.416,0.168,,,,,,,,,
2024-06-25,7:11 PM.,PIT,CIN,home,Partly Cloudy.,87,656605,PH,1,0,0,0,0,0,0,0,0,1,1,0.25,0.2,0.5,0.7,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,111.0,96.0,104.0,86.0,103.0,96.0,82.0,102.0,94.0,129.0,100.0,109.0,,,,0.22,0.304,,0.25,0.096,0.3,,-0.26,-1.04,-0.11,94.4,,93.4,84.7,78.4,0.257,0.4,0.24,0.338,0.636,0.248,0.266,0.405,0.125,0.233,0.442,0.293,,,,88.0,103.0,102.0,96.0,99.0,98.0,0.122,0.008,-1.0,-12.5,90.4,89.8,0.204,0.331,0.25,0.272,0.593,0.195,0.667,1.333,0.0,,,,,,
2024-06-24,7:11 PM.,PIT,CIN,home,Partly Cloudy.,85,663559,RF,3,1,1,1,0,0,1,0,0,0,0,0.333,0.25,0.667,0.917,663559,baileyfalter,Falter,Left,Bailey Falter,PIT,4.43,4.81,142.1,99.0,90.0,97.0,0.824,6.13,2.85,8.73,1.07,0.86,0.292,0.369,0.144,0.324,0.477,100.0,99.0,98.0,85.0,100.0,97.0,99.0,101.0,99.0,91.0,96.0,96.0,43.0,95.0,70.0,0.142,0.484,0.006,0.216,0.152,0.38,-7.04,1.23,0.27,-1.24,91.8,86.9,92.0,86.1,77.7,0.255,0.41,0.166,0.245,0.304,0.287,0.26,0.448,0.157,0.305,0.61,0.207,0.333,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,,,,
