date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,CU%,wFC/C,wCU/C,vFC,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023-08-26,7:10 PM.,LAA,NYM,home,Clear.,82,681217,PH,1,0,0,0,0,0,0,0,0,0,0,0.067,0.125,0.133,0.258,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,93.0,90.0,85.0,82.0,105.0,97.0,102.0,94.0,102.0,0.148,0.349,0.229,,-1.53,1.39,1.7,,95.0,,94.3,82.0,,,,0.344,0.469,0.14,0.143,0.571,0.143,0.255,0.553,0.248,107.0,93.0,97.0,99.0,92.0,92.0,0.084,0.024,3.24,-5.15,90.3,79.4,0.167,0.167,0.268,0.333,1.333,0.0,,,,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345
2023-08-23,7:21 PM.,ATL,NYM,away,Partly Cloudy.,91,450203,PH,1,0,0,0,0,0,0,0,0,0,0,0.071,0.133,0.143,0.276,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.103,-1.26,-4.03,,0.86,94.9,86.0,94.2,,0.25,0.339,0.336,0.474,0.711,0.071,,,,0.292,0.482,0.225,139.0,100.0,111.0,89.0,92.0,87.0,0.08,0.432,0.25,1.79,89.1,82.3,0.296,0.407,0.3,0.177,0.258,0.42,,,,,,,,,,,,
2023-08-20,1:17 PM.,STL,NYM,away,Partly Cloudy.,95,641712,PH,1,0,0,0,0,0,0,0,0,0,0,0.077,0.143,0.154,0.297,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,0.377,0.222,0.321,0.024,0.43,0.04,-0.76,-4.54,91.1,84.4,91.6,85.1,0.2,0.4,0.0,0.308,0.526,0.072,0.258,0.43,0.3929999999999999,0.281,0.328,0.129,81.0,103.0,96.0,,,,,0.055,,-0.31,,81.4,,,,0.25,0.25,0.306,,,,,,,,,,,,
2023-08-19,6:16 PM.,STL,NYM,away,Clear.,87,571945,DH,1,0,0,0,0,0,0,0,0,1,1,0.083,0.154,0.167,0.321,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.054,-0.19,-1.61,0.62,2.68,93.3,84.4,92.7,86.4,0.182,0.382,0.085,0.34,0.54,0.085,0.245,0.375,0.2239999999999999,0.29,0.495,0.1889999999999999,95.0,105.0,102.0,,,,,0.198,,-0.92,,75.9,,,,0.261,0.387,0.198,0.002,-0.89,68.1,,,,,,,,,
2023-08-12,1:10 PM.,ATL,NYM,home,Partly Cloudy.,83,642216,LF,4,0,0,0,0,0,0,0,0,2,5,0.091,0.167,0.182,0.349,642216,allanwinans,Winans,Right,Allan Winans,ATL,5.29,4.24,32.1,104.0,77.0,97.0,0.771,9.46,2.23,10.3,1.39,1.19,0.227,0.474,0.103,0.381,0.449,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,0.253,0.225,0.245,0.277,-1.11,-1.36,-1.04,0.71,90.0,82.9,89.6,78.8,0.25,0.341,0.311,0.387,0.581,0.113,0.267,0.5,0.364,0.25,0.583,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-11,7:10 PM.,ATL,NYM,home,Clear.,82,450203,PH,1,0,0,0,0,0,0,0,0,1,1,0.143,0.25,0.286,0.536,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.103,-1.26,-4.03,,0.86,94.9,86.0,94.2,,0.25,0.339,0.336,0.474,0.711,0.071,,,,0.292,0.482,0.225,139.0,100.0,111.0,89.0,92.0,87.0,0.08,0.432,0.25,1.79,89.1,82.3,0.296,0.407,0.3,0.177,0.258,0.42,,,,,,,,,,,,
2023-08-09,7:10 PM.,CHC,NYM,home,Partly Cloudy.,84,543294,DH,3,1,1,1,0,0,0,0,1,2,1,0.167,0.286,0.333,0.619,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.411,-1.61,0.04,,1.43,87.8,80.7,87.5,,0.18,0.279,0.324,0.318,0.46,0.08,,,,0.38,0.658,0.1119999999999999,97.0,79.0,84.0,,,,,0.035,,0.0,,73.3,,,,0.25,0.25,0.4379999999999999,,,,,,,,,,,,
2023-08-08,7:15 PM.,CHC,NYM,home,Partly Cloudy.,77,592791,RF,3,0,0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,0.102,0.342,0.154,0.031,-0.69,0.9,0.75,-0.22,93.7,86.5,93.9,80.9,0.28,0.44,0.106,0.296,0.394,0.133,0.233,0.333,0.2739999999999999,0.261,0.553,0.204,109.0,111.0,113.0,101.0,102.0,99.0,0.222,0.149,-0.32,-0.12,88.6,80.5,0.311,0.521,0.2739999999999999,0.198,0.349,0.2,,,,,,,,,,,,
