date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,wFA/C,wFC/C,wFS/C,wSL/C,vFA,vFC,vFS,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff
2023-04-29,6:05 PM.,WSH,PIT,away,Cloudy.,69,641771,3B,2,1,2,1,0,0,1,0,0,0,0,0.333,0.333,0.5,0.833,641771,chadkuhl,Kuhl,Right,Chad Kuhl,WSN,8.45,8.79,38.1,93.0,102.0,94.0,0.749,7.28,6.57,11.03,1.88,0.72,0.232,0.432,0.104,0.392,0.405,79.0,83.0,78.0,111.0,100.0,103.0,,,,,,,0.075,,,0.435,-2.3,,,0.21,92.2,,,85.5,0.25,0.375,0.095,0.235,0.482,0.346,,,,,,,,,,0.375,0.75,0.222,80.0,84.0,84.0,0.043,-3.85,87.0,,,,0.5,0.75,0.125,,,,98.0,85.0,85.0,105.0,100.0,106.0,0.351,0.096,-3.38,-4.37,94.0,78.7,0.459,0.703,0.17
2023-04-27,12:36 PM.,LAD,PIT,home,Sunny.,60,628711,3B,3,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,90.0,101.0,98.0,,,,109.0,124.0,127.0,,,,0.451,0.092,,,0.02,-0.42,,,92.7,87.1,,,0.267,0.503,0.218,,,,,,,132.0,103.0,112.0,0.3,0.84,79.2,,,,91.0,109.0,108.0,0.157,-3.03,86.1,0.233,0.457,0.2289999999999999,0.296,0.593,0.299,0.186,0.322,0.278,,,,,,,,,,,,,,,
2023-04-26,6:36 PM.,LAD,PIT,home,Clear.,61,664062,DH,1,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,80.0,99.0,91.0,90.0,103.0,108.0,,,,120.0,98.0,106.0,0.395,,0.272,0.183,1.42,,0.21,-0.82,92.4,,83.0,86.8,0.221,0.436,0.157,0.268,0.439,0.253,0.181,0.315,0.27,107.0,83.0,90.0,0.151,-2.12,80.9,0.313,0.656,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-03-28,1:05 PM.,MIN,PIT,home,Partly Cloudy.,81,641816,1B,2,0,1,0,0,0,0,0,0,0,0,0.344,0.417,0.688,1.105,641816,tylermahle,Mahle,Right,Tyler Mahle,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,122.0,104.0,105.0,104.0,101.0,102.0,44.0,122.0,104.0,100.0,116.0,112.0,0.518,0.021,0.197,0.264,1.08,12.66,-1.89,-0.02,92.6,84.7,84.9,83.8,0.25,0.455,0.179,0.219,0.313,0.255,0.211,0.579,0.372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
