date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,ST_ba,ST_slg,ST_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SI_ba,SI_slg,SI_whiff
2024-09-29,2:10 PM.,BAL,MIN,home,Sunny.,79,544150,CF,1,0,0,0,0,0,0,0,0,0,2,0.3,0.3,0.5,0.8,544150,albertsuarez,"Suárez, A",Right,Albert Suárez,BAL,3.7,4.05,133.2,100.0,89.0,97.0,0.786,7.27,2.9,8.75,1.14,0.8,0.241,0.426,0.136,0.304,0.391,99.0,100.0,106.0,90.0,101.0,96.0,,,,,,,74.0,99.0,92.0,,0.5,0.195,,0.172,-0.36,0.73,,,-0.5,94.8,86.3,86.1,,,0.274,0.434,0.228,0.276,0.469,0.228,,,,,,,0.24,0.365,0.308,94.0,99.0,98.0,,,,,0.132,,0.41,,79.0,,,,0.174,0.348,0.252,,,,,,,,,
2024-09-28,6:15 PM.,BAL,MIN,home,Clear.,84,621199,3B,1,0,0,0,0,0,0,0,0,0,1,0.333,0.333,0.556,0.889,621199,mattbowman,Bowman,Right,Matt Bowman,- - -,4.4,4.81,30.2,99.0,105.0,101.0,0.823,7.04,3.82,7.63,1.47,1.17,0.312,0.376,0.161,0.376,0.404,,,,66.0,120.0,96.0,95.0,105.0,99.0,138.0,98.0,112.0,100.0,91.0,89.0,0.388,0.006,0.197,0.258,,2.85,-1.38,3.99,-3.05,,92.4,90.5,,92.2,82.7,,,,,,,,,,0.273,0.818,0.228,0.35,0.35,0.2,,,,83.0,97.0,104.0,0.151,,-3.8,,84.3,,0.3,0.5,0.242,,,,,,,,,,0.13,0.241,0.135
2024-09-10,6:41 PM.,LAA,MIN,home,Partly Cloudy.,78,656288,LF,0,0,0,0,0,0,0,0,0,0,0,0.375,0.375,0.625,1.0,656288,griffincanning,Canning,Right,Griffin Canning,LAA,5.19,4.74,171.2,98.0,88.0,97.0,0.772,6.82,3.46,9.12,1.63,1.04,0.225,0.434,0.128,0.367,0.401,96.0,102.0,102.0,73.0,94.0,86.0,76.0,89.0,78.0,107.0,100.0,110.0,,,,0.01,0.376,,0.24,0.267,-0.85,,-6.83,-0.91,0.48,93.4,,88.6,93.0,87.7,0.259,0.387,0.288,0.251,0.529,0.147,0.284,0.444,0.331,,,,,,,75.0,96.0,96.0,,,,,0.107,,-0.86,,80.6,,,,0.271,0.438,0.241,,,,,,,0.429,0.857,0.0
2024-09-09,6:41 PM.,LAA,MIN,home,Clear.,80,672282,CF,4,1,1,1,0,0,0,0,0,2,1,0.375,0.375,0.625,1.0,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,6.7,4.14,87.1,99.0,95.0,99.0,0.735,11.23,3.92,10.1,1.85,0.88,0.252,0.479,0.132,0.364,0.439,92.0,96.0,97.0,86.0,96.0,92.0,,,,117.0,106.0,114.0,,,,,0.468,,0.244,0.142,-0.56,,,-0.44,-1.18,93.8,,84.7,,86.2,0.351,0.544,0.319,0.278,0.508,0.253,0.22,0.39,0.368,,,,,,,89.0,100.0,103.0,,,,,0.146,,-3.5,,75.0,,,,0.37,0.804,0.216,,,,,,,,,
2024-09-07,6:15 PM.,KC,MIN,away,Clear.,75,679525,LF,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,4.53,4.97,129.0,99.0,100.0,99.0,0.789,8.58,2.72,8.58,1.33,0.92,0.249,0.42,0.182,0.329,0.429,88.0,95.0,94.0,93.0,98.0,95.0,98.0,99.0,97.0,117.0,99.0,107.0,,,,0.138,0.37,,0.228,0.1,0.34,,-1.16,-0.57,0.84,94.2,,86.3,93.6,86.5,0.204,0.296,0.177,0.208,0.383,0.223,0.29,0.462,0.294,0.2,0.433,0.464,,,,103.0,105.0,103.0,,,,,0.164,,-1.2,,82.8,,,,0.263,0.5,0.274,,,,,,,0.317,0.524,0.099
2024-09-06,7:10 PM.,KC,MIN,away,Clear.,76,666142,CF,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,666142,coleragans,Ragans,Left,Cole Ragans,KCR,3.14,3.31,186.1,100.0,108.0,104.0,0.705,10.77,3.24,7.05,0.72,1.01,0.281,0.395,0.176,0.3,0.409,114.0,98.0,103.0,105.0,101.0,106.0,,,,132.0,106.0,114.0,88.0,94.0,91.0,,0.418,0.113,0.128,0.237,0.85,0.26,,-0.34,1.43,95.4,90.7,84.8,,86.0,0.183,0.28,0.478,0.213,0.361,0.231,0.21,0.305,0.337,,,,0.348,0.455,0.228,,,,,,,,,,,,,,,,0.14,0.256,0.352,101.0,97.0,101.0,0.104,0.9,80.8,,,
2024-09-05,1:10 PM.,TB,MIN,away,Dome.,72,671737,PR,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.75,1.25,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,4.11,4.17,138.0,98.0,116.0,103.0,0.748,10.04,3.07,7.96,1.43,1.06,0.247,0.394,0.102,0.394,0.426,,,,129.0,97.0,102.0,,,,,,,91.0,100.0,98.0,,0.417,0.225,,,-0.04,1.02,,,,96.4,90.9,,,,,,,0.269,0.5,0.21,,,,,,,0.205,0.357,0.324,100.0,91.0,93.0,123.0,102.0,114.0,0.269,0.089,0.47,-1.5,90.9,79.1,0.213,0.32,0.33,0.241,0.483,0.346,,,,,,,,,
2024-09-04,6:51 PM.,TB,MIN,away,Dome.,72,642121,CF,2,1,1,1,0,0,0,0,0,1,1,0.5,0.5,0.75,1.25,642121,colesulser,Sulser,Right,Cole Sulser,- - -,2.76,3.22,16.1,102.0,105.0,101.0,0.759,8.27,4.96,4.96,0.55,0.85,0.357,0.333,0.119,0.333,0.394,115.0,95.0,103.0,100.0,105.0,100.0,,,,121.0,102.0,111.0,92.0,105.0,99.0,,0.49,0.171,0.082,0.257,2.46,2.62,,-2.2,-1.84,92.2,87.4,83.7,,81.4,0.19,0.429,0.371,0.136,0.182,0.171,0.333,0.333,0.25,,,,0.0,0.0,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-09-03,6:50 PM.,TB,MIN,away,Dome.,72,605488,RF,2,0,1,0,0,0,0,0,0,0,2,0.5,0.5,0.5,1.0,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,3.27,3.7,33.0,99.0,87.0,96.0,0.733,10.09,3.0,9.27,1.36,0.9,0.226,0.441,0.151,0.344,0.351,107.0,102.0,100.0,77.0,98.0,93.0,47.0,55.0,53.0,92.0,106.0,107.0,18.0,84.0,80.0,0.002,0.423,0.023,0.235,0.317,-0.7,-1.54,-3.5,2.84,-1.59,89.8,85.3,79.6,89.8,82.3,0.333,0.439,0.442,0.216,0.49,0.17,0.222,0.222,0.236,0.0,0.0,0.571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
