date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,FS%,SL%,CU%,CH%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFS,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FO%,wFO/C,vFO,ST_ba,ST_slg,ST_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023-08-18,6:42 PM.,CIN,TOR,away,Partly Cloudy.,77,664028,RF,3,0,0,0,0,0,0,0,1,2,2,0.223,0.318,0.383,0.701,664028,brettkennedy,"Kennedy, B",Right,Brett Kennedy,CIN,6.5,4.9,18.0,94.0,79.0,86.0,0.836,4.5,3.5,9.5,0.5,0.96,0.297,0.391,0.094,0.328,0.423,77.0,100.0,99.0,,,,79.0,95.0,84.0,77.0,86.0,73.0,92.0,81.0,83.0,0.148,0.516,,0.055,,0.281,0.86,,-5.98,-1.89,,-1.37,92.9,,83.6,91.9,83.8,,0.188,0.438,0.206,,,,,,,0.455,0.636,0.053,0.308,0.462,0.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-16,7:09 PM.,PHI,TOR,home,Partly Cloudy.,79,605400,2B,4,1,2,0,0,0,2,1,0,1,0,0.227,0.319,0.389,0.708,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,0.188,0.295,,,,0.126,-0.03,,0.46,,,0.14,92.7,,85.9,91.8,,,0.246,0.503,0.217,0.221,0.398,0.3329999999999999,,,,0.279,0.416,0.106,0.22,0.319,0.319,,,,0.316,0.47,79.4,118.0,105.0,113.0,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,,,,,,,,,,,,,,,,,,
2023-08-15,7:07 PM.,PHI,TOR,home,Roof Closed.,68,554430,3B,1,0,0,0,0,0,1,0,2,0,1,0.221,0.316,0.387,0.703,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,,0.123,0.115,0.004,1.69,,1.62,0.36,-1.61,-6.22,95.8,,90.8,95.2,84.4,81.4,0.199,0.333,0.314,0.264,0.473,0.33,0.198,0.36,0.392,0.252,0.308,0.192,,,,,,,,,,,,,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,
2023-08-13,1:39 PM.,CHC,TOR,home,Partly Cloudy.,75,592791,2B,4,2,2,0,0,0,0,0,0,1,5,0.222,0.307,0.389,0.696,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,0.102,0.342,,0.154,0.149,0.031,-0.69,,0.9,0.75,-0.12,-0.22,93.7,,86.5,93.9,80.9,80.5,0.261,0.553,0.204,0.198,0.349,0.2,0.233,0.333,0.2739999999999999,0.296,0.394,0.133,0.28,0.44,0.106,,,,,,,,,,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.2739999999999999,,,,,,,,,,,,,,,,,,
2023-08-12,3:51 PM.,CHC,TOR,home,Partly Cloudy.,77,657006,RF,3,0,1,0,0,0,0,0,1,2,1,0.216,0.299,0.386,0.685,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018,0.626,,0.339,0.006,0.01,0.67,,0.89,0.54,2.44,-1.94,91.8,,87.5,92.2,83.3,80.7,0.275,0.393,0.203,0.0,0.0,0.3329999999999999,0.217,0.346,0.311,0.25,0.333,0.1669999999999999,0.4,0.4,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-11,7:07 PM.,CHC,TOR,home,Clear.,73,665871,2B,3,1,1,0,0,0,0,0,1,1,0,0.214,0.295,0.387,0.682,665871,javierassad,Assad,Right,Javier Assad,CHC,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.283,0.334,0.18,0.331,0.412,58.0,94.0,87.0,92.0,89.0,86.0,82.0,97.0,90.0,87.0,103.0,93.0,103.0,100.0,103.0,0.306,0.194,,0.135,0.051,0.04,-0.9,,2.18,0.28,-3.14,-3.27,93.1,,85.0,92.7,80.6,76.5,0.313,0.484,0.193,0.25,0.55,0.258,0.163,0.265,0.457,0.214,0.324,0.142,0.357,0.571,0.292,,,,,,,,,,103.0,99.0,95.0,0.274,0.48,89.1,0.218,0.418,0.18,,,,,,,,,,,,,,,,,,
2023-08-10,1:10 PM.,CLE,TOR,away,Sunny.,75,592789,1B,2,1,1,0,0,0,0,0,0,1,0,0.212,0.291,0.388,0.679,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.181,0.003,0.067,0.141,0.222,0.68,1.25,-1.16,-2.33,-0.93,-2.71,92.2,87.7,87.3,92.3,85.0,77.9,0.208,0.354,0.182,0.233,0.512,0.22,0.24,0.72,0.083,0.363,0.593,0.138,0.286,0.571,0.218,,,,,,,,,,85.0,103.0,98.0,0.126,-0.49,89.5,0.333,0.489,0.1889999999999999,43.0,87.0,84.0,,,,,,,,,,,,,,,
2023-08-08,7:11 PM.,CLE,TOR,away,Clear.,78,676440,2B,4,0,0,0,0,0,0,0,0,1,1,0.208,0.289,0.387,0.676,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,0.471,,0.27,0.093,0.166,0.6,,,1.35,-1.11,1.07,94.9,,83.8,,84.7,78.3,0.243,0.348,0.19,0.271,0.479,0.233,0.206,0.355,0.317,,,,0.213,0.298,0.3779999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-07,7:11 PM.,CLE,TOR,away,Cloudy.,70,668909,2B,3,1,1,0,0,1,2,0,0,1,1,0.213,0.295,0.396,0.691,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,,,,83.0,107.0,102.0,,0.553,,0.221,0.17,0.056,0.35,,,2.27,-1.23,-3.24,95.7,,88.2,,84.9,76.2,0.25,0.404,0.249,0.174,0.391,0.352,0.157,0.241,0.318,,,,0.353,0.588,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-06,1:37 PM.,BOS,TOR,away,Sunny.,80,657514,RF,5,2,1,1,0,0,1,0,1,0,5,0.211,0.294,0.379,0.673,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,34.0,68.0,70.0,101.0,93.0,93.0,,,,79.0,100.0,88.0,,,,0.559,,,,0.427,0.014,,,1.73,,-0.78,-13.88,,,82.4,90.8,,77.6,,,,0.238,0.349,0.351,,,,0.252,0.362,0.185,0.5,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-08-03,3:09 PM.,BAL,TOR,home,Sunny.,82,656427,PH,1,0,0,0,0,0,0,0,0,0,1,0.212,0.293,0.378,0.671,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.417,,0.246,,0.033,-0.44,,-2.28,-1.15,,0.86,93.1,,85.3,90.1,84.2,,0.29,0.411,0.208,0.204,0.372,0.402,0.339,0.558,0.265,0.333,0.333,0.1,0.154,0.154,0.083,,,,0.194,0.23,76.2,93.0,102.0,108.0,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,,,,,,,,,,,,,,,,,,
2023-07-31,7:09 PM.,BAL,TOR,home,Clear.,76,502043,RF,2,0,0,0,0,0,0,0,0,2,2,0.213,0.295,0.381,0.676,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,0.261,0.134,,0.184,0.084,0.17,-0.69,,-0.08,2.01,0.01,-0.29,92.1,,85.5,91.9,81.6,79.5,0.287,0.55,0.156,0.279,0.419,0.4039999999999999,0.147,0.228,0.471,0.289,0.459,0.11,0.288,0.453,0.291,,,,,,,,,,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,,,,
2023-07-30,12:07 PM.,LAA,TOR,home,Sunny.,69,542881,DH,1,0,0,0,0,0,0,0,0,1,2,0.216,0.298,0.386,0.684,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,0.055,0.374,0.001,0.007,0.002,0.338,-1.25,-4.72,-3.61,-1.06,-0.33,0.08,90.1,90.1,80.0,88.5,78.1,72.9,0.301,0.566,0.193,,,,0.2,0.2,0.3329999999999999,0.36,0.68,0.102,0.238,0.381,0.3979999999999999,,,,,,,,,,104.0,103.0,98.0,0.224,0.48,85.1,0.239,0.366,0.268,,,,,,,,,,,,,,,,,,
2023-07-26,1:10 PM.,LAD,TOR,away,Sunny.,92,664062,2B,3,2,1,0,0,0,0,0,0,1,1,0.217,0.3,0.388,0.688,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.272,0.183,0.151,,1.42,0.21,,-0.82,-2.12,,92.4,83.0,,,86.8,80.9,0.221,0.436,0.157,0.313,0.656,0.209,0.268,0.439,0.253,,,,,,,0.181,0.315,0.27,,,,,,,,,,,,,,,,120.0,98.0,106.0,,,,,,,,,,,,,,,
2023-07-24,7:10 PM.,LAD,TOR,away,Clear.,78,675627,1B,0,1,0,0,0,0,0,0,0,0,0,0.215,0.295,0.389,0.684,675627,michaelgrove,Grove,Right,Michael Grove,LAD,6.13,5.0,69.0,102.0,98.0,103.0,0.742,9.52,2.48,10.83,1.57,1.07,0.188,0.42,0.164,0.343,0.44,123.0,129.0,150.0,,,,86.0,102.0,95.0,,,,106.0,106.0,111.0,0.042,0.327,,0.382,,0.003,-3.57,,1.99,1.07,,-16.59,94.8,,88.0,94.7,85.6,,0.442,0.779,0.083,0.308,0.423,0.176,0.2,0.331,0.449,0.286,0.357,0.148,,,,,,,0.17,-0.36,78.3,98.0,93.0,98.0,94.0,103.0,105.0,0.075,0.93,89.2,0.261,0.565,0.264,,,,,,,,,,,,,,,,,,
2023-07-22,1:10 PM.,SEA,TOR,away,Sunny.,74,669302,2B,3,0,2,0,0,0,1,1,1,0,2,0.215,0.295,0.389,0.684,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.148,0.297,,,0.01,0.25,-11.33,1.84,,,95.7,85.6,,93.7,88.7,,0.28,0.491,0.177,0.214,0.371,0.306,0.211,0.349,0.322,0.667,1.0,0.25,,,,0.174,0.34,0.35,0.134,0.39,80.3,110.0,95.0,103.0,,,,,,,,,,98.0,103.0,117.0,,,,,,,,,,,,,,,
2023-07-21,7:10 PM.,SEA,TOR,away,Clear.,79,682243,2B,2,0,1,0,0,0,0,0,0,0,1,0.205,0.28,0.384,0.664,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,,0.274,0.009,0.056,0.3,,1.22,0.14,-8.41,0.66,95.1,,85.0,95.1,85.0,78.2,0.256,0.45,0.271,0.667,1.333,0.125,0.3,0.475,0.174,0.26,0.36,0.096,0.167,0.433,0.179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-19,7:08 PM.,SD,TOR,home,Roof Closed.,68,506433,1B,0,0,0,0,0,0,0,0,0,0,0,0.201,0.277,0.382,0.659,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.077,0.363,0.051,0.001,-1.74,1.21,0.46,-0.68,1.37,-1.35,94.7,89.2,82.3,94.3,84.0,72.3,0.253,0.538,0.159,0.13,0.203,0.391,0.432,0.703,0.244,0.319,0.418,0.157,,,,0.167,0.217,0.4,0.066,3.06,79.3,105.0,111.0,112.0,93.0,95.0,99.0,0.089,2.4,90.9,0.2,0.32,0.196,95.0,104.0,100.0,,,,,,,,,,,,,,,
2023-07-18,7:09 PM.,SD,TOR,home,Partly Cloudy.,73,605397,PH,0,0,0,0,0,0,0,0,1,0,0,0.201,0.277,0.382,0.659,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,117.0,110.0,111.0,0.054,0.245,,0.145,0.239,0.114,1.77,,3.35,-2.03,0.77,-0.63,93.1,,87.1,92.8,82.2,81.3,0.205,0.273,0.222,0.207,0.329,0.34,0.281,0.594,0.3389999999999999,0.261,0.261,0.125,0.267,0.333,0.406,,,,,,,,,,102.0,99.0,98.0,0.204,1.68,90.1,0.302,0.429,0.13,,,,,,,,,,,,,,,,,,
2023-07-15,3:08 PM.,AZ,TOR,home,Roof Closed.,68,668678,2B,1,0,0,0,0,0,0,0,1,0,0,0.201,0.272,0.382,0.654,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,0.007,0.491,,0.045,,0.139,1.59,,-3.38,0.34,,1.05,93.6,,86.8,93.0,87.4,,0.238,0.36,0.192,0.21,0.344,0.405,0.25,0.389,0.265,0.286,0.714,0.125,0.21,0.336,0.314,,,,0.227,0.46,82.5,121.0,104.0,112.0,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,,,,,,,,,,,,,,,,,,
2023-07-14,7:07 PM.,AZ,TOR,home,Cloudy.,73,669194,DH,1,1,1,0,0,0,0,0,0,0,0,0.203,0.269,0.385,0.654,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,,0.134,0.052,0.133,-0.72,,,0.52,-2.44,-0.16,94.4,,83.3,,81.7,76.4,0.308,0.553,0.1669999999999999,0.429,0.714,0.182,0.174,0.565,0.257,,,,0.203,0.407,0.312,,,,,,,,,,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,
2023-07-09,1:40 PM.,DET,TOR,away,Cloudy.,74,669373,RF,2,0,0,0,0,0,0,0,0,1,0,0.197,0.265,0.38,0.645,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,93.0,102.0,114.0,,,,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,0.122,0.36,,0.207,,0.244,2.49,,2.7,-0.49,,3.25,95.8,,84.3,95.9,87.6,,0.206,0.299,0.256,0.143,0.214,0.36,0.224,0.448,0.24,0.229,0.286,0.173,0.167,0.205,0.506,,,,0.068,0.54,76.4,81.0,90.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-08,2:32 PM.,DET,TOR,away,Overcast.,69,666159,RF,2,0,0,0,0,0,0,0,1,1,2,0.2,0.268,0.386,0.654,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,,,,112.0,102.0,107.0,,0.478,,0.315,0.172,0.036,0.58,,,1.21,-0.9,0.93,93.4,,87.7,,81.9,79.5,0.214,0.366,0.182,0.258,0.419,0.094,0.185,0.383,0.261,,,,0.111,0.111,0.063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-06,4:11 PM.,CWS,TOR,away,Partly Cloudy.,73,458681,1B,5,1,1,1,0,0,2,0,0,2,2,0.194,0.26,0.388,0.648,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,0.126,0.437,,0.063,0.074,0.07,-0.4,,1.21,-3.65,-2.24,-1.23,92.4,,84.9,91.4,83.0,80.8,0.255,0.52,0.316,0.208,0.453,0.354,0.286,0.446,0.308,0.239,0.394,0.177,0.302,0.372,0.296,,,,,,,,,,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,,,,,,,,,,,,,,,,,,
2023-07-06,8:00 PM.,CWS,TOR,away,Partly Cloudy.,71,669947,2B,4,0,2,0,0,0,0,0,0,0,0,0.203,0.267,0.391,0.658,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,0.435,,0.366,0.165,0.035,0.27,,,-1.82,-0.51,0.73,92.8,,85.4,,85.4,74.0,0.266,0.462,0.14,0.245,0.469,0.3429999999999999,0.354,0.472,0.2339999999999999,,,,0.111,0.111,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-04,7:11 PM.,CWS,TOR,away,Partly Cloudy.,84,608337,DH,0,1,0,0,0,0,0,0,0,0,0,0.194,0.262,0.388,0.65,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,0.419,,0.282,0.015,0.283,-0.85,,,-0.25,-3.72,-0.2,93.1,,80.9,,84.0,77.9,0.262,0.546,0.2,0.5,0.5,0.2,0.236,0.438,0.345,,,,0.209,0.442,0.352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-07-01,3:31 PM.,BOS,TOR,home,Overcast.,80,676710,2B,4,0,0,0,0,0,0,0,0,1,5,0.194,0.262,0.388,0.65,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.077,0.132,,,1.44,-0.82,,1.5,,,93.6,82.4,,,82.5,,0.163,0.326,0.258,0.34,0.642,0.2,0.15,0.25,0.376,,,,,,,0.214,0.357,0.214,0.119,-1.47,79.4,92.0,101.0,103.0,108.0,94.0,95.0,0.281,0.35,88.6,0.289,0.43,0.244,88.0,95.0,103.0,,,,,,,,,,,,,,,
2023-06-28,7:07 PM.,SF,TOR,home,Roof Closed.,68,657277,2B,3,1,1,1,0,0,0,0,0,0,2,0.2,0.27,0.4,0.67,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,0.336,0.037,,0.212,,0.416,-1.37,,0.31,0.11,,2.18,92.6,,87.5,92.3,84.3,,0.226,0.452,0.3,,,,0.208,0.369,0.286,0.313,0.481,0.104,0.225,0.309,0.228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-27,7:09 PM.,SF,TOR,home,Overcast.,73,676254,2B,3,0,0,0,0,0,0,0,0,2,1,0.197,0.269,0.393,0.662,676254,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,3.23,3.06,61.1,101.0,115.0,104.0,0.714,11.45,3.52,8.95,1.17,1.18,0.233,0.421,0.233,0.189,0.418,,,,139.0,42.0,53.0,,,,101.0,101.0,95.0,128.0,100.0,113.0,0.496,,,0.503,0.001,,,,0.41,-0.84,-5.8,,,,,94.8,83.2,72.7,,,,,,,0.248,0.473,0.419,0.279,0.356,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-25,1:38 PM.,OAK,TOR,home,Sunny.,77,665622,RF,4,1,2,0,0,1,3,0,1,1,3,0.202,0.275,0.403,0.678,665622,luismedina,Medina,Right,Luis Medina,OAK,5.42,4.8,109.2,94.0,107.0,95.0,0.767,8.7,4.68,8.95,1.15,1.27,0.321,0.349,0.154,0.352,0.416,84.0,86.0,90.0,99.0,96.0,98.0,112.0,93.0,94.0,117.0,96.0,96.0,106.0,97.0,100.0,0.142,0.415,,0.238,0.117,0.087,-0.35,,-0.8,-0.8,-0.73,1.25,96.1,,87.3,95.5,85.3,79.6,0.272,0.494,0.121,0.146,0.366,0.308,0.233,0.456,0.484,0.313,0.406,0.141,0.256,0.282,0.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-21,12:10 PM.,MIA,TOR,away,Roof Closed.,72,645261,2B,4,1,2,1,0,0,1,0,0,1,0,0.191,0.262,0.374,0.636,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,115.0,106.0,108.0,116.0,103.0,110.0,0.29,0.213,,0.201,0.022,0.273,-0.27,,1.72,0.72,-0.52,-0.43,98.0,,91.1,97.6,89.9,86.1,0.253,0.448,0.267,0.308,0.308,0.182,0.227,0.364,0.352,0.237,0.366,0.124,0.282,0.401,0.299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19,6:41 PM.,MIA,TOR,away,Roof Closed.,72,663773,2B,3,0,0,0,0,0,0,0,0,0,1,0.18,0.254,0.36,0.614,663773,bryanhoeing,Hoeing,Right,Bryan Hoeing,MIA,5.48,5.3,70.2,101.0,97.0,100.0,0.805,6.75,3.18,9.04,1.66,1.17,0.268,0.357,0.121,0.335,0.395,41.0,99.0,76.0,,,,80.0,97.0,87.0,106.0,100.0,99.0,97.0,104.0,108.0,0.526,0.089,0.042,0.318,,0.026,-2.17,-5.4,-0.76,0.98,,-5.28,93.9,84.9,87.2,94.1,83.2,,0.333,0.619,0.095,,,,0.179,0.333,0.3289999999999999,0.275,0.55,0.1639999999999999,0.6,0.8,0.231,0.333,0.733,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17,3:07 PM.,TEX,TOR,away,Roof Closed.,74,641540,1B,3,0,0,0,0,0,0,0,0,1,0,0.185,0.261,0.37,0.631,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,0.331,0.032,,0.234,0.016,0.156,-3.75,,1.37,0.14,-3.56,-0.87,90.5,,85.7,91.0,82.1,78.1,0.294,0.765,0.235,0.25,0.25,0.5,0.212,0.364,0.345,0.246,0.354,0.08,0.301,0.478,0.258,,,,0.032,-0.43,77.5,,,,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,,,,,,,,,,,,,,,
