date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSL/C,wCU/C,vFA,vFS,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,CH%,wFC/C,wSI/C,wCH/C,vFC,vCH,vSI,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2024-05-12,1:37 PM.,BOS,WSH,away,Partly Cloudy.,61,678394,3B,2,0,0,0,0,0,0,0,0,1,0,0.237,0.318,0.278,0.596,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.49,4.56,162.1,99.0,101.0,102.0,0.753,8.48,3.55,8.7,1.05,1.86,0.219,0.384,0.152,0.312,0.405,,,,74.0,108.0,101.0,114.0,98.0,110.0,,,,0.048,,0.28,,0.25,,-0.58,,95.6,,86.8,,0.12,0.16,0.218,0.268,0.401,0.343,,,,,,,88.0,99.0,97.0,103.0,100.0,101.0,,,,0.403,,0.269,,-0.24,0.15,,87.6,95.7,0.177,0.354,0.369,,,,0.309,0.44,0.111,,,,,,,,,,,,,,,,,,
2024-05-11,4:10 PM.,BOS,WSH,away,Sunny.,54,681867,3B,3,0,0,0,0,0,0,0,0,1,1,0.242,0.324,0.284,0.608,681867,coopercriswell,Criswell,Right,Cooper Criswell,BOS,4.08,4.31,99.1,102.0,100.0,99.0,0.848,6.61,2.81,9.33,0.91,1.51,0.208,0.486,0.153,0.358,0.41,,,,,,,110.0,95.0,99.0,,,,,,0.288,,,,-1.92,,,,77.1,,,,,0.429,0.857,0.154,,,,,,,99.0,103.0,102.0,102.0,108.0,100.0,79.0,103.0,93.0,0.297,0.154,0.261,0.64,0.48,0.55,86.4,84.4,89.1,0.256,0.338,0.171,0.163,0.306,0.294,0.33,0.511,0.073,0.287,0.479,0.207,,,,,,,,,,,,,,,
2024-05-10,7:12 PM.,BOS,WSH,away,Clear.,51,656557,3B,2,1,1,0,0,0,2,1,2,0,0,0.25,0.333,0.293,0.626,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,3.12,4.11,178.2,100.0,108.0,104.0,0.789,7.76,2.42,7.86,0.55,2.34,0.193,0.45,0.126,0.305,0.425,,,,,,,116.0,98.0,108.0,116.0,103.0,109.0,,0.248,0.414,,,1.74,0.54,,,88.4,83.2,,,,,,,,0.195,0.265,0.208,,,,,,,93.0,102.0,97.0,95.0,93.0,93.0,0.324,0.015,,-0.95,0.67,,87.1,,93.5,,,,0.2,0.4,0.235,0.27,0.325,0.142,0.23,0.357,0.302,,,,,,,,,,,,,,,
2024-05-08,6:45 PM.,BAL,WSH,home,Partly Cloudy.,84,680694,3B,3,0,1,0,0,0,1,0,1,0,2,0.244,0.317,0.289,0.606,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.75,2.72,39.1,101.0,113.0,105.0,0.745,12.13,3.43,6.18,0.46,1.79,0.297,0.396,0.297,0.209,0.432,124.0,104.0,110.0,99.0,96.0,94.0,157.0,100.0,115.0,,,,0.131,,0.298,0.172,-1.17,,1.35,-0.48,94.5,,88.2,84.1,0.364,0.545,0.273,0.171,0.244,0.337,,,,0.227,0.5,0.283,,,,83.0,102.0,100.0,,,,0.399,,,,1.65,,,,95.3,,,,,,,0.157,0.229,0.196,,,,,,,,,,,,,,,,,,
2024-05-07,6:45 PM.,BAL,WSH,home,Cloudy.,77,669203,3B,4,0,1,0,0,0,1,1,0,0,4,0.241,0.309,0.287,0.596,669203,corbinburnes,Burnes,Right,Corbin Burnes,BAL,2.92,3.34,194.1,103.0,120.0,107.0,0.735,8.38,2.22,7.64,1.02,1.4,0.21,0.425,0.19,0.289,0.399,109.0,101.0,106.0,,,,133.0,105.0,120.0,,,,,,0.146,0.215,,,0.7,0.44,,,87.2,80.3,,,,0.196,0.268,0.463,,,,0.2,0.326,0.378,110.0,98.0,103.0,104.0,95.0,89.0,125.0,105.0,108.0,0.078,0.45,0.11,1.37,-0.5,0.2,95.3,89.2,97.0,0.194,0.339,0.377,0.251,0.362,0.19,0.235,0.412,0.157,0.125,0.5,0.457,,,,,,,,,,,,,,,
2024-05-05,3:00 PM.,TOR,WSH,home,Overcast.,69,666201,3B,4,0,0,0,0,0,0,0,0,1,1,0.241,0.312,0.289,0.601,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,3.7,4.14,24.1,95.0,86.0,92.0,0.737,9.62,2.96,6.29,1.85,0.85,0.215,0.508,0.123,0.292,0.416,,,,89.0,92.0,87.0,93.0,100.0,99.0,,,,0.275,,0.305,,-0.19,,-0.36,,93.4,,81.0,,0.143,0.19,0.341,0.219,0.438,0.3,,,,,,,82.0,98.0,103.0,77.0,92.0,83.0,,,,0.272,,0.148,,1.91,-1.14,,87.5,93.5,0.267,0.867,0.297,,,,0.136,0.136,0.191,,,,,,,,,,,,,,,,,,
2024-05-04,4:05 PM.,TOR,WSH,home,Drizzle.,53,592332,1B,2,1,0,0,0,0,0,0,2,1,1,0.253,0.326,0.304,0.63,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.83,4.71,181.0,105.0,94.0,104.0,0.791,8.06,2.78,8.2,0.99,0.91,0.262,0.417,0.136,0.363,0.417,,,,99.0,105.0,105.0,88.0,90.0,95.0,88.0,108.0,106.0,0.528,0.334,0.084,,0.43,0.51,-1.21,,93.9,86.0,82.7,,0.277,0.466,0.175,0.268,0.439,0.266,0.169,0.262,0.335,,,,,,,90.0,102.0,94.0,,,,0.054,,,,-3.21,,,,93.3,,,,,,,0.316,0.579,0.117,,,,,,,,,,,,,,,,,,
2024-05-03,6:45 PM.,TOR,WSH,home,Partly Cloudy.,64,579328,2B,2,0,0,0,0,0,0,0,0,1,2,0.26,0.318,0.312,0.63,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,- - -,4.05,3.7,175.2,101.0,109.0,105.0,0.734,10.55,2.25,8.56,1.28,1.1,0.273,0.405,0.136,0.36,0.443,99.0,105.0,105.0,114.0,103.0,107.0,111.0,100.0,106.0,,,,0.471,,0.235,0.183,-0.08,,1.31,0.02,95.5,,88.3,82.4,0.274,0.505,0.28,0.21,0.28,0.297,,,,0.264,0.395,0.274,99.0,93.0,91.0,,,,,,,,,0.111,,,-0.15,,86.7,,0.194,0.25,0.358,,,,,,,,,,,,,,,,,,,,,,,,
2024-05-01,7:07 PM.,TEX,WSH,away,Roof Closed.,74,571760,3B,3,0,0,0,0,0,0,0,0,0,1,0.267,0.325,0.32,0.645,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.28,4.46,160.0,102.0,80.0,99.0,0.76,8.94,2.31,8.94,1.29,0.75,0.247,0.407,0.148,0.306,0.428,126.0,105.0,103.0,77.0,102.0,98.0,79.0,100.0,103.0,,,,0.501,,0.278,0.036,0.15,,-0.26,-3.31,91.5,,82.5,75.6,0.23,0.412,0.213,0.26,0.385,0.365,,,,0.5,1.1,0.188,83.0,102.0,94.0,34.0,82.0,74.0,20.0,51.0,51.0,0.014,0.001,0.17,-19.13,-4.52,0.46,86.6,83.7,92.2,0.239,0.384,0.243,,,,0.455,0.455,0.125,,,,,,,,,,,,,,,,,,
2024-04-30,7:07 PM.,TEX,WSH,away,Roof Closed.,74,592351,3B,3,0,1,0,0,0,0,0,0,0,0,0.278,0.338,0.333,0.671,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.47,4.65,102.2,103.0,85.0,98.0,0.777,7.54,2.45,9.38,0.96,0.98,0.228,0.412,0.145,0.366,0.457,97.0,97.0,102.0,73.0,103.0,91.0,97.0,105.0,105.0,,,,0.444,,0.439,0.046,-0.71,,0.77,-0.7,94.9,,88.6,78.9,0.311,0.443,0.15,0.213,0.344,0.334,,,,0.333,0.333,0.267,72.0,100.0,94.0,,,,,,,,,0.071,,,-1.39,,88.7,,0.257,0.543,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-29,6:41 PM.,MIA,WSH,away,Partly Cloudy.,80,669432,3B,4,0,0,0,0,0,0,0,0,0,2,0.275,0.338,0.333,0.671,669432,trevorrogers,"Rogers, Tr",Left,Trevor Rogers,- - -,4.92,5.18,124.1,100.0,83.0,98.0,0.811,7.02,4.05,10.13,1.01,1.38,0.215,0.422,0.131,0.358,0.392,,,,66.0,101.0,93.0,74.0,93.0,91.0,,,,0.317,,0.206,,-0.26,,-1.99,,91.9,,82.4,,0.252,0.467,0.234,0.312,0.506,0.259,,,,,,,111.0,108.0,115.0,86.0,97.0,92.0,,,,0.24,,0.238,,-0.36,-1.32,,85.6,91.5,0.295,0.396,0.238,,,,0.292,0.492,0.1,,,,,,,,,,,,,,,,,,
2024-04-28,1:41 PM.,MIA,WSH,away,Roof Closed.,72,677960,3B,4,3,3,0,0,0,0,1,0,0,1,0.292,0.356,0.354,0.71,677960,ryanweathers,Weathers,Left,Ryan Weathers,MIA,3.63,4.2,86.2,96.0,94.0,97.0,0.761,8.31,2.49,8.1,1.14,1.3,0.264,0.413,0.193,0.295,0.41,,,,96.0,97.0,96.0,120.0,87.0,98.0,,,,0.397,,0.222,,-0.81,,0.49,,95.9,,82.9,,0.319,0.451,0.141,0.25,0.5,0.5,,,,,,,84.0,102.0,103.0,82.0,98.0,95.0,,,,0.121,,0.26,,0.13,1.39,,86.4,94.5,0.193,0.367,0.379,,,,0.259,0.5,0.063,0.118,0.176,0.51,,,,,,,,,,,,,,,
2024-04-27,4:10 PM.,MIA,WSH,away,Roof Closed.,72,665795,3B,4,1,3,1,0,0,0,0,1,0,0,0.262,0.324,0.328,0.652,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.95,4.78,96.1,97.0,101.0,99.0,0.738,10.0,4.67,7.66,1.4,1.45,0.199,0.465,0.137,0.348,0.393,106.0,101.0,104.0,97.0,91.0,87.0,114.0,102.0,105.0,,,,0.274,,0.085,0.217,-1.63,,1.65,-0.03,96.3,,89.2,84.8,0.304,0.543,0.164,0.129,0.226,0.313,,,,0.206,0.426,0.394,96.0,98.0,103.0,110.0,94.0,95.0,,,,0.091,,0.332,,0.07,0.15,,93.0,96.7,0.206,0.321,0.338,,,,0.231,0.333,0.151,,,,,,,,,,,,,,,,,,
2024-04-26,7:10 PM.,MIA,WSH,away,Partly Cloudy.,79,687424,3B,4,1,2,0,0,0,0,0,0,0,0,0.228,0.286,0.281,0.567,687424,anthonymaldonado,"Maldonado, A",Right,Anthony Maldonado,MIA,5.68,3.62,19.0,99.0,98.0,101.0,0.718,5.21,3.32,9.95,0.47,0.8,0.125,0.516,0.203,0.359,0.391,,,,,,,101.0,102.0,106.0,,,,,,0.62,,,,-1.21,,,,85.2,,,,,0.333,0.51,0.381,,,,,,,,,,96.0,97.0,95.0,69.0,85.0,81.0,0.343,0.037,,0.93,2.14,,91.1,,93.0,,,,,,,0.167,0.25,0.083,,,,,,,,,,,,,,,,,,
2024-04-25,4:05 PM.,LAD,WSH,home,Cloudy.,61,808967,3B,2,0,0,0,0,0,0,0,0,2,0,0.208,0.271,0.264,0.535,808967,yoshinobuyamamoto,Yamamoto,Right,Yoshinobu Yamamoto,LAD,3.0,3.44,90.0,105.0,100.0,106.0,0.75,10.5,2.2,7.8,0.7,1.52,0.246,0.396,0.146,0.325,0.434,109.0,103.0,112.0,84.0,103.0,96.0,116.0,110.0,120.0,121.0,112.0,119.0,0.404,0.242,0.033,0.231,0.77,0.25,0.53,1.14,95.5,90.2,86.3,78.0,0.262,0.413,0.176,0.158,0.211,0.357,0.17,0.266,0.386,0.214,0.371,0.333,,,,101.0,110.0,103.0,91.0,97.0,91.0,0.029,0.061,,0.28,-1.65,,91.5,,94.9,,,,0.35,0.55,0.2,0.364,0.545,0.13,,,,,,,,,,,,,,,,,,
2024-04-24,6:45 PM.,LAD,WSH,home,Partly Cloudy.,71,689017,1B,2,1,0,0,0,0,0,0,1,0,0,0.216,0.281,0.275,0.556,689017,landonknack,Knack,Right,Landon Knack,LAD,3.65,3.94,69.0,98.0,104.0,99.0,0.78,9.0,2.35,7.57,1.83,0.62,0.204,0.505,0.138,0.352,0.429,77.0,92.0,89.0,115.0,99.0,103.0,120.0,105.0,104.0,,,,0.463,,0.23,0.162,0.2,,1.46,-1.55,93.5,,85.1,79.6,0.228,0.526,0.203,0.183,0.296,0.278,,,,0.333,0.485,0.206,73.0,91.0,90.0,,,,,,,,,0.145,,,-0.24,,84.2,,0.182,0.364,0.271,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-14,1:07 PM.,OAK,WSH,away,Cloudy.,57,622072,3B,3,1,1,0,0,0,0,0,1,0,2,0.224,0.278,0.286,0.564,622072,alexwood,Wood,Left,Alex Wood,OAK,5.26,6.66,39.1,98.0,71.0,93.0,0.814,7.55,4.35,11.67,1.37,0.98,0.287,0.318,0.109,0.357,0.44,,,,,,,74.0,94.0,90.0,,,,,,0.315,,,,-0.4,,,,81.4,,,,,0.205,0.25,0.288,,,,,,,42.0,103.0,97.0,82.0,99.0,93.0,,,,0.462,,0.224,,-1.92,-2.67,,84.5,90.5,0.4,0.6,0.161,,,,0.351,0.635,0.199,,,,,,,,,,,,,,,,,,
2024-04-13,1:07 PM.,OAK,WSH,away,Overcast.,53,671212,3B,4,1,1,0,0,0,0,0,0,1,2,0.217,0.26,0.283,0.543,671212,joeboyle,Boyle,Right,Joe Boyle,OAK,6.42,4.34,47.2,89.0,122.0,93.0,0.727,10.57,7.55,7.93,0.76,0.96,0.27,0.278,0.167,0.254,0.395,110.0,75.0,87.0,108.0,85.0,86.0,140.0,103.0,117.0,,,,0.59,,0.373,0.037,-0.77,,0.1,0.56,97.7,,87.7,80.4,0.27,0.39,0.253,0.164,0.224,0.379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,0.8,0.25,,,,,,,,,,,,,,,
2024-04-12,6:40 PM.,OAK,WSH,away,Cloudy.,60,621112,1B,3,0,0,0,0,0,0,0,1,1,2,0.214,0.261,0.286,0.547,621112,paulblackburn,Blackburn,Right,Paul Blackburn,- - -,4.66,4.59,75.1,105.0,91.0,100.0,0.79,7.05,2.51,9.08,1.43,1.34,0.193,0.442,0.172,0.24,0.396,91.0,107.0,106.0,74.0,96.0,90.0,116.0,106.0,108.0,,,,0.195,,0.167,0.101,-2.3,,1.35,2.06,91.9,,81.3,79.4,0.286,0.694,0.125,0.163,0.245,0.284,,,,0.125,0.208,0.25,83.0,110.0,106.0,69.0,107.0,93.0,105.0,106.0,99.0,0.136,0.22,0.181,-0.19,-4.04,1.56,89.1,85.7,91.2,0.164,0.236,0.347,0.299,0.493,0.244,0.478,0.674,0.095,,,,,,,,,,,,,,,,,,
2024-04-10,12:46 PM.,SF,WSH,away,Partly Cloudy.,65,663855,3B,2,0,0,0,0,0,0,0,0,1,2,0.231,0.262,0.308,0.57,663855,jordanhicks,"Hicks, J",Right,Jordan Hicks,SFG,4.1,4.91,109.2,94.0,107.0,97.0,0.765,7.88,3.86,9.19,0.98,1.64,0.219,0.422,0.125,0.337,0.403,,,,79.0,85.0,79.0,125.0,93.0,101.0,121.0,92.0,106.0,0.054,0.191,0.241,,-3.85,-0.41,-0.1,,95.4,84.3,81.1,,0.238,0.381,0.31,,,,0.181,0.287,0.408,,,,,,,95.0,95.0,94.0,,,,0.515,,,,-0.02,,,,94.5,,,,,,,0.341,0.498,0.111,0.152,0.329,0.376,,,,,,,,,,,,,,,
2024-04-09,6:45 PM.,SF,WSH,away,Clear.,63,690986,3B,3,0,0,0,0,0,1,0,0,0,1,0.243,0.256,0.324,0.58,690986,kyleharrison,Harrison,Left,Kyle Harrison,SFG,4.56,4.87,124.1,98.0,89.0,92.0,0.793,8.54,3.04,9.05,1.3,1.01,0.282,0.329,0.142,0.345,0.431,84.0,95.0,95.0,98.0,100.0,92.0,93.0,107.0,97.0,,,,0.577,,0.003,0.223,0.2,,-11.71,-0.22,92.5,,88.2,80.6,0.249,0.425,0.23,0.333,0.667,0.5,,,,,,,70.0,96.0,88.0,,,,,,,,,0.197,,,-1.64,,84.8,,0.287,0.435,0.215,,,,,,,,,,,,,,,,0.274,0.452,0.277,,,,,,
2024-04-08,6:45 PM.,SF,WSH,away,Clear.,62,605483,3B,5,1,3,0,0,0,1,3,0,1,5,0.265,0.286,0.353,0.639,605483,blakesnell,Snell,Left,Blake Snell,SFG,3.12,2.57,104.0,98.0,122.0,104.0,0.641,12.55,3.81,5.63,0.52,1.03,0.263,0.404,0.171,0.254,0.356,148.0,99.0,109.0,116.0,96.0,100.0,106.0,87.0,91.0,,,,0.464,,0.101,0.26,1.16,,0.11,2.25,95.9,,88.7,81.1,0.2,0.303,0.244,0.167,0.267,0.446,,,,0.111,0.183,0.498,110.0,108.0,116.0,,,,,,,,,0.176,,,0.95,,85.5,,0.236,0.319,0.476,,,,,,,,,,,,,,,,,,,,,,,,
2024-04-07,1:35 PM.,PHI,WSH,home,Partly Cloudy.,59,650911,3B,4,0,0,0,0,0,0,0,0,0,3,0.207,0.233,0.31,0.543,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.32,3.56,181.2,103.0,97.0,106.0,0.78,7.58,2.18,9.02,0.54,2.67,0.214,0.418,0.178,0.285,0.426,,,,,,,102.0,102.0,103.0,,,,,,0.169,,,,0.65,,,,84.4,,,,,0.219,0.368,0.308,,,,,,,97.0,105.0,116.0,95.0,101.0,98.0,86.0,52.0,74.0,0.473,0.001,0.357,2.59,-0.55,1.56,86.5,85.1,94.5,0.177,0.22,0.348,,,,0.345,0.481,0.131,,,,,,,,,,,,,,,,,,
2024-04-06,4:05 PM.,PHI,WSH,home,Overcast.,53,624133,3B,4,0,0,0,0,0,0,0,0,1,3,0.24,0.269,0.36,0.629,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,3.46,3.67,150.2,103.0,82.0,100.0,0.799,8.66,2.45,8.36,0.84,2.01,0.194,0.461,0.154,0.283,0.395,84.0,107.0,108.0,68.0,101.0,91.0,22.0,85.0,77.0,,,,0.195,,0.001,0.205,0.67,,-4.62,1.02,91.8,,81.3,74.4,0.224,0.327,0.18,,,,,,,0.189,0.342,0.339,73.0,100.0,98.0,87.0,106.0,104.0,101.0,98.0,93.0,0.315,0.121,0.163,-1.68,0.84,-0.63,86.5,80.0,90.8,0.229,0.323,0.35,0.302,0.642,0.162,0.27,0.381,0.101,,,,,,,,,,,,,,,,,,
2024-04-05,6:45 PM.,PHI,WSH,home,Partly Cloudy.,48,605400,3B,3,0,0,0,0,0,0,0,0,2,1,0.286,0.318,0.429,0.747,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,3.57,3.72,199.1,105.0,104.0,103.0,0.772,8.89,2.26,8.53,1.35,1.31,0.209,0.477,0.16,0.305,0.399,,,,90.0,103.0,99.0,,,,,,,0.278,,,,0.81,,,,92.5,,,,0.168,0.318,0.224,,,,,,,0.221,0.381,0.37,78.0,102.0,91.0,100.0,109.0,106.0,69.0,99.0,92.0,0.204,0.092,0.096,-2.57,-0.34,-1.67,87.5,85.7,91.5,0.279,0.426,0.135,0.389,0.796,0.178,0.313,0.475,0.136,,,,135.0,106.0,113.0,0.329,0.94,79.1,,,,,,,,,
2024-04-04,5:15 PM.,PIT,WSH,home,Partly Cloudy.,46,527048,3B,4,0,1,0,0,0,1,0,0,1,2,0.333,0.368,0.5,0.868,527048,martinperez,"Pérez, M",Left,Martín Pérez,- - -,4.53,5.38,135.0,102.0,73.0,95.0,0.81,7.13,3.27,10.07,1.47,1.24,0.182,0.462,0.145,0.31,0.408,74.0,102.0,98.0,56.0,92.0,86.0,70.0,111.0,119.0,,,,0.053,,0.0,0.141,-8.23,,-51.06,0.62,91.3,,82.8,77.9,0.458,0.917,0.043,,,,,,,0.246,0.354,0.29,71.0,109.0,99.0,78.0,101.0,93.0,70.0,101.0,93.0,0.358,0.221,0.227,-0.61,0.57,-1.27,87.9,83.4,90.7,0.28,0.448,0.341,0.28,0.57,0.212,0.275,0.383,0.097,,,,,,,,,,,,,,,,,,
2024-04-03,6:45 PM.,PIT,WSH,home,Overcast.,52,656605,3B,3,1,0,0,0,0,0,0,0,1,1,0.357,0.4,0.571,0.971,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.25,4.31,178.0,101.0,99.0,100.0,0.805,8.39,2.53,9.2,1.16,1.07,0.285,0.376,0.135,0.331,0.442,111.0,96.0,104.0,86.0,103.0,96.0,129.0,100.0,109.0,,,,0.304,,0.25,0.096,0.3,,-1.04,-0.11,94.4,,84.7,78.4,0.257,0.4,0.24,0.338,0.636,0.248,,,,0.233,0.442,0.293,88.0,103.0,102.0,82.0,102.0,94.0,96.0,99.0,98.0,0.22,0.122,0.008,-1.0,-0.26,-12.5,90.4,89.8,93.4,0.667,1.333,0.0,0.272,0.593,0.195,0.266,0.405,0.125,0.204,0.331,0.25,,,,,,,,,,,,,,,
2024-04-01,4:05 PM.,PIT,WSH,home,Cloudy.,53,594835,3B,4,1,2,0,0,0,0,0,0,1,1,0.455,0.5,0.727,1.227,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,PIT,4.54,6.53,33.2,105.0,74.0,95.0,0.843,6.15,2.94,11.5,1.34,1.02,0.239,0.41,0.154,0.368,0.419,74.0,103.0,91.0,64.0,103.0,90.0,,,,,,,0.315,,,0.101,-1.03,,,-2.22,89.7,,,79.0,0.324,0.459,0.136,,,,,,,0.353,0.647,0.176,89.0,117.0,108.0,64.0,110.0,92.0,80.0,99.0,93.0,0.092,0.238,0.255,0.9,-0.44,-1.32,85.7,80.2,90.0,0.298,0.447,0.31,0.286,0.429,0.123,0.313,0.5,0.0,,,,,,,,,,,,,,,,,,
2024-03-31,1:41 PM.,CIN,WSH,away,Cloudy.,58,607259,3B,3,2,2,0,0,1,1,0,1,0,0,0.429,0.5,0.857,1.357,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.1,3.19,142.1,109.0,99.0,107.0,0.786,7.33,1.14,8.09,0.82,0.89,0.265,0.393,0.198,0.23,0.441,107.0,102.0,105.0,91.0,110.0,109.0,105.0,110.0,110.0,,,,0.224,,0.061,0.119,0.73,,-0.55,-1.69,92.6,,84.9,80.8,0.219,0.351,0.212,0.233,0.4,0.364,,,,0.342,0.605,0.247,118.0,113.0,116.0,80.0,106.0,97.0,96.0,108.0,104.0,0.176,0.203,0.216,1.32,0.88,1.79,89.1,80.1,92.0,0.186,0.286,0.416,0.281,0.43,0.12,0.24,0.375,0.09,,,,,,,,,,,,,,,,,,
2024-03-30,4:11 PM.,CIN,WSH,away,Partly Cloudy.,75,668881,3B,4,0,1,0,0,0,0,1,0,1,2,0.25,0.25,0.25,0.5,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,2.75,3.03,150.1,99.0,124.0,104.0,0.741,10.12,3.41,5.75,0.72,0.7,0.284,0.388,0.199,0.265,0.429,118.0,96.0,101.0,123.0,102.0,104.0,125.0,96.0,103.0,120.0,89.0,103.0,0.552,0.083,0.346,0.018,1.56,-0.79,0.62,-2.87,97.6,87.0,86.8,80.9,0.184,0.273,0.248,0.161,0.3,0.39,0.243,0.405,0.284,0.4,1.0,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
