date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/08/09,7:10 PM.,CHC,NYM,home,Partly Cloudy.,84,543294,3B,4,0,0,0,0,0,0,0,0,1,4,.198,.233,.302,.535,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.411,-1.61,0.04,,1.43,87.8,80.7,87.5,,0.18,0.279,0.324,0.318,0.46,0.08,,,,0.38,0.658,0.11199999999999999,97.0,79.0,84.0,0.035,0.0,73.3,0.25,0.25,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/08,7:15 PM.,CHC,NYM,home,Partly Cloudy.,77,592791,3B,3,0,1,0,0,0,0,0,0,1,0,.207,.242,.315,.557,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,0.102,0.342,0.154,0.031,-0.69,0.9,0.75,-0.22,93.7,86.5,93.9,80.9,0.28,0.44,0.106,0.296,0.394,0.133,0.233,0.333,0.27399999999999997,0.261,0.553,0.204,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,0.349,0.2,101.0,102.0,99.0,,,,0.222,,-0.32,,88.6,,0.311,0.521,0.27399999999999997,,,,,,,,,
2023/08/07,7:10 PM.,CHC,NYM,home,Cloudy.,78,592767,DH,5,0,0,0,0,0,0,0,0,2,4,.202,.240,.315,.555,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,-1.32,,,,,91.9,,,,,0.314,0.6,0.17300000000000001,,,,,,,,,,,,,0.229,0.399,0.36,86.0,94.0,82.0,,,,0.117,,-0.51,,88.6,,0.293,0.463,0.21600000000000003,,,,105.0,102.0,103.0,0.494,-0.09,78.6
2023/08/06,1:36 PM.,BAL,NYM,away,Cloudy.,88,680694,3B,4,0,1,1,0,0,0,0,0,1,2,.214,.253,.333,.586,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,0.207,0.224,0.313,0.083,-1.0,1.53,1.77,-0.36,94.5,90.8,95.0,88.1,0.259,0.37,0.114,0.23,0.367,0.15,0.168,0.272,0.364,0.366,0.602,0.15,135.0,105.0,109.0,0.173,3.99,84.8,0.142,0.165,0.35600000000000004,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:06 PM.,BAL,NYM,away,Cloudy.,80,665152,DH,3,0,0,0,0,0,0,0,0,3,0,.213,.253,.325,.578,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,106.0,103.0,102.0,84.0,106.0,99.0,116.0,98.0,105.0,0.145,0.371,0.033,0.123,0.43,1.81,-1.43,-1.4,94.6,85.3,91.9,82.8,0.26,0.377,0.27,0.269,0.38,0.081,0.25,0.417,0.244,0.252,0.409,0.262,93.0,94.0,98.0,0.089,-2.29,78.1,0.347,0.592,0.24,104.0,106.0,102.0,,,,0.239,,0.02,,88.8,,0.222,0.416,0.27699999999999997,,,,,,,,,
2023/08/03,1:10 PM.,KC,NYM,away,Cloudy.,81,663903,DH,3,0,1,0,0,0,0,0,0,0,1,.221,.262,.338,.600,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,0.51,0.002,0.426,0.063,-2.24,-1.24,0.01,-0.3,90.9,87.7,92.1,84.0,0.265,0.353,0.10400000000000001,0.339,0.555,0.113,0.0,0.0,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/02,7:10 PM.,KC,NYM,away,Cloudy.,83,666142,1B,4,0,1,1,0,0,0,0,0,0,2,.216,.259,.338,.597,666142,coleragans,Ragans,Left,Cole Ragans,- - -,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.178,0.284,0.409,90.0,97.0,103.0,108.0,100.0,100.0,,,,126.0,114.0,125.0,,0.401,0.104,0.237,0.24,,2.79,2.84,96.5,86.6,,86.6,0.152,0.192,0.344,,,,0.18,0.2,0.4,0.234,0.411,0.27899999999999997,,,,,,,0.194,0.306,0.295,89.0,92.0,87.0,,,,0.134,,1.47,,91.8,,0.27,0.378,0.23800000000000002,,,,,,,0.124,-0.05,81.8
2023/08/01,7:10 PM.,KC,NYM,away,Partly Cloudy.,93,425844,DH,4,0,0,0,0,0,1,0,0,1,1,.214,.260,.329,.589,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.166,0.25,-0.92,1.12,0.06,89.5,86.5,89.8,79.2,0.241,0.37,0.207,0.333,0.609,0.081,0.214,0.282,0.231,0.276,0.472,0.159,96.0,97.0,104.0,0.141,-2.99,72.5,0.386,0.729,0.155,100.0,113.0,103.0,,,,0.07,,-0.94,,85.2,,0.32,0.5,0.18600000000000003,,,,,,,0.0,-3.64,57.9
2023/07/29,8:30 PM.,WSH,NYM,home,Partly Cloudy.,79,571578,1B,4,1,2,1,0,1,2,0,0,1,0,.227,.278,.348,.626,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,65.0,103.0,88.0,86.0,102.0,93.0,84.0,99.0,100.0,0.417,0.169,0.35,0.064,-0.69,-0.89,-0.51,-2.07,91.8,81.2,92.1,80.5,0.29,0.645,0.4,0.32,0.463,0.07400000000000001,0.233,0.461,0.397,0.327,0.541,0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/28,7:10 PM.,WSH,NYM,home,Partly Cloudy.,87,669022,DH,3,0,0,0,0,0,0,0,1,1,3,.210,.265,.274,.539,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.029,-0.27,,0.77,1.1,95.0,86.5,,88.5,0.188,0.25,0.382,,,,0.213,0.415,0.375,0.279,0.503,0.21600000000000003,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,0.416,0.379,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/26,7:09 PM.,NYY,NYM,away,Clear.,82,607074,3B,4,0,1,0,0,0,0,0,0,2,1,.220,.266,.288,.554,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,,,,126.0,95.0,104.0,,0.603,0.29,0.043,-1.05,,-0.06,0.96,95.3,85.5,,85.4,0.0,0.0,0.42100000000000004,,,,0.2,0.347,0.37200000000000005,0.294,0.55,0.217,102.0,92.0,96.0,0.065,-3.96,79.7,0.375,1.25,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,NYY,NYM,away,Cloudy.,70,593334,DH,1,0,1,1,0,0,0,0,0,0,0,.218,.267,.291,.558,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,0.105,0.277,,0.209,-1.75,0.95,,1.01,92.3,85.8,92.4,,0.2,0.306,0.322,0.15,0.325,0.13,,,,0.321,0.741,0.19,94.0,102.0,104.0,0.409,1.5,82.9,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,7:11 PM.,BOS,NYM,away,Clear.,75,657514,DH,3,0,0,0,0,0,0,0,0,2,4,.204,.241,.259,.500,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,34.0,68.0,70.0,,,,79.0,100.0,88.0,,,,0.559,,,0.014,,1.73,,-13.88,,82.4,90.8,,0.5,2.0,0.0,0.252,0.362,0.185,,,,,,,101.0,93.0,93.0,0.427,-0.78,77.6,0.238,0.349,0.35100000000000003,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/22,7:13 PM.,BOS,NYM,away,Partly Cloudy.,74,572020,DH,4,1,2,0,0,0,1,0,0,0,0,.216,.255,.275,.530,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,95.0,103.0,98.0,98.0,92.0,90.0,,,,0.007,0.566,,0.067,0.04,-0.01,,-0.96,95.2,84.4,94.9,,0.316,0.421,0.467,,,,,,,0.269,0.498,0.217,,,,,,,0.231,0.338,0.376,63.0,101.0,91.0,,,,0.165,,-0.15,,85.8,,0.191,0.426,0.331,,,,87.0,93.0,94.0,0.195,-0.31,81.3
2023/07/21,7:13 PM.,BOS,NYM,away,Cloudy.,75,676710,DH,2,0,1,0,0,0,0,0,0,1,1,.191,.235,.255,.490,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,1.44,,1.5,,93.6,,,82.5,,,,,,,0.15,0.25,0.376,0.163,0.326,0.258,,,,,,,0.34,0.642,0.2,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.35,-0.82,88.6,82.4,0.289,0.43,0.244,0.214,0.357,0.214,92.0,101.0,103.0,0.119,-1.47,79.4
2023/06/14,7:47 PM.,NYY,NYM,home,Partly Cloudy.,70,543037,1B,3,0,1,0,0,0,0,0,1,1,1,.178,.224,.244,.468,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,,,,136.0,105.0,114.0,,0.53,0.208,0.071,1.66,,1.69,-0.54,96.7,89.1,,89.1,0.235,0.51,0.28600000000000003,,,,0.186,0.251,0.327,0.201,0.332,0.228,,,,,,,0.215,0.269,0.244,107.0,103.0,102.0,,,,0.07,,0.61,,92.7,,0.262,0.377,0.311,,,,114.0,103.0,113.0,0.121,0.94,82.9
2023/06/11,1:36 PM.,PIT,NYM,away,Partly Cloudy.,81,656605,1B,2,0,0,0,0,0,0,0,0,1,0,.167,.200,.238,.438,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.261,0.161,0.028,0.66,1.66,-0.5,-2.63,95.2,90.7,93.9,82.8,0.36,0.6,0.21100000000000002,0.258,0.346,0.105,0.221,0.324,0.272,0.176,0.351,0.302,91.0,94.0,98.0,0.08,-1.97,78.0,0.273,0.614,0.235,99.0,98.0,99.0,,,,0.242,,-0.07,,89.7,,0.316,0.503,0.23600000000000002,,,,,,,,,
2023/06/09,7:05 PM.,PIT,NYM,away,Cloudy.,70,448179,1B,3,0,1,0,0,0,1,0,1,0,2,.175,.209,.250,.459,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,0.04,0.342,0.088,0.023,-0.32,2.5,-2.52,-0.06,88.4,83.0,86.1,71.1,0.263,0.421,0.037000000000000005,0.105,0.105,0.226,0.5,0.929,0.125,0.249,0.454,0.218,116.0,94.0,103.0,0.354,-1.16,72.0,0.283,0.47,0.174,85.0,97.0,93.0,,,,0.147,,-1.27,,83.3,,0.39,0.701,0.19899999999999998,,,,,,,0.008,-3.65,67.1
2023/06/08,7:21 PM.,ATL,NYM,away,Partly Cloudy.,80,675911,1B,5,0,0,0,0,0,0,0,0,3,7,.162,.179,.243,.422,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,,,,104.0,103.0,107.0,,0.589,0.338,0.073,0.4,,1.67,0.97,97.2,87.0,,85.6,0.122,0.184,0.444,,,,0.154,0.269,0.5529999999999999,0.256,0.431,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/04,1:40 PM.,TOR,NYM,home,Cloudy.,64,579328,DH,3,0,1,0,0,0,0,0,0,1,1,.188,.206,.281,.487,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,0.451,0.259,0.097,0.05,,1.11,-1.83,95.1,88.7,,88.7,0.254,0.508,0.193,,,,0.225,0.396,0.302,0.27,0.412,0.268,98.0,103.0,105.0,0.193,0.24,83.1,0.284,0.463,0.307,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/02,8:41 PM.,TOR,NYM,home,Partly Cloudy.,73,605135,DH,3,0,0,0,0,0,0,0,0,2,1,.172,.194,.276,.470,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,0.393,0.093,0.136,0.065,-3.9,2.11,-0.72,1.71,92.4,84.1,91.9,75.6,0.189,0.351,0.10099999999999999,0.22,0.336,0.14400000000000002,0.227,0.636,0.191,0.333,0.652,0.20600000000000002,93.0,92.0,100.0,0.126,0.67,70.7,0.192,0.295,0.318,95.0,105.0,102.0,78.0,84.0,84.0,0.153,0.033,-1.13,-3.07,87.8,82.6,0.274,0.496,0.253,0.375,0.563,0.226,,,,,,
2023/06/01,1:10 PM.,PHI,NYM,home,Sunny.,82,592836,DH,0,0,0,0,0,0,1,0,0,0,0,.192,.214,.308,.522,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.176,0.026,,-0.82,0.53,-1.43,,92.8,,92.4,82.5,,,,0.273,0.429,0.1,0.158,0.632,0.342,0.257,0.541,0.254,92.0,91.0,94.0,0.057,-1.07,74.8,0.212,0.485,0.36,99.0,103.0,100.0,104.0,97.0,100.0,0.176,0.332,-0.44,0.48,87.1,87.9,0.284,0.441,0.158,0.205,0.295,0.244,,,,,,
2023/05/30,7:10 PM.,PHI,NYM,home,Clear.,65,624133,DH,3,0,1,0,0,0,0,0,0,1,0,.192,.222,.308,.530,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,0.28,0.215,0.005,0.184,-0.65,0.52,4.65,-1.45,93.4,82.9,92.8,84.1,0.267,0.444,0.311,0.289,0.409,0.1,0.2,0.2,0.0,0.304,0.478,0.21899999999999997,95.0,104.0,102.0,0.19,1.95,75.8,0.143,0.226,0.377,97.0,97.0,94.0,,,,0.126,,-1.27,,87.5,,0.34,0.585,0.179,,,,,,,,,
2023/05/28,1:09 PM.,COL,NYM,away,Partly Cloudy.,76,596295,3B,4,0,0,0,0,0,0,0,0,1,2,.174,.208,.304,.512,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,0.012,0.439,0.201,0.181,-1.99,-5.34,0.96,-0.07,90.6,81.6,90.8,84.8,0.296,0.509,0.19899999999999998,0.4,1.0,0.16699999999999998,0.275,0.383,0.247,0.344,0.656,0.11800000000000001,,,,,,,0.226,0.358,0.28,,,,,,,,,,,,,,,,,,,90.0,103.0,104.0,0.168,-0.75,77.6
2023/05/27,7:12 PM.,COL,NYM,away,Cloudy.,68,502624,DH,4,1,2,0,0,0,0,0,0,0,3,.211,.250,.368,.618,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,67.0,93.0,82.0,70.0,96.0,82.0,104.0,114.0,115.0,0.073,0.312,0.082,0.229,-2.17,-5.45,0.92,2.14,93.3,83.9,92.6,80.6,0.163,0.25,0.287,0.545,0.955,0.073,0.172,0.172,0.24600000000000002,0.351,0.619,0.17300000000000001,75.0,91.0,92.0,0.041,-4.22,77.6,0.3,0.9,0.125,108.0,98.0,97.0,,,,0.263,,0.63,,89.2,,0.244,0.444,0.226,,,,,,,,,
2023/05/26,6:40 PM.,COL,NYM,away,Partly Cloudy.,63,657756,PH,1,0,0,0,0,0,0,0,0,0,1,.133,.188,.333,.521,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.133,-1.53,,-2.41,0.41,92.6,80.6,,85.3,0.204,0.265,0.22699999999999998,,,,0.313,0.616,0.262,0.338,0.605,0.18600000000000003,100.0,101.0,103.0,0.018,-8.0,78.7,0.5,0.6,0.231,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/25,6:40 PM.,CHC,NYM,away,Clear.,52,543294,1B,1,0,0,0,0,0,0,0,0,0,1,.143,.200,.357,.557,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.411,-1.61,0.04,,1.43,87.8,80.7,87.5,,0.18,0.279,0.324,0.318,0.46,0.08,,,,0.38,0.658,0.11199999999999999,97.0,79.0,84.0,0.035,0.0,73.3,0.25,0.25,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/23,6:40 PM.,CHC,NYM,away,Clear.,71,592767,DH,2,0,0,0,0,0,0,0,0,2,2,.154,.214,.385,.599,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,0.389,,,,,-1.32,,,,,91.9,,,,,0.314,0.6,0.17300000000000001,,,,,,,,,,,,,0.229,0.399,0.36,86.0,94.0,82.0,,,,0.117,,-0.51,,88.6,,0.293,0.463,0.21600000000000003,,,,105.0,102.0,103.0,0.494,-0.09,78.6
2023/05/21,7:11 PM.,CLE,NYM,home,Partly Cloudy.,70,669456,DH,3,0,0,0,0,0,0,0,0,1,1,.182,.250,.455,.705,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,59.0,93.0,85.0,81.0,103.0,96.0,,,,111.0,107.0,109.0,,0.352,0.207,0.035,0.87,,0.84,-4.04,91.3,87.2,,84.6,0.5,0.571,0.083,,,,0.18,0.331,0.326,0.257,0.434,0.09300000000000001,,,,,,,0.237,0.368,0.32299999999999995,95.0,94.0,93.0,,,,0.269,,0.43,,86.5,,0.316,0.465,0.293,,,,155.0,104.0,109.0,0.137,-1.29,82.5
2023/05/19,7:11 PM.,CLE,NYM,home,Clear.,62,615698,DH,4,0,1,0,0,0,1,0,1,1,3,.250,.333,.625,.958,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,0.416,0.01,,0.101,-2.44,0.18,,-2.42,93.8,86.1,93.7,,0.344,0.625,0.182,0.277,0.428,0.16899999999999998,,,,0.333,0.667,0.2,103.0,110.0,111.0,0.109,1.28,82.0,0.188,0.313,0.158,103.0,94.0,93.0,113.0,104.0,104.0,0.241,0.123,-0.89,-1.13,88.1,86.8,0.33,0.495,0.221,0.241,0.362,0.225,,,,,,
2023/05/17,7:10 PM.,TB,NYM,home,Clear.,60,676596,3B,4,1,1,0,0,1,2,0,0,0,3,.250,.250,1.000,1.250,676596,joshfleming,Fleming,Left,Josh Fleming,TBR,4.7,5.37,51.2,101.0,86.0,97.0,0.837,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,73.0,104.0,94.0,42.0,104.0,88.0,93.0,99.0,98.0,,,,0.44,0.049,,0.29,2.77,0.64,,-1.13,91.5,82.9,90.3,,0.352,0.507,0.154,0.244,0.465,0.193,,,,0.0,0.0,0.385,97.0,99.0,102.0,0.221,-0.59,76.5,0.278,0.472,0.139,,,,,,,,,,,,,,,,,,,,,,,,
