date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,KC%,wFC/C,wFS/C,wKC/C,vFC,vFS,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC
2023/09/11,6:40 PM.,LAA,SEA,home,Clear.,69,672282,C,1,0,0,0,0,0,0,0,0,0,1,.105,.190,.211,.401,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.054,-0.38,,0.91,-2.03,94.3,84.8,,88.7,0.291,0.505,0.212,,,,0.0,0.0,0.267,0.242,0.424,0.24600000000000002,,,,,,,,,,,,,,,,0.191,0.326,0.28600000000000003,,,,93.0,94.0,105.0,0.194,0.14,74.7,,,,,,
2023/09/09,4:06 PM.,TB,SEA,away,Dome.,72,650644,C,3,0,1,1,0,0,0,0,0,0,1,.111,.200,.222,.422,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,,,,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,0.185,0.123,0.058,,-0.65,1.59,0.15,,91.8,,92.4,82.5,0.359,0.436,0.243,0.202,0.292,0.14400000000000002,0.172,0.345,0.23199999999999998,,,,,,,58.0,95.0,95.0,0.372,0.017,,1.13,-6.33,,87.7,85.2,,0.188,0.323,0.273,0.261,0.406,0.23399999999999999,153.0,113.0,120.0,0.244,0.77,78.1,0.5,0.625,0.182,96.0,104.0,103.0
2023/09/04,4:10 PM.,CIN,SEA,away,Partly Cloudy.,92,622088,C,2,0,0,0,0,0,0,0,0,0,1,.067,.176,.133,.309,622088,tejayantone,Antone,Right,Tejay Antone,CIN,1.59,2.67,5.2,98.0,100.0,95.0,0.757,11.12,3.18,4.76,0.0,4.0,0.25,0.25,0.25,0.333,0.367,,,,86.0,107.0,89.0,82.0,79.0,79.0,108.0,98.0,96.0,0.2,0.2,0.2,,1.11,3.09,5.52,,94.3,,93.3,83.8,0.0,0.0,0.14300000000000002,0.333,0.333,0.2,0.143,0.143,0.455,,,,,,,,,,,,,,,,,,,0.143,0.286,0.14300000000000002,,,,112.0,103.0,106.0,0.4,1.28,79.5,,,,,,
2023/08/28,6:40 PM.,OAK,SEA,home,Cloudy.,67,666205,C,4,0,0,0,0,0,0,0,0,2,3,.077,.200,.154,.354,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,0.517,0.253,0.081,-2.52,,-0.45,-3.21,93.5,87.9,,87.1,0.395,0.663,0.161,,,,0.293,0.475,0.242,0.333,0.5,0.387,,,,,,,,,,,,,,,,0.268,0.415,0.284,,,,97.0,103.0,104.0,0.149,-2.07,81.2,,,,,,
2023/08/23,1:10 PM.,CWS,SEA,away,Sunny.,95,656629,C,2,0,0,0,0,0,0,0,1,1,1,.111,.273,.222,.495,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.074,-0.71,,-1.5,0.15,95.2,88.7,,84.8,0.244,0.462,0.264,,,,0.258,0.516,0.27399999999999997,0.133,0.3,0.33899999999999997,,,,,,,,,,,,,,,,0.158,0.474,0.19399999999999998,,,,96.0,97.0,97.0,0.04,-0.94,80.6,,,,,,
2023/08/21,7:10 PM.,CWS,SEA,away,Partly Cloudy.,73,657053,C,1,0,0,0,0,0,0,0,0,1,1,.143,.250,.286,.536,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,,-1.46,0.33,-6.26,,93.6,,92.9,86.6,0.294,0.426,0.217,0.3,0.412,0.095,0.333,1.333,0.35700000000000004,,,,,,,96.0,96.0,99.0,,0.189,,,-0.3,,,87.5,,0.115,0.184,0.35600000000000004,,,,108.0,99.0,104.0,0.288,1.81,76.1,0.188,0.348,0.324,,,
2023/08/20,12:05 PM.,HOU,SEA,away,Roof Closed.,73,686613,C,2,0,1,1,0,0,2,0,1,1,1,.167,.286,.333,.619,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,0.01,-0.16,-2.64,,95.7,,96.0,84.6,0.271,0.511,0.223,,,,0.25,0.625,0.33299999999999996,0.121,0.242,0.37,112.0,102.0,110.0,92.0,104.0,105.0,0.235,0.048,0.238,-0.4,0.92,-0.77,91.7,88.2,82.9,0.247,0.374,0.303,0.297,0.506,0.20800000000000002,,,,,,,,,,,,
2023/08/17,1:11 PM.,KC,SEA,away,Sunny.,82,672582,C,4,0,0,0,0,0,0,0,0,2,3,.000,.000,.000,.000,672582,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,4.85,4.36,42.2,101.0,77.0,96.0,0.822,7.59,1.69,9.7,1.48,1.6,0.224,0.418,0.164,0.381,0.46,67.0,97.0,93.0,59.0,100.0,88.0,80.0,106.0,98.0,106.0,102.0,107.0,0.232,0.335,0.239,0.194,0.43,0.96,-0.82,-2.48,94.5,86.9,94.6,86.2,0.222,0.407,0.21600000000000003,0.289,0.467,0.05,0.244,0.463,0.231,0.379,0.552,0.313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
