date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C
2023/07/27,7:11 PM.,WSH,NYM,home,Clear.,90,680686,DH,3,0,1,0,0,0,1,0,1,0,1,.228,.333,.376,.709,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,96.0,95.0,97.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.176,0.166,0.299,0.161,0.016,-1.21,0.15,-0.07,0.24,0.6,93.5,88.6,93.1,85.1,82.2,0.313,0.385,0.138,0.286,0.357,0.1,0.291,0.557,0.20199999999999999,0.163,0.233,0.429,0.221,0.358,0.349,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,,,,,,,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,NYY,NYM,away,Cloudy.,70,593334,DH,3,1,1,0,0,1,1,0,0,1,1,.226,.330,.376,.706,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,0.105,0.277,,0.409,0.209,-1.75,0.95,,1.5,1.01,92.3,85.8,92.4,,82.9,0.15,0.325,0.13,0.2,0.306,0.322,0.321,0.741,0.19,,,,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,7:11 PM.,BOS,NYM,away,Clear.,75,657514,DH,1,0,0,0,0,0,0,0,0,1,2,.224,.330,.361,.691,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,34.0,68.0,70.0,101.0,93.0,93.0,,,,79.0,100.0,88.0,,,,0.559,,,0.427,0.014,,1.73,,-0.78,-13.88,,82.4,90.8,,77.6,0.252,0.362,0.185,0.5,2.0,0.0,,,,,,,0.238,0.349,0.35100000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/22,7:13 PM.,BOS,NYM,away,Partly Cloudy.,74,572020,PH,1,0,0,0,0,0,0,0,0,0,1,.225,.332,.363,.695,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,98.0,92.0,90.0,,,,0.007,0.566,,,0.067,0.04,-0.01,,,-0.96,95.2,84.4,94.9,,,,,,0.316,0.421,0.467,0.269,0.498,0.217,,,,0.231,0.338,0.376,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,87.0,93.0,94.0,,,,,0.195,,-0.31,,81.3,,,,,,,,,
2023/07/21,7:13 PM.,BOS,NYM,away,Cloudy.,75,676710,DH,2,1,1,0,0,1,2,0,0,0,0,.227,.333,.365,.698,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,,0.391,0.132,,,1.44,,1.5,,,93.6,,,82.5,,,,,,,,0.163,0.326,0.258,0.15,0.25,0.376,0.34,0.642,0.2,108.0,94.0,95.0,0.281,0.35,88.6,0.289,0.43,0.244,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.119,-0.82,-1.47,82.4,79.4,0.214,0.357,0.214,,,,,,
2023/07/20,1:11 PM.,CWS,NYM,home,Sunny.,85,656629,PH,1,0,0,0,0,0,0,0,0,1,0,.223,.332,.346,.678,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.04,0.074,-0.71,,-1.5,-0.94,0.15,95.2,88.7,,84.8,80.6,,,,0.133,0.3,0.33899999999999997,0.244,0.462,0.264,0.258,0.516,0.27399999999999997,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/19,7:10 PM.,CWS,NYM,home,Partly Cloudy.,79,657053,DH,3,0,1,0,0,0,0,0,1,0,1,.225,.333,.348,.681,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,0.288,,-1.46,0.33,-6.26,1.81,,93.6,,92.9,86.6,76.1,0.3,0.412,0.095,,,,0.294,0.426,0.217,0.333,1.333,0.35700000000000004,0.115,0.184,0.35600000000000004,,,,,,,,,,,,,96.0,96.0,99.0,0.189,,-0.3,,87.5,,0.188,0.348,0.324,,,,,,
2023/07/16,5:30 PM.,LAD,NYM,home,Cloudy.,79,676272,DH,4,0,1,0,0,0,0,0,0,1,0,.223,.330,.349,.679,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.185,0.16,1.2,1.75,-1.0,1.25,0.6,99.0,88.2,98.8,89.7,80.6,0.258,0.382,0.17800000000000002,0.133,0.307,0.39899999999999997,0.258,0.367,0.20600000000000002,0.5,0.75,0.25,0.184,0.303,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/15,8:01 PM.,LAD,NYM,home,Drizzle.,79,664062,DH,2,0,0,0,0,0,0,0,0,0,1,.222,.332,.351,.683,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,0.151,,1.42,,-0.82,-2.12,,92.4,,,86.8,80.9,,,,,,,0.221,0.436,0.157,0.268,0.439,0.253,0.313,0.656,0.209,,,,,,,,,,,,,120.0,98.0,106.0,0.272,,0.21,,83.0,,0.181,0.315,0.27,,,,,,
2023/07/07,6:41 PM.,SD,NYM,away,Partly Cloudy.,67,506433,DH,4,0,3,0,0,0,2,0,1,1,0,.225,.335,.355,.690,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,0.186,0.167,0.363,0.051,0.001,-1.74,0.46,-0.68,1.37,-1.35,94.7,82.3,94.3,84.0,72.3,0.319,0.418,0.157,,,,0.253,0.538,0.159,0.432,0.703,0.244,0.13,0.203,0.391,93.0,95.0,99.0,0.089,2.4,90.9,0.2,0.32,0.196,105.0,111.0,112.0,95.0,104.0,100.0,0.077,0.066,1.21,3.06,89.2,79.3,0.167,0.217,0.4,,,,,,
2023/07/06,6:40 PM.,AZ,NYM,away,Roof Closed.,78,669194,DH,5,2,2,1,0,0,1,0,0,2,2,.212,.323,.345,.668,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,,0.546,0.134,0.052,0.133,-0.72,,0.52,-2.44,-0.16,94.4,83.3,,81.7,76.4,,,,0.203,0.407,0.312,0.308,0.553,0.16699999999999998,0.174,0.565,0.257,0.429,0.714,0.182,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,,,,
2023/07/04,1:10 PM.,AZ,NYM,away,Roof Closed.,78,605200,DH,2,0,0,0,0,0,0,0,1,0,1,.206,.321,.338,.659,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,89.0,99.0,100.0,72.0,100.0,91.0,71.0,97.0,88.0,113.0,105.0,101.0,0.325,0.226,0.027,0.061,0.248,-0.05,-1.5,-1.83,-0.55,-1.19,89.3,80.7,89.6,80.8,77.0,0.381,0.552,0.096,0.275,0.477,0.37200000000000005,0.21,0.355,0.18100000000000002,0.25,0.5,0.16699999999999998,0.188,0.5,0.2,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145,,,,,,,,,,,,,,,,,,,,,
2023/07/01,4:10 PM.,SF,NYM,home,Sunny.,80,543101,DH,3,0,0,0,0,0,0,0,0,1,2,.209,.321,.342,.663,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,,,,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,0.277,0.126,0.448,,0.098,-1.8,-0.66,0.88,,-1.71,93.1,86.4,93.1,87.4,,0.283,0.5,0.11199999999999999,0.344,0.5,0.15,0.306,0.528,0.132,0.257,0.429,0.26899999999999996,0.16,0.28,0.278,,,,,,,,,,106.0,109.0,109.0,,,,,0.05,,-0.59,,82.2,,,,,,,,,
2023/06/30,7:10 PM.,SF,NYM,home,Partly Cloudy.,77,502171,DH,2,0,0,0,0,0,0,0,0,0,1,.213,.326,.348,.674,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,,-3.47,0.33,-1.31,,,95.8,,94.5,86.2,,0.28,0.435,0.129,,,,,,,0.333,0.542,0.306,0.379,0.638,0.32,,,,,,,,,,115.0,95.0,103.0,78.0,103.0,103.0,0.388,0.162,0.2,-1.38,89.5,83.6,0.239,0.386,0.24600000000000002,,,,,,
2023/06/29,7:10 PM.,MIL,NYM,home,Partly Cloudy.,77,605288,DH,2,0,0,0,0,0,0,0,0,0,2,.216,.330,.353,.683,605288,adrianhouser,Houser,Right,Adrian Houser,MIL,4.12,4.21,111.1,103.0,83.0,97.0,0.839,7.76,2.75,9.78,1.05,1.32,0.194,0.409,0.134,0.36,0.424,88.0,92.0,93.0,67.0,100.0,95.0,80.0,103.0,92.0,86.0,104.0,100.0,83.0,102.0,99.0,0.471,0.238,0.166,0.085,0.04,0.29,0.46,-0.89,-1.08,-2.07,93.4,84.3,92.1,82.3,79.4,0.296,0.396,0.129,0.294,0.471,0.2,0.227,0.34,0.237,0.258,0.484,0.284,0.269,0.538,0.127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/28,7:10 PM.,MIL,NYM,home,Overcast.,78,489119,PH,1,0,0,0,0,0,0,0,0,0,0,.219,.333,.358,.691,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,88.0,109.0,96.0,113.0,108.0,103.0,0.046,0.195,0.049,0.022,0.246,0.46,-2.53,0.62,2.01,0.6,90.4,83.7,90.7,79.1,75.8,0.333,0.375,0.125,0.219,0.281,0.239,0.198,0.453,0.134,0.192,0.308,0.349,,,,101.0,103.0,101.0,0.443,1.07,87.1,0.232,0.446,0.172,,,,,,,,,,,,,,,,,,,,,
2023/06/27,7:10 PM.,MIL,NYM,home,Cloudy.,76,527054,DH,4,2,2,0,0,1,2,0,0,0,0,.220,.335,.360,.695,527054,julioteheran,Teheran,Right,Julio Teheran,MIL,4.4,4.93,71.2,104.0,85.0,98.0,0.813,6.28,1.63,8.54,1.63,0.97,0.249,0.362,0.118,0.339,0.428,94.0,107.0,89.0,82.0,103.0,103.0,99.0,109.0,105.0,90.0,104.0,100.0,,,,0.387,0.094,,0.115,0.118,-5.82,-0.03,,1.98,-0.54,89.2,83.4,90.0,,77.4,0.285,0.472,0.121,0.286,0.514,0.257,0.368,1.105,0.265,,,,0.074,0.185,0.32799999999999996,79.0,101.0,96.0,0.287,0.93,86.4,0.219,0.359,0.22,,,,,,,,,,,,,,,,,,,,,
2023/06/26,7:10 PM.,MIL,NYM,home,Cloudy.,74,607067,DH,4,0,0,0,0,0,0,0,0,1,1,.212,.331,.336,.667,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,96.0,105.0,99.0,97.0,109.0,109.0,0.299,0.193,0.109,0.079,,2.43,0.31,-0.31,-0.94,,93.2,,92.6,83.1,78.8,0.253,0.42,0.136,,,,0.135,0.27,0.264,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,87.0,99.0,95.0,0.265,-0.01,86.7,0.245,0.519,0.293,,,,62.0,96.0,91.0,0.056,,-5.76,,86.0,,0.44,0.84,0.184,,,,,,
2023/06/25,1:39 PM.,PHI,NYM,away,Partly Cloudy.,88,554430,DH,3,0,0,0,0,0,0,0,0,2,2,.218,.339,.345,.684,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,0.18,0.435,0.123,0.115,0.004,1.69,1.62,0.36,-1.61,-6.22,95.8,90.8,95.2,84.4,81.4,0.252,0.308,0.192,,,,0.199,0.333,0.314,0.198,0.36,0.392,0.264,0.473,0.33,96.0,102.0,102.0,0.144,-0.63,90.9,0.27,0.426,0.228,,,,,,,,,,,,,,,,,,,,,
2023/06/23,7:08 PM.,PHI,NYM,away,Overcast.,72,592836,DH,4,0,0,0,0,0,0,0,0,2,3,.223,.345,.353,.698,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.176,0.026,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,,92.4,82.5,74.8,0.273,0.429,0.1,,,,0.257,0.541,0.254,0.158,0.632,0.342,0.212,0.485,0.36,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,,,,104.0,97.0,100.0,0.332,,0.48,,87.9,,0.205,0.295,0.244,,,,,,
2023/06/21,1:11 PM.,HOU,NYM,away,Roof Closed.,73,664299,DH,5,1,3,1,0,0,3,0,0,1,1,.230,.354,.363,.717,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,0.584,0.3,,0.041,0.44,,-0.09,,-1.29,92.7,83.7,,79.5,,,,,0.28,0.36,0.392,0.236,0.455,0.265,0.211,0.367,0.287,0.268,0.366,0.195,,,,,,,,,,91.0,99.0,102.0,,,,,0.075,,-1.17,,76.6,,,,,,,,,
2023/06/19,7:11 PM.,HOU,NYM,away,Roof Closed.,73,686613,DH,5,1,2,0,0,1,3,0,0,1,2,.215,.346,.346,.692,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,,0.01,-0.16,-2.64,,,95.7,,96.0,84.6,,,,,0.121,0.242,0.37,0.271,0.511,0.223,0.25,0.625,0.33299999999999996,0.247,0.374,0.303,,,,0.235,-0.4,91.7,0.297,0.506,0.20800000000000002,112.0,102.0,110.0,92.0,104.0,105.0,0.048,0.238,0.92,-0.77,88.2,82.9,,,,,,,,,
2023/06/18,1:42 PM.,STL,NYM,home,Partly Cloudy.,78,669461,PH,1,0,0,0,0,0,0,0,0,0,0,.208,.344,.320,.664,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,0.185,0.382,0.127,0.224,0.081,-0.74,1.76,-2.12,-1.62,-0.64,94.2,87.3,94.3,86.6,76.6,0.208,0.302,0.098,0.278,0.389,0.125,0.308,0.49,0.161,0.333,0.533,0.28600000000000003,0.222,0.472,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/17,4:12 PM.,STL,NYM,home,Partly Cloudy.,78,425794,DH,3,1,1,0,0,0,0,0,1,1,2,.210,.347,.323,.670,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,0.314,0.099,0.003,0.306,0.05,-1.48,-3.36,-13.9,-1.5,-3.6,85.7,81.4,86.9,75.6,71.5,0.394,0.746,0.09300000000000001,0.389,0.611,0.1,0.326,0.512,0.11699999999999999,,,,0.291,0.475,0.153,107.0,99.0,95.0,0.226,-0.27,82.9,0.344,0.473,0.152,,,,,,,,0.002,,6.39,,65.7,,,,,,,,,
2023/06/16,7:11 PM.,STL,NYM,home,Cloudy.,66,571945,DH,3,1,1,0,0,1,1,0,0,0,2,.207,.342,.322,.664,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,0.243,0.26,0.243,0.198,0.054,-0.19,-1.61,0.62,-0.92,2.68,93.3,84.4,92.7,86.4,75.9,0.34,0.54,0.085,0.182,0.382,0.085,0.29,0.495,0.18899999999999997,0.245,0.375,0.22399999999999998,0.261,0.387,0.198,,,,,,,,,,,,,,,,,0.002,,-0.89,,68.1,,,,,,,,,
2023/06/07,7:20 PM.,ATL,NYM,away,Clear.,86,450203,DH,3,0,0,0,0,0,0,0,1,1,1,.203,.343,.297,.640,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,81.0,89.0,83.0,,,,0.068,0.317,,0.432,0.103,-1.26,-4.03,,1.79,0.86,94.9,86.0,94.2,,82.3,0.474,0.711,0.071,0.25,0.339,0.336,0.292,0.482,0.225,,,,0.177,0.258,0.42,89.0,92.0,87.0,0.08,0.25,89.1,0.296,0.407,0.3,,,,,,,,,,,,,,,,,,,,,
2023/06/06,9:00 PM.,ATL,NYM,away,Cloudy.,74,693821,DH,4,0,0,0,0,0,0,0,0,3,0,.209,.345,.304,.649,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,,0.137,-1.13,0.01,0.97,,1.3,90.7,85.0,89.5,82.7,,0.28,0.402,0.134,0.188,0.235,0.23600000000000002,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/03,4:33 PM.,TOR,NYM,home,Cloudy.,65,621244,DH,4,0,1,1,0,0,1,0,0,0,2,.216,.356,.315,.671,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.296,0.185,0.72,0.61,,0.31,-0.38,94.3,84.1,93.8,,82.6,0.255,0.398,0.131,0.245,0.409,0.33,0.254,0.456,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,
2023/06/01,1:10 PM.,PHI,NYM,home,Sunny.,82,592836,DH,2,0,0,0,0,0,0,0,0,0,2,.215,.359,.308,.667,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,0.233,0.176,0.026,0.057,,-0.82,0.53,-1.43,-1.07,,92.8,,92.4,82.5,74.8,0.273,0.429,0.1,,,,0.257,0.541,0.254,0.158,0.632,0.342,0.212,0.485,0.36,99.0,103.0,100.0,0.176,-0.44,87.1,0.284,0.441,0.158,,,,104.0,97.0,100.0,0.332,,0.48,,87.9,,0.205,0.295,0.244,,,,,,
2023/05/31,7:10 PM.,PHI,NYM,home,Clear.,69,605400,DH,1,1,0,0,0,0,0,0,2,0,0,.219,.364,.314,.678,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,0.188,0.295,,,0.126,-0.03,0.46,,,0.14,92.7,85.9,91.8,,,0.279,0.416,0.106,0.22,0.319,0.319,0.246,0.503,0.217,,,,0.221,0.398,0.33299999999999996,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,118.0,105.0,113.0,,,,,0.316,,0.47,,79.4,,,,,,,,,
2023/05/30,7:10 PM.,PHI,NYM,home,Clear.,65,624133,DH,1,0,0,0,0,0,0,0,0,1,1,.221,.357,.317,.674,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,0.28,0.215,0.005,0.19,0.184,-0.65,0.52,4.65,1.95,-1.45,93.4,82.9,92.8,84.1,75.8,0.289,0.409,0.1,0.267,0.444,0.311,0.304,0.478,0.21899999999999997,0.2,0.2,0.0,0.143,0.226,0.377,97.0,97.0,94.0,0.126,-1.27,87.5,0.34,0.585,0.179,,,,,,,,,,,,,,,,,,,,,
2023/05/26,6:40 PM.,COL,NYM,away,Partly Cloudy.,63,657756,DH,4,0,0,0,0,0,0,0,0,1,0,.223,.360,.320,.680,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.018,0.133,-1.53,,-2.41,-8.0,0.41,92.6,80.6,,85.3,78.7,,,,0.204,0.265,0.22699999999999998,0.338,0.605,0.18600000000000003,0.313,0.616,0.262,0.5,0.6,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/25,6:40 PM.,CHC,NYM,away,Clear.,52,543294,DH,3,1,1,0,0,0,0,0,1,2,1,.232,.372,.333,.705,543294,kylehendricks,Hendricks,Right,Kyle Hendricks,CHC,3.74,4.13,137.0,105.0,60.0,93.0,0.801,6.11,1.77,9.07,0.85,1.36,0.196,0.438,0.233,0.249,0.383,43.0,107.0,90.0,97.0,79.0,84.0,67.0,100.0,93.0,72.0,110.0,99.0,,,,0.349,0.205,,0.035,0.411,-1.61,0.04,,0.0,1.43,87.8,80.7,87.5,,73.3,0.318,0.46,0.08,0.18,0.279,0.324,0.38,0.658,0.11199999999999999,,,,0.25,0.25,0.43799999999999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
