date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/10,1:10 PM.,SEA,TB,home,Dome.,72,682243,3B,3,0,0,0,0,0,0,0,0,2,2,.234,.362,.383,.745,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.274,0.056,0.3,0.14,0.66,95.1,85.0,85.0,0.256,0.45,0.271,0.3,0.475,0.174,0.167,0.433,0.179,104.0,101.0,99.0,0.076,1.22,95.1,0.26,0.36,0.096,113.0,102.0,102.0,0.009,-8.41,78.2,0.667,1.333,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/09,4:06 PM.,SEA,TB,home,Dome.,72,663423,2B,4,2,2,1,0,0,0,0,0,0,0,.250,.382,.409,.791,663423,trentthornton,Thornton,Right,Trent Thornton,- - -,2.01,3.09,31.1,103.0,108.0,111.0,0.798,7.47,1.72,8.62,1.44,0.97,0.183,0.495,0.183,0.312,0.439,,,,120.0,100.0,101.0,115.0,98.0,114.0,0.336,0.441,,-0.39,1.59,,94.1,,81.4,0.25,0.5,0.23399999999999999,0.167,0.25,0.1,,,,84.0,106.0,99.0,0.118,4.54,93.6,0.188,0.188,0.171,86.0,118.0,120.0,0.105,-5.03,80.2,0.462,0.538,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/07,6:40 PM.,SEA,TB,home,Dome.,72,622491,2B,3,0,1,0,0,0,0,0,1,2,1,.225,.373,.375,.748,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,117.0,100.0,108.0,0.444,0.221,0.156,1.31,-0.12,-1.6,96.3,88.3,85.7,0.165,0.384,0.33,0.234,0.455,0.37799999999999995,0.28,0.42,0.325,82.0,103.0,95.0,0.179,0.6,95.9,0.239,0.337,0.136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/05,6:40 PM.,BOS,TB,home,Dome.,72,676710,DH,2,2,1,0,1,0,1,0,3,1,1,.216,.362,.378,.740,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,111.0,107.0,108.0,113.0,110.0,113.0,0.391,0.132,,1.44,1.5,,93.6,,82.5,0.163,0.326,0.258,0.15,0.25,0.376,,,,,,,,,,,,,,,,,,,0.34,0.642,0.2,108.0,94.0,95.0,88.0,95.0,103.0,0.281,0.077,0.35,-0.82,88.6,82.4,0.214,0.357,0.214,0.289,0.43,0.244,92.0,101.0,103.0,0.119,-1.47,79.4
2023/09/04,4:11 PM.,BOS,TB,home,Dome.,72,678394,1B,3,0,0,0,0,0,0,0,0,1,0,.200,.310,.314,.624,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,83.0,102.0,93.0,103.0,94.0,103.0,0.207,0.175,0.239,-1.91,-1.86,1.38,95.5,86.2,85.3,0.31,0.646,0.19899999999999998,0.3,0.456,0.259,0.196,0.291,0.387,93.0,101.0,98.0,0.364,0.52,95.0,0.278,0.435,0.16,,,,,,,,,,88.0,100.0,88.0,,,,0.015,,-6.73,,89.1,,,,,0.462,1.077,0.20800000000000002,,,,,,
2023/09/03,4:10 PM.,CLE,TB,away,Partly Cloudy.,84,675540,PH,1,0,1,0,0,0,0,0,0,0,0,.219,.333,.344,.677,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,74.0,89.0,87.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.039,-0.14,0.89,-1.29,92.5,87.7,85.1,0.283,0.478,0.191,0.238,0.361,0.23199999999999998,0.278,0.5,0.0,,,,,,,,,,90.0,93.0,94.0,0.116,-2.04,75.1,0.31,0.524,0.259,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,7:10 PM.,CLE,TB,away,Clear.,73,615698,DH,3,1,0,0,0,0,0,0,1,1,1,.194,.316,.323,.639,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,85.0,94.0,91.0,75.0,77.0,73.0,,,,0.01,,0.101,-2.44,,-2.42,93.8,86.1,,0.333,0.667,0.2,,,,0.344,0.625,0.182,86.0,96.0,90.0,0.416,0.18,93.7,0.277,0.428,0.16899999999999998,103.0,110.0,111.0,0.109,1.28,82.0,0.188,0.313,0.158,103.0,94.0,93.0,113.0,104.0,104.0,0.241,0.123,-0.89,-1.13,88.1,86.8,0.241,0.362,0.225,0.33,0.495,0.221,,,,,,
2023/08/30,6:41 PM.,MIA,TB,away,Roof Closed.,72,666200,PH,1,1,1,0,0,0,0,0,0,0,0,.214,.324,.357,.681,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,0.21,0.93,-0.26,-0.09,96.7,88.3,85.1,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,0.248,0.429,0.361,82.0,100.0,97.0,0.04,-0.81,96.5,0.314,0.686,0.102,,,,,,,,,,68.0,87.0,76.0,,,,0.004,,0.74,,91.4,,,,,,,,,,,,,
2023/08/27,1:40 PM.,NYY,TB,home,Dome.,72,607074,1B,2,1,0,0,0,0,0,0,1,1,2,.185,.303,.333,.636,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.043,-1.05,-0.06,0.96,95.3,85.5,85.4,0.294,0.55,0.217,0.2,0.347,0.37200000000000005,0.0,0.0,0.42100000000000004,,,,,,,,,,102.0,92.0,96.0,0.065,-3.96,79.7,0.375,1.25,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/26,4:31 PM.,NYY,TB,home,Dome.,72,657376,1B,2,0,1,0,0,0,1,0,0,1,0,.200,.276,.360,.636,657376,clarkeschmidt,Schmidt,Right,Clarke Schmidt,NYY,4.64,4.33,159.0,102.0,102.0,104.0,0.783,8.43,2.6,9.57,1.36,1.16,0.232,0.447,0.154,0.309,0.439,31.0,95.0,88.0,,,,109.0,99.0,107.0,,0.274,0.015,,-0.59,-7.35,,89.4,86.0,,,,0.276,0.559,0.263,0.5,0.5,0.091,68.0,103.0,88.0,0.241,-0.2,93.4,0.288,0.447,0.11,,,,,,,0.198,0.314,0.345,96.0,106.0,105.0,,,,0.279,,0.27,,91.3,,,,,0.28,0.457,0.222,146.0,100.0,118.0,0.191,-0.46,83.7
2023/08/24,1:10 PM.,COL,TB,home,Dome.,72,663567,DH,3,0,0,0,0,0,0,0,0,2,2,.174,.269,.348,.617,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,82.0,97.0,89.0,109.0,104.0,109.0,0.446,0.323,0.2,-0.78,-1.15,-1.74,93.2,86.2,86.2,0.271,0.586,0.16699999999999998,0.308,0.641,0.198,0.235,0.459,0.325,,,,,,,,,,74.0,108.0,101.0,0.032,1.04,78.0,0.267,0.267,0.20800000000000002,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,6:40 PM.,COL,TB,home,Dome.,72,596295,PH,0,0,0,0,0,0,0,0,1,0,0,.200,.304,.400,.704,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,68.0,97.0,85.0,93.0,98.0,102.0,0.439,0.201,0.181,-1.99,0.96,-0.07,90.6,81.6,84.8,0.344,0.656,0.11800000000000001,0.275,0.383,0.247,0.296,0.509,0.19899999999999998,66.0,7.0,2.0,0.012,-5.34,90.8,0.4,1.0,0.16699999999999998,,,,,,,0.226,0.358,0.28,,,,,,,,,,,,,,,,,,,90.0,103.0,104.0,0.168,-0.75,77.6
2023/08/22,6:41 PM.,COL,TB,home,Dome.,72,621389,PH,1,0,0,0,0,0,0,0,0,1,3,.200,.273,.400,.673,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,20.0,103.0,96.0,,,,,,,,,0.221,,,-1.35,,79.9,,,,,,,,0.371,0.486,0.207,69.0,104.0,84.0,0.55,-1.22,89.3,0.322,0.561,0.102,66.0,98.0,98.0,0.064,-0.44,78.9,0.211,0.211,0.257,170.0,99.0,85.0,,,,0.165,,-2.26,,83.7,,,,,0.348,0.652,0.184,,,,,,
2023/08/19,6:07 PM.,LAA,TB,away,Cloudy.,76,663776,1B,1,0,0,0,0,0,0,0,1,0,2,.211,.286,.421,.707,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,63.0,94.0,89.0,123.0,100.0,107.0,0.256,0.285,0.258,-1.22,0.02,0.3,93.0,83.0,86.5,0.336,0.507,0.156,0.2,0.5,0.306,0.184,0.33,0.43200000000000005,69.0,97.0,86.0,0.111,0.36,93.2,0.269,0.327,0.129,99.0,96.0,101.0,0.09,0.27,76.5,0.286,0.286,0.237,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,1:08 PM.,LAA,TB,away,Cloudy.,78,681217,1B,3,1,1,0,0,1,1,0,1,1,1,.222,.263,.444,.707,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,93.0,90.0,85.0,102.0,94.0,102.0,0.349,0.229,,-1.53,1.7,,95.0,,82.0,0.255,0.553,0.248,0.143,0.571,0.14300000000000002,,,,82.0,105.0,97.0,0.148,1.39,94.3,0.344,0.469,0.14,107.0,93.0,97.0,0.024,-5.15,79.4,0.333,1.333,0.0,99.0,92.0,92.0,84.0,108.0,116.0,0.084,0.167,3.24,1.35,90.3,87.2,0.137,0.294,0.345,0.167,0.167,0.268,,,,,,
2023/07/16,2:10 PM.,KC,TB,away,Partly Cloudy.,70,663903,1B,3,1,1,0,0,0,0,0,0,1,0,.200,.200,.267,.467,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,0.002,0.426,0.063,-2.24,0.01,-0.3,90.9,87.7,84.0,,,,0.0,0.0,0.6,0.265,0.353,0.10400000000000001,86.0,99.0,90.0,0.51,-1.24,92.1,0.339,0.555,0.113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/15,1:11 PM.,KC,TB,away,Sunny.,86,679525,DH,4,0,1,0,0,0,0,0,0,2,2,.167,.167,.250,.417,679525,alecmarsh,Marsh,Right,Alec Marsh,KCR,5.69,5.92,74.1,94.0,97.0,94.0,0.728,10.29,4.72,9.32,1.94,0.82,0.178,0.428,0.096,0.356,0.386,78.0,99.0,92.0,96.0,91.0,88.0,106.0,91.0,99.0,0.373,0.258,0.149,-0.89,-1.26,-3.65,94.2,87.0,86.1,0.256,0.523,0.258,0.233,0.533,0.365,0.346,0.654,0.268,98.0,98.0,96.0,0.072,1.98,94.1,0.29,0.452,0.061,100.0,97.0,101.0,0.149,-0.87,81.1,0.263,0.474,0.304,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/09,2:00 PM.,ATL,TB,home,Dome.,72,693821,1B,4,1,1,1,0,0,2,0,0,1,2,.125,.125,.250,.375,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,0.137,-1.13,0.97,1.3,90.7,85.0,82.7,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,0.188,0.235,0.23600000000000002,82.0,96.0,90.0,0.376,0.01,89.5,0.28,0.402,0.134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/08,7:15 PM.,ATL,TB,home,Dome.,72,675911,DH,4,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,.000,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,0.073,0.4,1.67,0.97,97.2,87.0,85.6,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
