date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/16,6:41 PM.,LAD,SEA,home,Clear.,72,477132,LF,3,0,1,0,0,0,0,0,0,2,1,.240,.329,.320,.649,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,,,,116.0,127.0,165.0,0.002,0.369,,0.002,0.434,0.175,0.23,,13.51,14.84,2.06,0.13,90.7,,84.4,90.9,86.5,73.4,,,,0.212,0.338,0.33799999999999997,0.0,0.0,0.0,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.0,0.0,0.0,34.0,98.0,91.0,0.017,-0.46,84.6,0.2,0.2,0.6,,,,,,
2023/09/15,7:11 PM.,LAD,SEA,home,Clear.,77,676272,2B,2,0,1,0,0,0,0,0,0,1,0,.236,.329,.319,.648,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,115.0,100.0,110.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,,,,,,,0.192,0.289,,,0.174,0.185,1.2,,,1.75,-1.0,1.25,99.0,,,98.8,89.7,80.6,,,,0.184,0.303,0.36,0.258,0.382,0.17800000000000002,0.258,0.367,0.20600000000000002,0.5,0.75,0.25,,,,105.0,100.0,117.0,0.16,0.6,88.2,0.133,0.307,0.39899999999999997,,,,,,
2023/09/13,1:11 PM.,LAA,SEA,home,Partly Cloudy.,70,681806,DH,1,0,0,0,0,0,0,0,0,0,0,.229,.325,.314,.639,681806,andrewwantz,Wantz,Right,Andrew Wantz,LAA,3.89,4.04,39.1,101.0,112.0,103.0,0.762,7.55,3.43,6.41,0.92,0.6,0.234,0.414,0.261,0.279,0.418,,,,112.0,99.0,99.0,,,,120.0,105.0,115.0,109.0,97.0,99.0,,,,,0.389,0.287,,0.26,,-1.07,1.1,,,4.53,,94.0,89.4,,,83.8,,0.244,0.439,0.258,,,,,,,0.295,0.568,0.244,0.067,0.089,0.258,,,,88.0,108.0,99.0,0.064,0.16,87.7,0.167,0.25,0.444,,,,,,
2023/09/12,6:42 PM.,LAA,SEA,home,Roof Closed.,63,663776,DH,3,1,1,0,0,0,0,0,0,0,0,.232,.329,.319,.648,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,,,,,,,0.111,0.256,,,0.285,0.09,-1.22,,,0.36,0.02,0.27,93.0,,,93.2,86.5,76.5,,,,0.286,0.286,0.237,0.269,0.327,0.129,0.336,0.507,0.156,0.2,0.5,0.306,,,,99.0,98.0,100.0,0.258,0.3,83.0,0.184,0.33,0.43200000000000005,,,,,,
2023/09/11,6:40 PM.,LAA,SEA,home,Clear.,69,672282,LF,2,0,0,0,0,0,0,0,0,0,1,.227,.329,.318,.647,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,93.0,94.0,105.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,,,,0.432,,,0.319,0.194,-0.38,,,,0.91,0.14,94.3,,,,88.7,74.7,,,,0.191,0.326,0.28600000000000003,,,,0.291,0.505,0.212,0.0,0.0,0.267,,,,92.0,101.0,97.0,0.054,-2.03,84.8,0.242,0.424,0.24600000000000002,,,,,,
2023/09/10,1:10 PM.,TB,SEA,away,Dome.,72,621107,LF,3,0,2,1,0,0,1,0,1,1,0,.234,.338,.328,.666,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,100.0,110.0,107.0,83.0,123.0,112.0,98.0,107.0,105.0,122.0,120.0,127.0,100.0,106.0,102.0,,,,0.319,0.062,0.261,,0.044,0.263,2.53,-0.01,,1.09,0.79,1.27,92.9,88.5,,92.2,80.0,79.1,0.307,0.588,0.16699999999999998,0.185,0.339,0.349,0.259,0.315,0.129,0.104,0.208,0.32,0.6,0.6,0.5,,,,75.0,99.0,94.0,0.051,-0.61,86.4,0.192,0.308,0.28300000000000003,,,,,,
2023/09/09,4:06 PM.,TB,SEA,away,Dome.,72,650644,LF,2,0,1,0,0,0,0,0,0,0,0,.213,.314,.295,.609,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.123,0.372,0.017,0.058,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.406,0.23399999999999999,0.188,0.323,0.273,0.202,0.292,0.14400000000000002,0.359,0.436,0.243,0.172,0.345,0.23199999999999998,0.5,0.625,0.182,,,,,,,,,,,,,,,
2023/09/05,6:41 PM.,CIN,SEA,away,Partly Cloudy.,89,683175,PH,1,0,0,0,0,0,0,0,0,0,0,.203,.309,.288,.597,683175,connorphillips,Phillips,Right,Connor Phillips,CIN,6.97,4.67,20.2,93.0,128.0,98.0,0.78,11.32,5.66,7.84,2.18,0.68,0.339,0.357,0.179,0.268,0.402,119.0,95.0,94.0,125.0,93.0,95.0,,,,142.0,95.0,108.0,,,,,,,,0.633,,,0.255,0.1,-1.48,,,,3.39,-2.94,96.4,,,,84.4,82.2,,,,0.667,0.667,0.111,,,,0.25,0.558,0.131,0.111,0.111,0.489,,,,59.0,70.0,70.0,0.013,-2.97,91.2,,,,,,,,,
2023/09/03,1:41 PM.,NYM,SEA,away,Sunny.,87,656731,LF,2,0,1,0,0,0,0,0,0,0,0,.207,.313,.293,.606,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,101.0,91.0,96.0,86.0,95.0,89.0,,,,96.0,103.0,106.0,,,,116.0,83.0,118.0,,0.557,,0.002,0.206,0.086,-0.4,,5.58,,-1.04,-0.05,94.9,,86.1,,84.4,77.2,,,,0.167,0.167,0.354,,,,0.314,0.494,0.184,0.264,0.445,0.311,,,,88.0,97.0,98.0,0.149,-0.09,87.9,0.264,0.396,0.24100000000000002,,,,,,
2023/09/02,7:10 PM.,NYM,SEA,away,Partly Cloudy.,71,656849,LF,3,1,0,0,0,0,0,2,1,0,2,.196,.308,.286,.594,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,,,,0.253,0.273,,,0.197,0.088,-0.83,,,0.66,-2.58,2.63,92.7,,,91.5,85.3,78.6,,,,0.2,0.2,0.365,0.314,0.486,0.165,0.287,0.425,0.281,0.268,0.472,0.39399999999999996,,,,84.0,97.0,93.0,0.189,-1.35,85.3,0.325,0.55,0.309,,,,,,
2023/08/20,12:05 PM.,HOU,SEA,away,Roof Closed.,73,686613,LF,0,0,0,0,0,0,0,0,0,0,0,.208,.311,.302,.613,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,,,,92.0,104.0,105.0,0.002,0.461,0.235,0.048,0.017,,0.01,-0.4,0.92,-0.16,-2.64,,95.7,91.7,88.2,96.0,84.6,,0.297,0.506,0.20800000000000002,0.247,0.374,0.303,,,,0.271,0.511,0.223,0.25,0.625,0.33299999999999996,,,,,,,,,,0.121,0.242,0.37,112.0,102.0,110.0,0.238,-0.77,82.9
2023/08/19,6:12 PM.,HOU,SEA,away,Roof Closed.,73,664285,RF,5,2,2,0,0,1,1,0,0,0,1,.208,.311,.302,.613,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,99.0,99.0,95.0,,,,0.468,0.001,0.034,,0.087,0.253,-16.35,0.45,,0.93,-0.32,1.07,95.7,89.1,,95.3,84.7,80.2,0.182,0.182,0.435,0.158,0.211,0.402,0.274,0.455,0.126,,,,0.189,0.405,0.43799999999999994,,,,96.0,98.0,94.0,0.157,0.73,90.1,0.231,0.342,0.311,,,,,,
2023/08/17,1:11 PM.,KC,SEA,away,Sunny.,82,672582,RF,2,0,0,0,0,0,0,0,0,0,2,.188,.304,.229,.533,672582,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,4.85,4.36,42.2,101.0,77.0,96.0,0.822,7.59,1.69,9.7,1.48,1.6,0.224,0.418,0.164,0.381,0.46,,,,59.0,100.0,88.0,80.0,106.0,98.0,106.0,102.0,107.0,,,,,,,0.232,0.335,,,0.239,,0.43,,,0.96,-0.82,,94.5,,,94.6,86.2,,,,,,,,0.289,0.467,0.05,0.222,0.407,0.21600000000000003,0.244,0.463,0.231,,,,67.0,97.0,93.0,0.194,-2.48,86.9,0.379,0.552,0.313,,,,,,
2023/08/16,7:11 PM.,KC,SEA,away,Clear.,82,663704,DH,1,1,1,0,0,0,0,0,0,0,0,.196,.315,.239,.554,663704,jamesmcarthur,McArthur,Right,James McArthur,KCR,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,103.0,101.0,102.0,104.0,61.0,62.0,,,,0.349,0.018,0.003,,0.243,0.387,3.38,-3.87,,-1.25,2.66,1.52,92.8,90.4,,94.1,86.4,82.2,,,,0.194,0.25,0.353,0.286,0.679,0.064,,,,0.263,0.368,0.302,,,,,,,,,,,,,,,,,,
2023/08/15,7:10 PM.,KC,SEA,away,Partly Cloudy.,76,543475,2B,0,0,0,0,0,0,0,0,0,0,0,.178,.288,.222,.510,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,,,,0.131,0.306,0.076,,0.247,0.131,1.11,-0.94,,-0.01,-1.31,-1.6,91.2,86.8,,90.5,80.2,79.4,0.314,0.725,0.19,0.238,0.476,0.21899999999999997,0.248,0.457,0.158,0.227,0.444,0.154,0.28,0.543,0.249,,,,73.0,95.0,90.0,0.109,-1.66,85.5,0.26,0.481,0.257,,,,,,
2023/08/14,7:10 PM.,KC,SEA,away,Clear.,76,663903,DH,0,1,0,0,0,0,0,0,1,0,0,.178,.288,.222,.510,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,,,,,,,0.51,0.002,,,0.426,,-2.24,,,-1.24,0.01,,90.9,,,92.1,84.0,,,,,,,,0.339,0.555,0.113,,,,0.0,0.0,0.6,,,,53.0,96.0,88.0,0.063,-0.3,87.7,0.265,0.353,0.10400000000000001,,,,,,
2023/08/13,1:11 PM.,BAL,SEA,home,Sunny.,82,680694,LF,1,0,0,0,0,0,0,0,0,0,0,.178,.275,.222,.497,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,,,,0.207,0.224,,,0.313,0.173,-1.0,,,1.53,1.77,3.99,94.5,,,95.0,88.1,84.8,,,,0.142,0.165,0.35600000000000004,0.23,0.367,0.15,0.366,0.602,0.15,0.168,0.272,0.364,,,,97.0,100.0,98.0,0.083,-0.36,90.8,0.259,0.37,0.114,,,,,,
2023/08/12,6:52 PM.,BAL,SEA,home,Clear.,78,608344,LF,2,0,0,0,0,0,0,0,0,0,1,.182,.280,.227,.507,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,99.0,99.0,94.0,,,,0.207,0.28,0.159,,,0.143,0.22,2.29,,0.95,,-0.89,92.2,85.5,,91.9,,77.2,0.18,0.279,0.26,0.229,0.343,0.23,0.28,0.36,0.195,0.247,0.459,0.204,,,,,,,75.0,106.0,101.0,0.211,-2.77,84.2,0.324,0.568,0.168,,,,,,
2023/06/04,1:37 PM.,TEX,SEA,away,Roof Closed.,74,543135,PH,1,0,1,0,0,0,0,0,0,0,0,.190,.292,.238,.530,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,,0.372,0.176,0.276,0.04,0.135,0.41,1.33,1.26,,-3.23,0.86,95.1,90.6,87.9,,83.9,76.0,0.238,0.417,0.198,0.2,0.22,0.41700000000000004,,,,0.234,0.423,0.183,0.303,0.606,0.13699999999999998,0.196,0.314,0.355,,,,,,,,,,,,,,,
2023/06/03,3:07 PM.,TEX,SEA,away,Roof Closed.,72,571760,CF,1,1,1,0,0,0,0,0,0,0,0,.171,.277,.220,.497,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,,,,0.579,,,0.252,0.0,0.1,,,,-1.35,-3.87,92.5,,,,82.0,74.4,,,,,,,,,,0.236,0.431,0.256,0.259,0.443,0.29600000000000004,,,,101.0,97.0,92.0,0.169,-0.11,84.0,0.274,0.452,0.24,,,,,,
2023/06/02,7:09 PM.,TEX,SEA,away,Roof Closed.,74,592351,DH,0,0,0,0,0,0,0,0,0,0,0,.150,.261,.200,.461,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,,,,0.424,,,0.398,0.062,-1.83,,,,2.33,-1.69,95.7,,,,87.2,78.2,,,,0.263,0.737,0.27,,,,0.346,0.551,0.179,0.105,0.211,0.324,,,,77.0,96.0,97.0,0.116,1.71,88.8,0.211,0.268,0.213,,,,,,
2023/05/30,6:40 PM.,NYY,SEA,home,Clear.,60,641482,DH,3,1,0,0,0,0,0,0,1,1,1,.150,.261,.200,.461,641482,nestorcortes,Cortes,Left,Nestor Cortes,NYY,4.97,3.66,63.1,103.0,104.0,104.0,0.79,9.52,2.84,8.38,1.56,0.46,0.233,0.432,0.176,0.29,0.441,,,,102.0,106.0,106.0,138.0,99.0,111.0,92.0,103.0,103.0,110.0,102.0,102.0,,,,0.005,0.521,0.288,,0.158,,0.68,0.39,,4.05,-1.47,,91.6,86.6,,89.3,76.9,,0.26,0.545,0.20600000000000002,,,,,,,0.213,0.352,0.249,0.2,0.2,0.429,,,,92.0,111.0,110.0,0.028,-6.99,83.4,0.5,0.6,0.294,,,,,,
2023/05/24,6:40 PM.,OAK,SEA,home,Clear.,67,643493,1B,3,1,1,1,0,0,2,0,1,1,3,.162,.262,.216,.478,643493,austinpruitt,Pruitt,Right,Austin Pruitt,OAK,2.98,4.01,48.1,104.0,113.0,104.0,0.831,5.59,2.23,8.19,0.93,0.85,0.261,0.366,0.203,0.261,0.395,127.0,108.0,112.0,73.0,97.0,90.0,89.0,114.0,97.0,149.0,103.0,114.0,,,,,,,0.14,0.26,,,0.38,0.16,-1.17,,,3.55,0.34,2.21,91.8,,,91.3,87.6,81.2,,,,0.143,0.314,0.22,0.216,0.297,0.135,0.344,0.469,0.182,0.238,0.365,0.245,,,,60.0,105.0,88.0,0.06,1.29,87.1,0.308,0.385,0.2,,,,,,
