date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/30,4:16 PM.,TEX,SEA,home,Roof Closed.,63,571760,DH,3,0,1,0,0,0,0,0,0,1,2,.253,.364,.341,.705,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,80.0,143.0,68.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,,,,0.579,,,0.252,0.0,0.1,,,,-1.35,-3.87,92.5,,,,82.0,74.4,,,,,,,,,,0.236,0.431,0.256,0.259,0.443,0.29600000000000004,,,,101.0,97.0,92.0,0.169,-0.11,84.0,0.274,0.452,0.24,,,,,,
2023/09/29,7:10 PM.,TEX,SEA,home,Roof Closed.,55,543135,CF,0,0,0,0,0,0,0,0,1,0,0,.250,.365,.341,.706,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,,0.372,0.176,0.276,0.04,0.135,0.41,1.33,1.26,,-3.23,0.86,95.1,90.6,87.9,,83.9,76.0,0.238,0.417,0.198,0.2,0.22,0.41700000000000004,,,,0.234,0.423,0.183,0.303,0.606,0.13699999999999998,0.196,0.314,0.355,,,,,,,,,,,,,,,
2023/09/28,6:40 PM.,TEX,SEA,home,Roof Closed.,54,656756,DH,1,0,0,0,0,0,0,1,2,0,0,.250,.359,.341,.700,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,101.0,102.0,87.0,,,,0.426,0.106,0.016,,,0.222,-0.68,-4.4,,1.22,,0.84,93.4,88.2,,93.3,,80.5,0.417,0.667,0.31,0.191,0.357,0.371,0.255,0.374,0.141,0.333,0.5,0.195,,,,,,,99.0,101.0,98.0,0.229,0.2,83.5,0.239,0.405,0.392,,,,,,
2023/09/27,6:41 PM.,HOU,SEA,home,Roof Closed.,58,664285,DH,1,0,1,0,0,0,0,1,1,0,0,.253,.350,.345,.695,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,99.0,99.0,95.0,,,,0.468,0.001,0.034,,0.087,0.253,-16.35,0.45,,0.93,-0.32,1.07,95.7,89.1,,95.3,84.7,80.2,0.182,0.182,0.435,0.158,0.211,0.402,0.274,0.455,0.126,,,,0.189,0.405,0.43799999999999994,,,,96.0,98.0,94.0,0.157,0.73,90.1,0.231,0.342,0.311,,,,,,
2023/09/24,1:37 PM.,TEX,SEA,away,Roof Closed.,74,543135,DH,1,0,1,0,1,0,1,0,0,0,0,.244,.337,.337,.674,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,125.0,101.0,106.0,,0.372,0.176,0.276,0.04,0.135,0.41,1.33,1.26,,-3.23,0.86,95.1,90.6,87.9,,83.9,76.0,0.238,0.417,0.198,0.2,0.22,0.41700000000000004,,,,0.234,0.423,0.183,0.303,0.606,0.13699999999999998,0.196,0.314,0.355,,,,,,,,,,,,,,,
2023/09/23,6:07 PM.,TEX,SEA,away,Roof Closed.,74,656756,LF,3,0,0,0,0,0,0,0,1,1,3,.235,.330,.306,.636,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,101.0,102.0,87.0,,,,0.426,0.106,0.016,,,0.222,-0.68,-4.4,,1.22,,0.84,93.4,88.2,,93.3,,80.5,0.417,0.667,0.31,0.191,0.357,0.371,0.255,0.374,0.141,0.333,0.5,0.195,,,,,,,99.0,101.0,98.0,0.229,0.2,83.5,0.239,0.405,0.392,,,,,,
2023/09/22,7:08 PM.,TEX,SEA,away,Roof Closed.,74,641540,DH,1,0,0,0,0,0,0,0,0,0,1,.244,.333,.317,.650,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,,,,0.331,0.032,0.2,,0.234,0.016,-3.75,0.82,,1.37,0.14,-3.56,90.5,88.9,,91.0,82.1,78.1,0.258,0.393,0.231,0.25,0.25,0.5,0.246,0.354,0.08,0.294,0.765,0.235,0.212,0.364,0.345,,,,65.0,102.0,92.0,0.156,-0.87,85.7,0.301,0.478,0.258,,,,0.032,-0.43,77.5
2023/09/20,12:37 PM.,OAK,SEA,away,Sunny.,69,683155,LF,0,0,0,0,0,0,0,1,1,0,0,.247,.337,.321,.658,683155,joeyestes,Estes,Right,Joey Estes,OAK,7.2,7.82,10.0,101.0,89.0,96.0,0.713,6.3,1.8,10.8,3.6,0.48,0.343,0.429,0.2,0.343,0.43,,,,87.0,113.0,102.0,,,,101.0,98.0,101.0,95.0,72.0,78.0,,,,,0.467,0.085,,0.267,,-2.73,-13.02,,,0.14,,93.1,85.6,,,79.4,,,,,,,,,,,0.35,0.75,0.25,0.2,0.2,0.5,,,,72.0,86.0,83.0,0.182,-0.66,86.2,0.25,0.625,0.267,,,,,,
2023/09/19,6:40 PM.,OAK,SEA,away,Partly Cloudy.,66,621112,DH,2,0,1,0,0,0,0,1,0,0,1,.247,.330,.321,.651,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,89.0,104.0,104.0,77.0,95.0,87.0,82.0,96.0,87.0,91.0,103.0,108.0,106.0,100.0,100.0,,,,0.24,0.146,0.204,,0.181,0.117,-2.52,-2.38,,-0.75,0.46,1.69,91.9,88.9,,91.8,80.8,79.1,0.435,0.624,0.159,0.14,0.326,0.245,0.306,0.435,0.15,0.383,0.553,0.17,0.198,0.308,0.344,,,,67.0,108.0,96.0,0.112,2.14,86.0,0.143,0.286,0.389,,,,,,
2023/09/18,6:41 PM.,OAK,SEA,away,Clear.,67,676664,DH,4,1,1,0,0,0,0,0,0,0,1,.241,.326,.316,.642,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,,0.346,,-0.84,,,0.63,-0.06,,93.1,,,92.1,81.4,,,,,,,,,,,0.256,0.478,0.217,0.21,0.395,0.28300000000000003,,,,83.0,100.0,102.0,0.151,0.36,84.1,0.277,0.438,0.225,,,,,,
