date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,vKN (sc),Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,KN%,wSI/C,wKC/C,wKN/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC
2023/07/29,3:11 PM.,TOR,LAA,away,Roof Closed.,68,666201,LF,2,0,0,0,0,0,1,0,0,1,2,.253,.335,.421,.756,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,0.128,-2.16,-1.17,-1.01,92.8,86.3,80.8,0.316,0.592,0.244,0.273,0.432,0.2,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.0,96.0,91.0,0.282,,,0.68,,,92.6,,0.25,0.379,0.129,,,,,,
2023/07/28,7:08 PM.,TOR,LAA,away,Cloudy.,82,592332,LF,4,0,2,1,0,0,0,0,0,1,1,.254,.335,.424,.759,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.108,,1.13,-0.97,,94.7,,83.6,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,,,,,,,,,,105.0,108.0,109.0,,0.384,,0.3,,86.3,0.201,0.307,0.43200000000000005,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/27,1:10 PM.,DET,LAA,away,Overcast.,78,547179,LF,4,2,2,0,0,2,3,0,0,1,1,.254,.335,.425,.760,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,98.0,100.0,97.0,116.0,102.0,106.0,0.347,0.297,0.216,1.17,0.34,0.26,94.3,84.5,84.7,0.211,0.333,0.171,0.186,0.403,0.314,0.293,0.61,0.214,103.0,112.0,110.0,0.011,-4.26,82.3,0.667,1.667,0.182,89.0,75.0,71.0,,,,0.009,,-7.35,,90.8,,,,,0.6,1.2,0.16699999999999998,,82.0,108.0,100.0,0.12,,,0.73,,,93.7,,0.333,0.4,0.038,,,,,,
2023/07/27,4:11 PM.,DET,LAA,away,Clear.,84,666159,LF,4,1,0,0,0,0,0,0,1,0,2,.251,.333,.420,.753,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,103.0,104.0,100.0,112.0,102.0,107.0,0.478,0.315,0.036,0.58,1.21,0.93,93.4,87.7,81.9,0.214,0.366,0.182,0.111,0.111,0.063,0.185,0.383,0.261,102.0,99.0,101.0,0.172,-0.9,79.5,0.258,0.419,0.094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,6:42 PM.,DET,LAA,away,Overcast.,85,593958,LF,4,0,1,0,0,0,2,0,0,2,2,.251,.333,.406,.739,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,73.0,101.0,91.0,103.0,107.0,106.0,0.454,0.072,0.189,0.65,3.12,0.71,92.2,85.9,84.5,0.278,0.431,0.222,0.233,0.292,0.317,0.089,0.178,0.395,,,,,,,,,,90.0,101.0,98.0,,,,0.192,,0.51,,88.8,,,,,0.2,0.471,0.19399999999999998,,84.0,117.0,107.0,0.093,,,1.11,,,92.4,,0.165,0.228,0.135,,,,,,
2023/07/23,1:08 PM.,PIT,LAA,home,Overcast.,81,656605,LF,4,0,2,0,0,0,1,0,0,1,0,.251,.335,.408,.743,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,142.0,104.0,123.0,0.261,0.161,0.028,0.66,-0.5,-2.63,95.2,90.7,82.8,0.176,0.351,0.302,0.36,0.6,0.21100000000000002,0.221,0.324,0.272,91.0,94.0,98.0,0.08,-1.97,78.0,0.273,0.614,0.235,99.0,98.0,99.0,,,,0.242,,-0.07,,89.7,,,,,0.316,0.503,0.23600000000000002,,93.0,106.0,100.0,0.228,,,1.66,,,93.9,,0.258,0.346,0.105,,,,,,
2023/07/22,6:08 PM.,PIT,LAA,home,Partly Cloudy.,79,621366,LF,1,0,0,0,0,0,0,1,2,0,0,.249,.333,.407,.740,621366,ryanborucki,Borucki,Left,Ryan Borucki,PIT,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.459,0.234,0.324,0.478,87.0,113.0,100.0,,,,108.0,112.0,111.0,,0.686,0.112,,1.93,3.98,,84.6,86.7,,,,0.158,0.158,0.297,0.088,0.265,0.353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,101.0,96.0,0.203,,,0.55,,,94.0,,0.308,0.538,0.085,,,,,,
2023/07/21,6:39 PM.,PIT,LAA,home,Partly Cloudy.,79,670912,LF,3,2,1,0,0,1,2,0,1,1,3,.249,.329,.408,.737,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.367,0.041,-1.25,0.8,-0.07,95.8,88.1,88.2,0.277,0.477,0.183,0.25,0.3,0.35700000000000004,0.21,0.349,0.326,87.0,97.0,101.0,0.149,0.82,80.9,0.193,0.352,0.308,,,,,,,,,,,,,,,,,,,,100.0,93.0,92.0,0.05,,,0.93,,,95.7,,0.276,0.345,0.065,,,,,,
2023/07/19,4:07 PM.,NYY,LAA,home,Partly Cloudy.,89,607074,LF,4,2,2,1,0,1,3,0,1,1,3,.248,.327,.400,.727,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,106.0,101.0,100.0,126.0,95.0,104.0,0.603,0.29,0.043,-1.05,-0.06,0.96,95.3,85.5,85.4,0.294,0.55,0.217,0.0,0.0,0.42100000000000004,0.2,0.347,0.37200000000000005,102.0,92.0,96.0,0.065,-3.96,79.7,0.375,1.25,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/18,6:38 PM.,NYY,LAA,home,Clear.,82,593334,LF,4,0,0,0,0,0,0,0,0,1,4,.245,.323,.387,.710,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,89.0,100.0,97.0,,,,0.277,,0.209,-1.75,,1.01,92.3,85.8,,0.321,0.741,0.19,0.2,0.306,0.322,,,,94.0,102.0,104.0,0.409,1.5,82.9,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,,,,,,82.0,95.0,87.0,0.105,,,0.95,,,92.4,,0.15,0.325,0.13,,,,,,
