date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/08/03,6:15 PM.,PIT,MIL,home,Clear.,88,656605,3B,0,0,0,0,0,0,0,0,0,0,0,.229,.317,.373,.690,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,,,,0.228,0.261,0.242,,0.161,0.08,0.66,-0.07,,1.66,-0.5,-1.97,95.2,89.7,,93.9,82.8,78.0,0.258,0.346,0.105,,,,0.316,0.503,0.23600000000000002,0.176,0.351,0.302,,,,0.221,0.324,0.272,83.0,104.0,97.0,0.028,-2.63,90.7,0.36,0.6,0.21100000000000002,0.273,0.614,0.235,,,,,,,,,
2023/07/09,1:11 PM.,CIN,MIL,home,Partly Cloudy.,75,594902,3B,3,0,0,0,0,0,0,0,0,1,1,.229,.317,.373,.690,594902,benlively,Lively,Right,Ben Lively,CIN,5.38,5.03,88.2,101.0,79.0,95.0,0.814,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,,,,0.219,0.321,0.049,,0.243,0.066,-2.09,0.62,,0.24,1.68,-4.42,90.6,88.1,,91.5,80.1,76.3,0.257,0.416,0.153,,,,0.267,0.267,0.257,0.362,0.667,0.18100000000000002,,,,0.158,0.303,0.336,59.0,94.0,89.0,0.102,-1.4,84.4,0.265,0.412,0.133,0.273,0.909,0.128,,,,,,,,,
2023/07/08,3:10 PM.,CIN,MIL,home,Partly Cloudy.,75,596133,3B,3,1,2,0,0,0,0,0,1,0,1,.232,.320,.377,.697,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,,,,0.435,0.11,,0.137,,-1.47,0.87,,,-2.22,,94.0,90.3,,,85.8,,,,,,,,0.218,0.473,0.252,0.311,0.543,0.175,,,,0.235,0.294,0.321,83.0,103.0,100.0,0.2,-2.01,86.1,0.316,0.547,0.32299999999999995,0.255,0.691,0.16699999999999998,,,,0.118,-1.56,81.7,,,
2023/07/07,7:10 PM.,CIN,MIL,home,Roof Closed.,77,671096,3B,5,0,1,0,1,0,0,0,0,1,7,.227,.315,.374,.689,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,99.0,103.0,103.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,,,,0.501,,,0.165,0.171,-0.02,,,,1.61,-2.27,92.7,,,,82.9,80.9,,,,,,,,,,0.249,0.459,0.198,,,,0.174,0.304,0.29,72.0,96.0,91.0,0.163,0.99,86.6,0.203,0.27,0.39399999999999996,0.367,0.65,0.26,,,,,,,,,
2023/07/06,1:10 PM.,CHC,MIL,home,Partly Cloudy.,76,573186,3B,4,0,0,0,0,0,0,0,0,3,2,.228,.317,.370,.687,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,105.0,96.0,98.0,46.0,95.0,91.0,0.464,0.082,0.096,0.077,0.051,0.23,0.34,0.96,0.12,1.08,-0.41,0.34,92.0,89.7,86.6,91.4,86.1,84.6,0.245,0.332,0.14300000000000002,0.24,0.38,0.301,0.26,0.42,0.242,0.154,0.256,0.32,0.205,0.308,0.324,0.184,0.237,0.322,,,,,,,,,,,,,,,,,,,,,
2023/07/05,7:10 PM.,CHC,MIL,home,Roof Closed.,81,657006,3B,4,0,2,0,0,0,1,0,0,1,2,.231,.321,.375,.696,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,,,,,,,0.018,0.626,,,0.339,0.006,0.67,,,0.89,0.54,2.44,91.8,,,92.2,83.3,80.7,0.25,0.333,0.16699999999999998,,,,,,,0.275,0.393,0.203,,,,0.217,0.346,0.311,69.0,85.0,78.0,0.01,-1.94,87.5,0.4,0.4,0.1,0.0,0.0,0.33299999999999996,,,,,,,,,
2023/07/02,1:36 PM.,PIT,MIL,away,Drizzle.,73,448179,3B,4,1,2,0,0,0,0,0,0,1,1,.227,.318,.374,.692,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,,,,0.04,0.342,0.147,,0.088,0.354,-0.32,-1.27,,2.5,-2.52,-1.16,88.4,83.3,,86.1,71.1,72.0,0.105,0.105,0.226,,,,0.39,0.701,0.19899999999999998,0.249,0.454,0.218,,,,0.5,0.929,0.125,80.0,81.0,80.0,0.023,-0.06,83.0,0.263,0.421,0.037000000000000005,0.283,0.47,0.174,,,,0.008,-3.65,67.1,,,
2023/07/01,4:46 PM.,PIT,MIL,away,Cloudy.,80,670912,3B,5,1,2,0,0,0,0,0,0,3,1,.223,.316,.372,.688,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,,,,,,,0.05,0.392,,,0.367,0.149,-1.25,,,0.93,0.8,0.82,95.8,,,95.7,88.2,80.9,0.276,0.345,0.065,,,,,,,0.277,0.477,0.183,,,,0.21,0.349,0.326,75.0,84.0,82.0,0.041,-0.07,88.1,0.25,0.3,0.35700000000000004,0.193,0.352,0.308,,,,,,,,,
2023/06/30,7:06 PM.,PIT,MIL,away,Partly Cloudy.,83,674370,3B,2,0,0,0,0,0,0,0,0,0,2,.220,.315,.371,.686,674370,osvaldobido,Bido,Right,Osvaldo Bido,PIT,5.86,4.7,50.2,96.0,97.0,95.0,0.803,8.53,3.73,9.77,0.71,0.98,0.283,0.39,0.201,0.302,0.421,,,,101.0,95.0,93.0,95.0,97.0,90.0,98.0,98.0,103.0,138.0,100.0,94.0,,,,0.234,0.28,0.034,,0.353,,-2.05,1.44,,0.11,0.45,,94.7,85.7,,94.6,84.5,,0.3,0.4,0.11699999999999999,,,,0.333,0.333,0.444,0.358,0.472,0.27,,,,0.233,0.337,0.21,75.0,91.0,87.0,0.099,0.67,89.1,0.136,0.273,0.341,,,,,,,,,,,,
2023/06/29,7:10 PM.,NYM,MIL,away,Partly Cloudy.,77,453286,3B,3,0,1,0,0,0,1,0,0,2,1,.221,.317,.374,.691,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,98.0,108.0,99.0,,,,,0.463,0.104,,0.168,0.124,0.72,2.12,,,-0.21,0.51,93.7,88.4,,,84.0,75.4,,,,,,,0.135,0.243,0.33299999999999996,0.255,0.458,0.23800000000000002,,,,0.25,0.545,0.364,94.0,106.0,106.0,0.141,0.03,83.8,0.207,0.283,0.275,0.187,0.373,0.326,,,,,,,,,
2023/06/28,7:10 PM.,NYM,MIL,away,Overcast.,78,673540,3B,4,1,1,1,0,0,0,0,0,2,4,.220,.318,.375,.693,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,91.0,90.0,87.0,109.0,97.0,97.0,,,,100.0,93.0,102.0,93.0,95.0,93.0,,,,,0.37,0.25,,0.116,0.027,0.17,2.52,,,-0.96,-0.23,95.7,90.8,,,82.7,72.8,,,,,,,0.244,0.339,0.182,0.244,0.399,0.17300000000000001,0.11,0.147,0.595,0.333,0.952,0.245,,,,,,,,,,0.125,0.5,0.444,,,,,,,0.237,0.95,83.2
2023/06/27,7:10 PM.,NYM,MIL,away,Cloudy.,76,656849,3B,4,0,1,0,0,0,2,0,0,2,1,.220,.319,.373,.692,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,,,,0.253,0.273,,,0.197,0.088,-0.83,,,0.66,-2.58,2.63,92.7,,,91.5,85.3,78.6,0.314,0.486,0.165,,,,,,,0.287,0.425,0.281,,,,0.268,0.472,0.39399999999999996,84.0,97.0,93.0,0.189,-1.35,85.3,0.325,0.55,0.309,0.2,0.2,0.365,,,,,,,,,
2023/06/25,1:42 PM.,CLE,MIL,away,Sunny.,86,650644,3B,5,0,0,0,0,0,0,0,0,3,6,.219,.320,.375,.695,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.123,0.372,0.017,0.058,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.202,0.292,0.14400000000000002,,,,0.261,0.406,0.23399999999999999,0.359,0.436,0.243,0.5,0.625,0.182,0.172,0.345,0.23199999999999998,,,,,,,,,,0.188,0.323,0.273,,,,,,,,,
2023/06/24,4:11 PM.,CLE,MIL,away,Partly Cloudy.,74,676440,3B,4,0,1,0,0,0,0,0,0,2,2,.224,.325,.382,.707,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,88.0,98.0,102.0,91.0,97.0,91.0,,,,110.0,106.0,115.0,,,,,,,,0.471,,,0.27,0.093,0.6,,,,1.35,-1.11,94.9,,,,84.7,78.3,,,,,,,,,,0.243,0.348,0.19,,,,0.206,0.355,0.317,101.0,98.0,105.0,0.166,1.07,83.8,0.213,0.298,0.37799999999999995,0.271,0.479,0.233,,,,,,,,,
2023/06/23,7:10 PM.,CLE,MIL,away,Cloudy.,68,669456,3B,3,0,0,0,0,0,0,0,1,1,1,.223,.326,.384,.710,669456,shanebieber,Bieber,Right,Shane Bieber,CLE,3.8,4.83,128.0,101.0,100.0,99.0,0.77,7.52,2.39,8.72,0.98,1.56,0.238,0.395,0.147,0.328,0.42,,,,81.0,103.0,96.0,,,,111.0,107.0,109.0,95.0,94.0,93.0,,,,,0.352,0.269,,0.207,,0.87,0.43,,,0.84,,91.3,86.5,,,84.6,,,,,,,,0.316,0.465,0.293,0.257,0.434,0.09300000000000001,,,,0.18,0.331,0.326,59.0,93.0,85.0,0.035,-4.04,87.2,0.5,0.571,0.083,0.237,0.368,0.32299999999999995,155.0,104.0,109.0,0.137,-1.29,82.5,,,
2023/06/21,1:12 PM.,AZ,MIL,home,Sunny.,78,668678,3B,3,0,0,0,0,0,0,0,0,1,0,.226,.327,.389,.716,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,,,,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,106.0,99.0,94.0,,,,0.007,0.491,0.092,,0.045,,1.59,-2.24,,-3.38,0.34,,93.6,90.2,,93.0,87.4,,0.286,0.714,0.125,,,,0.352,0.648,0.205,0.238,0.36,0.192,,,,0.25,0.389,0.265,86.0,107.0,114.0,0.139,1.05,86.8,0.21,0.336,0.314,0.21,0.344,0.405,121.0,104.0,112.0,0.227,0.46,82.5,,,
2023/06/20,7:10 PM.,AZ,MIL,home,Clear.,74,669194,3B,4,0,1,1,0,0,0,0,0,1,0,.229,.331,.394,.725,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,101.0,111.0,105.0,,,,,0.546,0.135,,0.134,0.052,-0.72,-1.72,,,0.52,-2.44,94.4,85.6,,,81.7,76.4,,,,,,,0.326,0.539,0.218,0.308,0.553,0.16699999999999998,,,,0.174,0.565,0.257,96.0,96.0,98.0,0.133,-0.16,83.3,0.203,0.407,0.312,0.429,0.714,0.182,,,,,,,,,
2023/06/19,7:10 PM.,AZ,MIL,home,Clear.,79,518876,3B,1,1,1,0,0,0,0,0,2,0,0,.228,.332,.392,.724,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,121.0,105.0,111.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,87.0,101.0,99.0,,,,0.122,0.301,0.181,,0.055,0.11,0.04,0.88,,0.83,-0.64,-0.45,92.2,90.8,,92.4,85.5,82.1,0.261,0.378,0.163,,,,0.22,0.352,0.244,0.224,0.489,0.259,,,,0.217,0.391,0.413,99.0,108.0,114.0,0.231,2.43,88.7,0.18,0.234,0.32,0.268,0.411,0.256,,,,,,,,,
2023/06/17,3:10 PM.,PIT,MIL,home,Sunny.,77,656605,3B,3,0,0,0,0,0,0,0,1,2,0,.225,.325,.390,.715,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,,,,0.228,0.261,0.242,,0.161,0.08,0.66,-0.07,,1.66,-0.5,-1.97,95.2,89.7,,93.9,82.8,78.0,0.258,0.346,0.105,,,,0.316,0.503,0.23600000000000002,0.176,0.351,0.302,,,,0.221,0.324,0.272,83.0,104.0,97.0,0.028,-2.63,90.7,0.36,0.6,0.21100000000000002,0.273,0.614,0.235,,,,,,,,,
2023/06/16,7:11 PM.,PIT,MIL,home,Clear.,64,448179,DH,3,0,0,0,0,0,1,0,1,1,1,.228,.326,.395,.721,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,,,,0.04,0.342,0.147,,0.088,0.354,-0.32,-1.27,,2.5,-2.52,-1.16,88.4,83.3,,86.1,71.1,72.0,0.105,0.105,0.226,,,,0.39,0.701,0.19899999999999998,0.249,0.454,0.218,,,,0.5,0.929,0.125,80.0,81.0,80.0,0.023,-0.06,83.0,0.263,0.421,0.037000000000000005,0.283,0.47,0.174,,,,0.008,-3.65,67.1,,,
2023/06/14,12:11 PM.,MIN,MIL,away,Overcast.,83,641927,RF,3,1,1,0,0,1,1,0,0,1,1,.231,.327,.400,.727,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,,,,,,,0.457,,,0.196,0.067,0.75,,,,-0.7,1.44,91.3,,,,81.0,77.5,,,,,,,,,,0.232,0.425,0.27699999999999997,,,,0.255,0.48,0.32899999999999996,94.0,106.0,105.0,0.28,1.08,83.7,0.226,0.35,0.298,0.194,0.306,0.161,,,,,,,,,
2023/06/13,6:41 PM.,MIN,MIL,away,Partly Cloudy.,84,641154,3B,4,0,1,1,0,0,0,0,0,2,1,.230,.327,.387,.714,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,93.0,110.0,114.0,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,,,,0.106,0.345,,,0.214,0.125,0.1,,,2.08,1.34,0.25,94.9,,,94.5,84.4,82.5,0.278,0.342,0.126,,,,,,,0.268,0.468,0.315,,,,0.173,0.287,0.366,90.0,108.0,109.0,0.211,-0.17,88.4,0.257,0.41,0.284,0.202,0.33,0.364,,,,,,,,,
