date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/08/15,7:10 PM.,LAD,MIL,away,Clear.,77,676272,CF,3,0,0,0,0,0,1,0,0,1,1,.246,.388,.446,.834,676272,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,3.76,3.4,124.1,102.0,123.0,110.0,0.764,8.61,2.32,7.6,0.87,1.46,0.256,0.428,0.147,0.299,0.426,105.0,100.0,117.0,130.0,102.0,105.0,107.0,99.0,100.0,153.0,110.0,121.0,0.192,0.289,0.174,0.16,1.2,1.75,-1.0,0.6,99.0,88.2,98.8,89.7,0.133,0.307,0.39899999999999997,0.258,0.382,0.17800000000000002,0.5,0.75,0.25,0.258,0.367,0.20600000000000002,,,,,,,,,,115.0,100.0,110.0,0.185,1.25,80.6,0.184,0.303,0.36,,,,,,,,,,,,,,,
2023/08/13,1:10 PM.,CWS,MIL,away,Cloudy.,75,656302,RF,5,1,1,0,0,0,0,0,0,1,2,.258,.402,.468,.870,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,0.03,-0.15,,0.4,1.0,95.6,74.6,,86.3,0.111,0.111,0.5379999999999999,,,,0.216,0.339,0.433,0.273,0.436,0.205,,,,,,,,,,,,,,,,0.298,0.538,0.249,,,,,,,,,,83.0,94.0,99.0,0.152,-1.83,80.2
2023/08/12,6:15 PM.,CWS,MIL,away,Clear.,81,669947,CF,4,0,1,0,0,0,0,0,0,0,0,.263,.416,.491,.907,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,0.435,0.366,0.035,0.27,,-1.82,0.73,92.8,85.4,,85.4,0.111,0.111,0.154,,,,0.354,0.472,0.23399999999999999,0.266,0.462,0.14,,,,,,,,,,104.0,104.0,106.0,0.165,-0.51,74.0,0.245,0.469,0.34299999999999997,,,,,,,,,,,,,,,
2023/08/11,7:11 PM.,CWS,MIL,away,Partly Cloudy.,83,656629,CF,3,1,1,0,0,0,0,1,2,0,2,.264,.425,.509,.934,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,0.614,0.272,0.074,-0.71,,-1.5,0.15,95.2,88.7,,84.8,0.133,0.3,0.33899999999999997,,,,0.258,0.516,0.27399999999999997,0.244,0.462,0.264,,,,,,,,,,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,
2023/08/09,1:11 PM.,COL,MIL,home,Overcast.,82,623167,CF,5,0,1,1,0,0,0,0,0,1,2,.260,.412,.520,.932,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,93.0,97.0,97.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,0.019,0.409,0.097,0.16,-2.66,-7.15,-2.44,0.72,91.9,81.0,90.9,80.8,0.213,0.32,0.397,0.6,0.7,0.111,0.389,0.444,0.14800000000000002,0.379,0.739,0.174,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.504,0.20199999999999999,92.0,95.0,111.0,0.022,2.61,71.6,0.125,0.125,0.35700000000000004,,,,,,,,,,,,,,,
2023/08/08,7:10 PM.,COL,MIL,home,Partly Cloudy.,82,607536,RF,1,0,0,0,0,0,0,0,0,0,0,.267,.429,.533,.962,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.184,0.236,0.122,1.13,-0.86,-0.2,-3.3,88.8,84.2,88.7,84.1,0.435,0.681,0.139,0.349,0.529,0.091,0.246,0.549,0.2,0.239,0.431,0.127,,,,,,,,,,,,,,,,0.261,0.41,0.32,,,,,,,,,,96.0,105.0,105.0,0.176,-1.91,80.6
2023/08/07,7:10 PM.,COL,MIL,home,Partly Cloudy.,74,663567,RF,3,3,2,1,0,1,4,0,1,1,0,.273,.435,.545,.980,663567,peterlambert,"Lambert, P",Right,Peter Lambert,COL,5.36,5.44,87.1,99.0,90.0,95.0,0.796,7.32,2.89,9.58,1.85,0.99,0.273,0.365,0.122,0.435,0.424,86.0,98.0,92.0,82.0,97.0,89.0,,,,109.0,104.0,109.0,,0.446,0.323,0.2,-0.78,,-1.15,-1.74,93.2,86.2,,86.2,0.235,0.459,0.325,,,,0.308,0.641,0.198,0.271,0.586,0.16699999999999998,,,,,,,,,,74.0,108.0,101.0,0.032,1.04,78.0,0.267,0.267,0.20800000000000002,,,,,,,,,,,,,,,
2023/08/06,1:11 PM.,PIT,MIL,home,Cloudy.,74,670912,RF,3,0,0,0,0,0,0,0,1,1,2,.244,.404,.439,.843,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,83.0,93.0,87.0,100.0,93.0,92.0,103.0,98.0,104.0,0.05,0.392,0.367,0.041,-1.25,0.93,0.8,-0.07,95.8,88.1,95.7,88.2,0.25,0.3,0.35700000000000004,0.276,0.345,0.065,0.21,0.349,0.326,0.277,0.477,0.183,,,,,,,,,,87.0,97.0,101.0,0.149,0.82,80.9,0.193,0.352,0.308,,,,,,,,,,,,,,,
2023/08/05,6:11 PM.,PIT,MIL,home,Partly Cloudy.,75,663559,RF,2,0,1,0,0,0,1,1,0,1,0,.263,.415,.474,.889,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,0.072,0.444,0.189,0.046,-0.08,-1.63,-1.91,-0.8,90.7,84.6,90.7,84.5,0.273,0.364,0.33299999999999996,0.333,0.571,0.133,0.288,0.746,0.19899999999999998,0.305,0.435,0.156,,,,,,,,,,87.0,108.0,105.0,0.225,-0.85,76.5,0.267,0.493,0.209,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,
2023/08/04,7:11 PM.,PIT,MIL,home,Partly Cloudy.,75,682990,RF,3,0,0,0,0,0,1,0,1,2,0,.250,.412,.472,.884,682990,quinnpriester,Priester,Right,Quinn Priester,PIT,7.74,6.28,50.0,98.0,95.0,96.0,0.786,6.48,4.86,10.44,2.16,1.93,0.167,0.524,0.179,0.357,0.41,69.0,90.0,86.0,76.0,95.0,91.0,99.0,101.0,95.0,106.0,99.0,101.0,0.342,0.191,0.233,0.104,-4.2,0.97,-2.71,-1.98,92.7,89.1,93.6,85.3,0.263,0.316,0.25,0.261,0.406,0.11199999999999999,0.295,0.659,0.414,0.386,0.818,0.14300000000000002,,,,,,,,,,113.0,98.0,104.0,0.13,-3.03,80.6,0.208,0.5,0.306,,,,,,,,,,,,,,,
2023/08/03,6:15 PM.,PIT,MIL,home,Clear.,88,656605,RF,3,2,2,1,0,1,5,0,2,0,2,.273,.435,.515,.950,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,0.228,0.261,0.161,0.028,0.66,1.66,-0.5,-2.63,95.2,90.7,93.9,82.8,0.36,0.6,0.21100000000000002,0.258,0.346,0.105,0.221,0.324,0.272,0.176,0.351,0.302,99.0,98.0,99.0,0.242,-0.07,89.7,0.316,0.503,0.23600000000000002,91.0,94.0,98.0,0.08,-1.97,78.0,0.273,0.614,0.235,,,,,,,,,,,,,,,
2023/08/02,1:05 PM.,WSH,MIL,away,Partly Cloudy.,81,669022,RF,1,0,0,0,0,0,0,0,0,0,0,.233,.390,.367,.757,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,0.595,0.188,0.029,-0.27,,0.77,1.1,95.0,86.5,,88.5,0.188,0.25,0.382,,,,0.213,0.415,0.375,0.279,0.503,0.21600000000000003,,,,,,,,,,72.0,99.0,104.0,0.188,-0.85,83.2,0.257,0.416,0.379,,,,,,,,,,,,,,,
2023/08/01,7:06 PM.,WSH,MIL,away,Cloudy.,79,680686,RF,3,0,0,0,0,0,0,0,1,1,1,.241,.400,.379,.779,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,0.176,0.166,0.299,0.016,-1.21,0.15,-0.07,0.6,93.5,88.6,93.1,85.1,0.286,0.357,0.1,0.313,0.385,0.138,0.163,0.233,0.429,0.291,0.557,0.20199999999999999,95.0,95.0,83.0,0.181,-0.09,88.8,0.243,0.461,0.205,96.0,95.0,97.0,0.161,0.24,82.2,0.221,0.358,0.349,,,,,,,,,,,,,,,
2023/07/31,7:05 PM.,WSH,MIL,away,Clear.,84,663623,RF,3,1,0,0,0,0,0,0,1,0,3,.269,.417,.423,.840,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.051,-0.01,-0.75,,1.21,94.5,87.8,93.9,,0.25,0.5,0.156,0.348,0.525,0.09300000000000001,,,,0.208,0.376,0.192,,,,,,,,,,110.0,100.0,103.0,0.306,0.08,80.9,0.197,0.362,0.257,,,,,,,,,,,,,,,
2023/07/30,1:36 PM.,ATL,MIL,away,Partly Cloudy.,87,700363,RF,4,0,0,0,0,0,0,0,1,2,3,.304,.438,.478,.916,700363,ajsmithshawver,Smith-Shawver,Right,AJ Smith-Shawver,ATL,4.26,3.79,25.1,93.0,88.0,91.0,0.801,7.11,3.91,6.04,2.49,0.68,0.274,0.425,0.164,0.329,0.394,74.0,105.0,106.0,90.0,95.0,90.0,,,,91.0,80.0,83.0,,0.54,0.233,0.106,0.48,,-0.4,4.57,94.5,86.1,,84.9,0.0,0.0,0.5,,,,0.133,0.333,0.35100000000000003,0.196,0.482,0.12,,,,,,,,,,84.0,96.0,96.0,0.121,-3.2,76.8,0.364,0.636,0.25,,,,,,,,,,,,,,,
2023/07/29,7:21 PM.,ATL,MIL,away,Partly Cloudy.,89,693821,RF,3,0,0,0,0,0,1,0,0,1,2,.368,.481,.579,1.060,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.137,-1.13,0.01,0.97,1.3,90.7,85.0,89.5,82.7,0.188,0.235,0.23600000000000002,0.28,0.402,0.134,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/28,7:52 PM.,ATL,MIL,away,Partly Cloudy.,80,630023,RF,4,3,2,1,0,0,0,0,1,0,1,.438,.565,.688,1.253,630023,yonnychirinos,"Chirinos, Y",Right,Yonny Chirinos,- - -,5.4,6.24,85.0,99.0,106.0,92.0,0.839,5.61,2.86,9.64,1.59,1.36,0.192,0.459,0.11,0.37,0.448,,,,61.0,101.0,89.0,105.0,99.0,95.0,97.0,98.0,95.0,0.469,0.018,0.258,,1.57,-0.31,-2.31,,92.9,,92.4,88.8,,,,0.297,0.491,0.11,0.361,0.705,0.153,0.0,0.0,0.25,,,,,,,,,,,,,,,,,,,119.0,99.0,83.0,0.256,0.57,85.0,0.185,0.337,0.315,,,,,,
2023/07/26,1:10 PM.,CIN,MIL,home,Roof Closed.,80,594902,RF,3,1,0,0,0,0,0,0,1,1,1,.417,.556,.667,1.223,594902,benlively,Lively,Right,Ben Lively,CIN,5.38,5.03,88.2,101.0,79.0,95.0,0.814,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,59.0,94.0,89.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,0.219,0.321,0.243,0.102,-2.09,0.24,1.68,-1.4,90.6,84.4,91.5,80.1,0.265,0.412,0.133,0.257,0.416,0.153,0.158,0.303,0.336,0.362,0.667,0.18100000000000002,98.0,92.0,82.0,0.049,0.62,88.1,0.267,0.267,0.257,101.0,105.0,103.0,0.066,-4.42,76.3,0.273,0.909,0.128,,,,,,,,,,,,,,,
2023/07/25,7:10 PM.,CIN,MIL,home,Clear.,85,671096,RF,0,1,0,0,0,0,0,0,2,0,0,.556,.643,.889,1.532,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,0.501,0.165,0.163,-0.02,,1.61,0.99,92.7,86.6,,82.9,0.203,0.27,0.39399999999999996,,,,0.174,0.304,0.29,0.249,0.459,0.198,,,,,,,,,,99.0,103.0,103.0,0.171,-2.27,80.9,0.367,0.65,0.26,,,,,,,,,,,,,,,
2023/07/24,7:10 PM.,CIN,MIL,home,Overcast.,78,668933,RF,3,1,1,0,0,1,1,0,1,1,3,.556,.583,.889,1.472,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,0.097,,0.373,0.0,,-1.17,-0.37,-25.75,,90.4,96.5,88.3,,,,0.286,0.429,0.1,0.221,0.461,0.32899999999999996,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,1:11 PM.,ATL,MIL,home,Partly Cloudy.,80,693821,RF,3,1,1,0,0,0,0,0,1,0,1,.667,.625,.667,1.292,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,0.376,0.134,0.353,0.137,-1.13,0.01,0.97,1.3,90.7,85.0,89.5,82.7,0.188,0.235,0.23600000000000002,0.28,0.402,0.134,0.21,0.393,0.337,0.286,0.495,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/22,6:15 PM.,ATL,MIL,home,Roof Closed.,78,642216,RF,3,1,3,0,0,0,2,0,0,0,0,1.000,.750,1.000,1.750,642216,allanwinans,Winans,Right,Allan Winans,ATL,5.29,4.24,32.1,104.0,77.0,97.0,0.771,9.46,2.23,10.3,1.39,1.19,0.227,0.474,0.103,0.381,0.449,78.0,107.0,101.0,71.0,107.0,93.0,74.0,97.0,86.0,86.0,104.0,108.0,0.253,0.225,0.245,0.277,-1.11,-1.36,-1.04,0.71,90.0,82.9,89.6,78.8,0.25,0.341,0.311,0.387,0.581,0.113,0.267,0.5,0.364,0.25,0.583,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
