date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2023/04/23,1:38 PM.,PIT,CIN,away,Cloudy.,47,592826,3B,3,0,0,0,0,0,0,0,0,2,0,.161,.200,.371,.571,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,,0.125,-1.31,,6.0,2.19,,-1.78,93.2,,88.6,92.9,83.2,,0.314,0.51,0.222,,,,,,,0.192,0.308,0.319,,,,0.25,0.375,0.257,0.003,-2.3,80.6,94.0,146.0,144.0,,,,,,,,,
2023/04/21,6:36 PM.,PIT,CIN,away,Clear.,82,656605,1B,3,1,0,0,0,0,0,0,1,2,0,.169,.210,.390,.600,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,,,,,,,,,,,,,,,
2023/04/20,6:36 PM.,PIT,CIN,away,Partly Cloudy.,83,672710,1B,4,0,1,0,0,0,1,0,0,1,1,.179,.207,.411,.618,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,,,,108.0,105.0,111.0,,,,,0.402,,0.443,0.117,0.039,-2.43,,,0.86,-1.73,2.33,94.3,,89.4,,83.6,76.8,0.381,0.598,0.09699999999999999,,,,,,,0.0,0.0,0.28600000000000003,0.222,0.593,0.447,0.273,0.273,0.059000000000000004,,,,,,,,,,,,,,,
2023/04/19,12:36 PM.,TB,CIN,home,Sunny.,68,656876,P,4,0,1,0,0,0,0,0,0,3,2,.173,.204,.423,.627,656876,drewrasmussen,Rasmussen,Right,Drew Rasmussen,TBR,2.62,2.91,44.2,109.0,121.0,113.0,0.79,9.47,2.22,7.25,0.4,1.97,0.28,0.424,0.169,0.203,0.487,,,,71.0,106.0,103.0,131.0,111.0,122.0,98.0,109.0,99.0,115.0,121.0,130.0,133.0,104.0,106.0,0.122,0.295,0.359,0.151,0.073,,0.17,1.83,2.15,3.01,1.91,,95.7,88.2,,95.1,84.5,80.0,0.275,0.333,0.20800000000000002,0.273,0.364,0.171,0.204,0.327,0.275,0.129,0.161,0.245,0.2,0.2,0.261,,,,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,TB,CIN,home,Clear.,66,671737,3B,4,0,0,0,0,0,0,0,0,0,1,.167,.200,.438,.638,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,106.0,99.0,99.0,0.001,0.449,0.248,,0.167,,-0.8,-1.32,0.0,,0.04,,96.1,88.9,,97.8,,79.0,0.277,0.559,0.191,,,,0.312,0.581,0.295,,,,0.169,0.338,0.22399999999999998,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,
2023/04/16,2:24 PM.,PHI,CIN,home,Partly Cloudy.,57,605400,P,3,0,0,0,0,0,0,0,1,1,0,.182,.217,.477,.694,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,85.9,91.8,,,0.246,0.503,0.217,0.279,0.416,0.106,0.246,0.508,0.301,,,,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,0.316,0.47,79.4,118.0,105.0,113.0,,,,,,,,,
2023/04/15,4:11 PM.,PHI,CIN,home,Partly Cloudy.,79,621381,1B,2,1,2,0,0,0,0,0,0,0,0,.195,.214,.512,.726,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,,0.004,1.08,-0.5,0.27,2.22,,-9.98,93.4,87.6,86.5,93.2,83.1,,0.186,0.371,0.311,0.344,0.459,0.156,0.296,0.556,0.25,0.133,0.256,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,
2023/04/14,6:40 PM.,PHI,CIN,home,Partly Cloudy.,81,592836,1B,3,0,0,0,0,0,0,0,0,2,2,.154,.175,.487,.662,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.176,0.176,0.026,0.057,,-0.82,-0.44,0.53,-1.43,-1.07,,92.8,87.1,,92.4,82.5,74.8,0.257,0.541,0.254,0.273,0.429,0.1,0.284,0.441,0.158,0.158,0.632,0.342,0.212,0.485,0.36,,,,,,,,,,0.332,0.48,87.9,0.205,0.295,0.244,104.0,97.0,100.0
2023/04/13,6:41 PM.,PHI,CIN,home,Clear.,82,663559,1B,0,0,0,0,0,0,0,0,0,0,0,.167,.189,.528,.717,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.333,0.571,0.133,,,,0.288,0.746,0.19899999999999998,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,
2023/04/12,7:21 PM.,ATL,CIN,away,Clear.,75,675911,3B,4,0,0,0,0,0,0,0,0,3,4,.167,.189,.528,.717,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,,0.073,0.4,,,1.67,,0.97,97.2,,87.0,,85.6,,0.256,0.431,0.287,,,,,,,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,
