date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU
2023/05/21,1:05 PM.,SF,MIA,away,Sunny.,63,622072,CF,2,0,0,0,0,0,0,0,0,2,0,.182,.270,.333,.603,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,,,,80.0,95.0,88.0,110.0,93.0,95.0,,,,0.446,,0.261,0.001,0.292,,0.12,-0.8,-5.8,-0.33,,85.2,91.5,82.4,83.6,,,,0.234,0.433,0.242,,,,0.273,0.388,0.154,,,,,,,0.288,0.441,0.25,,,,,,,,,
2023/05/20,1:05 PM.,SF,MIA,away,Cloudy.,58,657277,RF,0,0,0,0,0,0,0,0,0,0,0,.194,.286,.355,.641,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,88.0,119.0,100.0,105.0,103.0,98.0,91.0,100.0,111.0,,,,0.336,0.037,0.212,,0.416,-1.37,0.31,0.11,,2.18,92.6,87.5,92.3,84.3,,,,,0.313,0.481,0.10400000000000001,0.226,0.452,0.3,0.225,0.309,0.228,,,,,,,0.208,0.369,0.28600000000000003,,,,,,,,,
2023/05/19,7:18 PM.,SF,MIA,away,Partly Cloudy.,57,543101,RF,4,0,0,0,0,0,0,0,0,2,2,.194,.286,.355,.641,543101,anthonydesclafani,DeSclafani,Right,Anthony DeSclafani,SFG,4.88,5.16,99.2,99.0,94.0,97.0,0.818,7.13,1.81,9.48,1.35,1.22,0.257,0.387,0.162,0.365,0.417,75.0,92.0,86.0,86.0,88.0,84.0,90.0,106.0,99.0,101.0,97.0,101.0,106.0,109.0,109.0,0.277,0.126,0.448,0.05,0.098,-1.8,-0.66,0.88,-0.59,-1.71,93.1,86.4,93.1,87.4,82.2,0.16,0.28,0.278,0.283,0.5,0.11199999999999999,0.306,0.528,0.132,0.344,0.5,0.15,,,,,,,0.257,0.429,0.26899999999999996,,,,,,,,,
2023/05/18,1:10 PM.,WSH,MIA,home,Roof Closed.,72,592866,RF,3,0,1,0,0,0,0,0,0,2,0,.222,.323,.407,.730,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,,,,0.146,0.433,0.182,,0.171,-0.77,-0.45,-1.7,,-2.25,89.7,83.3,88.2,80.9,,0.314,0.629,0.2,0.325,0.458,0.188,0.283,0.563,0.16699999999999998,0.315,0.483,0.19899999999999998,,,,,,,0.313,0.5,0.281,,,,97.0,95.0,95.0,0.069,-1.93,76.7
2023/05/17,6:41 PM.,WSH,MIA,home,Roof Closed.,72,669022,RF,0,0,0,0,0,0,0,0,0,0,0,.208,.296,.417,.713,669022,mackenziegore,Gore,Left,MacKenzie Gore,WSN,4.42,5.2,136.1,97.0,100.0,101.0,0.749,9.97,3.76,8.85,1.78,0.97,0.26,0.391,0.158,0.354,0.409,69.0,88.0,90.0,112.0,98.0,100.0,,,,101.0,97.0,102.0,,,,,0.595,0.188,,0.029,-0.27,,0.77,,1.1,95.0,86.5,,88.5,,0.257,0.416,0.379,,,,0.279,0.503,0.21600000000000003,0.188,0.25,0.382,,,,,,,0.213,0.415,0.375,,,,72.0,99.0,104.0,0.188,-0.85,83.2
2023/05/16,6:39 PM.,WSH,MIA,home,Roof Closed.,72,680686,RF,4,1,1,0,0,0,0,0,0,3,3,.208,.296,.417,.713,680686,josiahgray,"Gray, Js",Right,Josiah Gray,WSN,3.91,5.03,159.0,95.0,88.0,91.0,0.762,8.09,4.53,8.6,1.25,0.92,0.253,0.453,0.21,0.313,0.389,44.0,96.0,90.0,82.0,91.0,83.0,93.0,101.0,90.0,84.0,92.0,96.0,,,,0.176,0.166,0.299,,0.016,-1.21,0.15,-0.07,,0.6,93.5,88.6,93.1,85.1,,0.221,0.358,0.349,0.313,0.385,0.138,0.291,0.557,0.20199999999999999,0.286,0.357,0.1,95.0,95.0,83.0,0.181,-0.09,88.8,0.163,0.233,0.429,0.243,0.461,0.205,96.0,95.0,97.0,0.161,0.24,82.2
2023/05/14,1:41 PM.,CIN,MIA,home,Roof Closed.,72,596133,RF,4,0,0,0,0,0,0,0,0,3,6,.200,.304,.450,.754,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,88.0,102.0,96.0,,,,112.0,101.0,104.0,,,,,0.435,0.137,0.118,0.2,-1.47,,-2.22,-1.56,-2.01,94.0,86.1,,85.8,81.7,0.255,0.691,0.16699999999999998,,,,0.311,0.543,0.175,0.316,0.547,0.32299999999999995,99.0,103.0,102.0,0.11,0.87,90.3,0.235,0.294,0.321,0.218,0.473,0.252,,,,,,
2023/05/13,1:12 PM.,CIN,MIA,home,Roof Closed.,72,571882,RF,4,0,1,0,0,0,1,1,1,1,3,.250,.368,.563,.931,571882,dereklaw,"Law, D",Right,Derek Law,CIN,3.6,4.77,55.0,100.0,101.0,97.0,0.76,7.36,4.25,8.18,0.98,1.08,0.277,0.38,0.181,0.259,0.401,78.0,96.0,91.0,83.0,110.0,101.0,95.0,101.0,93.0,118.0,103.0,106.0,,,,0.121,0.189,0.173,,0.048,-0.99,0.69,1.87,,-2.28,95.5,88.7,95.1,86.5,,0.222,0.389,0.289,0.241,0.31,0.21,0.262,0.5,0.295,0.167,0.167,0.22699999999999998,104.0,94.0,94.0,0.365,0.58,92.1,0.22,0.268,0.369,0.254,0.388,0.223,116.0,104.0,100.0,0.104,0.16,78.7
2023/05/12,6:40 PM.,CIN,MIA,home,Partly Cloudy.,83,668933,RF,4,1,1,0,0,1,1,0,0,2,2,.250,.357,.667,1.024,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,57.0,90.0,82.0,166.0,102.0,114.0,,,,0.097,,0.373,,0.0,,-1.17,-0.37,,-25.75,,90.4,96.5,88.3,,,,,0.286,0.429,0.1,,,,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.221,0.461,0.32899999999999996,0.292,0.436,0.171,,,,,,
2023/05/10,12:40 PM.,AZ,MIA,away,Roof Closed.,72,518876,RF,4,1,2,2,0,0,0,0,0,1,1,.250,.400,.500,.900,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,78.0,104.0,97.0,85.0,105.0,95.0,104.0,112.0,110.0,,,,0.122,0.301,0.055,,0.231,0.04,0.83,-0.64,,2.43,92.2,88.7,92.4,85.5,,0.268,0.411,0.256,0.261,0.378,0.163,0.224,0.489,0.259,0.18,0.234,0.32,87.0,101.0,99.0,0.181,0.88,90.8,0.217,0.391,0.413,0.22,0.352,0.244,121.0,105.0,111.0,0.11,-0.45,82.1
2023/05/08,6:42 PM.,AZ,MIA,away,Clear.,89,668678,PH,1,0,0,0,0,0,0,0,0,0,1,.000,.333,.000,.333,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,121.0,104.0,112.0,0.007,0.491,0.045,0.227,0.139,1.59,-3.38,0.34,0.46,1.05,93.6,86.8,93.0,87.4,82.5,0.21,0.344,0.405,0.286,0.714,0.125,0.238,0.36,0.192,0.21,0.336,0.314,106.0,99.0,94.0,0.092,-2.24,90.2,0.25,0.389,0.265,0.352,0.648,0.205,,,,,,
2023/05/06,1:19 PM.,CHC,MIA,away,Overcast.,65,592767,RF,0,0,0,0,0,0,0,0,0,0,0,.000,.400,.000,.400,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,105.0,102.0,103.0,0.389,,,0.494,,,-1.32,,-0.09,,,,91.9,,78.6,0.229,0.399,0.36,0.314,0.6,0.17300000000000001,,,,,,,86.0,94.0,82.0,0.117,-0.51,88.6,,,,0.293,0.463,0.21600000000000003,,,,,,
2023/05/04,4:10 PM.,ATL,MIA,home,Roof Closed.,72,689266,RF,2,1,0,0,0,0,0,0,2,1,1,.000,.400,.000,.400,689266,dylandodd,Dodd,Left,Dylan Dodd,ATL,7.6,8.37,34.1,106.0,82.0,98.0,0.842,3.93,3.15,13.89,2.36,0.77,0.235,0.419,0.081,0.419,0.518,74.0,96.0,93.0,80.0,111.0,99.0,,,,87.0,101.0,98.0,,,,,0.489,0.285,,0.178,-1.53,,-4.07,,-3.11,92.1,82.9,,81.8,,,,,,,,0.342,0.595,0.13,0.355,0.516,0.204,92.0,112.0,94.0,0.048,-3.19,85.3,0.375,0.75,0.301,0.333,0.667,0.11800000000000001,,,,,,
2023/05/03,6:41 PM.,ATL,MIA,home,Roof Closed.,72,657140,CF,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,120.0,98.0,103.0,0.296,0.155,0.014,0.473,0.063,-1.42,-5.6,-16.59,0.97,0.41,93.3,88.3,92.7,87.1,84.0,0.162,0.382,0.314,0.568,0.676,0.079,0.3,0.5,0.23800000000000002,0.0,0.0,0.091,,,,,,,,,,,,,,,,,,
