date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,SV_ba,SV_slg,SV_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/05/14,1:11 PM.,KC,MIL,home,Roof Closed.,65,543475,DH,2,1,0,0,0,0,0,0,1,1,0,.218,.347,.256,.603,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,0.131,0.306,0.247,0.131,0.109,1.11,-0.01,-1.31,-1.6,-1.66,91.2,85.5,90.5,80.2,79.4,0.227,0.444,0.154,0.28,0.543,0.249,0.248,0.457,0.158,0.26,0.481,0.257,0.238,0.476,0.21899999999999997,96.0,99.0,98.0,,,,0.076,,-0.94,,86.8,,,,,0.314,0.725,0.19,,,,,,,,,,,,
2023/05/13,6:10 PM.,KC,MIL,home,Roof Closed.,68,425844,DH,2,0,0,0,0,0,0,0,0,1,0,.224,.348,.263,.611,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,96.0,97.0,104.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,0.157,0.265,0.2,0.141,0.166,0.25,-0.92,1.12,-2.99,0.06,89.5,86.5,89.8,79.2,72.5,0.276,0.472,0.159,0.214,0.282,0.231,0.333,0.609,0.081,0.241,0.37,0.207,0.386,0.729,0.155,100.0,113.0,103.0,,,,0.07,,-0.94,,85.2,,,,,0.32,0.5,0.18600000000000003,,,,,,,0.0,-3.64,57.9,,,
2023/05/10,12:40 PM.,LAD,MIL,home,Partly Cloudy.,71,477132,RF,1,0,0,0,0,0,0,0,0,1,0,.230,.356,.270,.626,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,112.0,102.0,104.0,0.002,0.369,0.434,0.175,0.017,0.23,14.84,2.06,0.13,-0.46,90.7,84.6,90.9,86.5,73.4,0.281,0.451,0.09699999999999999,0.167,0.338,0.36200000000000004,0.0,0.0,0.0,0.2,0.2,0.6,0.212,0.338,0.33799999999999997,,,,116.0,127.0,165.0,,0.002,,13.51,,84.4,,,,,,,0.0,0.0,0.0,,,,,,,,,
2023/05/09,6:41 PM.,LAD,MIL,home,Roof Closed.,67,592789,DH,1,0,0,0,0,0,0,0,1,1,1,.233,.360,.274,.634,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,87.0,102.0,96.0,88.0,99.0,97.0,0.261,0.181,0.067,0.141,0.222,0.68,-1.16,-2.33,-0.93,-2.71,92.2,87.3,92.3,85.0,77.9,0.208,0.354,0.182,0.24,0.72,0.083,0.363,0.593,0.138,0.286,0.571,0.218,0.233,0.512,0.22,85.0,103.0,98.0,43.0,87.0,84.0,0.126,0.003,-0.49,1.25,89.5,87.7,,,,0.333,0.489,0.18899999999999997,,,,,,,,,,,,
2023/05/08,6:42 PM.,LAD,MIL,home,Roof Closed.,64,664062,DH,3,1,0,0,0,0,0,0,1,1,1,.236,.356,.278,.634,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,,0.395,0.183,0.151,,1.42,,-0.82,-2.12,,92.4,,,86.8,80.9,0.221,0.436,0.157,0.268,0.439,0.253,,,,,,,0.313,0.656,0.209,,,,120.0,98.0,106.0,,0.272,,0.21,,83.0,,,,,,,0.181,0.315,0.27,,,,,,,,,
2023/05/07,1:05 PM.,SF,MIL,away,Partly Cloudy.,60,548389,DH,4,1,1,0,0,0,0,0,1,2,1,.246,.361,.290,.651,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,94.0,112.0,113.0,,,,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,0.092,0.26,0.292,,0.248,-0.38,-0.64,0.07,,-2.35,92.5,83.7,90.3,87.2,,0.275,0.512,0.275,0.274,0.487,0.179,0.325,0.55,0.12300000000000001,0.305,0.508,0.289,0.2,0.2,0.20600000000000002,,,,83.0,107.0,102.0,,0.009,,-0.82,,85.6,,,,,,,,,,119.0,95.0,102.0,0.099,1.22,75.9,,,
2023/05/06,4:16 PM.,SF,MIL,away,Cloudy.,59,502171,DH,3,0,0,0,0,0,0,0,1,0,2,.246,.359,.292,.651,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,0.397,0.003,0.051,,,-3.47,0.33,-1.31,,,95.8,,94.5,86.2,,,,,0.333,0.542,0.306,0.28,0.435,0.129,,,,0.379,0.638,0.32,,,,78.0,103.0,103.0,,0.388,,0.2,,89.5,,,,,,,0.239,0.386,0.24600000000000002,115.0,95.0,103.0,0.162,-1.38,83.6,,,
2023/05/05,7:20 PM.,SF,MIL,away,Cloudy.,55,640455,PH,0,0,0,0,0,0,0,0,1,0,0,.258,.365,.306,.671,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,121.0,109.0,108.0,92.0,95.0,98.0,0.008,0.562,0.26,,0.17,0.91,-6.19,-0.93,,1.06,93.6,86.6,94.0,82.3,,0.235,0.39,0.233,0.122,0.143,0.36700000000000005,0.4,0.8,0.25,0.224,0.342,0.183,,,,,,,,,,0.0,,-5.8,,90.3,,,,,,,,,,,,,,,,,,,
2023/05/04,1:10 PM.,COL,MIL,away,Cloudy.,70,657756,DH,5,0,2,0,0,0,1,0,0,1,0,.258,.356,.306,.662,657756,connorseabold,Seabold,Right,Connor Seabold,COL,7.52,5.13,87.1,102.0,80.0,95.0,0.8,6.9,2.89,11.95,1.96,0.72,0.297,0.366,0.157,0.395,0.46,72.0,88.0,86.0,100.0,101.0,103.0,74.0,104.0,93.0,,,,93.0,104.0,102.0,,0.544,0.305,0.018,0.133,-1.53,,-2.41,-8.0,0.41,92.6,80.6,,85.3,78.7,0.338,0.605,0.18600000000000003,0.313,0.616,0.262,,,,0.204,0.265,0.22699999999999998,0.5,0.6,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/03,6:40 PM.,COL,MIL,away,Cloudy.,77,607536,RF,1,0,0,0,0,0,0,0,0,0,0,.246,.353,.298,.651,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,,,,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,0.283,0.184,0.236,,0.122,1.13,-0.86,-0.2,,-3.3,88.8,84.2,88.7,84.1,,0.239,0.431,0.127,0.246,0.549,0.2,0.349,0.529,0.091,0.435,0.681,0.139,0.261,0.41,0.32,,,,,,,,,,,,,,,,,,,,,,96.0,105.0,105.0,0.176,-1.91,80.6,,,
2023/05/02,6:41 PM.,COL,MIL,away,Cloudy.,66,663372,DH,3,0,2,0,0,0,0,0,1,1,0,.250,.358,.304,.662,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.173,0.278,0.313,0.089,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,84.1,94.3,88.6,79.7,0.25,0.295,0.225,0.178,0.289,0.163,0.475,0.675,0.15,0.08,0.08,0.42100000000000004,0.333,0.4,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/29,6:10 PM.,LAA,MIL,home,Roof Closed.,66,672282,PH,1,0,1,0,0,0,2,0,0,0,0,.226,.333,.283,.616,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,0.432,0.319,0.194,0.054,-0.38,,0.91,0.14,-2.03,94.3,84.8,,88.7,74.7,0.291,0.505,0.212,0.0,0.0,0.267,,,,0.242,0.424,0.24600000000000002,0.191,0.326,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/26,12:40 PM.,DET,MIL,home,Roof Closed.,63,547179,DH,2,1,0,0,0,0,0,0,2,1,1,.212,.323,.269,.592,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,116.0,102.0,106.0,0.12,0.347,0.297,0.011,0.216,1.17,0.73,0.34,-4.26,0.26,94.3,84.5,93.7,84.7,82.3,0.211,0.333,0.171,0.293,0.61,0.214,0.333,0.4,0.038,0.186,0.403,0.314,0.667,1.667,0.182,89.0,75.0,71.0,,,,0.009,,-7.35,,90.8,,,,,0.6,1.2,0.16699999999999998,,,,,,,,,,,,
2023/04/25,6:41 PM.,DET,MIL,home,Roof Closed.,64,605513,DH,2,0,0,0,0,0,0,0,0,1,1,.220,.310,.280,.590,605513,spencerturnbull,Turnbull,Right,Spencer Turnbull,DET,7.26,6.12,31.0,100.0,98.0,97.0,0.801,6.97,4.35,10.74,1.45,1.48,0.272,0.33,0.184,0.369,0.418,122.0,85.0,86.0,92.0,103.0,106.0,92.0,106.0,100.0,91.0,99.0,91.0,104.0,98.0,100.0,0.193,0.405,0.223,0.068,0.11,-1.03,0.8,-1.38,-6.82,-2.39,92.9,87.5,93.4,83.8,78.6,0.273,0.527,0.228,0.29,0.452,0.294,0.304,0.391,0.115,0.143,0.286,0.235,0.5,0.8,0.235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/23,1:12 PM.,BOS,MIL,home,Roof Closed.,61,678394,DH,4,0,1,0,0,0,0,0,1,0,0,.229,.321,.292,.613,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,0.364,0.207,0.175,,0.239,-1.91,0.52,-1.86,,1.38,95.5,86.2,95.0,85.3,,0.31,0.646,0.19899999999999998,0.3,0.456,0.259,0.278,0.435,0.16,0.196,0.291,0.387,,,,88.0,100.0,88.0,,,,0.015,,-6.73,,89.1,,,,,0.462,1.077,0.20800000000000002,,,,,,,,,,,,
2023/04/22,6:10 PM.,BOS,MIL,home,Roof Closed.,62,676477,DH,3,0,0,0,0,0,0,0,0,0,1,.227,.314,.295,.609,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,93.0,106.0,106.0,73.0,96.0,97.0,0.525,0.004,0.23,,0.241,-2.31,-0.46,0.44,,-2.21,94.6,82.7,94.0,79.6,,,,,0.167,0.333,0.47200000000000003,0.326,0.538,0.184,0.312,0.559,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/21,7:11 PM.,BOS,MIL,home,Roof Closed.,62,601713,DH,4,0,0,0,0,0,0,0,0,2,2,.244,.319,.317,.636,601713,nickpivetta,Pivetta,Right,Nick Pivetta,BOS,4.04,3.98,142.2,102.0,119.0,107.0,0.733,11.54,3.15,6.94,1.45,0.87,0.231,0.438,0.124,0.354,0.421,,,,117.0,102.0,106.0,125.0,101.0,109.0,,,,124.0,107.0,112.0,,0.506,0.165,0.247,,0.57,,1.59,-0.09,,94.6,,,85.8,79.4,0.214,0.44,0.247,0.114,0.182,0.43799999999999994,,,,,,,0.215,0.4,0.313,78.0,104.0,98.0,49.0,109.0,69.0,0.078,0.005,0.67,-13.1,88.4,84.8,,,,0.267,0.467,0.379,0.25,1.0,0.16699999999999998,,,,,,,,,
2023/04/19,1:10 PM.,SEA,MIL,away,Roof Closed.,48,594835,DH,4,1,1,0,0,0,0,0,0,2,0,.270,.349,.351,.700,594835,marcogonzales,"Gonzales, M",Left,Marco Gonzales,SEA,5.22,5.27,50.0,109.0,87.0,101.0,0.818,6.12,3.24,9.9,0.9,1.16,0.202,0.46,0.129,0.294,0.429,89.0,116.0,105.0,96.0,108.0,105.0,78.0,104.0,96.0,,,,,,,0.002,0.366,,0.242,0.302,-1.28,6.42,,1.1,1.36,89.0,79.9,88.8,,79.3,0.333,0.556,0.124,,,,,,,0.222,0.358,0.295,0.294,0.353,0.135,92.0,104.0,90.0,,,,0.088,,-2.98,,85.9,,,,,0.389,0.667,0.17600000000000002,,,,,,,,,,,,
2023/04/18,6:40 PM.,SEA,MIL,away,Roof Closed.,46,669302,DH,3,0,0,0,0,0,0,0,0,1,1,.273,.359,.364,.723,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,0.003,0.419,0.297,,,0.01,-11.33,1.84,,,95.7,,93.7,88.7,,0.28,0.491,0.177,0.211,0.349,0.322,0.667,1.0,0.25,,,,0.214,0.371,0.306,,,,98.0,103.0,117.0,,0.148,,0.25,,85.6,,,,,,,0.174,0.34,0.35,110.0,95.0,103.0,0.134,0.39,80.3,,,
2023/04/15,1:05 PM.,SD,MIL,away,Sunny.,64,607625,DH,4,1,1,1,0,0,2,0,0,1,2,.300,.389,.400,.789,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.199,0.318,0.111,0.313,0.059,0.36,1.87,-0.6,0.26,-2.89,93.4,86.3,93.2,85.2,79.6,0.246,0.464,0.214,0.25,0.417,0.28600000000000003,0.208,0.36,0.08900000000000001,0.303,0.576,0.34299999999999997,0.287,0.384,0.265,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,,,,,,,,,,
2023/04/09,1:11 PM.,STL,MIL,home,Sunny.,63,663765,DH,3,1,1,0,0,0,0,0,0,0,2,.308,.387,.385,.772,663765,jakewoodford,Woodford,Right,Jake Woodford,STL,6.23,7.04,47.2,99.0,90.0,96.0,0.863,5.48,4.15,11.52,2.08,1.79,0.167,0.429,0.119,0.363,0.433,61.0,88.0,72.0,88.0,95.0,97.0,82.0,93.0,85.0,87.0,104.0,98.0,104.0,101.0,105.0,0.502,0.068,0.232,0.101,0.041,-10.74,-0.6,-0.99,-3.61,-0.23,92.4,86.2,92.0,81.7,76.3,0.571,1.357,0.29600000000000004,0.241,0.448,0.18600000000000003,0.299,0.536,0.11,0.167,0.167,0.182,0.455,0.727,0.2,94.0,107.0,104.0,,,,0.056,,-2.62,,89.8,,,,,0.5,0.625,0.16699999999999998,,,,,,,,,,,,
2023/04/07,7:10 PM.,STL,MIL,home,Roof Closed.,64,656427,DH,5,0,1,0,0,0,0,0,0,0,3,.304,.370,.391,.761,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,0.02,0.417,0.246,,0.033,-0.44,-2.28,-1.15,,0.86,93.1,85.3,90.1,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.333,0.333,0.1,0.154,0.154,0.083,0.204,0.372,0.402,92.0,98.0,101.0,,,,0.091,,-1.05,,88.7,,,,,0.318,0.545,0.264,,,,93.0,102.0,108.0,0.194,0.23,76.2,,,
2023/04/05,12:40 PM.,NYM,MIL,home,Roof Closed.,66,656849,DH,4,1,2,2,0,0,2,0,0,0,2,.333,.409,.444,.853,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,0.253,0.273,0.197,0.088,0.189,-0.83,0.66,-2.58,2.63,-1.35,92.7,85.3,91.5,85.3,78.6,0.287,0.425,0.281,0.268,0.472,0.39399999999999996,0.314,0.486,0.165,0.325,0.55,0.309,0.2,0.2,0.365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/04,6:39 PM.,NYM,MIL,home,Roof Closed.,63,453286,DH,3,0,0,0,0,0,0,0,0,1,1,.286,.389,.286,.675,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,0.463,0.168,0.124,0.141,0.72,,-0.21,0.51,0.03,93.7,83.8,,84.0,75.4,0.255,0.458,0.23800000000000002,0.25,0.545,0.364,,,,0.207,0.283,0.275,0.187,0.373,0.326,98.0,108.0,99.0,,,,0.104,,2.12,,88.4,,,,,0.135,0.243,0.33299999999999996,,,,,,,,,,,,
2023/04/03,1:11 PM.,NYM,MIL,home,Roof Closed.,65,471911,DH,3,1,1,0,0,0,1,0,2,0,3,.364,.467,.364,.831,471911,carloscarrasco,Carrasco,Right,Carlos Carrasco,NYM,6.8,6.77,90.0,98.0,93.0,96.0,0.765,6.6,3.8,11.5,1.8,1.52,0.195,0.459,0.13,0.352,0.382,108.0,103.0,104.0,88.0,103.0,104.0,75.0,95.0,85.0,91.0,90.0,87.0,104.0,98.0,108.0,0.1,0.323,0.184,0.091,0.299,-2.35,-3.88,-1.99,-1.25,0.12,92.7,87.2,91.5,84.1,80.1,0.358,0.651,0.166,0.329,0.575,0.32899999999999996,0.45,0.725,0.129,0.22,0.314,0.311,0.25,0.594,0.217,86.0,88.0,95.0,,,,0.004,,-9.5,,89.5,,,,,,,,,,,,,,,,,,,
2023/04/02,1:20 PM.,CHC,MIL,away,Sunny.,47,592791,DH,3,1,2,0,0,0,3,0,1,0,0,.375,.400,.375,.775,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,0.102,0.342,0.154,0.149,0.031,-0.69,0.9,0.75,-0.12,-0.22,93.7,86.5,93.9,80.9,80.5,0.261,0.553,0.204,0.233,0.333,0.27399999999999997,0.296,0.394,0.133,0.28,0.44,0.106,0.198,0.349,0.2,101.0,102.0,99.0,,,,0.222,,-0.32,,88.6,,,,,0.311,0.521,0.27399999999999997,,,,,,,,,,,,
2023/04/01,1:19 PM.,CHC,MIL,away,Cloudy.,39,657006,PH,1,0,1,0,0,0,1,0,0,0,0,.200,.200,.200,.400,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,123.0,104.0,111.0,0.018,0.626,0.339,0.006,0.01,0.67,0.89,0.54,2.44,-1.94,91.8,87.5,92.2,83.3,80.7,0.275,0.393,0.203,0.217,0.346,0.311,0.25,0.333,0.16699999999999998,0.4,0.4,0.1,0.0,0.0,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/03/30,1:20 PM.,CHC,MIL,away,Sunny.,42,573186,DH,4,0,0,0,0,0,0,0,0,3,4,.000,.000,.000,.000,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,102.0,97.0,95.0,78.0,111.0,109.0,0.464,0.082,0.051,0.23,,0.34,1.08,-0.41,0.34,,92.0,,91.4,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,0.245,0.332,0.14300000000000002,,,,,,,105.0,96.0,98.0,46.0,95.0,91.0,0.096,0.077,0.96,0.12,89.7,86.6,0.24,0.38,0.301,0.26,0.42,0.242,0.205,0.308,0.324,,,,,,,,,
2023/03/28,12:10 PM.,COL,MIL,away,Sunny.,76,663372,RF,2,1,1,0,0,1,2,0,1,0,2,.222,.382,.407,.789,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,95.0,106.0,105.0,0.173,0.278,0.313,0.089,0.147,-0.01,-4.88,1.27,-2.31,2.91,94.8,84.1,94.3,88.6,79.7,0.25,0.295,0.225,0.178,0.289,0.163,0.475,0.675,0.15,0.08,0.08,0.42100000000000004,0.333,0.4,0.11800000000000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
