date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/09/15,6:38 PM.,DET,LAA,home,Clear.,73,669373,1B,1,1,1,0,0,1,1,0,0,0,0,.132,.253,.279,.532,669373,tarikskubal,Skubal,Left,Tarik Skubal,DET,2.8,2.3,80.1,106.0,97.0,107.0,0.716,11.43,1.57,6.5,0.45,1.64,0.209,0.435,0.168,0.272,0.455,93.0,102.0,114.0,94.0,112.0,103.0,98.0,109.0,105.0,114.0,104.0,109.0,,,,0.122,0.36,,0.207,0.244,2.49,,2.7,-0.49,3.25,95.8,,84.3,95.9,87.6,0.206,0.299,0.256,,,,0.224,0.448,0.24,0.167,0.205,0.506,,,,,,,0.143,0.214,0.36,0.229,0.286,0.17300000000000001,,,,,,,,,,81.0,90.0,93.0,0.068,0.54,76.4
2023/06/23,6:41 PM.,COL,LAA,away,Partly Cloudy.,82,607536,1B,0,0,0,0,0,0,0,0,0,0,0,.119,.244,.224,.468,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,,,,0.283,0.184,,0.236,0.122,1.13,,-0.86,-0.2,-3.3,88.8,,84.2,88.7,84.1,0.239,0.431,0.127,,,,0.246,0.549,0.2,0.435,0.681,0.139,,,,,,,0.261,0.41,0.32,0.349,0.529,0.091,,,,,,,,,,96.0,105.0,105.0,0.176,-1.91,80.6
2023/06/21,6:40 PM.,LAD,LAA,home,Clear.,76,660813,1B,3,0,0,0,0,0,0,0,0,2,0,.119,.244,.224,.468,660813,brusdargraterol,Graterol,Right,Brusdar Graterol,LAD,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.206,0.273,0.456,,,,87.0,105.0,94.0,132.0,111.0,110.0,138.0,114.0,123.0,91.0,91.0,99.0,0.436,0.102,0.219,0.243,,1.14,1.66,3.37,-0.24,,98.3,95.6,,98.6,88.7,0.2,0.24,0.185,0.233,0.279,0.146,0.214,0.357,0.314,,,,,,,,,,,,,0.224,0.284,0.094,,,,,,,,,,,,,,,
2023/06/18,1:10 PM.,KC,LAA,away,Cloudy.,66,425844,1B,1,1,1,0,0,1,1,0,0,0,0,.125,.253,.234,.487,425844,zackgreinke,Greinke,Right,Zack Greinke,KCR,5.06,5.06,142.1,104.0,85.0,100.0,0.848,6.13,1.45,9.99,1.58,1.19,0.26,0.39,0.147,0.29,0.425,84.0,109.0,109.0,72.0,103.0,92.0,76.0,106.0,93.0,94.0,103.0,106.0,100.0,113.0,103.0,0.157,0.265,0.07,0.2,0.166,0.25,-0.94,-0.92,1.12,0.06,89.5,85.2,86.5,89.8,79.2,0.276,0.472,0.159,0.32,0.5,0.18600000000000003,0.214,0.282,0.231,0.241,0.37,0.207,96.0,97.0,104.0,0.141,-2.99,72.5,0.386,0.729,0.155,0.333,0.609,0.081,,,,,,,,,,,,,0.0,-3.64,57.9
2023/06/17,3:10 PM.,KC,LAA,away,Partly Cloudy.,86,594577,1B,0,0,0,0,0,0,0,0,0,0,0,.111,.243,.175,.418,594577,mikemayers,Mayers,Right,Mike Mayers,KCR,6.15,4.67,26.1,107.0,95.0,101.0,0.822,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,77.0,112.0,107.0,92.0,106.0,100.0,77.0,104.0,94.0,109.0,110.0,106.0,108.0,104.0,94.0,0.114,0.31,0.092,0.312,0.108,-0.83,-0.69,4.79,-1.9,-2.42,92.9,88.6,85.8,91.7,83.9,0.233,0.5,0.16699999999999998,0.5,0.625,0.185,0.382,0.471,0.28800000000000003,0.429,0.429,0.14800000000000002,86.0,92.0,93.0,0.064,-3.15,75.9,0.286,0.714,0.375,0.133,0.4,0.0,,,,,,,,,,,,,,,
2023/06/16,7:10 PM.,KC,LAA,away,Partly Cloudy.,87,663903,1B,4,0,0,0,0,0,0,0,0,1,3,.111,.243,.175,.418,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,,,,0.51,0.002,,0.426,0.063,-2.24,,-1.24,0.01,-0.3,90.9,,87.7,92.1,84.0,,,,,,,0.0,0.0,0.6,0.265,0.353,0.10400000000000001,,,,,,,,,,0.339,0.555,0.113,,,,,,,,,,,,,,,
2023/06/15,7:09 PM.,TEX,LAA,away,Roof Closed.,74,543135,1B,3,1,1,1,0,0,0,0,0,1,1,.119,.257,.186,.443,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,,0.372,0.176,0.04,,0.41,1.33,,-3.23,,95.1,90.6,,,83.9,0.234,0.423,0.183,0.238,0.417,0.198,0.303,0.606,0.13699999999999998,,,,99.0,104.0,102.0,0.135,0.86,76.0,0.2,0.22,0.41700000000000004,,,,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,
2023/06/14,7:07 PM.,TEX,LAA,away,Roof Closed.,74,571760,1B,4,0,0,0,0,0,0,0,0,1,3,.107,.254,.161,.415,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,107.0,99.0,99.0,,,,94.0,104.0,108.0,,,,,0.579,,0.252,0.169,0.1,,,-1.35,-0.11,92.5,,84.0,,82.0,0.236,0.431,0.256,,,,0.259,0.443,0.29600000000000004,0.274,0.452,0.24,80.0,143.0,68.0,0.0,-3.87,74.4,,,,,,,,,,,,,,,,,,,,,
2023/06/12,7:07 PM.,TEX,LAA,away,Roof Closed.,74,641540,1B,3,0,0,0,0,0,0,0,0,1,1,.115,.270,.173,.443,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,90.0,100.0,95.0,0.331,0.032,0.2,0.234,0.156,-3.75,0.82,1.37,0.14,-0.87,90.5,88.9,85.7,91.0,82.1,0.294,0.765,0.235,0.258,0.393,0.231,0.212,0.364,0.345,0.301,0.478,0.258,78.0,82.0,84.0,0.016,-3.56,78.1,0.25,0.25,0.5,0.246,0.354,0.08,,,,,,,,,,,,,0.032,-0.43,77.5
2023/06/11,1:08 PM.,SEA,LAA,home,Cloudy.,69,669302,1B,4,0,0,0,0,0,0,0,0,1,1,.122,.283,.184,.467,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,,,,0.003,0.419,,0.297,,0.01,,-11.33,1.84,,95.7,,,93.7,88.7,0.28,0.491,0.177,,,,0.211,0.349,0.322,,,,,,,,,,0.214,0.371,0.306,0.667,1.0,0.25,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,110.0,95.0,103.0,0.134,0.39,80.3
2023/06/09,6:39 PM.,SEA,LAA,home,Cloudy.,67,622491,1B,4,0,0,0,0,0,0,0,0,2,2,.133,.304,.200,.504,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,0.156,1.31,,0.6,-0.12,-1.6,96.3,,88.3,95.9,85.7,0.165,0.384,0.33,,,,0.234,0.455,0.37799999999999995,0.28,0.42,0.325,,,,,,,,,,0.239,0.337,0.136,,,,,,,,,,,,,,,
2023/06/08,6:40 PM.,CHC,LAA,home,Clear.,71,592767,1B,1,0,0,0,0,0,0,0,0,1,2,.146,.327,.220,.547,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,0.389,,0.117,,,,-0.51,-1.32,,,,88.6,,91.9,,,,,0.293,0.463,0.21600000000000003,,,,,,,,,,,,,0.229,0.399,0.36,0.314,0.6,0.17300000000000001,,,,,,,,,,105.0,102.0,103.0,0.494,-0.09,78.6
2023/06/07,6:38 PM.,CHC,LAA,home,Cloudy.,68,592791,1B,3,0,0,0,0,0,0,0,1,3,3,.150,.333,.225,.558,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,87.0,104.0,97.0,97.0,107.0,97.0,117.0,113.0,122.0,101.0,102.0,99.0,0.102,0.342,0.222,0.154,0.031,-0.69,-0.32,0.9,0.75,-0.22,93.7,88.6,86.5,93.9,80.9,0.261,0.553,0.204,0.311,0.521,0.27399999999999997,0.233,0.333,0.27399999999999997,0.28,0.44,0.106,109.0,111.0,113.0,0.149,-0.12,80.5,0.198,0.349,0.2,0.296,0.394,0.133,,,,,,,,,,,,,,,
2023/06/06,6:39 PM.,CHC,LAA,home,Cloudy.,65,669713,1B,0,0,0,0,0,0,0,0,1,0,0,.162,.340,.243,.583,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,80.0,105.0,94.0,92.0,96.0,91.0,123.0,98.0,110.0,100.0,98.0,104.0,0.189,0.296,0.1,0.366,0.049,-1.9,-0.42,-0.38,1.49,0.65,94.3,88.8,84.5,92.9,82.0,0.327,0.636,0.165,0.308,0.654,0.2,0.14,0.231,0.376,0.188,0.188,0.133,,,,,,,,,,0.273,0.545,0.145,,,,,,,,,,,,,,,
2023/06/04,1:11 PM.,HOU,LAA,away,Roof Closed.,73,641585,1B,0,0,0,0,0,0,0,0,0,0,0,.162,.326,.243,.569,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,0.431,0.189,0.091,0.152,-0.26,0.33,,-2.09,2.51,93.0,86.8,81.8,,80.1,0.308,0.481,0.106,0.317,0.446,0.22,0.25,0.533,0.298,0.183,0.237,0.308,116.0,98.0,100.0,0.137,0.16,76.0,0.145,0.273,0.42200000000000004,,,,,,,,,,,,,,,,,,
2023/06/03,3:11 PM.,HOU,LAA,away,Roof Closed.,73,664299,1B,4,0,0,0,0,0,0,0,0,1,1,.162,.326,.243,.569,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,0.041,0.44,,,-0.09,-1.29,92.7,,83.7,,79.5,0.236,0.455,0.265,,,,0.211,0.367,0.287,0.28,0.36,0.392,,,,,,,0.268,0.366,0.195,,,,,,,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6
2023/06/02,7:11 PM.,HOU,LAA,away,Roof Closed.,73,664285,1B,3,0,1,1,0,0,0,0,1,1,1,.182,.357,.273,.630,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,99.0,99.0,95.0,0.468,0.001,0.034,0.087,0.157,-16.35,0.45,0.93,-0.32,0.73,95.7,89.1,90.1,95.3,84.7,,,,0.182,0.182,0.435,0.189,0.405,0.43799999999999994,0.231,0.342,0.311,118.0,98.0,106.0,0.253,1.07,80.2,0.158,0.211,0.402,0.274,0.455,0.126,,,,,,,,,,,,,,,
2023/06/01,7:10 PM.,HOU,LAA,away,Roof Closed.,73,669854,1B,3,0,0,0,0,0,0,0,1,1,2,.167,.342,.233,.575,669854,ronelblanco,Blanco,Right,Ronel Blanco,HOU,4.5,5.13,52.0,96.0,98.0,99.0,0.693,9.0,4.85,8.48,2.08,0.75,0.174,0.521,0.125,0.347,0.392,94.0,102.0,104.0,104.0,92.0,95.0,,,,93.0,99.0,101.0,,,,,0.402,,0.486,0.09,-2.87,,,1.85,0.46,94.5,,85.5,,88.0,0.343,0.714,0.185,,,,0.189,0.321,0.426,0.263,0.316,0.37,109.0,83.0,85.0,0.022,-0.98,80.0,,,,,,,,,,,,,,,,,,,,,
2023/05/31,1:11 PM.,CWS,LAA,away,Partly Cloudy.,84,458681,1B,5,0,2,2,0,0,3,0,0,0,1,.185,.353,.259,.612,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.07,-0.4,-0.35,1.21,-3.65,-1.23,92.4,88.7,84.9,91.4,83.0,0.255,0.52,0.316,0.273,0.512,0.267,0.286,0.446,0.308,0.302,0.372,0.29600000000000004,109.0,97.0,106.0,0.074,-2.24,80.8,0.208,0.453,0.354,0.239,0.394,0.177,,,,,,,,,,,,,,,
2023/05/30,7:10 PM.,CWS,LAA,away,Clear.,73,608337,1B,4,0,1,0,0,0,0,0,0,2,1,.136,.345,.136,.481,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,0.283,-0.85,,,-0.25,-0.2,93.1,,80.9,,84.0,0.262,0.546,0.2,,,,0.236,0.438,0.345,0.209,0.442,0.35200000000000004,81.0,76.0,78.0,0.015,-3.72,77.9,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,
2023/05/29,7:12 PM.,CWS,LAA,away,Cloudy.,74,656629,1B,0,1,0,0,0,0,0,0,1,0,0,.111,.360,.111,.471,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,,,,0.614,,0.272,0.074,-0.71,,,-1.5,0.15,95.2,,88.7,,84.8,0.244,0.462,0.264,,,,0.258,0.516,0.27399999999999997,0.133,0.3,0.33899999999999997,96.0,97.0,97.0,0.04,-0.94,80.6,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,
2023/05/28,1:07 PM.,MIA,LAA,home,Cloudy.,68,691587,1B,2,0,0,0,0,0,0,0,1,1,2,.111,.333,.111,.444,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,128.0,100.0,109.0,,,,101.0,102.0,107.0,,,,,0.454,,0.308,0.098,-0.47,,,0.99,0.99,97.5,,89.7,,86.4,0.289,0.585,0.187,,,,0.183,0.365,0.47700000000000004,0.045,0.045,0.462,91.0,95.0,99.0,0.14,1.89,81.2,0.098,0.171,0.5429999999999999,,,,,,,,,,,,,,,,,,
2023/05/27,7:07 PM.,MIA,LAA,home,Partly Cloudy.,66,665795,1B,1,2,0,0,0,0,0,0,2,1,1,.125,.333,.125,.458,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,91.0,98.0,99.0,106.0,95.0,92.0,109.0,86.0,82.0,115.0,98.0,104.0,,,,0.093,0.279,,0.081,0.314,0.19,,-0.3,-0.71,1.29,96.2,,92.9,96.1,88.2,0.211,0.366,0.191,,,,0.222,0.444,0.306,0.186,0.3,0.363,109.0,102.0,103.0,0.234,-0.37,84.6,0.24,0.38,0.38,0.28,0.44,0.233,,,,,,,,,,,,,,,
