date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,KC%,wSI/C,wKC/C,vSI,vKC,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/09/13,12:10 PM.,TB,MIN,home,Sunny.,60,671737,2B,3,1,0,0,0,0,0,0,1,2,1,.270,.381,.453,.834,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,0.449,,0.167,,-0.8,,0.04,,96.1,,,79.0,0.277,0.559,0.191,,,,,,,0.169,0.338,0.22399999999999998,,,,0.001,,0.0,,97.8,,,,,106.0,99.0,99.0,0.248,-1.32,88.9,0.312,0.581,0.295,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,
2023/09/12,6:41 PM.,TB,MIN,home,Partly Cloudy.,63,641793,DH,3,1,1,0,0,1,1,0,1,0,0,.273,.383,.457,.840,641793,zacklittell,Littell,Right,Zack Littell,- - -,4.1,4.24,90.0,105.0,92.0,105.0,0.801,7.4,1.2,9.4,1.3,1.12,0.263,0.401,0.128,0.36,0.469,,,,,,,73.0,109.0,100.0,103.0,100.0,105.0,0.312,0.397,,,0.57,0.34,,,94.1,,87.1,,0.26,0.44,0.22,,,,0.25,0.417,0.3,,,,74.0,108.0,98.0,0.099,,0.28,,92.9,,0.237,0.342,0.063,,,,,,,,,,,,,115.0,107.0,118.0,0.192,-1.3,84.3,0.268,0.415,0.281,,,,,,,,,
2023/09/11,6:41 PM.,TB,MIN,home,Partly Cloudy.,72,607192,2B,2,1,1,0,0,0,0,0,1,1,0,.272,.381,.448,.829,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,0.432,0.348,0.213,0.003,0.54,1.25,1.81,2.91,96.4,92.3,90.1,83.9,0.236,0.41,0.249,,,,0.254,0.373,0.382,0.095,0.19,0.522,,,,0.004,,-7.7,,96.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/10,1:13 PM.,NYM,MIN,home,Cloudy.,69,656731,DH,1,0,0,0,0,0,0,0,3,1,1,.271,.379,.448,.827,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,0.557,0.206,0.086,0.149,-0.4,-1.04,-0.05,-0.09,94.9,87.9,84.4,77.2,0.314,0.494,0.184,0.264,0.396,0.24100000000000002,0.264,0.445,0.311,0.167,0.167,0.354,,,,,,,,,,,,,,,,,,,,,,,,,116.0,83.0,118.0,0.002,5.58,86.1,,,,,,,,,,,,
2023/09/08,7:10 PM.,NYM,MIN,home,Clear.,75,673540,DH,3,0,0,0,0,0,0,0,1,1,2,.272,.374,.449,.823,673540,kodaisenga,Senga,Right,Kodai Senga,NYM,2.98,3.87,166.1,95.0,97.0,97.0,0.721,10.93,4.17,6.82,0.92,1.23,0.252,0.416,0.161,0.333,0.382,,,,91.0,90.0,87.0,109.0,97.0,97.0,100.0,93.0,102.0,0.37,0.116,0.027,,0.17,-0.96,-0.23,,95.7,,82.7,72.8,0.244,0.399,0.17300000000000001,,,,0.333,0.952,0.245,0.125,0.5,0.444,,,,,,,,,,,,,93.0,95.0,93.0,0.25,2.52,90.8,0.244,0.339,0.182,,,,,,,,,,0.11,0.147,0.595,,,,,,,0.237,0.95,83.2
2023/09/06,1:10 PM.,CLE,MIN,away,Partly Cloudy.,87,668909,1B,2,0,0,0,0,0,0,0,2,1,1,.275,.376,.454,.830,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.553,0.221,0.17,0.056,0.35,2.27,-1.23,-3.24,95.7,88.2,84.9,76.2,0.25,0.404,0.249,0.353,0.588,0.212,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/05,6:11 PM.,CLE,MIN,away,Clear.,86,676440,2B,3,0,0,0,0,0,0,0,0,2,2,.277,.374,.458,.832,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,0.471,0.27,0.093,0.166,0.6,1.35,-1.11,1.07,94.9,83.8,84.7,78.3,0.243,0.348,0.19,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/04,6:11 PM.,CLE,MIN,away,Partly Cloudy.,84,608337,DH,3,3,0,0,0,0,0,0,3,1,1,.280,.378,.463,.841,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,107.0,105.0,104.0,0.419,0.282,0.015,0.283,-0.85,-0.25,-3.72,-0.2,93.1,80.9,84.0,77.9,0.262,0.546,0.2,0.209,0.442,0.35200000000000004,0.236,0.438,0.345,0.5,0.5,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/03,1:38 PM.,TEX,MIN,away,Roof Closed.,74,592351,DH,3,1,2,1,0,0,0,0,0,1,0,.283,.375,.468,.843,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,116.0,103.0,109.0,0.424,0.398,0.062,0.116,-1.83,2.33,-1.69,1.71,95.7,88.8,87.2,78.2,0.346,0.551,0.179,0.211,0.268,0.213,0.105,0.211,0.324,0.263,0.737,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/02,6:16 PM.,TEX,MIN,away,Roof Closed.,74,656756,2B,2,0,1,0,0,0,0,0,0,1,2,.279,.373,.462,.835,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,0.106,,0.222,0.229,-0.68,,0.84,0.2,93.4,83.5,,80.5,0.333,0.5,0.195,0.239,0.405,0.392,,,,0.191,0.357,0.371,91.0,99.0,91.0,0.426,,1.22,,93.3,,0.255,0.374,0.141,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,
2023/09/01,7:07 PM.,TEX,MIN,away,Roof Closed.,74,453286,DH,3,0,0,0,0,0,0,0,0,3,0,.277,.372,.462,.834,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.124,0.141,0.72,-0.21,0.51,0.03,93.7,83.8,84.0,75.4,0.255,0.458,0.23800000000000002,0.207,0.283,0.275,0.25,0.545,0.364,0.187,0.373,0.326,,,,,,,,,,,,,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,
2023/08/30,12:11 PM.,CLE,MIN,home,Partly Cloudy.,74,676440,DH,4,0,0,0,0,0,0,0,1,2,2,.280,.375,.467,.842,676440,tannerbibee,Bibee,Right,Tanner Bibee,CLE,2.98,3.69,142.0,100.0,98.0,101.0,0.763,8.94,2.85,7.73,0.82,0.88,0.244,0.383,0.168,0.302,0.427,101.0,98.0,105.0,88.0,98.0,102.0,91.0,97.0,91.0,110.0,106.0,115.0,0.471,0.27,0.093,0.166,0.6,1.35,-1.11,1.07,94.9,83.8,84.7,78.3,0.243,0.348,0.19,0.213,0.298,0.37799999999999995,0.206,0.355,0.317,0.271,0.479,0.233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,6:40 PM.,CLE,MIN,home,Clear.,80,668909,2B,4,0,1,0,0,0,0,0,1,0,1,.285,.378,.474,.852,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.553,0.221,0.17,0.056,0.35,2.27,-1.23,-3.24,95.7,88.2,84.9,76.2,0.25,0.404,0.249,0.353,0.588,0.212,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/28,6:41 PM.,CLE,MIN,home,Partly Cloudy.,83,675540,2B,4,1,1,0,0,0,0,0,1,2,2,.285,.378,.478,.856,675540,xzavioncurry,Curry,Right,Xzavion Curry,CLE,4.07,4.93,95.0,101.0,91.0,99.0,0.815,6.35,2.84,9.28,1.14,0.69,0.266,0.357,0.128,0.364,0.448,74.0,89.0,87.0,90.0,93.0,94.0,82.0,97.0,94.0,103.0,110.0,110.0,0.484,0.361,0.116,0.039,-0.14,0.89,-2.04,-1.29,92.5,87.7,85.1,75.1,0.283,0.478,0.191,0.278,0.5,0.0,0.238,0.361,0.23199999999999998,0.31,0.524,0.259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,1:12 PM.,TEX,MIN,home,Partly Cloudy.,71,656756,PH,0,0,0,0,0,0,0,0,0,0,0,.286,.378,.482,.860,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,0.106,,0.222,0.229,-0.68,,0.84,0.2,93.4,83.5,,80.5,0.333,0.5,0.195,0.239,0.405,0.392,,,,0.191,0.357,0.371,91.0,99.0,91.0,0.426,,1.22,,93.3,,0.255,0.374,0.141,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,
2023/08/26,6:16 PM.,TEX,MIN,home,Overcast.,72,453286,DH,3,1,1,1,0,0,0,0,0,1,0,.286,.378,.482,.860,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,94.0,106.0,106.0,96.0,101.0,104.0,104.0,101.0,101.0,106.0,108.0,108.0,0.463,0.168,0.124,0.141,0.72,-0.21,0.51,0.03,93.7,83.8,84.0,75.4,0.255,0.458,0.23800000000000002,0.207,0.283,0.275,0.25,0.545,0.364,0.187,0.373,0.326,,,,,,,,,,,,,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.33299999999999996,,,,,,,,,,,,,,,,,,,,,
2023/08/25,7:11 PM.,TEX,MIN,home,Partly Cloudy.,84,641540,DH,5,2,1,0,0,1,3,0,1,4,3,.285,.378,.479,.857,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,101.0,106.0,106.0,0.032,0.234,0.016,0.156,-3.75,0.14,-3.56,-0.87,90.5,85.7,82.1,78.1,0.294,0.765,0.235,0.301,0.478,0.258,0.212,0.364,0.345,0.25,0.25,0.5,79.0,104.0,94.0,0.331,0.032,1.37,-0.43,91.0,77.5,0.246,0.354,0.08,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,,,,,,,,,,,,,,,,,,
2023/08/24,6:11 PM.,TEX,MIN,home,Partly Cloudy.,84,571760,2B,1,0,0,0,0,0,0,0,0,1,0,.287,.379,.473,.852,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,0.579,0.252,0.0,0.169,0.1,-1.35,-3.87,-0.11,92.5,84.0,82.0,74.4,0.236,0.431,0.256,0.274,0.452,0.24,0.259,0.443,0.29600000000000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,1:11 PM.,MIL,MIN,away,Sunny.,97,669203,DH,5,1,1,0,0,0,0,0,0,2,2,.288,.380,.475,.855,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,,0.085,0.171,0.112,,1.12,1.35,1.07,,89.3,86.0,79.8,,,,0.204,0.258,0.306,0.159,0.275,0.43799999999999994,0.133,0.211,0.488,103.0,97.0,90.0,0.077,,-2.42,,95.3,,0.291,0.564,0.129,127.0,101.0,103.0,0.554,1.51,94.4,0.209,0.34,0.22699999999999998,,,,,,,,,,,,,,,,,,,,,
