date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,KC%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wKC/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,vKC,CU_ba,CU_slg,CU_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO,Stf+ FS,Loc+ FS,Pit+ FS
2023/05/05,6:41 PM.,CWS,CIN,home,Clear.,75,458681,C,0,0,0,0,0,0,0,0,0,0,0,.185,.313,.185,.498,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,104.0,105.0,99.0,0.126,0.437,0.23,0.063,0.074,,0.07,-0.4,-0.35,1.21,-3.65,-2.24,,-1.23,92.4,88.7,84.9,91.4,83.0,80.8,,0.208,0.453,0.354,0.255,0.52,0.316,0.273,0.512,0.267,0.286,0.446,0.308,0.239,0.394,0.177,0.302,0.372,0.29600000000000004,,,,,,,,,,,,,,,
2023/05/02,6:42 PM.,SD,CIN,away,Partly Cloudy.,61,608379,C,2,0,0,0,0,0,0,0,0,0,0,.185,.313,.185,.498,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.288,0.124,,0.11,,0.345,1.23,-2.13,-0.36,,1.04,,1.06,92.0,86.9,81.6,91.9,,74.0,,0.172,0.31,0.27,0.188,0.323,0.16699999999999998,0.364,0.582,0.165,,,,0.25,0.45,0.111,0.207,0.346,0.359,,,,,,,,,,,,,,,
2023/05/01,6:41 PM.,SD,CIN,away,Cloudy.,60,605483,C,1,0,0,0,0,0,0,0,0,1,0,.200,.310,.200,.510,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,107.0,91.0,94.0,,,,,0.486,,0.131,0.198,,0.184,0.07,,,0.68,2.55,,2.65,95.5,,86.7,,88.4,81.0,,0.079,0.14,0.563,0.255,0.389,0.195,,,,0.123,0.26,0.536,,,,0.185,0.266,0.46799999999999997,,,,,,,,,,,,,,,
2023/04/30,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,686610,C,1,0,0,0,0,0,0,0,1,1,2,.208,.321,.208,.529,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.02,,0.166,-0.52,,,-0.79,-3.62,,-1.4,93.3,,84.2,,81.1,74.5,,0.333,0.833,0.0,0.275,0.493,0.17800000000000002,,,,0.218,0.423,0.32799999999999996,,,,0.34,0.515,0.374,,,,,,,,,,,,,,,
2023/04/29,1:08 PM.,OAK,CIN,away,Partly Cloudy.,63,666205,C,0,0,0,0,0,0,0,0,0,0,0,.217,.308,.217,.525,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,0.517,,0.253,0.149,,0.081,-2.52,,,-0.45,-2.07,,-3.21,93.5,,87.9,,87.1,81.2,,0.268,0.415,0.284,0.395,0.663,0.161,,,,0.293,0.475,0.242,,,,0.333,0.5,0.387,,,,,,,,,,,,,,,
2023/04/26,12:37 PM.,TEX,CIN,home,Partly Cloudy.,58,592351,C,1,0,0,0,0,0,0,0,0,0,1,.217,.308,.217,.525,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,,,,0.424,,0.398,0.062,,0.116,-1.83,,,2.33,-1.69,,1.71,95.7,,88.8,,87.2,78.2,,0.263,0.737,0.27,0.346,0.551,0.179,,,,0.105,0.211,0.324,,,,0.211,0.268,0.213,,,,,,,,,,,,,,,
2023/04/23,1:38 PM.,PIT,CIN,away,Cloudy.,47,592826,C,0,0,0,0,0,0,0,0,0,0,0,.227,.292,.227,.519,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,,0.003,0.125,-1.31,,6.0,2.19,,-2.3,-1.78,93.2,,88.6,92.9,83.2,,80.6,,,,0.314,0.51,0.222,,,,0.192,0.308,0.319,,,,0.25,0.375,0.257,,,,,,,94.0,146.0,144.0,,,,,,
2023/04/22,7:00 PM.,PIT,CIN,away,Partly Cloudy.,56,448179,C,1,0,0,0,0,0,0,0,1,1,0,.227,.292,.227,.519,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,67.1,0.283,0.47,0.174,0.249,0.454,0.218,0.39,0.701,0.19899999999999998,0.5,0.929,0.125,0.105,0.105,0.226,0.263,0.421,0.037000000000000005,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,TB,CIN,home,Clear.,66,671737,C,3,0,2,0,0,0,0,0,0,0,0,.238,.273,.238,.511,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,106.0,99.0,99.0,0.001,0.449,0.248,,0.167,,,-0.8,-1.32,0.0,,0.04,,,96.1,88.9,,97.8,,79.0,,0.169,0.338,0.22399999999999998,0.277,0.559,0.191,0.312,0.581,0.295,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,,,,,,,
2023/04/16,2:24 PM.,PHI,CIN,home,Partly Cloudy.,57,605400,3B,0,0,0,0,0,0,0,0,0,0,0,.167,.211,.167,.378,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.316,0.126,-0.03,0.4,0.46,,,0.47,0.14,92.7,86.3,85.9,91.8,,,79.4,0.221,0.398,0.33299999999999996,0.246,0.503,0.217,0.246,0.508,0.301,,,,0.279,0.416,0.106,0.22,0.319,0.319,,,,,,,118.0,105.0,113.0,,,,,,
2023/04/15,4:11 PM.,PHI,CIN,home,Partly Cloudy.,79,621381,C,5,1,1,0,0,0,0,0,0,2,5,.167,.211,.167,.378,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,,,0.004,1.08,-0.5,0.27,2.22,,,-9.98,93.4,87.6,86.5,93.2,83.1,,,,,,0.186,0.371,0.311,0.296,0.556,0.25,0.133,0.256,0.34299999999999997,0.344,0.459,0.156,,,,,,,,,,,,,,,,,,
2023/04/13,6:41 PM.,PHI,CIN,home,Clear.,82,663559,C,4,0,1,0,0,0,0,0,0,1,1,.154,.214,.154,.368,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,,0.046,-0.08,,-1.63,-1.91,-0.85,,-0.8,90.7,,84.6,90.7,84.5,76.5,,0.267,0.493,0.209,0.305,0.435,0.156,,,,0.288,0.746,0.19899999999999998,0.333,0.571,0.133,0.273,0.364,0.33299999999999996,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,,,,
2023/04/11,7:20 PM.,ATL,CIN,away,Clear.,71,657140,C,3,0,0,0,0,0,0,0,1,1,2,.111,.200,.111,.311,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.473,0.063,-1.42,,-5.6,-16.59,,0.97,0.41,93.3,,88.3,92.7,87.1,,84.0,0.162,0.382,0.314,0.3,0.5,0.23800000000000002,,,,,,,0.568,0.676,0.079,0.0,0.0,0.091,,,,,,,120.0,98.0,103.0,,,,,,
2023/04/08,4:07 PM.,PHI,CIN,away,Cloudy.,53,663559,C,3,0,1,0,0,0,0,0,0,0,1,.167,.167,.167,.334,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,,0.046,-0.08,,-1.63,-1.91,-0.85,,-0.8,90.7,,84.6,90.7,84.5,76.5,,0.267,0.493,0.209,0.305,0.435,0.156,,,,0.288,0.746,0.19899999999999998,0.333,0.571,0.133,0.273,0.364,0.33299999999999996,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,,,,,,,
2023/04/01,4:11 PM.,PIT,CIN,home,Cloudy.,45,448179,C,3,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.008,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-3.65,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,67.1,0.283,0.47,0.174,0.249,0.454,0.218,0.39,0.701,0.19899999999999998,0.5,0.929,0.125,0.105,0.105,0.226,0.263,0.421,0.037000000000000005,,,,,,,,,,,,,,,
