date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,CU%,CH%,wFA/C,wFC/C,wFS/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vFS,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,FO%,wFO/C,vFO
2023/07/29,3:11 PM.,TOR,LAA,away,Roof Closed.,68,666201,CF,4,0,0,0,0,0,0,0,1,3,6,.325,.358,.592,.950,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,,,,,,,0.282,0.29,,,,0.128,-2.16,,,0.68,,-1.01,92.8,,,86.3,92.6,,0.25,0.379,0.129,,,,,,,,,,0.273,0.432,0.2,0.316,0.592,0.244,94.0,93.0,96.0,0.3,-1.17,80.8,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,
2023/07/28,7:08 PM.,TOR,LAA,away,Cloudy.,82,592332,CF,5,0,1,0,0,0,0,0,0,1,4,.332,.362,.604,.966,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,,,,105.0,108.0,109.0,,0.509,,0.384,,,1.13,,0.3,,,,94.7,,86.3,,,,,,,,,,0.201,0.307,0.43200000000000005,,,,,,,0.243,0.409,0.172,89.0,89.0,94.0,0.108,-0.97,83.6,0.348,0.565,0.353,,,,,,,,,,,,,,,
2023/07/27,1:10 PM.,DET,LAA,away,Overcast.,78,547179,CF,4,1,1,1,0,0,0,0,0,3,3,.331,.360,.612,.972,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,82.0,108.0,100.0,89.0,75.0,71.0,,,,0.12,0.347,0.009,,0.011,0.216,1.17,-7.35,,0.73,-4.26,0.26,94.3,90.8,,84.5,93.7,82.3,0.333,0.4,0.038,0.6,1.2,0.16699999999999998,,,,0.667,1.667,0.182,0.186,0.403,0.314,0.211,0.333,0.171,116.0,102.0,106.0,0.297,0.34,84.7,0.293,0.61,0.214,,,,,,,,,,,,,,,
2023/07/27,4:11 PM.,DET,LAA,away,Clear.,84,666159,CF,4,1,2,1,0,0,0,0,1,0,0,.335,.366,.615,.981,666159,mattmanning,Manning,Right,Matt Manning,DET,3.58,5.48,78.0,102.0,104.0,102.0,0.831,5.77,2.42,6.92,1.27,0.83,0.272,0.423,0.142,0.389,0.492,62.0,96.0,84.0,102.0,99.0,101.0,103.0,104.0,100.0,,,,,,,,,,,0.478,,,0.172,0.036,0.58,,,,-0.9,0.93,93.4,,,87.7,,79.5,,,,,,,,,,0.258,0.419,0.094,0.111,0.111,0.063,0.214,0.366,0.182,112.0,102.0,107.0,0.315,1.21,81.9,0.185,0.383,0.261,,,,,,,,,,,,,,,
2023/07/25,6:42 PM.,DET,LAA,away,Overcast.,85,593958,CF,5,0,2,1,0,0,1,0,0,0,3,.333,.363,.615,.978,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,90.0,101.0,98.0,,,,0.093,0.454,0.192,,,0.189,0.65,0.51,,1.11,,0.71,92.2,88.8,,85.9,92.4,,0.165,0.228,0.135,0.2,0.471,0.19399999999999998,,,,,,,0.233,0.292,0.317,0.278,0.431,0.222,103.0,107.0,106.0,0.072,3.12,84.5,0.089,0.178,0.395,,,,,,,,,,,,,,,
2023/07/23,1:08 PM.,PIT,LAA,home,Overcast.,81,656605,CF,4,1,1,0,0,0,0,0,0,3,0,.331,.362,.615,.977,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,99.0,98.0,99.0,,,,0.228,0.261,0.242,,0.08,0.028,0.66,-0.07,,1.66,-1.97,-2.63,95.2,89.7,,90.7,93.9,78.0,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,,,,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,0.176,0.351,0.302,142.0,104.0,123.0,0.161,-0.5,82.8,0.221,0.324,0.272,,,,,,,,,,,,,,,
2023/07/22,6:08 PM.,PIT,LAA,home,Partly Cloudy.,79,621366,CF,4,0,1,0,0,0,0,0,0,1,0,.333,.364,.624,.988,621366,ryanborucki,Borucki,Left,Ryan Borucki,PIT,2.45,3.35,40.1,103.0,98.0,102.0,0.738,7.36,0.89,5.8,0.89,1.21,0.243,0.459,0.234,0.324,0.478,87.0,113.0,100.0,,,,,,,97.0,101.0,96.0,,,,,,,0.203,,,,,0.112,,,,0.55,,3.98,,,,84.6,94.0,,0.308,0.538,0.085,,,,,,,,,,0.158,0.158,0.297,,,,108.0,112.0,111.0,0.686,1.93,86.7,0.088,0.265,0.353,,,,,,,,,,,,,,,
2023/07/21,6:39 PM.,PIT,LAA,home,Partly Cloudy.,79,670912,CF,4,1,2,1,0,0,1,0,0,2,2,.335,.367,.634,1.001,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,100.0,93.0,92.0,,,,,,,0.05,0.392,,,0.149,0.041,-1.25,,,0.93,0.82,-0.07,95.8,,,88.1,95.7,80.9,0.276,0.345,0.065,,,,,,,0.193,0.352,0.308,0.25,0.3,0.35700000000000004,0.277,0.477,0.183,103.0,98.0,104.0,0.367,0.8,88.2,0.21,0.349,0.326,,,,,,,,,,,,,,,
2023/07/19,4:07 PM.,NYY,LAA,home,Partly Cloudy.,89,607074,CF,5,0,1,0,0,0,1,0,0,1,4,.331,.364,.631,.995,607074,carlosrodon,Rodón,Left,Carlos Rodón,NYY,6.85,5.34,64.1,97.0,111.0,100.0,0.764,8.95,3.92,9.09,2.1,0.52,0.212,0.402,0.116,0.381,0.429,84.0,67.0,81.0,102.0,92.0,96.0,106.0,101.0,100.0,,,,,,,,,,,0.603,,,0.065,0.043,-1.05,,,,-3.96,0.96,95.3,,,85.5,,79.7,,,,,,,,,,0.375,1.25,0.21100000000000002,0.0,0.0,0.42100000000000004,0.294,0.55,0.217,126.0,95.0,104.0,0.29,-0.06,85.4,0.2,0.347,0.37200000000000005,,,,,,,,,,,,,,,
2023/07/18,6:38 PM.,NYY,LAA,home,Clear.,82,593334,CF,4,1,3,0,0,1,3,1,0,1,3,.336,.369,.645,1.014,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,,,,0.105,0.277,,,0.409,0.209,-1.75,,,0.95,1.5,1.01,92.3,,,85.8,92.4,82.9,0.15,0.325,0.13,,,,,,,0.174,0.344,0.39299999999999996,0.2,0.306,0.322,0.321,0.741,0.19,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/17,6:39 PM.,NYY,LAA,home,Clear.,79,622663,CF,4,0,1,0,0,0,0,0,1,1,4,.324,.359,.622,.981,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,,,,103.0,104.0,98.0,92.0,91.0,87.0,110.0,100.0,98.0,,,,0.028,0.449,0.15,,,0.186,-2.42,-0.08,,5.41,,-1.4,96.5,90.8,,86.7,95.7,,0.091,0.091,0.20800000000000002,0.208,0.313,0.17300000000000001,,,,,,,0.279,0.441,0.21600000000000003,0.355,0.692,0.196,126.0,109.0,117.0,0.188,-2.59,84.7,0.289,0.566,0.254,,,,,,,,,,,,,,,
2023/07/16,4:10 PM.,HOU,LAA,home,Sunny.,83,664299,CF,4,1,1,0,0,0,0,0,0,1,0,.326,.358,.632,.990,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,78.0,101.0,98.0,,,,101.0,98.0,98.0,,,,,,,,,,,0.584,,,,0.041,0.44,,,,,-1.29,92.7,,,83.7,,,,,,,,,,,,0.268,0.366,0.195,0.28,0.36,0.392,0.236,0.455,0.265,108.0,95.0,102.0,0.3,-0.09,79.5,0.211,0.367,0.287,0.075,-1.17,76.6,91.0,99.0,102.0,,,,,,,,,
2023/07/15,6:08 PM.,HOU,LAA,home,Clear.,77,664285,CF,5,1,3,0,0,0,0,0,0,1,1,.329,.356,.643,.999,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,,,,0.468,0.001,0.034,,0.253,0.157,-16.35,0.45,,0.93,1.07,0.73,95.7,89.1,,90.1,95.3,80.2,0.274,0.455,0.126,0.182,0.182,0.435,,,,0.158,0.211,0.402,0.231,0.342,0.311,,,,,,,0.087,-0.32,84.7,0.189,0.405,0.43799999999999994,,,,,,,,,,,,,,,
2023/07/14,6:37 PM.,HOU,LAA,home,Clear.,85,641585,CF,5,0,3,0,0,0,1,0,0,2,0,.319,.348,.644,.992,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,116.0,98.0,100.0,101.0,97.0,98.0,,,,116.0,108.0,103.0,,,,,0.431,0.189,,0.137,0.152,-0.26,0.33,,,0.16,2.51,93.0,86.8,,81.8,,76.0,,,,0.317,0.446,0.22,,,,0.145,0.273,0.42200000000000004,0.183,0.237,0.308,0.308,0.481,0.106,109.0,99.0,105.0,0.091,-2.09,80.1,0.25,0.533,0.298,,,,,,,,,,,,,,,
2023/07/08,6:10 PM.,LAD,LAA,away,Clear.,73,681911,CF,4,1,1,1,0,0,0,0,0,1,2,.308,.338,.646,.984,681911,alexvesia,Vesia,Left,Alex Vesia,LAD,4.35,3.66,49.2,103.0,116.0,108.0,0.729,11.6,3.08,9.42,1.27,0.57,0.299,0.351,0.164,0.343,0.442,103.0,82.0,85.0,,,,123.0,106.0,112.0,,,,,,,,,,,0.681,,,,0.014,0.39,,,,,2.85,94.4,,,86.4,,,,,,,,,,,,,,,,,,0.273,0.42,0.281,103.0,96.0,101.0,0.305,-1.15,85.9,0.245,0.415,0.358,,,,,,,,,,,,,,,
2023/07/07,7:10 PM.,LAD,LAA,away,Clear.,69,664062,RF,4,1,2,0,0,1,3,0,0,1,1,.310,.341,.651,.992,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,,,,120.0,98.0,106.0,,0.395,,0.272,0.151,,1.42,,0.21,,-2.12,,92.4,,83.0,,,80.9,,,,,,,0.181,0.315,0.27,0.313,0.656,0.209,,,,0.221,0.436,0.157,90.0,103.0,108.0,0.183,-0.82,86.8,0.268,0.439,0.253,,,,,,,,,,,,,,,
2023/07/05,5:41 PM.,SD,LAA,away,Clear.,68,607625,CF,4,1,1,0,0,0,0,0,0,1,2,.303,.336,.631,.967,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,,,,,,,0.199,0.318,,,0.313,0.059,0.36,,,1.87,0.26,-2.89,93.4,,,86.3,93.2,79.6,0.208,0.36,0.08900000000000001,,,,,,,0.287,0.384,0.265,0.303,0.576,0.34299999999999997,0.246,0.464,0.214,114.0,96.0,108.0,0.111,-0.6,85.2,0.25,0.417,0.28600000000000003,,,,,,,0.0,0.0,0.226,,,,,,
2023/07/04,3:42 PM.,SD,LAA,away,Sunny.,71,605397,CF,4,0,1,0,0,0,1,0,1,3,2,.305,.339,.644,.983,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,109.0,98.0,78.0,102.0,99.0,98.0,,,,0.054,0.245,0.204,,0.239,0.114,1.77,1.68,,3.35,0.77,-0.63,93.1,90.1,,87.1,92.8,81.3,0.261,0.261,0.125,0.302,0.429,0.13,,,,0.207,0.329,0.34,0.267,0.333,0.406,0.205,0.273,0.222,117.0,110.0,111.0,0.145,-2.03,82.2,0.281,0.594,0.33899999999999997,,,,,,,,,,,,,,,
2023/07/03,6:41 PM.,SD,LAA,away,Clear.,68,605483,CF,0,0,0,0,0,0,0,0,0,0,0,.307,.336,.658,.994,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,,,,,,,,,,,0.486,,,0.198,0.184,0.07,,,,2.55,2.65,95.5,,,86.7,,81.0,,,,,,,,,,0.079,0.14,0.563,0.185,0.266,0.46799999999999997,0.255,0.389,0.195,107.0,91.0,94.0,0.131,0.68,88.4,0.123,0.26,0.536,,,,,,,,,,,,,,,
2023/07/02,1:08 PM.,AZ,LAA,home,Sunny.,80,668678,RF,3,1,1,0,0,1,3,0,0,1,0,.307,.336,.658,.994,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,106.0,99.0,94.0,,,,0.007,0.491,0.092,,,0.139,1.59,-2.24,,-3.38,,1.05,93.6,90.2,,86.8,93.0,,0.286,0.714,0.125,0.352,0.648,0.205,,,,0.21,0.344,0.405,0.21,0.336,0.314,0.238,0.36,0.192,105.0,116.0,112.0,0.045,0.34,87.4,0.25,0.389,0.265,0.227,0.46,82.5,121.0,104.0,112.0,,,,,,,,,
2023/07/01,7:08 PM.,AZ,LAA,home,Clear.,69,669194,RF,4,0,0,0,0,0,0,0,0,1,1,.306,.336,.640,.976,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,101.0,111.0,105.0,,,,,0.546,0.135,,0.052,0.133,-0.72,-1.72,,,-2.44,-0.16,94.4,85.6,,83.3,,76.4,,,,0.326,0.539,0.218,,,,0.429,0.714,0.182,0.203,0.407,0.312,0.308,0.553,0.16699999999999998,106.0,105.0,113.0,0.134,0.52,81.7,0.174,0.565,0.257,,,,,,,,,,,,,,,
2023/06/29,1:09 PM.,CWS,LAA,home,Sunny.,75,458681,LF,5,1,1,0,0,1,1,0,0,2,2,.318,.348,.664,1.012,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,56.0,95.0,90.0,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,104.0,105.0,99.0,,,,0.126,0.437,0.23,,0.074,0.07,-0.4,-0.35,,1.21,-2.24,-1.23,92.4,88.7,,84.9,91.4,80.8,0.239,0.394,0.177,0.273,0.512,0.267,,,,0.208,0.453,0.354,0.302,0.372,0.29600000000000004,0.255,0.52,0.316,97.0,98.0,106.0,0.063,-3.65,83.0,0.286,0.446,0.308,,,,,,,,,,,,,,,
2023/06/28,6:38 PM.,CWS,LAA,home,Clear.,71,608337,PH,1,0,0,0,0,0,0,0,0,0,3,.324,.355,.657,1.012,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,,,,,,,,0.419,,,0.015,0.283,-0.85,,,,-3.72,-0.2,93.1,,,80.9,,77.9,,,,,,,,,,0.5,0.5,0.2,0.209,0.442,0.35200000000000004,0.262,0.546,0.2,107.0,105.0,104.0,0.282,-0.25,84.0,0.236,0.438,0.345,,,,,,,,,,,,,,,
2023/06/27,6:38 PM.,CWS,LAA,home,Clear.,73,656629,CF,5,0,0,0,0,0,0,0,0,2,2,.327,.358,.663,1.021,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,,,,,,,,0.614,,,0.04,0.074,-0.71,,,,-0.94,0.15,95.2,,,88.7,,80.6,,,,,,,,,,0.158,0.474,0.19399999999999998,0.133,0.3,0.33899999999999997,0.244,0.462,0.264,102.0,97.0,99.0,0.272,-1.5,84.8,0.258,0.516,0.27399999999999997,,,,,,,,,,,,,,,
2023/06/26,6:39 PM.,CWS,LAA,home,Clear.,74,656302,RF,4,0,1,0,0,0,0,0,0,1,0,.344,.376,.698,1.074,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,,,,,,,,0.432,,,,0.03,-0.15,,,,,1.0,95.6,,,74.6,,,,,,,,,,,,0.298,0.538,0.249,0.111,0.111,0.5379999999999999,0.273,0.436,0.205,120.0,101.0,108.0,0.386,0.4,86.3,0.216,0.339,0.433,0.152,-1.83,80.2,83.0,94.0,99.0,,,,,,,,,
2023/06/25,1:11 PM.,COL,LAA,away,Sunny.,73,596295,RF,3,0,1,1,0,0,1,0,1,1,2,.348,.381,.717,1.098,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,,,,,,,0.012,0.439,,,,0.181,-1.99,,,-5.34,,-0.07,90.6,,,81.6,90.8,,0.4,1.0,0.16699999999999998,,,,,,,0.226,0.358,0.28,0.296,0.509,0.19899999999999998,0.344,0.656,0.11800000000000001,93.0,98.0,102.0,0.201,0.96,84.8,0.275,0.383,0.247,0.168,-0.75,77.6,90.0,103.0,104.0,,,,,,,,,
2023/06/24,7:13 PM.,COL,LAA,away,Clear.,86,502624,RF,5,5,5,3,0,1,4,0,0,0,0,.348,.376,.719,1.095,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,70.0,96.0,82.0,108.0,98.0,97.0,,,,0.073,0.312,0.263,,0.041,0.229,-2.17,0.63,,-5.45,-4.22,2.14,93.3,89.2,,83.9,92.6,77.6,0.545,0.955,0.073,0.244,0.444,0.226,,,,0.3,0.9,0.125,0.163,0.25,0.287,0.351,0.619,0.17300000000000001,104.0,114.0,115.0,0.082,0.92,80.6,0.172,0.172,0.24600000000000002,,,,,,,,,,,,,,,
2023/06/21,6:40 PM.,LAD,LAA,home,Clear.,76,660813,RF,2,0,0,0,0,0,0,0,0,1,1,.310,.333,.631,.964,660813,brusdargraterol,Graterol,Right,Brusdar Graterol,LAD,1.2,3.04,67.1,107.0,119.0,109.0,0.846,6.42,1.6,7.08,0.4,2.8,0.309,0.289,0.206,0.273,0.456,,,,,,,87.0,105.0,94.0,132.0,111.0,110.0,91.0,91.0,99.0,,,,0.436,0.102,0.219,,,,1.14,1.66,,3.37,,,98.3,95.6,,,98.6,,0.224,0.284,0.094,0.233,0.279,0.146,,,,,,,,,,0.2,0.24,0.185,138.0,114.0,123.0,0.243,-0.24,88.7,0.214,0.357,0.314,,,,,,,,,,,,,,,
2023/06/20,7:07 PM.,LAD,LAA,home,Clear.,72,477132,PH,1,0,0,0,0,0,0,0,0,0,0,.317,.341,.646,.987,477132,claytonkershaw,Kershaw,Left,Clayton Kershaw,LAD,2.46,3.77,131.2,100.0,101.0,101.0,0.733,9.36,2.73,6.84,1.3,1.43,0.23,0.493,0.155,0.332,0.425,34.0,98.0,91.0,94.0,100.0,106.0,96.0,97.0,96.0,90.0,115.0,107.0,,,,116.0,127.0,165.0,0.002,0.369,,0.002,0.175,0.017,0.23,,13.51,14.84,0.13,-0.46,90.7,,84.4,84.6,90.9,73.4,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.212,0.338,0.33799999999999997,0.2,0.2,0.6,0.281,0.451,0.09699999999999999,112.0,102.0,104.0,0.434,2.06,86.5,0.167,0.338,0.36200000000000004,,,,,,,,,,,,,,,
2023/06/17,3:10 PM.,KC,LAA,away,Partly Cloudy.,86,594577,RF,4,0,1,0,0,0,1,0,0,1,2,.321,.345,.654,.999,594577,mikemayers,Mayers,Right,Mike Mayers,KCR,6.15,4.67,26.1,107.0,95.0,101.0,0.822,5.81,3.42,11.62,1.37,1.15,0.272,0.446,0.076,0.37,0.451,77.0,112.0,107.0,86.0,92.0,93.0,92.0,106.0,100.0,77.0,104.0,94.0,108.0,104.0,94.0,,,,0.114,0.31,0.092,,0.064,0.108,-0.83,-0.69,,4.79,-3.15,-2.42,92.9,88.6,,85.8,91.7,75.9,0.133,0.4,0.0,0.5,0.625,0.185,,,,0.286,0.714,0.375,0.429,0.429,0.14800000000000002,0.233,0.5,0.16699999999999998,109.0,110.0,106.0,0.312,-1.9,83.9,0.382,0.471,0.28800000000000003,,,,,,,,,,,,,,,
2023/06/16,7:10 PM.,KC,LAA,away,Partly Cloudy.,87,663903,LF,5,0,2,1,0,0,0,0,0,3,2,.325,.350,.675,1.025,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,,,,0.51,0.002,,,,0.063,-2.24,,,-1.24,,-0.3,90.9,,,87.7,92.1,,0.339,0.555,0.113,,,,,,,,,,0.265,0.353,0.10400000000000001,,,,86.0,101.0,104.0,0.426,0.01,84.0,0.0,0.0,0.6,,,,,,,,,,,,,,,
2023/06/15,7:09 PM.,TEX,LAA,away,Roof Closed.,74,543135,RF,4,1,3,0,0,1,2,0,0,1,0,.319,.347,.681,1.028,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,86.0,98.0,92.0,125.0,101.0,106.0,,0.372,0.176,0.276,0.135,,0.41,1.33,1.26,,0.86,,95.1,90.6,87.9,,,76.0,,,,0.238,0.417,0.198,0.196,0.314,0.355,0.2,0.22,0.41700000000000004,,,,0.234,0.423,0.183,101.0,113.0,109.0,0.04,-3.23,83.9,0.303,0.606,0.13699999999999998,,,,,,,,,,,,,,,
2023/06/13,7:07 PM.,TEX,LAA,away,Roof Closed.,74,674003,CF,4,0,1,0,0,0,0,0,0,1,0,.294,.324,.632,.956,674003,codybradford,Bradford,Left,Cody Bradford,TEX,5.3,4.42,56.0,106.0,72.0,101.0,0.79,8.2,1.93,9.0,1.77,0.69,0.259,0.406,0.135,0.365,0.441,91.0,100.0,102.0,,,,64.0,109.0,99.0,,,,,,,,,,,0.546,0.134,,,0.276,0.16,-1.23,,,,0.74,90.4,86.6,,82.1,,,,,,0.316,0.737,0.17,,,,,,,0.2,0.283,0.33899999999999997,0.26,0.535,0.18600000000000003,66.0,104.0,103.0,0.044,-6.76,83.1,0.5,0.9,0.15,,,,,,,,,,,,,,,
2023/06/12,7:07 PM.,TEX,LAA,away,Roof Closed.,74,641540,LF,1,0,0,0,0,0,0,0,0,0,1,.297,.328,.656,.984,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,65.0,102.0,92.0,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,90.0,100.0,95.0,,,,0.331,0.032,0.2,,0.016,0.156,-3.75,0.82,,1.37,-3.56,-0.87,90.5,88.9,,85.7,91.0,78.1,0.246,0.354,0.08,0.258,0.393,0.231,,,,0.25,0.25,0.5,0.301,0.478,0.258,0.294,0.765,0.235,101.0,106.0,106.0,0.234,0.14,82.1,0.212,0.364,0.345,0.032,-0.43,77.5,,,,,,,,,,,,
