date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,SV_ba,SV_slg,SV_whiff,FS_ba,FS_slg,FS_whiff
2023/06/16,7:10 PM.,SF,LAD,home,Clear.,69,605154,PH,1,0,0,0,0,0,0,0,0,1,2,.110,.204,.134,.338,605154,johnbrebbia,Brebbia,Right,John Brebbia,SFG,3.99,3.25,38.1,105.0,108.0,105.0,0.748,11.03,3.29,7.28,1.41,0.54,0.34,0.34,0.14,0.35,0.43,114.0,-42.0,-5.0,,,,107.0,104.0,104.0,108.0,107.0,107.0,0.458,0.539,,0.003,1.09,-0.13,,6.56,94.5,89.2,82.8,,0.2,0.236,0.297,0.227,0.511,0.256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/14,7:10 PM.,CWS,LAD,home,Overcast.,65,605182,C,3,0,1,0,0,0,1,0,1,1,3,.111,.207,.136,.343,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,113.0,97.0,104.0,0.479,0.271,0.016,0.128,-0.21,0.5,0.55,1.69,94.3,86.1,79.4,76.0,0.283,0.494,0.174,0.203,0.366,0.306,0.167,0.167,0.2,0.175,0.206,0.293,90.0,100.0,100.0,0.082,-0.07,84.9,0.256,0.395,0.264,91.0,100.0,90.0,0.024,1.47,93.1,0.2,0.2,0.2,,,,,,,,,,,,,,,,,,
2023/06/08,12:36 PM.,CIN,LAD,away,Sunny.,71,668933,C,4,1,1,1,0,0,1,0,0,0,4,.103,.193,.128,.321,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,,,,166.0,102.0,114.0,,0.373,,0.0,,-0.37,,-25.75,,90.4,88.3,,,,,0.221,0.461,0.32899999999999996,,,,,,,116.0,98.0,100.0,0.529,0.15,95.8,0.292,0.436,0.171,57.0,90.0,82.0,0.097,-1.17,96.5,0.286,0.429,0.1,,,,,,,,,,,,,,,,,,
2023/06/03,4:18 PM.,NYY,LAD,home,Sunny.,72,543037,PH,1,0,0,0,0,0,0,0,0,0,0,.095,.181,.108,.289,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,,,,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.208,,0.071,1.66,1.69,,-0.54,96.7,89.1,89.1,,0.201,0.332,0.228,0.186,0.251,0.327,0.215,0.269,0.244,0.235,0.51,0.28600000000000003,107.0,103.0,102.0,0.07,0.61,92.7,0.262,0.377,0.311,,,,,,,,,,114.0,103.0,113.0,0.121,0.94,82.9,,,,,,,,,,,,
2023/05/30,7:10 PM.,WSH,LAD,home,Partly Cloudy.,64,663623,C,4,0,1,0,0,0,0,0,0,0,1,.096,.183,.110,.293,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,,,,0.356,,0.306,0.051,-0.01,,0.08,1.21,94.5,87.8,,80.9,0.208,0.376,0.192,,,,0.197,0.362,0.257,0.25,0.5,0.156,,,,,,,,,,101.0,101.0,98.0,0.287,-0.75,93.9,0.348,0.525,0.09300000000000001,,,,,,,,,,,,,,,,,,
2023/05/28,11:35 AM.,TB,LAD,away,Dome.,72,676596,C,4,0,0,0,0,0,0,0,0,1,5,.087,.179,.101,.280,676596,joshfleming,Fleming,Left,Josh Fleming,TBR,4.7,5.37,51.2,101.0,86.0,97.0,0.837,4.35,3.31,9.75,1.57,3.0,0.175,0.441,0.124,0.305,0.36,73.0,104.0,94.0,97.0,99.0,102.0,42.0,104.0,88.0,,,,0.049,,0.221,0.29,2.77,,-0.59,-1.13,91.5,82.9,,76.5,0.0,0.0,0.385,,,,0.278,0.472,0.139,0.352,0.507,0.154,,,,,,,,,,93.0,99.0,98.0,0.44,0.64,90.3,0.244,0.465,0.193,,,,,,,,,,,,,,,,,,
2023/05/21,1:17 PM.,STL,LAD,away,Sunny.,75,656427,PH,1,0,0,0,0,0,0,0,0,0,1,.092,.189,.108,.297,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.204,0.372,0.402,0.154,0.154,0.083,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,75.0,82.0,71.0,0.02,-2.28,90.1,0.333,0.333,0.1,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,,,,
2023/05/20,6:16 PM.,STL,LAD,away,Clear.,72,571945,C,3,0,0,0,0,0,0,0,0,0,2,.094,.192,.109,.301,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,58.0,96.0,93.0,95.0,105.0,102.0,74.0,112.0,99.0,108.0,107.0,108.0,0.26,0.243,0.198,0.054,-0.19,0.62,-0.92,2.68,93.3,84.4,86.4,75.9,0.29,0.495,0.18899999999999997,0.245,0.375,0.22399999999999998,0.261,0.387,0.198,0.182,0.382,0.085,,,,,,,,,,86.0,108.0,99.0,0.243,-1.61,92.7,0.34,0.54,0.085,,,,0.002,-0.89,68.1,,,,,,,,,,,,
2023/05/16,7:10 PM.,MIN,LAD,home,Clear.,63,641927,C,4,0,1,0,0,0,0,0,0,1,2,.098,.200,.115,.315,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,83.0,99.0,96.0,0.457,0.196,0.067,0.28,0.75,-0.7,1.44,1.08,91.3,83.7,81.0,77.5,0.232,0.425,0.27699999999999997,0.255,0.48,0.32899999999999996,0.194,0.306,0.161,0.226,0.35,0.298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/14,1:10 PM.,SD,LAD,home,Sunny.,74,677960,C,3,0,0,0,0,0,0,0,0,0,2,.088,.197,.105,.302,677960,ryanweathers,Weathers,Left,Ryan Weathers,- - -,6.55,4.67,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,67.0,97.0,88.0,,,,91.0,99.0,93.0,105.0,99.0,100.0,0.551,0.203,,0.236,-1.58,-1.09,,-1.24,95.1,86.8,80.8,,0.35,0.592,0.20600000000000002,0.229,0.521,0.261,,,,0.304,0.507,0.27899999999999997,,,,,,,,,,,,,0.01,9.15,94.9,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
2023/05/10,12:40 PM.,MIL,LAD,away,Partly Cloudy.,71,489119,C,2,0,0,0,0,0,0,0,2,1,0,.093,.206,.111,.317,489119,wademiley,Miley,Left,Wade Miley,MIL,3.14,4.33,120.1,104.0,92.0,100.0,0.828,5.91,2.84,7.4,1.2,1.23,0.237,0.422,0.166,0.319,0.406,84.0,108.0,104.0,79.0,99.0,98.0,78.0,106.0,99.0,113.0,108.0,103.0,0.195,0.049,0.022,0.246,0.46,0.62,2.01,0.6,90.4,83.7,79.1,75.8,0.198,0.453,0.134,0.192,0.308,0.349,,,,0.219,0.281,0.239,101.0,103.0,101.0,0.443,1.07,87.1,0.232,0.446,0.172,88.0,109.0,96.0,0.046,-2.53,90.7,0.333,0.375,0.125,,,,,,,,,,,,,,,,,,
2023/05/08,6:42 PM.,MIL,LAD,away,Roof Closed.,64,642547,C,4,0,1,1,0,0,0,0,0,2,0,.096,.186,.115,.301,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.203,0.392,0.46,0.214,0.381,0.33799999999999997,0.224,0.388,0.312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/05/03,1:10 PM.,PHI,LAD,home,Cloudy.,64,605400,PH,1,0,0,0,0,0,0,0,0,0,0,.083,.182,.083,.265,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,,,,0.295,,,0.126,-0.03,,,0.14,92.7,85.9,,,0.246,0.503,0.217,,,,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,111.0,110.0,105.0,0.075,0.4,86.3,0.246,0.508,0.301,100.0,107.0,101.0,0.188,0.46,91.8,0.279,0.416,0.106,118.0,105.0,113.0,0.316,0.47,79.4,,,,,,,,,,,,
2023/05/02,7:09 PM.,PHI,LAD,home,Clear.,57,621381,C,4,0,0,0,0,0,1,0,1,2,4,.085,.185,.085,.270,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,118.0,98.0,106.0,0.452,0.256,,0.004,1.08,2.22,,-9.98,93.4,86.5,83.1,,0.186,0.371,0.311,0.133,0.256,0.34299999999999997,,,,,,,96.0,97.0,89.0,0.101,-0.5,87.6,0.296,0.556,0.25,95.0,111.0,106.0,0.187,0.27,93.2,0.344,0.459,0.156,,,,,,,,,,,,,,,,,,
2023/04/29,6:10 PM.,STL,LAD,home,Clear.,66,656756,C,2,0,1,0,0,0,1,0,1,0,0,.093,.184,.093,.277,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,0.106,,0.222,0.229,-0.68,,0.84,0.2,93.4,83.5,,80.5,0.333,0.5,0.195,,,,0.191,0.357,0.371,0.239,0.405,0.392,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,91.0,99.0,91.0,0.426,1.22,93.3,0.255,0.374,0.141,,,,,,,,,,,,,,,,,,
2023/04/28,7:11 PM.,STL,LAD,home,Clear.,62,656427,C,3,0,0,0,0,0,0,0,1,2,0,.073,.152,.073,.225,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,98.0,101.0,102.0,0.417,0.246,,0.033,-0.44,-1.15,,0.86,93.1,85.3,84.2,,0.29,0.411,0.20800000000000002,0.339,0.558,0.265,0.204,0.372,0.402,0.154,0.154,0.083,92.0,98.0,101.0,0.091,-1.05,88.7,0.318,0.545,0.264,75.0,82.0,71.0,0.02,-2.28,90.1,0.333,0.333,0.1,93.0,102.0,108.0,0.194,0.23,76.2,,,,,,,,,,,,
2023/04/27,12:36 PM.,PIT,LAD,away,Sunny.,60,656605,C,3,0,1,0,0,0,0,1,0,1,0,.079,.143,.079,.222,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,142.0,104.0,123.0,0.261,0.161,0.08,0.028,0.66,-0.5,-1.97,-2.63,95.2,90.7,82.8,78.0,0.176,0.351,0.302,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,99.0,98.0,99.0,0.242,-0.07,89.7,0.316,0.503,0.23600000000000002,93.0,106.0,100.0,0.228,1.66,93.9,0.258,0.346,0.105,,,,,,,,,,,,,,,,,,
2023/04/25,6:36 PM.,PIT,LAD,away,Partly Cloudy.,56,670912,C,3,0,0,0,0,0,1,0,0,1,2,.057,.128,.057,.185,670912,johanoviedo,Oviedo,Right,Johan Oviedo,PIT,4.31,4.61,177.2,95.0,91.0,95.0,0.759,8.0,4.2,8.16,0.96,1.24,0.234,0.408,0.164,0.316,0.411,75.0,84.0,82.0,87.0,97.0,101.0,83.0,93.0,87.0,103.0,98.0,104.0,0.392,0.367,0.149,0.041,-1.25,0.8,0.82,-0.07,95.8,88.1,88.2,80.9,0.277,0.477,0.183,0.21,0.349,0.326,0.193,0.352,0.308,0.25,0.3,0.35700000000000004,,,,,,,,,,100.0,93.0,92.0,0.05,0.93,95.7,0.276,0.345,0.065,,,,,,,,,,,,,,,,,,
2023/04/23,1:21 PM.,CHC,LAD,away,Cloudy.,42,573186,C,3,2,1,0,0,0,0,0,1,1,0,.063,.143,.063,.206,573186,marcusstroman,Stroman,Right,Marcus Stroman,CHC,3.95,4.27,136.2,100.0,101.0,99.0,0.793,7.84,3.42,7.9,0.59,2.6,0.207,0.434,0.135,0.302,0.382,,,,139.0,103.0,111.0,58.0,106.0,91.0,78.0,111.0,109.0,0.082,0.051,0.23,,0.34,-0.41,0.34,,92.0,,86.1,84.6,0.154,0.256,0.32,0.184,0.237,0.322,,,,,,,105.0,96.0,98.0,0.096,0.96,89.7,0.26,0.42,0.242,102.0,97.0,95.0,0.464,1.08,91.4,0.245,0.332,0.14300000000000002,,,,,,,46.0,95.0,91.0,0.077,0.12,86.6,0.24,0.38,0.301,0.205,0.308,0.324
2023/04/22,1:20 PM.,CHC,LAD,away,Overcast.,41,669713,C,4,0,0,0,0,0,0,0,0,3,3,.034,.097,.034,.131,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,,,,80.0,105.0,94.0,123.0,98.0,110.0,0.296,0.366,,0.049,-1.9,1.49,,0.65,94.3,84.5,82.0,,0.327,0.636,0.165,0.14,0.231,0.376,,,,0.188,0.188,0.133,100.0,98.0,104.0,0.1,-0.42,88.8,0.308,0.654,0.2,92.0,96.0,91.0,0.189,-0.38,92.9,0.273,0.545,0.145,,,,,,,,,,,,,,,,,,
2023/04/20,7:44 PM.,CHC,LAD,away,Cloudy.,70,665871,C,3,0,0,0,0,0,0,0,0,0,4,.040,.111,.040,.151,665871,javierassad,Assad,Right,Javier Assad,CHC,3.05,4.64,109.1,99.0,92.0,94.0,0.825,7.74,3.38,7.66,1.07,1.36,0.283,0.334,0.18,0.331,0.412,58.0,94.0,87.0,92.0,89.0,86.0,82.0,97.0,90.0,103.0,100.0,103.0,0.194,0.135,0.051,0.04,-0.9,0.28,-3.14,-3.27,93.1,85.0,80.6,76.5,0.313,0.484,0.193,0.163,0.265,0.457,0.25,0.55,0.258,0.357,0.571,0.292,103.0,99.0,95.0,0.274,0.48,89.1,0.218,0.418,0.18,87.0,103.0,93.0,0.306,2.18,92.7,0.214,0.324,0.142,,,,,,,,,,,,,,,,,,
2023/04/18,7:10 PM.,NYM,LAD,home,Partly Cloudy.,59,656731,C,3,1,0,0,0,0,0,1,1,0,1,.045,.125,.045,.170,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,88.0,97.0,98.0,101.0,91.0,96.0,86.0,95.0,89.0,96.0,103.0,106.0,0.557,0.206,0.086,0.149,-0.4,-1.04,-0.05,-0.09,94.9,87.9,84.4,77.2,0.314,0.494,0.184,0.264,0.445,0.311,0.167,0.167,0.354,0.264,0.396,0.24100000000000002,,,,,,,,,,,,,,,,,,,,,,,,,116.0,83.0,118.0,0.002,5.58,86.1,,,,,,
2023/04/16,1:10 PM.,CHC,LAD,home,Partly Cloudy.,63,592767,C,3,0,1,0,0,0,0,0,0,0,1,.053,.100,.053,.153,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.229,0.399,0.36,,,,86.0,94.0,82.0,0.117,-0.51,88.6,0.293,0.463,0.21600000000000003,77.0,94.0,88.0,0.389,-1.32,91.9,0.314,0.6,0.17300000000000001,105.0,102.0,103.0,0.494,-0.09,78.6,,,,,,,,,,,,
2023/04/15,6:10 PM.,CHC,LAD,home,Clear.,64,592791,C,3,0,0,0,0,0,0,0,0,2,2,.000,.059,.000,.059,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,117.0,113.0,122.0,0.342,0.154,0.149,0.031,-0.69,0.75,-0.12,-0.22,93.7,86.5,80.9,80.5,0.261,0.553,0.204,0.233,0.333,0.27399999999999997,0.198,0.349,0.2,0.28,0.44,0.106,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.27399999999999997,97.0,107.0,97.0,0.102,0.9,93.9,0.296,0.394,0.133,,,,,,,,,,,,,,,,,,
2023/04/14,7:10 PM.,CHC,LAD,home,Clear.,59,657006,C,2,0,0,0,0,0,0,0,1,0,0,.000,.071,.000,.071,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,123.0,104.0,111.0,0.626,0.339,0.006,0.01,0.67,0.54,2.44,-1.94,91.8,87.5,83.3,80.7,0.275,0.393,0.203,0.217,0.346,0.311,0.0,0.0,0.33299999999999996,0.4,0.4,0.1,,,,,,,,,,45.0,95.0,88.0,0.018,0.89,92.2,0.25,0.333,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/04/09,1:10 PM.,AZ,LAD,away,Sunny.,86,669194,C,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,106.0,105.0,113.0,0.546,0.134,0.052,0.133,-0.72,0.52,-2.44,-0.16,94.4,83.3,81.7,76.4,0.308,0.553,0.16699999999999998,0.174,0.565,0.257,0.429,0.714,0.182,0.203,0.407,0.312,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/07,6:40 PM.,AZ,LAD,away,Clear.,77,518516,C,4,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,518516,madisonbumgarner,Bumgarner,Left,Madison Bumgarner,ARI,10.26,8.96,16.2,91.0,84.0,83.0,0.855,5.4,8.1,13.5,2.16,0.92,0.234,0.484,0.172,0.359,0.414,78.0,79.0,70.0,80.0,102.0,95.0,68.0,84.0,78.0,,,,0.331,,0.197,0.123,-0.68,,-3.0,-12.26,89.5,84.3,,77.2,0.133,0.4,0.237,,,,0.333,0.571,0.083,1.0,2.75,0.273,103.0,97.0,87.0,0.349,-1.77,86.2,0.375,0.5,0.16399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/02,1:10 PM.,AZ,LAD,home,Sunny.,68,605200,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,605200,zachdavies,Davies,Right,Zach Davies,ARI,7.0,5.48,82.1,100.0,75.0,92.0,0.799,7.87,4.26,10.71,1.09,1.3,0.239,0.398,0.14,0.371,0.36,78.0,106.0,100.0,89.0,99.0,100.0,72.0,100.0,91.0,113.0,105.0,101.0,0.226,0.027,0.061,0.248,-0.05,-1.83,-0.55,-1.19,89.3,80.7,80.8,77.0,0.21,0.355,0.18100000000000002,0.25,0.5,0.16699999999999998,0.188,0.5,0.2,0.275,0.477,0.37200000000000005,73.0,93.0,88.0,0.113,0.13,87.5,0.3,0.3,0.145,71.0,97.0,88.0,0.325,-1.5,89.6,0.381,0.552,0.096,,,,,,,,,,,,,,,,,,
2023/04/01,6:10 PM.,AZ,LAD,home,Clear.,64,518516,C,4,0,0,0,0,0,0,0,0,1,1,.000,.000,.000,.000,518516,madisonbumgarner,Bumgarner,Left,Madison Bumgarner,ARI,10.26,8.96,16.2,91.0,84.0,83.0,0.855,5.4,8.1,13.5,2.16,0.92,0.234,0.484,0.172,0.359,0.414,78.0,79.0,70.0,80.0,102.0,95.0,68.0,84.0,78.0,,,,0.331,,0.197,0.123,-0.68,,-3.0,-12.26,89.5,84.3,,77.2,0.133,0.4,0.237,,,,0.333,0.571,0.083,1.0,2.75,0.273,103.0,97.0,87.0,0.349,-1.77,86.2,0.375,0.5,0.16399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/03/28,6:08 PM.,LAA,LAD,away,Partly Cloudy.,66,672282,C,2,0,0,0,0,0,0,0,0,1,1,.182,.250,.227,.477,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,124.0,100.0,102.0,0.432,0.319,0.194,0.054,-0.38,0.91,0.14,-2.03,94.3,84.8,88.7,74.7,0.291,0.505,0.212,0.0,0.0,0.267,0.191,0.326,0.28600000000000003,0.242,0.424,0.24600000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
