date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,KC%,CH%,wSI/C,wSL/C,wKC/C,wCH/C,vCH,vSI,vSL,vKC,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,FA%,FS%,CU%,wFA/C,wFS/C,wCU/C,vFA,vFS,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,FS_ba,FS_slg,FS_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff
2023/09/30,6:11 PM.,MIL,CHC,away,Clear.,75,641778,DH,5,0,3,0,1,0,1,0,0,2,0,.385,.385,.846,1.231,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,59.0,99.0,91.0,,,,89.0,105.0,100.0,,0.078,,0.007,,2.07,,-17.68,82.8,,82.6,,,,,0.188,0.188,0.111,,,,89.0,91.0,90.0,79.0,101.0,93.0,0.432,,0.124,-1.01,,-6.37,90.8,,75.3,0.261,0.58,0.258,0.412,1.235,0.138,,,,82.0,93.0,87.0,0.358,-2.06,86.7,0.309,0.568,0.212
2023/09/24,1:20 PM.,COL,CHC,home,Sunny.,73,621389,CF,2,0,0,0,0,0,0,0,0,1,3,.250,.250,.750,1.000,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,20.0,103.0,96.0,69.0,104.0,84.0,,,,0.55,,,0.221,-1.22,,,-1.35,79.9,89.3,,,0.322,0.561,0.102,,,,0.371,0.486,0.207,66.0,98.0,98.0,,,,,,0.064,,,-0.44,,,78.9,,,,0.211,0.211,0.257,,,,170.0,99.0,85.0,0.165,-2.26,83.7,0.348,0.652,0.184
2023/09/22,1:19 PM.,COL,CHC,home,Partly Cloudy.,74,663562,DH,1,0,0,0,0,0,0,0,0,1,0,.333,.333,1.000,1.333,663562,noahdavis,Davis,Right,Noah Davis,COL,8.7,4.8,30.0,95.0,85.0,90.0,0.823,7.8,4.5,12.9,1.8,1.31,0.267,0.396,0.129,0.366,0.459,82.0,81.0,79.0,75.0,97.0,86.0,103.0,99.0,102.0,0.504,0.143,,0.092,-2.48,0.59,,-7.33,84.7,93.5,83.8,,0.4,0.6,0.115,0.143,0.357,0.22899999999999998,0.533,0.867,0.292,110.0,77.0,95.0,63.0,89.0,80.0,0.017,,0.075,1.13,,-2.62,91.0,,78.4,0.333,0.333,0.33299999999999996,0.267,0.267,0.20800000000000002,,,,95.0,102.0,95.0,0.17,0.75,88.3,0.143,0.357,0.32
2023/09/19,8:05 PM.,PIT,CHC,home,Overcast.,64,663559,LF,4,1,2,1,0,1,5,0,0,1,1,.400,.400,1.200,1.600,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,77.0,103.0,92.0,77.0,105.0,100.0,0.072,0.189,,0.046,-1.63,-1.91,,-0.8,84.6,90.7,84.5,,0.333,0.571,0.133,0.288,0.746,0.19899999999999998,0.273,0.364,0.33299999999999996,87.0,108.0,105.0,72.0,105.0,96.0,0.444,0.024,0.225,-0.08,3.65,-0.85,90.7,85.0,76.5,0.305,0.435,0.156,0.267,0.493,0.209,0.0,0.0,0.33299999999999996,,,,,,,,,
2023/09/06,1:20 PM.,SF,CHC,home,Sunny.,80,622072,DH,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,622072,alexwood,Wood,Left,Alex Wood,SFG,4.33,4.64,97.2,97.0,87.0,93.0,0.802,6.82,3.87,9.03,0.83,1.23,0.249,0.393,0.138,0.285,0.413,78.0,103.0,99.0,80.0,95.0,88.0,110.0,93.0,95.0,0.446,0.261,0.001,0.292,0.12,-0.8,-5.8,-0.33,85.2,91.5,82.4,83.6,0.234,0.433,0.242,0.288,0.441,0.25,0.273,0.388,0.154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
