date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CH%,wFA/C,wSL/C,wCH/C,vFA,vCH,vSL,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/09/10,1:10 PM.,HOU,SD,away,Roof Closed.,73,641585,3B,1,0,1,0,0,0,0,0,0,0,0,.188,.200,.313,.513,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,75.0,102.0,112.0,101.0,97.0,98.0,109.0,99.0,105.0,0.431,0.091,0.152,-0.26,-2.09,2.51,93.0,81.8,80.1,0.308,0.481,0.106,0.25,0.533,0.298,0.183,0.237,0.308,,,,,,,116.0,108.0,103.0,,0.189,,0.33,,,86.8,,,0.145,0.273,0.42200000000000004,0.317,0.446,0.22,,,,116.0,98.0,100.0,0.137,0.16,76.0,,,,,,,,,,,,
2023/05/28,1:38 PM.,NYY,SD,away,Sunny.,76,543037,C,1,0,0,0,0,0,1,0,0,1,1,.170,.184,.298,.482,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,125.0,104.0,108.0,136.0,105.0,114.0,0.53,0.208,0.071,1.66,1.69,-0.54,96.7,89.1,89.1,0.201,0.332,0.228,0.186,0.251,0.327,0.235,0.51,0.28600000000000003,,,,114.0,103.0,113.0,107.0,103.0,102.0,,0.07,0.121,0.61,,0.94,92.7,,82.9,0.215,0.269,0.244,0.262,0.377,0.311,,,,,,,,,,,,,,,,,,,,,
2023/05/27,1:08 PM.,NYY,SD,away,Sunny.,72,622663,C,3,0,0,0,0,0,0,0,0,2,3,.174,.191,.304,.495,622663,luisseverino,"Severino, L",Right,Luis Severino,NYY,6.65,5.89,89.1,103.0,104.0,101.0,0.822,7.96,3.43,11.38,2.32,1.14,0.248,0.399,0.144,0.346,0.447,80.0,99.0,97.0,103.0,104.0,98.0,126.0,109.0,117.0,0.449,0.188,0.186,-2.42,-2.59,-1.4,96.5,86.7,84.7,0.355,0.692,0.196,0.289,0.566,0.254,0.279,0.441,0.21600000000000003,92.0,91.0,87.0,,,,110.0,100.0,98.0,0.028,0.15,,-0.08,5.41,,90.8,95.7,,,,,0.208,0.313,0.17300000000000001,0.091,0.091,0.20800000000000002,,,,,,,,,,,,,,,,,,
2023/05/25,4:05 PM.,WSH,SD,away,Sunny.,70,663623,C,3,0,0,0,0,0,0,0,0,1,2,.186,.205,.326,.531,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,92.0,100.0,94.0,,,,0.356,,0.051,-0.01,,1.21,94.5,87.8,,0.208,0.376,0.192,,,,0.25,0.5,0.156,101.0,101.0,98.0,,,,,,,0.287,,,,-0.75,,,93.9,,0.197,0.362,0.257,,,,0.348,0.525,0.09300000000000001,110.0,100.0,103.0,0.306,0.08,80.9,,,,,,,,,,,,
2023/05/24,7:05 PM.,WSH,SD,away,Clear.,79,592866,C,3,0,1,0,0,0,0,0,0,0,0,.200,.220,.350,.570,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,80.0,107.0,96.0,94.0,114.0,103.0,0.433,0.182,0.171,-0.77,-1.7,-2.25,89.7,83.3,80.9,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.315,0.483,0.19899999999999998,91.0,100.0,95.0,,,,,,,0.146,,,,-0.45,,,88.2,,0.314,0.629,0.2,,,,0.325,0.458,0.188,97.0,95.0,95.0,0.069,-1.93,76.7,,,,,,,,,,,,
2023/05/21,1:12 PM.,BOS,SD,home,Partly Cloudy.,68,446372,C,3,0,1,1,0,0,0,0,0,1,1,.189,.211,.351,.562,446372,coreykluber,Kluber,Right,Corey Kluber,BOS,7.04,6.32,55.0,100.0,94.0,97.0,0.799,6.87,3.44,11.29,2.78,0.63,0.216,0.495,0.137,0.3,0.421,82.0,106.0,96.0,84.0,89.0,80.0,,,,0.023,,0.159,-0.55,,0.67,88.1,82.1,,,,,,,,0.19,0.262,0.3,77.0,95.0,86.0,,,,107.0,96.0,93.0,0.263,0.274,,-3.12,-4.75,,86.1,88.2,,0.247,0.479,0.261,0.333,0.75,0.184,0.404,0.86,0.10099999999999999,106.0,106.0,110.0,0.282,-0.11,80.5,,,,,,,,,,,,
2023/05/20,7:11 PM.,BOS,SD,home,Overcast.,63,519242,C,0,0,0,0,0,0,0,0,0,0,0,.176,.200,.324,.524,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,92.0,98.0,100.0,0.432,0.375,0.131,0.46,0.7,-1.09,93.9,86.1,77.8,0.252,0.437,0.23399999999999999,0.162,0.358,0.389,0.309,0.473,0.322,98.0,94.0,96.0,,,,,,,0.062,,,,-1.13,,,93.3,,,,,,,,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/05/17,1:10 PM.,KC,SD,home,Cloudy.,62,672578,C,2,0,0,0,0,0,0,0,0,1,2,.176,.200,.324,.524,672578,carloshernandez,"Hernández, C",Right,Carlos Hernández,KCR,5.27,4.7,70.0,100.0,124.0,106.0,0.726,9.9,3.99,7.97,1.29,0.75,0.241,0.45,0.105,0.403,0.43,,,,134.0,99.0,105.0,118.0,103.0,112.0,0.552,0.235,0.001,0.09,0.71,-5.8,99.1,77.7,88.6,0.272,0.507,0.254,0.173,0.307,0.379,,,,145.0,87.0,126.0,117.0,95.0,103.0,,,,0.007,0.001,0.093,-10.95,-3.63,-0.29,83.8,98.1,84.0,0.208,0.5,0.37799999999999995,,,,,,,,,,0.001,-3.64,70.1,,,,93.0,100.0,104.0,0.111,0.44,89.0,0.2,0.267,0.36200000000000004
2023/05/16,6:41 PM.,KC,SD,home,Clear.,65,663903,C,2,1,1,0,0,0,0,0,0,0,0,.188,.212,.344,.556,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,89.0,-304.0,-276.0,86.0,101.0,104.0,0.002,0.426,0.063,-2.24,0.01,-0.3,90.9,87.7,84.0,,,,0.0,0.0,0.6,0.265,0.353,0.10400000000000001,86.0,99.0,90.0,,,,,,,0.51,,,,-1.24,,,92.1,,,,,,,,0.339,0.555,0.113,,,,,,,,,,,,,,,,,,
2023/05/14,1:10 PM.,LAD,SD,away,Sunny.,74,664062,C,3,0,0,0,0,0,0,0,0,1,1,.167,.194,.333,.527,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,80.0,99.0,91.0,90.0,103.0,108.0,0.395,0.183,,1.42,-0.82,,92.4,,86.8,0.221,0.436,0.157,0.268,0.439,0.253,,,,,,,,,,,,,,,,,,,,,,0.313,0.656,0.209,,,,,,,107.0,83.0,90.0,0.151,-2.12,80.9,,,,120.0,98.0,106.0,0.272,0.21,83.0,0.181,0.315,0.27
2023/05/13,4:16 PM.,LAD,SD,away,Sunny.,72,628711,C,1,0,0,0,0,0,0,0,0,0,0,.185,.214,.370,.584,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,90.0,101.0,98.0,,,,0.451,,0.157,0.02,,-3.03,92.7,86.1,,0.267,0.503,0.218,,,,0.296,0.593,0.299,,,,,,,109.0,124.0,127.0,,0.092,,-0.42,,,87.1,,,,,,0.186,0.322,0.278,,,,132.0,103.0,112.0,0.3,0.84,79.2,0.233,0.457,0.22899999999999998,,,,,,,,,
2023/05/12,7:10 PM.,LAD,SD,away,Clear.,64,669160,C,2,0,0,0,0,0,0,0,0,0,0,.192,.222,.385,.607,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,117.0,103.0,106.0,,,,0.269,,0.045,0.48,,2.6,97.3,90.9,,0.22,0.341,0.17800000000000002,,,,0.1,0.1,0.077,117.0,102.0,108.0,,,,113.0,111.0,107.0,0.335,0.148,,3.03,3.59,,93.0,96.6,,0.167,0.2,0.226,0.161,0.226,0.14300000000000002,0.161,0.25,0.125,149.0,102.0,118.0,0.203,0.6,86.3,,,,,,,,,,,,
2023/05/10,6:41 PM.,MIN,SD,away,Partly Cloudy.,77,641154,C,2,0,0,0,0,0,0,0,0,1,1,.208,.240,.417,.657,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,90.0,108.0,109.0,100.0,108.0,105.0,111.0,106.0,114.0,0.345,0.214,0.211,0.1,1.34,-0.17,94.9,88.4,84.4,0.268,0.468,0.315,0.173,0.287,0.366,0.257,0.41,0.284,98.0,105.0,104.0,,,,,,,0.106,,,,2.08,,,94.5,,0.202,0.33,0.364,,,,0.278,0.342,0.126,93.0,110.0,114.0,0.125,0.25,82.5,,,,,,,,,,,,
2023/05/07,4:10 PM.,LAD,SD,home,Clear.,67,628711,C,2,0,0,0,0,0,0,0,0,2,2,.227,.261,.455,.716,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,90.0,101.0,98.0,,,,0.451,,0.157,0.02,,-3.03,92.7,86.1,,0.267,0.503,0.218,,,,0.296,0.593,0.299,,,,,,,109.0,124.0,127.0,,0.092,,-0.42,,,87.1,,,,,,0.186,0.322,0.278,,,,132.0,103.0,112.0,0.3,0.84,79.2,0.233,0.457,0.22899999999999998,,,,,,,,,
2023/05/06,5:41 PM.,LAD,SD,home,Clear.,63,669160,C,3,1,1,1,0,0,0,0,0,1,1,.250,.286,.500,.786,669160,dustinmay,May,Right,Dustin May,LAD,2.63,3.4,48.0,103.0,120.0,109.0,0.872,6.38,3.0,5.44,0.19,1.3,0.252,0.43,0.156,0.244,0.459,66.0,93.0,97.0,117.0,103.0,106.0,,,,0.269,,0.045,0.48,,2.6,97.3,90.9,,0.22,0.341,0.17800000000000002,,,,0.1,0.1,0.077,117.0,102.0,108.0,,,,113.0,111.0,107.0,0.335,0.148,,3.03,3.59,,93.0,96.6,,0.167,0.2,0.226,0.161,0.226,0.14300000000000002,0.161,0.25,0.125,149.0,102.0,118.0,0.203,0.6,86.3,,,,,,,,,,,,
2023/05/03,1:10 PM.,CIN,SD,home,Partly Cloudy.,63,570666,C,4,1,2,1,0,1,4,0,0,0,4,.235,.278,.471,.749,570666,luiscessa,Cessa,Right,Luis Cessa,CIN,9.0,9.18,26.0,102.0,84.0,98.0,0.876,3.81,4.15,15.92,1.04,1.52,0.213,0.398,0.167,0.333,0.432,88.0,105.0,110.0,50.0,97.0,77.0,102.0,103.0,104.0,0.235,0.376,0.222,-1.2,-2.29,-1.48,91.9,86.3,81.2,0.355,0.581,0.053,0.389,0.5,0.125,0.346,0.462,0.259,87.0,105.0,96.0,,,,,,,0.166,,,,-7.56,,,92.0,,,,,,,,0.522,0.957,0.136,,,,,,,,,,,,,,,,,,
2023/05/02,6:42 PM.,CIN,SD,home,Partly Cloudy.,61,668933,PR,0,0,0,0,0,0,0,0,0,0,0,.154,.214,.154,.368,668933,grahamashcraft,Ashcraft,Right,Graham Ashcraft,CIN,4.76,4.96,145.2,99.0,128.0,103.0,0.799,6.86,3.21,9.14,1.42,1.55,0.231,0.353,0.164,0.302,0.435,,,,,,,166.0,102.0,114.0,,0.373,0.0,,-0.37,-25.75,,90.4,88.3,,,,0.221,0.461,0.32899999999999996,,,,57.0,90.0,82.0,,,,116.0,98.0,100.0,0.097,0.529,,0.15,-1.17,,95.8,96.5,,,,,0.292,0.436,0.171,0.286,0.429,0.1,,,,,,,,,,,,,,,,,,
2023/05/01,6:41 PM.,CIN,SD,home,Cloudy.,60,596133,C,3,1,1,0,0,0,0,0,1,1,1,.154,.214,.154,.368,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,88.0,102.0,96.0,112.0,101.0,104.0,0.435,0.137,0.2,-1.47,-2.22,-2.01,94.0,86.1,85.8,0.311,0.543,0.175,0.235,0.294,0.321,0.316,0.547,0.32299999999999995,,,,,,,99.0,103.0,102.0,,0.11,0.118,0.87,,-1.56,90.3,,81.7,0.255,0.691,0.16699999999999998,0.218,0.473,0.252,,,,,,,,,,,,,,,,,,,,,
2023/04/27,1:21 PM.,CHC,SD,away,Sunny.,60,669713,C,3,0,1,0,0,0,0,0,0,0,1,.100,.100,.100,.200,669713,haydenwesneski,Wesneski,Right,Hayden Wesneski,CHC,4.63,5.23,89.1,101.0,101.0,102.0,0.796,8.36,3.22,8.26,2.01,1.07,0.242,0.431,0.142,0.369,0.444,77.0,102.0,103.0,80.0,105.0,94.0,123.0,98.0,110.0,0.296,0.366,0.049,-1.9,1.49,0.65,94.3,84.5,82.0,0.327,0.636,0.165,0.14,0.231,0.376,0.188,0.188,0.133,92.0,96.0,91.0,,,,100.0,98.0,104.0,0.189,0.1,,-0.42,-0.38,,88.8,92.9,,,,,0.308,0.654,0.2,0.273,0.545,0.145,,,,,,,,,,,,,,,,,,
2023/04/26,6:39 PM.,CHC,SD,away,Clear.,43,592767,C,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,94.0,88.0,105.0,102.0,103.0,86.0,94.0,82.0,0.389,0.117,0.494,-0.51,-1.32,-0.09,88.6,91.9,78.6,0.229,0.399,0.36,0.293,0.463,0.21600000000000003,0.314,0.6,0.17300000000000001,,,,,,,,,,,,,,,,,,
2023/04/21,6:42 PM.,AZ,SD,away,Clear.,85,668678,C,3,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,0.139,1.59,0.34,1.05,93.6,86.8,87.4,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.336,0.314,97.0,95.0,92.0,121.0,104.0,112.0,106.0,99.0,94.0,0.007,0.092,0.227,-2.24,-3.38,0.46,90.2,93.0,82.5,0.21,0.344,0.405,0.352,0.648,0.205,0.286,0.714,0.125,,,,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,ATL,SD,home,Partly Cloudy.,60,675911,C,3,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,0.073,0.4,1.67,0.97,97.2,87.0,85.6,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
