date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,KC%,wKC/C,vKC,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/09/17,1:08 PM.,SD,OAK,home,Partly Cloudy.,70,607259,CF,4,0,1,0,0,0,0,0,0,2,2,.220,.253,.374,.627,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,0.224,0.13,0.002,0.191,0.288,-0.91,1.23,-4.18,0.59,2.41,93.3,80.7,92.9,84.5,81.8,0.25,0.423,0.225,0.164,0.295,0.34700000000000003,0.293,0.333,0.08800000000000001,0.158,0.226,0.465,,,,,,,96.0,102.0,96.0,0.164,-1.99,89.5,0.382,0.632,0.16899999999999998,,,,,,,,,,,,,,,,,,,,,
2023/09/16,1:07 PM.,SD,OAK,home,Overcast.,68,663362,CF,3,0,2,0,0,0,0,0,1,1,0,.218,.253,.379,.632,663362,mattwaldron,Waldron,Right,Matt Waldron,SDP,4.35,4.48,41.1,106.0,88.0,101.0,0.832,6.75,2.61,8.49,1.96,0.96,0.238,0.415,0.215,0.308,0.456,,,,,,,76.0,105.0,98.0,81.0,106.0,95.0,101.0,100.0,109.0,0.236,0.205,0.16,,,-0.95,0.75,-0.44,,,91.3,,91.3,79.8,,0.259,0.519,0.217,,,,0.239,0.457,0.095,,,,0.269,0.5,0.204,,,,104.0,114.0,109.0,0.131,0.15,86.7,0.214,0.464,0.193,,,,,,,,,,,,,,,,76.6,0.267,-1.01,0.242,0.485,0.247
2023/09/15,6:40 PM.,SD,OAK,home,Partly Cloudy.,65,607625,CF,3,0,0,0,0,0,0,0,0,3,0,.202,.230,.369,.599,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,85.0,96.0,97.0,122.0,100.0,105.0,87.0,108.0,103.0,97.0,102.0,97.0,114.0,96.0,108.0,0.199,0.318,0.111,0.313,0.059,0.36,1.87,-0.6,0.26,-2.89,93.4,86.3,93.2,85.2,79.6,0.246,0.464,0.214,0.287,0.384,0.265,0.208,0.36,0.08900000000000001,0.303,0.576,0.34299999999999997,0.25,0.417,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.226,,,,,,
2023/09/13,6:11 PM.,HOU,OAK,away,Roof Closed.,73,686613,CF,3,0,0,0,0,0,0,0,0,2,0,.210,.238,.383,.621,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,0.002,0.461,0.017,,,0.01,-0.16,-2.64,,,95.7,,96.0,84.6,,0.271,0.511,0.223,0.247,0.374,0.303,,,,0.121,0.242,0.37,0.25,0.625,0.33299999999999996,0.238,-0.77,82.9,,,,0.235,-0.4,91.7,0.297,0.506,0.20800000000000002,92.0,104.0,105.0,0.048,0.92,88.2,,,,112.0,102.0,110.0,,,,,,,,,
2023/09/12,7:11 PM.,HOU,OAK,away,Roof Closed.,73,434378,CF,3,0,0,0,0,0,0,0,0,0,1,.218,.247,.397,.644,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,0.5,0.253,0.2,0.047,0.89,,0.97,0.43,-0.23,94.3,85.2,,86.9,78.2,0.235,0.417,0.18100000000000002,0.241,0.328,0.244,,,,0.214,0.286,0.28600000000000003,0.201,0.325,0.292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/10,1:38 PM.,TEX,OAK,away,Roof Closed.,74,592351,CF,3,0,0,0,0,0,0,0,1,1,2,.227,.256,.413,.669,592351,jongray,"Gray, Jn",Right,Jon Gray,TEX,4.12,4.48,157.1,101.0,97.0,100.0,0.758,8.12,3.09,8.52,1.26,1.1,0.288,0.348,0.157,0.324,0.437,77.0,96.0,97.0,99.0,90.0,98.0,82.0,100.0,92.0,,,,116.0,103.0,109.0,,0.424,0.398,0.062,0.116,-1.83,,2.33,-1.69,1.71,95.7,88.8,,87.2,78.2,0.346,0.551,0.179,0.263,0.737,0.27,,,,0.211,0.268,0.213,0.105,0.211,0.324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/09,6:09 PM.,TEX,OAK,away,Roof Closed.,74,543135,CF,3,0,0,0,0,0,0,0,0,1,2,.236,.257,.431,.688,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,,0.372,0.04,0.135,,0.41,,-3.23,0.86,,95.1,,,83.9,76.0,0.234,0.423,0.183,0.2,0.22,0.41700000000000004,,,,,,,0.303,0.606,0.13699999999999998,,,,86.0,98.0,92.0,0.176,1.33,90.6,0.238,0.417,0.198,125.0,101.0,106.0,0.276,1.26,87.9,0.196,0.314,0.355,,,,,,,,,,,,
2023/09/08,7:08 PM.,TEX,OAK,away,Roof Closed.,74,656756,CF,0,0,0,0,0,0,0,0,0,0,0,.246,.268,.449,.717,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,0.426,0.106,,0.222,0.229,-0.68,1.22,,0.84,0.2,93.4,83.5,93.3,,80.5,0.333,0.5,0.195,0.191,0.357,0.371,0.255,0.374,0.141,0.239,0.405,0.392,,,,,,,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,,,,,,,
2023/09/04,1:08 PM.,TOR,OAK,home,Sunny.,69,621244,CF,4,2,2,0,0,2,3,0,0,1,0,.246,.268,.449,.717,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,0.315,0.204,,0.296,0.185,0.72,0.61,,0.31,-0.38,94.3,84.1,93.8,,82.6,0.254,0.456,0.276,,,,0.255,0.398,0.131,0.245,0.409,0.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.216,0.357,0.305,,,,,,
2023/09/03,1:07 PM.,LAA,OAK,home,Partly Cloudy.,71,542881,CF,2,0,1,0,0,0,1,0,0,0,0,.231,.254,.354,.608,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,0.055,0.374,0.007,0.002,0.338,-1.25,-3.61,-1.06,-0.33,0.08,90.1,80.0,88.5,78.1,72.9,0.301,0.566,0.193,,,,0.36,0.68,0.102,0.238,0.381,0.39799999999999996,0.2,0.2,0.33299999999999996,,,,104.0,103.0,98.0,0.224,0.48,85.1,0.239,0.366,0.268,,,,0.001,-4.72,90.1,,,,,,,,,,,,,,,
2023/09/02,1:07 PM.,LAA,OAK,home,Cloudy.,72,656288,CF,2,0,0,0,0,0,0,0,0,0,1,.222,.246,.349,.595,656288,griffincanning,Canning,Right,Griffin Canning,LAA,4.32,4.01,127.0,102.0,96.0,101.0,0.734,9.85,2.55,8.57,1.56,1.1,0.239,0.41,0.129,0.382,0.442,89.0,101.0,101.0,91.0,98.0,103.0,78.0,101.0,93.0,81.0,95.0,86.0,124.0,105.0,110.0,0.006,0.348,0.299,0.134,0.213,-0.21,-8.61,0.1,-0.53,1.6,94.7,90.2,95.0,88.4,81.8,0.235,0.5,0.28300000000000003,0.271,0.667,0.252,0.333,1.333,0.0,0.213,0.339,0.248,0.261,0.344,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/01,6:40 PM.,LAA,OAK,home,Cloudy.,65,663776,CF,2,0,0,0,0,0,0,0,0,1,2,.230,.254,.361,.615,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,123.0,100.0,107.0,0.111,0.256,0.285,0.09,0.258,-1.22,0.36,0.02,0.27,0.3,93.0,83.0,93.2,86.5,76.5,0.336,0.507,0.156,0.286,0.286,0.237,0.269,0.327,0.129,0.184,0.33,0.43200000000000005,0.2,0.5,0.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/30,1:11 PM.,SEA,OAK,away,Cloudy.,69,682243,CF,4,1,2,0,0,1,2,0,0,1,0,.237,.262,.373,.635,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,104.0,101.0,99.0,112.0,100.0,107.0,0.076,0.585,0.274,0.009,0.056,0.3,1.22,0.14,-8.41,0.66,95.1,85.0,95.1,85.0,78.2,0.256,0.45,0.271,0.667,1.333,0.125,0.26,0.36,0.096,0.167,0.433,0.179,0.3,0.475,0.174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/29,6:40 PM.,SEA,OAK,away,Roof Closed.,60,596133,CF,3,0,0,0,0,0,0,0,0,0,3,.218,.246,.309,.555,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,,0.435,0.137,,0.2,-1.47,,-2.22,,-2.01,94.0,86.1,,85.8,,0.311,0.543,0.175,0.255,0.691,0.16699999999999998,,,,0.316,0.547,0.32299999999999995,0.235,0.294,0.321,0.118,-1.56,81.7,99.0,103.0,102.0,0.11,0.87,90.3,0.218,0.473,0.252,,,,,,,,,,,,,,,,,,,,,
2023/08/28,6:40 PM.,SEA,OAK,away,Cloudy.,67,693433,CF,2,0,0,0,0,0,0,0,1,1,0,.231,.259,.327,.586,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,0.255,0.469,0.24,,0.037,0.69,1.34,-0.83,,-2.37,95.1,89.7,95.0,86.0,,0.207,0.407,0.303,,,,0.213,0.372,0.20800000000000002,0.4,0.4,0.222,0.257,0.457,0.311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/27,1:11 PM.,CWS,OAK,away,Sunny.,71,605182,CF,1,0,1,0,0,0,0,0,0,0,0,.240,.255,.340,.595,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,0.024,0.479,0.271,0.016,0.128,-0.21,1.47,0.5,0.55,1.69,94.3,86.1,93.1,79.4,76.0,0.283,0.494,0.174,0.167,0.167,0.2,0.2,0.2,0.2,0.175,0.206,0.293,0.203,0.366,0.306,,,,90.0,100.0,100.0,0.082,-0.07,84.9,0.256,0.395,0.264,,,,,,,,,,,,,,,,,,,,,
2023/08/26,6:10 PM.,CWS,OAK,away,Cloudy.,72,657053,CF,3,0,0,0,0,0,0,0,0,0,4,.224,.240,.327,.567,657053,toukitoussaint,Toussaint,Right,Touki Toussaint,- - -,4.97,5.37,87.0,94.0,95.0,93.0,0.769,8.79,5.9,7.14,1.03,1.6,0.179,0.477,0.106,0.315,0.366,,,,108.0,99.0,104.0,79.0,87.0,79.0,94.0,94.0,89.0,88.0,112.0,117.0,0.265,0.235,0.023,0.288,,-1.46,0.33,-6.26,1.81,,93.6,,92.9,86.6,76.1,0.294,0.426,0.217,0.115,0.184,0.35600000000000004,0.3,0.412,0.095,,,,0.333,1.333,0.35700000000000004,,,,,,,,,,,,,96.0,96.0,99.0,0.189,-0.3,87.5,0.188,0.348,0.324,,,,,,,,,,,,
2023/08/25,6:10 PM.,CWS,OAK,away,Partly Cloudy.,77,656302,CF,5,1,1,0,0,0,1,0,0,2,6,.239,.255,.348,.603,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,120.0,101.0,108.0,,0.432,0.386,,0.03,-0.15,,0.4,,1.0,95.6,74.6,,86.3,,0.273,0.436,0.205,0.298,0.538,0.249,,,,0.111,0.111,0.5379999999999999,0.216,0.339,0.433,0.152,-1.83,80.2,,,,,,,,,,,,,,,,,,,83.0,94.0,99.0,,,,,,,,,
2023/08/24,7:10 PM.,CWS,OAK,away,Clear.,91,669947,CF,3,0,1,0,0,0,0,0,0,0,0,.244,.262,.366,.628,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,92.0,84.0,86.0,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,0.435,0.366,0.165,0.035,0.27,,-1.82,-0.51,0.73,92.8,85.4,,85.4,74.0,0.266,0.462,0.14,0.245,0.469,0.34299999999999997,,,,0.111,0.111,0.154,0.354,0.472,0.23399999999999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,12:38 PM.,KC,OAK,home,Sunny.,82,666142,CF,1,0,0,0,0,0,0,0,0,0,2,.237,.237,.368,.605,666142,coleragans,Ragans,Left,Cole Ragans,- - -,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.178,0.284,0.409,90.0,97.0,103.0,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,,0.401,0.104,,0.237,0.24,,2.79,,2.84,96.5,86.6,,86.6,,0.234,0.411,0.27899999999999997,0.194,0.306,0.295,,,,0.152,0.192,0.344,0.18,0.2,0.4,0.124,-0.05,81.8,89.0,92.0,87.0,0.134,1.47,91.8,0.27,0.378,0.23800000000000002,,,,,,,,,,,,,,,,,,,,,
2023/08/22,6:40 PM.,KC,OAK,home,Clear.,72,672582,CF,1,0,0,0,0,0,0,0,0,0,0,.243,.243,.378,.621,672582,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,4.85,4.36,42.2,101.0,77.0,96.0,0.822,7.59,1.69,9.7,1.48,1.6,0.224,0.418,0.164,0.381,0.46,67.0,97.0,93.0,,,,59.0,100.0,88.0,80.0,106.0,98.0,106.0,102.0,107.0,0.232,0.335,0.239,,0.194,0.43,0.96,-0.82,,-2.48,94.5,86.9,94.6,86.2,,0.222,0.407,0.21600000000000003,,,,0.289,0.467,0.05,0.379,0.552,0.313,0.244,0.463,0.231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/21,6:41 PM.,KC,OAK,home,Cloudy.,72,656353,CF,4,0,2,0,0,0,0,0,0,2,0,.250,.250,.389,.639,656353,tuckerdavidson,Davidson,Left,Tucker Davidson,- - -,5.96,5.16,51.1,97.0,93.0,95.0,0.766,8.06,3.33,11.22,1.05,1.38,0.259,0.404,0.133,0.331,0.413,,,,,,,72.0,89.0,84.0,79.0,108.0,96.0,104.0,92.0,97.0,0.02,0.352,0.554,,,-1.68,-4.43,-0.8,,,91.4,,90.4,83.8,,0.328,0.597,0.126,,,,0.5,1.0,0.0,,,,0.25,0.333,0.319,,,,,,,,,,,,,82.0,94.0,97.0,0.074,2.98,82.6,0.105,0.158,0.526,,,,,,,,,,,,
