date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FC%,FS%,SL%,CU%,wFA/C,wFC/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFC,vFS,vSI,vSL,vCU,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/05/06,6:40 PM.,HOU,SEA,home,Cloudy.,58,641585,C,3,0,2,1,0,0,0,0,0,1,0,.211,.211,.289,.500,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,116.0,108.0,103.0,,,,,0.431,0.189,,0.091,0.137,-0.26,0.33,,,-2.09,0.16,93.0,86.8,,,80.1,76.0,0.317,0.446,0.22,0.145,0.273,0.42200000000000004,,,,0.308,0.481,0.106,0.25,0.533,0.298,,,,75.0,102.0,112.0,0.152,2.51,81.8,0.183,0.237,0.308,,,,,,
2023/05/03,7:45 PM.,OAK,SEA,away,Overcast.,53,676664,C,2,0,0,0,0,0,0,0,0,0,1,.171,.171,.229,.400,676664,jpsears,Sears,Left,JP Sears,OAK,4.54,4.64,172.1,101.0,93.0,100.0,0.779,8.41,2.77,8.62,1.78,0.55,0.283,0.416,0.178,0.301,0.438,,,,93.0,102.0,96.0,,,,93.0,102.0,106.0,,,,,,,0.001,0.501,,,0.346,,-0.84,,,0.63,-0.06,,93.1,,,92.1,81.4,,,,,,,,,,,0.256,0.478,0.217,0.21,0.395,0.28300000000000003,,,,83.0,100.0,102.0,0.151,0.36,84.1,0.277,0.438,0.225,,,,,,
2023/04/29,3:09 PM.,TOR,SEA,away,Roof Closed.,68,592332,C,4,0,2,0,0,0,0,0,0,2,1,.182,.182,.242,.424,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,110.0,104.0,105.0,,,,89.0,89.0,94.0,,,,105.0,108.0,109.0,,0.509,,0.384,0.108,,1.13,,0.3,,-0.97,,94.7,,86.3,,83.6,,,,,,,,,,,0.243,0.409,0.172,0.348,0.565,0.353,0.201,0.307,0.43200000000000005,,,,,,,,,,,,,,,
2023/04/27,1:06 PM.,PHI,SEA,away,Cloudy.,55,621381,C,3,0,2,1,0,0,0,0,0,0,2,.138,.138,.207,.345,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,,,,0.187,0.452,0.101,,0.256,,1.08,-0.5,,0.27,2.22,,93.4,87.6,,93.2,83.1,,0.296,0.556,0.25,,,,0.344,0.459,0.156,0.186,0.371,0.311,0.133,0.256,0.34299999999999997,,,,114.0,99.0,105.0,0.004,-9.98,86.5,,,,,,,,,
2023/04/21,7:10 PM.,STL,SEA,home,Cloudy.,52,571927,C,3,0,0,0,0,0,0,0,0,2,2,.077,.077,.115,.192,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,,,,0.561,,,,0.018,0.148,,,,0.41,-1.27,-0.6,,,,94.1,88.9,78.5,,,,0.259,0.407,0.2,0.24,0.397,0.247,,,,0.5,0.75,0.1,,,,106.0,109.0,107.0,0.274,-0.09,84.2,0.291,0.405,0.289,,,,,,
2023/04/19,1:10 PM.,MIL,SEA,home,Roof Closed.,48,641778,C,3,0,1,0,0,0,0,0,0,0,0,.087,.087,.130,.217,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,89.0,91.0,90.0,79.0,101.0,93.0,,,,89.0,105.0,100.0,82.0,93.0,87.0,,,,,0.432,0.358,,0.078,0.124,-1.01,-2.06,,,2.07,-6.37,90.8,86.7,,,82.6,75.3,0.309,0.568,0.212,0.412,1.235,0.138,,,,0.261,0.58,0.258,0.188,0.188,0.111,,,,59.0,99.0,91.0,0.007,-17.68,82.8,,,,,,,,,
2023/04/14,7:10 PM.,COL,SEA,home,Clear.,56,596295,C,4,0,0,0,0,0,0,0,0,2,1,.050,.050,.100,.150,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,,,,68.0,97.0,85.0,66.0,7.0,2.0,93.0,98.0,102.0,,,,,,,0.012,0.439,,,0.201,,-1.99,,,-5.34,0.96,,90.6,,,90.8,84.8,,,,,0.226,0.358,0.28,0.4,1.0,0.16699999999999998,0.344,0.656,0.11800000000000001,0.275,0.383,0.247,,,,73.0,100.0,98.0,0.181,-0.07,81.6,0.296,0.509,0.19899999999999998,90.0,103.0,104.0,0.168,-0.75,77.6
2023/04/10,6:39 PM.,CHC,SEA,away,Clear.,67,592767,C,2,0,0,0,0,0,0,0,0,1,0,.063,.063,.125,.188,592767,drewsmyly,Smyly,Left,Drew Smyly,CHC,5.0,4.13,142.1,98.0,92.0,95.0,0.755,8.92,3.54,9.3,1.64,0.79,0.229,0.428,0.182,0.31,0.382,,,,,,,77.0,94.0,88.0,,,,86.0,94.0,82.0,,,,0.389,,0.117,,,,,-0.51,,-1.32,,,,88.6,,91.9,,,0.293,0.463,0.21600000000000003,0.229,0.399,0.36,0.314,0.6,0.17300000000000001,,,,,,,,,,,,,,,,,,,105.0,102.0,103.0,0.494,-0.09,78.6
2023/04/08,6:10 PM.,CLE,SEA,away,Clear.,45,615698,C,4,0,1,1,0,0,0,0,0,1,4,.071,.071,.143,.214,615698,calquantrill,Quantrill,Right,Cal Quantrill,CLE,5.24,5.85,99.2,98.0,95.0,95.0,0.83,5.24,3.16,10.02,0.99,1.12,0.224,0.451,0.186,0.311,0.384,103.0,110.0,111.0,75.0,77.0,73.0,86.0,96.0,90.0,,,,103.0,94.0,93.0,113.0,104.0,104.0,0.416,0.01,0.241,0.123,,0.109,-2.44,-0.89,-1.13,0.18,,1.28,93.8,88.1,86.8,93.7,,82.0,0.33,0.495,0.221,0.188,0.313,0.158,0.277,0.428,0.16899999999999998,0.333,0.667,0.2,,,,0.241,0.362,0.225,85.0,94.0,91.0,0.101,-2.42,86.1,0.344,0.625,0.182,,,,,,
2023/04/04,6:41 PM.,LAA,SEA,home,Partly Cloudy.,50,660761,DH,4,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,.000,660761,josesuarez,"Suarez, J",Left,José Suarez,LAA,8.29,6.0,33.2,94.0,92.0,96.0,0.735,7.49,5.35,12.3,2.67,0.69,0.241,0.466,0.19,0.319,0.428,,,,89.0,92.0,89.0,74.0,94.0,82.0,105.0,90.0,103.0,99.0,68.0,88.0,,,,0.052,0.398,0.015,,0.267,,-0.97,0.89,,-3.55,-3.72,,92.3,88.1,,90.8,81.5,,0.0,0.0,0.5,,,,0.444,0.778,0.067,0.273,0.477,0.222,0.591,1.091,0.25,,,,84.0,100.0,103.0,0.269,-2.55,82.0,0.31,0.548,0.385,,,,,,
2023/04/03,6:41 PM.,LAA,SEA,home,Partly Cloudy.,45,672282,C,4,0,0,0,0,0,0,0,0,3,0,.000,.000,.000,.000,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,93.0,94.0,105.0,87.0,101.0,95.0,,,,124.0,100.0,102.0,,,,,,,,0.432,,,0.319,0.194,-0.38,,,,0.91,0.14,94.3,,,,88.7,74.7,,,,0.191,0.326,0.28600000000000003,,,,0.291,0.505,0.212,0.0,0.0,0.267,,,,92.0,101.0,97.0,0.054,-2.03,84.8,0.242,0.424,0.24600000000000002,,,,,,
2023/04/01,6:39 PM.,CLE,SEA,home,Partly Cloudy.,47,650644,C,2,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,650644,aaroncivale,Civale,Right,Aaron Civale,- - -,3.46,3.69,122.1,106.0,105.0,104.0,0.786,8.53,2.43,8.02,0.88,1.0,0.212,0.458,0.149,0.307,0.413,153.0,113.0,120.0,76.0,101.0,91.0,75.0,101.0,89.0,128.0,111.0,116.0,96.0,104.0,103.0,58.0,95.0,95.0,0.185,0.123,0.372,0.017,0.058,0.244,-0.65,1.13,-6.33,1.59,0.15,0.77,91.8,87.7,85.2,92.4,82.5,78.1,0.261,0.406,0.23399999999999999,0.188,0.323,0.273,0.202,0.292,0.14400000000000002,0.359,0.436,0.243,0.172,0.345,0.23199999999999998,0.5,0.625,0.182,,,,,,,,,,,,,,,
