date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,KC%,wFA/C,wFS/C,wSI/C,wSL/C,wKC/C,vFA,vFS,vSI,vSL,vKC,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff,SI_ba,SI_slg,SI_whiff,vKN (sc),Stf+ CH,Loc+ CH,Pit+ CH,CH%,KN%,wCH/C,wKN/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,SV_ba,SV_slg,SV_whiff
2023/08/06,1:35 PM.,SF,OAK,home,Sunny.,81,502171,RF,4,0,0,0,0,0,0,0,0,1,0,.199,.310,.357,.667,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.388,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,,,,0.333,0.542,0.306,0.239,0.386,0.24600000000000002,0.379,0.638,0.32,0.28,0.435,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/05,4:08 PM.,SF,OAK,home,Sunny.,75,548389,LF,3,0,0,0,0,0,0,0,0,2,1,.203,.315,.364,.679,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,119.0,95.0,102.0,83.0,107.0,102.0,0.092,0.26,0.009,0.292,0.099,-0.38,-0.82,-0.64,0.07,1.22,92.5,85.6,90.3,87.2,75.9,0.275,0.512,0.275,0.274,0.487,0.179,,,,0.2,0.2,0.20600000000000002,0.325,0.55,0.12300000000000001,,94.0,112.0,113.0,0.248,,-2.35,,83.7,0.305,0.508,0.289,,,,,,,,,,,,,,,,,,
2023/08/03,7:10 PM.,LAD,OAK,away,Clear.,75,628711,CF,3,0,0,0,0,0,0,0,0,2,1,.206,.319,.369,.688,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,90.0,101.0,98.0,,,,,,,,,,,,,,0.451,,,,0.02,,,,,92.7,,,,,0.267,0.503,0.218,,,,,,,,,,,,,,91.0,109.0,108.0,0.157,,-3.03,,86.1,0.296,0.593,0.299,132.0,103.0,112.0,0.3,0.84,79.2,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,0.233,0.457,0.22899999999999998
2023/08/02,7:10 PM.,LAD,OAK,away,Clear.,78,664062,CF,4,0,1,0,0,0,0,0,0,0,3,.209,.323,.374,.697,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,80.0,99.0,91.0,,,,90.0,103.0,108.0,,,,120.0,98.0,106.0,,0.395,0.272,0.183,,1.42,0.21,,-0.82,,92.4,83.0,,86.8,,0.221,0.436,0.157,0.268,0.439,0.253,0.181,0.315,0.27,0.313,0.656,0.209,,,,,,,,,,,,,,,,107.0,83.0,90.0,0.151,-2.12,80.9,,,,,,,,,,,,
2023/08/01,7:10 PM.,LAD,OAK,away,Clear.,78,458681,CF,4,0,0,0,0,0,0,0,0,2,2,.208,.324,.377,.701,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,,,,,,,0.126,0.437,,0.063,,-0.4,,1.21,-3.65,,92.4,,91.4,83.0,,0.255,0.52,0.316,0.286,0.446,0.308,,,,0.208,0.453,0.354,0.239,0.394,0.177,,56.0,95.0,90.0,0.07,,-1.23,,84.9,0.302,0.372,0.29600000000000004,109.0,97.0,106.0,0.074,-2.24,80.8,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,,,
2023/07/30,1:11 PM.,COL,OAK,away,Partly Cloudy.,93,621389,PH,1,0,0,0,0,0,0,0,0,1,0,.212,.329,.384,.713,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,,,,69.0,104.0,84.0,,,,,,,,,,0.55,,,,,,,-1.22,,,,,89.3,,,,,,,,,,,,0.211,0.211,0.257,0.322,0.561,0.102,,20.0,103.0,96.0,0.221,,-1.35,,79.9,0.371,0.486,0.207,66.0,98.0,98.0,0.064,-0.44,78.9,170.0,99.0,85.0,0.165,-2.26,83.7,0.348,0.652,0.184,,,
2023/07/29,6:10 PM.,COL,OAK,away,Cloudy.,87,623167,CF,4,2,1,0,0,0,0,0,1,2,1,.213,.331,.386,.717,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,,,,,,,0.019,0.409,,0.097,,-2.66,,-7.15,-2.44,,91.9,,90.9,80.8,,0.379,0.739,0.174,0.389,0.444,0.14800000000000002,,,,0.125,0.125,0.35700000000000004,0.6,0.7,0.111,,93.0,97.0,97.0,0.16,,0.72,,81.0,0.213,0.32,0.397,92.0,95.0,111.0,0.022,2.61,71.6,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.504,0.20199999999999999,,,
2023/07/28,6:40 PM.,COL,OAK,away,Partly Cloudy.,83,607536,CF,5,0,0,0,0,0,0,0,0,1,5,.212,.326,.389,.715,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,96.0,105.0,105.0,,,,0.283,0.184,,0.236,0.176,1.13,,-0.86,-0.2,-1.91,88.8,,88.7,84.1,80.6,0.239,0.431,0.127,0.246,0.549,0.2,,,,0.261,0.41,0.32,0.349,0.529,0.091,,47.0,105.0,95.0,0.122,,-3.3,,84.2,0.435,0.681,0.139,,,,,,,,,,,,,,,,,,
2023/07/26,6:45 PM.,SF,OAK,away,Cloudy.,61,676254,CF,4,1,1,1,0,0,0,0,0,1,2,.218,.333,.399,.732,676254,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,3.23,3.06,61.1,101.0,115.0,104.0,0.714,11.45,3.52,8.95,1.17,1.18,0.233,0.421,0.233,0.189,0.418,,,,101.0,101.0,95.0,128.0,100.0,113.0,,,,,,,0.496,,,0.503,,,,0.41,-0.84,,,,94.8,83.2,,,,,0.248,0.473,0.419,,,,,,,0.279,0.356,0.175,,,,,,,,,,,,,139.0,42.0,53.0,0.001,-5.8,72.7,,,,,,,,,,,,
2023/07/25,6:46 PM.,SF,OAK,away,Partly Cloudy.,67,502171,CF,3,0,1,0,0,0,1,0,1,1,0,.217,.335,.397,.732,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,115.0,95.0,103.0,78.0,103.0,103.0,0.397,0.003,0.388,0.051,0.162,-3.47,0.2,0.33,-1.31,-1.38,95.8,89.5,94.5,86.2,83.6,,,,0.333,0.542,0.306,0.239,0.386,0.24600000000000002,0.379,0.638,0.32,0.28,0.435,0.129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/23,1:07 PM.,HOU,OAK,home,Partly Cloudy.,72,686613,CF,3,2,2,0,0,1,1,1,1,0,2,.215,.332,.398,.730,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,112.0,102.0,110.0,92.0,104.0,105.0,0.002,0.461,0.048,0.017,0.238,0.01,0.92,-0.16,-2.64,-0.77,95.7,88.2,96.0,84.6,82.9,0.271,0.511,0.223,0.25,0.625,0.33299999999999996,,,,0.247,0.374,0.303,,,,,,,,,,,,,0.121,0.242,0.37,,,,,,,,,,0.235,-0.4,91.7,0.297,0.506,0.20800000000000002,,,
2023/07/22,6:08 PM.,HOU,OAK,home,Partly Cloudy.,75,664299,CF,2,0,0,0,0,0,0,0,2,0,1,.208,.324,.377,.701,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,101.0,98.0,98.0,,,,108.0,95.0,102.0,91.0,99.0,102.0,,,,,0.584,,0.3,0.075,0.44,,,-0.09,-1.17,92.7,,,79.5,76.6,0.236,0.455,0.265,0.211,0.367,0.287,,,,0.268,0.366,0.195,,,,,78.0,101.0,98.0,0.041,,-1.29,,83.7,0.28,0.36,0.392,,,,,,,,,,,,,,,,,,
2023/07/21,6:41 PM.,HOU,OAK,home,Clear.,71,664285,CF,3,0,0,0,0,0,1,0,1,0,1,.210,.321,.381,.702,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,,,,,,,0.468,0.001,,0.087,,-16.35,,0.93,-0.32,,95.7,,95.3,84.7,,,,,0.189,0.405,0.43799999999999994,,,,0.158,0.211,0.402,0.274,0.455,0.126,,96.0,98.0,94.0,0.157,,0.73,,90.1,0.231,0.342,0.311,118.0,98.0,106.0,0.253,1.07,80.2,99.0,99.0,95.0,0.034,0.45,89.1,0.182,0.182,0.435,,,
2023/07/20,6:40 PM.,HOU,OAK,home,Clear.,71,641585,CF,4,0,0,0,0,0,0,0,0,2,3,.213,.322,.388,.710,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,101.0,97.0,98.0,,,,109.0,99.0,105.0,,,,,,,,0.431,,0.091,,-0.26,,,-2.09,,93.0,,,80.1,,0.308,0.481,0.106,0.25,0.533,0.298,,,,0.145,0.273,0.42200000000000004,,,,,75.0,102.0,112.0,0.152,,2.51,,81.8,0.183,0.237,0.308,116.0,98.0,100.0,0.137,0.16,76.0,116.0,108.0,103.0,0.189,0.33,86.8,0.317,0.446,0.22,,,
2023/07/19,12:38 PM.,BOS,OAK,home,Sunny.,69,678394,CF,4,1,2,1,0,1,2,0,0,0,2,.218,.329,.397,.726,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,,,,,,,0.364,0.207,,0.175,,-1.91,,0.52,-1.86,,95.5,,95.0,85.3,,0.31,0.646,0.19899999999999998,0.3,0.456,0.259,,,,,,,0.278,0.435,0.16,,80.0,103.0,99.0,0.239,,1.38,,86.2,0.196,0.291,0.387,,,,,,,88.0,100.0,88.0,0.015,-6.73,89.1,0.462,1.077,0.20800000000000002,,,
2023/07/18,6:42 PM.,BOS,OAK,home,Clear.,63,682175,CF,4,1,1,0,0,1,2,0,0,0,3,.212,.325,.371,.696,682175,joejacques,Jacques,Left,Joe Jacques,BOS,5.06,4.07,26.2,96.0,106.0,96.0,0.83,6.75,3.38,10.8,0.68,2.62,0.314,0.326,0.174,0.36,0.424,,,,119.0,101.0,95.0,82.0,89.0,99.0,,,,,,,0.631,0.002,,0.349,,-8.63,,0.28,-2.44,,93.1,,91.3,77.2,,,,,0.273,0.545,0.29600000000000004,,,,,,,0.286,0.393,0.12,,105.0,86.0,96.0,0.018,,-7.89,,84.9,,,,,,,,,,,,,,,,,,,,,
2023/07/17,6:40 PM.,BOS,OAK,home,Clear.,67,657514,CF,2,0,0,0,0,0,0,0,1,0,0,.211,.327,.355,.682,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,,,,79.0,100.0,88.0,,,,,,,,,,0.559,,,,,,,1.73,,,,,90.8,,,,,,,,,,,,0.238,0.349,0.35100000000000003,0.252,0.362,0.185,,34.0,68.0,70.0,0.014,,-13.88,,82.4,0.5,2.0,0.0,101.0,93.0,93.0,0.427,-0.78,77.6,,,,,,,,,,,,
2023/07/16,1:09 PM.,MIN,OAK,home,Partly Cloudy.,79,657746,CF,3,1,0,0,0,0,0,0,1,3,2,.213,.327,.360,.687,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,102.0,112.0,108.0,,,,102.0,88.0,94.0,,,,91.0,104.0,102.0,,0.569,0.272,0.159,,0.89,-0.3,,-2.12,,92.3,83.9,,80.3,,0.24,0.457,0.287,0.32,0.56,0.24100000000000002,0.242,0.415,0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/15,4:09 PM.,MIN,OAK,home,Sunny.,80,641154,CF,3,1,1,0,0,0,0,0,2,2,0,.217,.328,.366,.694,641154,pablolopez,"López, P",Right,Pablo López,MIN,3.66,3.0,194.0,107.0,99.0,109.0,0.717,10.86,2.23,8.16,1.11,1.25,0.208,0.438,0.175,0.295,0.428,100.0,108.0,105.0,98.0,105.0,104.0,111.0,106.0,114.0,,,,,,,0.106,0.345,,0.214,,0.1,,2.08,1.34,,94.9,,94.5,84.4,,0.268,0.468,0.315,0.173,0.287,0.366,,,,0.202,0.33,0.364,0.278,0.342,0.126,,90.0,108.0,109.0,0.211,,-0.17,,88.4,0.257,0.41,0.284,93.0,110.0,114.0,0.125,0.25,82.5,,,,,,,,,,,,
2023/07/14,6:41 PM.,MIN,OAK,home,Clear.,71,628317,CF,3,0,1,0,0,0,1,0,2,1,2,.215,.321,.367,.688,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,76.0,102.0,91.0,73.0,107.0,96.0,105.0,99.0,103.0,,,,138.0,107.0,112.0,0.064,0.274,0.319,0.306,,0.35,1.6,-0.88,-0.07,,91.0,84.1,90.3,81.6,,0.275,0.451,0.251,0.206,0.471,0.28800000000000003,0.182,0.263,0.35,0.333,0.667,0.063,0.385,0.538,0.128,,,,,,,,,,,,,94.0,96.0,95.0,0.036,-2.4,76.4,,,,,,,,,,,,
2023/07/09,1:37 PM.,BOS,OAK,away,Cloudy.,80,605463,CF,5,0,1,0,0,0,0,0,0,2,3,.213,.313,.368,.681,605463,taylerscott,"Scott, Tay",Right,Tayler Scott,- - -,5.6,5.16,17.2,97.0,97.0,101.0,0.791,8.66,5.09,11.72,1.53,0.72,0.328,0.293,0.103,0.448,0.391,68.0,88.0,86.0,72.0,99.0,92.0,115.0,101.0,112.0,,,,,,,0.325,0.089,,0.473,,0.01,,-4.04,-0.15,,94.0,,93.8,84.1,,0.143,0.143,0.267,0.25,0.417,0.273,,,,,,,0.522,0.957,0.125,,118.0,79.0,89.0,0.112,,-4.09,,87.3,0.125,0.5,0.5,,,,,,,,,,,,,,,,,,
2023/07/08,4:13 PM.,BOS,OAK,away,Sunny.,78,572020,CF,4,0,2,0,0,0,1,0,0,0,1,.213,.316,.373,.689,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,95.0,103.0,98.0,98.0,92.0,90.0,,,,87.0,93.0,94.0,,,,0.007,0.566,,,0.195,0.04,,-0.01,,-0.31,95.2,,94.9,,81.3,0.269,0.498,0.217,,,,,,,0.231,0.338,0.376,,,,,112.0,88.0,93.0,0.067,,-0.96,,84.4,0.316,0.421,0.467,,,,,,,63.0,101.0,91.0,0.165,-0.15,85.8,0.191,0.426,0.331,,,
2023/07/07,7:11 PM.,BOS,OAK,away,Partly Cloudy.,82,657514,CF,4,0,1,1,0,0,0,0,0,2,0,.205,.312,.370,.682,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,,,,79.0,100.0,88.0,,,,,,,,,,0.559,,,,,,,1.73,,,,,90.8,,,,,,,,,,,,0.238,0.349,0.35100000000000003,0.252,0.362,0.185,,34.0,68.0,70.0,0.014,,-13.88,,82.4,0.5,2.0,0.0,101.0,93.0,93.0,0.427,-0.78,77.6,,,,,,,,,,,,
