date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,FS_ba,FS_slg,FS_whiff
2023/05/06,1:17 PM.,STL,DET,away,Overcast.,73,425794,2B,2,1,0,0,0,0,0,0,0,0,4,.204,.271,.259,.530,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,0.099,0.003,0.306,0.05,-1.48,-13.9,-1.5,-3.6,85.7,81.4,75.6,71.5,0.326,0.512,0.11699999999999999,0.389,0.611,0.1,,,,0.291,0.475,0.153,87.0,99.0,89.0,107.0,99.0,95.0,0.314,0.226,-0.27,-3.36,82.9,86.9,0.394,0.746,0.09300000000000001,0.344,0.473,0.152,,,,,,,,0.002,,6.39,,65.7,,,
2023/05/05,7:15 PM.,STL,DET,away,Cloudy.,70,656756,2B,4,0,0,0,0,0,0,0,0,0,3,.212,.281,.269,.550,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,0.106,,0.222,0.229,-0.68,,0.84,0.2,93.4,83.5,,80.5,0.333,0.5,0.195,0.239,0.405,0.392,,,,0.191,0.357,0.371,91.0,99.0,91.0,101.0,102.0,87.0,0.426,0.016,-4.4,1.22,88.2,93.3,0.255,0.374,0.141,0.417,0.667,0.31,,,,,,,,,,,,,,,
2023/05/03,1:42 PM.,NYM,DET,home,Sunny.,50,664192,2B,2,0,1,1,0,0,0,0,0,0,0,.229,.302,.292,.594,664192,joeylucchesi,Lucchesi,Left,Joey Lucchesi,NYM,2.89,5.44,46.2,97.0,76.0,90.0,0.831,6.17,3.28,8.49,0.77,1.17,0.278,0.285,0.153,0.313,0.399,53.0,67.0,57.0,74.0,96.0,93.0,,,,,,,,,0.247,0.007,,,-2.14,0.25,,81.8,,77.9,,,,,,,,,,0.289,0.421,0.3,79.0,99.0,90.0,74.0,97.0,88.0,0.517,0.228,2.74,0.95,90.4,90.0,0.293,0.478,0.151,0.133,0.2,0.107,,,,,,,,,,,,,,,
2023/04/29,12:10 PM.,BAL,DET,home,Overcast.,53,665152,2B,2,0,1,1,0,0,0,0,0,1,1,.217,.294,.261,.555,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,116.0,98.0,105.0,0.371,0.033,0.089,0.123,0.43,-1.43,-2.29,-1.4,94.6,85.3,82.8,78.1,0.252,0.409,0.262,0.26,0.377,0.27,0.25,0.417,0.244,0.347,0.592,0.24,84.0,106.0,99.0,104.0,106.0,102.0,0.145,0.239,0.02,1.81,88.8,91.9,0.269,0.38,0.081,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,,,
2023/04/27,6:41 PM.,BAL,DET,home,Clear.,58,502043,2B,5,0,0,0,0,0,0,0,0,3,7,.205,.286,.227,.513,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,85.5,81.6,79.5,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.147,0.228,0.47100000000000003,0.279,0.419,0.40399999999999997,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.459,0.11,0.345,0.552,0.154,,,,,,,,,,,,,,,
2023/04/26,12:40 PM.,MIL,DET,away,Roof Closed.,63,642547,SS,3,0,1,1,0,0,0,0,0,1,2,.231,.318,.256,.574,642547,freddyperalta,"Peralta, F",Right,Freddy Peralta,MIL,3.86,3.35,165.2,102.0,103.0,105.0,0.698,11.41,2.93,7.12,1.41,1.04,0.267,0.455,0.171,0.308,0.405,50.0,97.0,85.0,85.0,103.0,110.0,117.0,104.0,110.0,115.0,99.0,104.0,0.512,0.218,0.124,0.146,0.89,0.36,0.2,0.15,94.4,88.6,82.4,76.9,0.213,0.387,0.292,0.224,0.388,0.312,0.203,0.392,0.46,0.214,0.381,0.33799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/04/25,6:41 PM.,MIL,DET,away,Roof Closed.,64,641778,2B,3,1,1,0,0,0,0,0,1,1,1,.222,.317,.222,.539,641778,ericlauer,Lauer,Left,Eric Lauer,MIL,6.56,7.54,46.2,97.0,82.0,90.0,0.811,8.29,4.63,10.41,3.09,0.49,0.201,0.465,0.09,0.438,0.431,59.0,99.0,91.0,89.0,91.0,90.0,79.0,101.0,93.0,89.0,105.0,100.0,0.432,0.078,0.124,0.007,-1.01,2.07,-6.37,-17.68,90.8,82.8,82.6,75.3,0.261,0.58,0.258,,,,0.188,0.188,0.111,0.412,1.235,0.138,,,,82.0,93.0,87.0,,0.358,-2.06,,86.7,,,,,0.309,0.568,0.212,,,,,,,,,,,,,,,
2023/04/24,6:41 PM.,MIL,DET,away,Roof Closed.,62,607067,2B,1,0,1,0,0,0,0,0,0,0,0,.212,.297,.212,.509,607067,colinrea,Rea,Right,Colin Rea,MIL,4.55,4.42,124.2,104.0,89.0,99.0,0.786,7.94,2.74,7.94,1.66,1.16,0.216,0.436,0.123,0.359,0.419,,,,101.0,105.0,105.0,82.0,111.0,99.0,97.0,109.0,109.0,0.193,0.109,0.079,,2.43,-0.31,-0.94,,93.2,,83.1,78.8,0.135,0.27,0.264,,,,0.226,0.377,0.36200000000000004,0.242,0.455,0.231,96.0,105.0,99.0,87.0,99.0,95.0,0.299,0.265,-0.01,0.31,86.7,92.6,0.253,0.42,0.136,0.245,0.519,0.293,,,,62.0,96.0,91.0,0.056,,-5.76,,86.0,,0.44,0.84,0.184
2023/04/23,1:36 PM.,BAL,DET,away,Cloudy.,64,680570,2B,4,0,1,0,0,0,0,0,0,0,3,.188,.278,.188,.466,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,126.0,103.0,114.0,0.496,0.148,0.081,0.224,-0.83,1.92,-0.49,1.7,97.4,83.9,82.4,79.9,0.342,0.535,0.24100000000000002,0.201,0.318,0.28300000000000003,0.153,0.169,0.34,0.176,0.353,0.281,,,,76.0,90.0,86.0,,0.052,-1.59,,90.0,,,,,0.333,0.889,0.14300000000000002,,,,,,,,,,,,,,,
2023/04/22,7:05 PM.,BAL,DET,away,Overcast.,59,502043,PH,1,0,0,0,0,0,0,0,0,0,0,.179,.281,.179,.460,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,0.134,0.184,0.084,0.17,-0.69,2.01,0.01,-0.29,92.1,85.5,81.6,79.5,0.287,0.55,0.156,0.288,0.453,0.29100000000000004,0.147,0.228,0.47100000000000003,0.279,0.419,0.40399999999999997,93.0,101.0,97.0,90.0,95.0,92.0,0.261,0.166,-1.02,-0.08,89.8,91.9,0.289,0.459,0.11,0.345,0.552,0.154,,,,,,,,,,,,,,,
2023/04/21,7:06 PM.,BAL,DET,away,Clear.,80,669330,2B,2,0,0,0,0,0,0,0,0,0,1,.185,.290,.185,.475,669330,tylerwells,"Wells, T",Right,Tyler Wells,BAL,3.64,3.96,118.2,103.0,93.0,101.0,0.765,8.87,2.58,6.29,1.9,0.59,0.244,0.371,0.175,0.337,0.415,126.0,106.0,111.0,84.0,95.0,100.0,84.0,102.0,99.0,88.0,108.0,103.0,0.377,0.164,0.078,0.185,0.59,1.18,0.41,0.43,92.5,85.4,84.0,74.1,0.2,0.467,0.266,0.196,0.382,0.32799999999999996,0.149,0.23,0.28,0.217,0.348,0.184,,,,85.0,100.0,96.0,,0.195,0.67,,88.7,,,,,0.212,0.537,0.193,,,,,,,,,,,,,,,
2023/04/18,4:17 PM.,CLE,DET,home,Partly Cloudy.,46,685410,2B,3,0,1,0,0,0,0,0,0,0,0,.200,.310,.200,.510,685410,peytonbattenfield,Battenfield,Right,Peyton Battenfield,CLE,5.19,6.16,34.2,100.0,88.0,94.0,0.756,7.01,3.12,8.83,1.82,1.05,0.168,0.495,0.056,0.439,0.39,72.0,88.0,86.0,72.0,97.0,98.0,73.0,94.0,89.0,,,,0.446,,0.107,0.038,-2.36,,0.03,-4.8,90.8,84.7,,79.7,0.323,0.645,0.129,0.4,0.8,0.33299999999999996,,,,0.4,0.4,0.429,,,,109.0,109.0,98.0,,0.408,2.7,,87.3,,,,,0.164,0.279,0.318,,,,,,,,,,,,,,,
2023/04/14,6:41 PM.,SF,DET,home,Partly Cloudy.,80,640455,2B,3,0,0,0,0,0,0,0,0,0,2,.182,.308,.182,.490,640455,seanmanaea,Manaea,Left,Sean Manaea,SFG,4.44,4.21,117.2,101.0,91.0,96.0,0.777,9.79,3.21,7.95,1.07,1.1,0.255,0.371,0.143,0.305,0.448,90.0,97.0,94.0,,,,90.0,105.0,95.0,92.0,95.0,98.0,0.562,0.26,,0.17,0.91,-0.93,,1.06,93.6,86.6,82.3,,0.235,0.39,0.233,0.224,0.342,0.183,0.122,0.143,0.36700000000000005,,,,121.0,109.0,108.0,,,,0.008,0.0,-5.8,-6.19,90.3,94.0,0.4,0.8,0.25,,,,,,,,,,,,,,,,,,
2023/04/13,7:08 PM.,TOR,DET,away,Clear.,59,605135,2B,2,0,0,0,0,0,0,0,1,1,1,.211,.348,.211,.559,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,106.0,93.0,102.0,0.093,0.136,0.126,0.065,-3.9,-0.72,0.67,1.71,92.4,84.1,75.6,70.7,0.333,0.652,0.20600000000000002,0.189,0.351,0.10099999999999999,0.227,0.636,0.191,0.192,0.295,0.318,92.0,104.0,98.0,95.0,105.0,102.0,0.393,0.153,-1.13,2.11,87.8,91.9,0.22,0.336,0.14400000000000002,0.274,0.496,0.253,,,,78.0,84.0,84.0,0.033,,-3.07,,82.6,,0.375,0.563,0.226
2023/04/12,7:08 PM.,TOR,DET,away,Clear.,61,592332,2B,1,0,1,0,0,0,0,0,0,0,0,.235,.350,.235,.585,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,0.509,0.108,,,1.13,-0.97,,,94.7,,83.6,,0.243,0.409,0.172,,,,0.348,0.565,0.353,,,,,,,,,,,,,,,,,,,,,,,,,105.0,108.0,109.0,0.384,,0.3,,86.3,,0.201,0.307,0.43200000000000005
2023/04/11,7:39 PM.,TOR,DET,away,Roof Closed.,68,666201,2B,4,0,1,0,0,0,0,0,0,1,2,.188,.316,.188,.504,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,94.0,93.0,96.0,0.29,0.3,,0.128,-2.16,-1.17,,-1.01,92.8,86.3,80.8,,0.316,0.592,0.244,0.273,0.432,0.2,0.239,0.432,0.28600000000000003,,,,92.0,96.0,91.0,,,,0.282,,,0.68,,92.6,0.25,0.379,0.129,,,,,,,,,,,,,,,,,,
2023/04/09,1:10 PM.,BOS,DET,home,Sunny.,55,676710,2B,3,0,1,0,0,0,0,0,1,0,0,.167,.333,.167,.500,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,113.0,110.0,113.0,0.391,0.132,,,1.44,1.5,,,93.6,,82.5,,0.163,0.326,0.258,,,,0.15,0.25,0.376,0.34,0.642,0.2,,,,108.0,94.0,95.0,,0.281,0.35,,88.6,,,,,0.289,0.43,0.244,92.0,101.0,103.0,88.0,95.0,103.0,0.077,0.119,-0.82,-1.47,82.4,79.4,0.214,0.357,0.214
2023/04/06,1:13 PM.,BOS,DET,home,Cloudy.,47,519242,3B,1,1,0,0,0,0,0,0,1,0,2,.111,.273,.111,.384,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,,,,99.0,102.0,100.0,92.0,98.0,100.0,0.432,0.375,,0.131,0.46,0.7,,-1.09,93.9,86.1,77.8,,0.252,0.437,0.23399999999999999,0.309,0.473,0.322,0.162,0.358,0.389,,,,98.0,94.0,96.0,,,,0.062,,,-1.13,,93.3,0.267,0.5,0.16699999999999998,,,,,,,,,,,,,,,,,,
2023/04/04,7:11 PM.,HOU,DET,away,Roof Closed.,73,664285,3B,4,1,1,0,0,0,0,0,0,2,0,.125,.222,.125,.347,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,,,,0.001,0.087,0.253,0.157,-16.35,-0.32,1.07,0.73,95.7,90.1,84.7,80.2,,,,0.231,0.342,0.311,0.189,0.405,0.43799999999999994,0.158,0.211,0.402,97.0,98.0,96.0,99.0,99.0,95.0,0.468,0.034,0.45,0.93,89.1,95.3,0.274,0.455,0.126,0.182,0.182,0.435,,,,,,,,,,,,,,,
2023/04/02,1:30 PM.,TB,DET,away,Dome.,72,605488,2B,2,0,0,0,0,0,0,0,0,2,0,.000,.200,.000,.200,605488,jeffreysprings,Springs,Left,Jeffrey Springs,TBR,0.56,1.66,16.0,111.0,100.0,112.0,0.637,13.5,2.25,2.25,0.56,1.44,0.308,0.5,0.192,0.308,0.479,86.0,116.0,116.0,,,,105.0,108.0,107.0,115.0,114.0,117.0,0.406,0.251,,0.343,2.63,3.79,,5.88,91.7,80.4,82.2,,0.143,0.286,0.17600000000000002,0.048,0.048,0.5,0.0,0.0,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/03/30,3:10 PM.,TB,DET,away,Dome.,72,663556,2B,2,0,0,0,0,0,0,0,1,2,1,.000,.333,.000,.333,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,107.0,102.0,105.0,0.419,0.153,0.17,0.258,-0.34,-0.27,1.12,2.65,96.8,86.9,89.3,83.5,0.269,0.479,0.233,0.153,0.191,0.541,0.261,0.58,0.29100000000000004,0.197,0.344,0.314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
