date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,FS%,SL%,wFS/C,wSL/C,vFS,vSL,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FO%,wFO/C,vFO
2023/05/26,7:20 PM.,ATL,PHI,away,Clear.,76,694363,LF,0,0,0,0,0,0,0,0,0,0,0,.133,.235,.200,.435,694363,jaredshuster,Shuster,Left,Jared Shuster,ATL,5.81,5.44,52.2,96.0,64.0,87.0,0.802,5.13,4.44,9.06,1.2,0.76,0.277,0.382,0.133,0.272,0.417,61.0,88.0,85.0,,,,59.0,99.0,83.0,,,,,0.441,,0.23,-0.83,,,-2.01,91.4,82.2,,,,,,,,,0.26,0.5,0.33299999999999996,0.311,0.489,0.099,75.0,98.0,95.0,,,,,0.329,,1.11,,84.9,,,,0.197,0.311,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,
2023/05/24,1:09 PM.,AZ,PHI,home,Sunny.,77,668678,PR,0,1,0,0,0,0,0,0,0,0,0,.133,.235,.200,.435,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,0.007,0.491,,0.139,1.59,-3.38,,1.05,93.6,86.8,93.0,,0.286,0.714,0.125,,,,0.21,0.336,0.314,0.238,0.36,0.192,105.0,116.0,112.0,,,,,0.045,,0.34,,87.4,,,,0.25,0.389,0.265,0.21,0.344,0.405,106.0,99.0,94.0,0.092,-2.24,90.2,0.352,0.648,0.205,121.0,104.0,112.0,0.227,0.46,82.5,,,
2023/05/23,6:42 PM.,AZ,PHI,home,Clear.,69,669194,CF,3,0,0,0,0,0,0,0,0,0,2,.133,.235,.200,.435,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,,0.546,0.052,0.133,-0.72,,-2.44,-0.16,94.4,83.3,,76.4,,,,,,,0.203,0.407,0.312,0.308,0.553,0.16699999999999998,106.0,105.0,113.0,,,,,0.134,,0.52,,81.7,,,,0.174,0.565,0.257,0.429,0.714,0.182,101.0,111.0,105.0,0.135,-1.72,85.6,0.326,0.539,0.218,,,,,,,,,
2023/05/22,6:43 PM.,AZ,PHI,home,Cloudy.,77,674072,CF,2,0,1,0,0,0,0,0,0,0,0,.167,.286,.250,.536,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,0.49,0.191,0.193,-0.88,,0.71,-0.09,90.7,84.0,,79.1,,,,,,,0.278,0.444,0.331,0.292,0.523,0.155,92.0,101.0,93.0,,,,,0.127,,2.53,,83.1,,,,0.158,0.281,0.287,0.229,0.325,0.21,,,,,,,,,,,,,,,,,,
2023/05/21,1:38 PM.,CHC,PHI,home,Partly Cloudy.,70,657006,LF,3,0,1,1,0,0,0,0,0,1,0,.100,.250,.200,.450,657006,justinsteele,Steele,Left,Justin Steele,CHC,3.06,3.5,173.1,102.0,99.0,102.0,0.781,9.14,1.87,8.67,0.73,1.7,0.243,0.433,0.179,0.278,0.467,69.0,85.0,78.0,87.0,98.0,109.0,88.0,102.0,98.0,45.0,95.0,88.0,0.018,0.626,0.006,0.01,0.67,0.89,2.44,-1.94,91.8,87.5,92.2,80.7,0.25,0.333,0.16699999999999998,,,,0.4,0.4,0.1,0.275,0.393,0.203,123.0,104.0,111.0,,,,,0.339,,0.54,,83.3,,,,0.217,0.346,0.311,0.0,0.0,0.33299999999999996,,,,,,,,,,,,,,,,,,
2023/05/20,4:07 PM.,CHC,PHI,home,Cloudy.,69,592791,RF,0,0,0,0,0,0,0,0,1,0,0,.000,.222,.000,.222,592791,jamesontaillon,Taillon,Right,Jameson Taillon,CHC,4.84,4.7,154.1,106.0,99.0,104.0,0.804,8.16,2.39,9.1,1.57,0.88,0.22,0.418,0.177,0.311,0.437,82.0,94.0,98.0,109.0,111.0,113.0,87.0,104.0,97.0,97.0,107.0,97.0,0.102,0.342,0.149,0.031,-0.69,0.9,-0.12,-0.22,93.7,86.5,93.9,80.5,0.296,0.394,0.133,,,,0.28,0.44,0.106,0.261,0.553,0.204,117.0,113.0,122.0,,,,,0.154,,0.75,,80.9,,,,0.233,0.333,0.27399999999999997,0.198,0.349,0.2,101.0,102.0,99.0,0.222,-0.32,88.6,0.311,0.521,0.27399999999999997,,,,,,,,,
2023/05/13,6:12 PM.,COL,PHI,away,Overcast.,57,663372,LF,0,0,0,0,0,0,0,0,0,0,0,.000,.125,.000,.125,663372,ryanfeltner,Feltner,Right,Ryan Feltner,COL,5.82,4.64,43.1,101.0,96.0,100.0,0.81,7.89,5.82,9.35,0.42,1.29,0.241,0.331,0.188,0.248,0.448,93.0,90.0,96.0,91.0,110.0,117.0,96.0,100.0,93.0,103.0,99.0,95.0,0.173,0.278,0.089,0.147,-0.01,-4.88,-2.31,2.91,94.8,84.1,94.3,79.7,0.475,0.675,0.15,,,,0.08,0.08,0.42100000000000004,0.25,0.295,0.225,95.0,106.0,105.0,,,,,0.313,,1.27,,88.6,,,,0.178,0.289,0.163,0.333,0.4,0.11800000000000001,,,,,,,,,,,,,,,,,,
2023/05/12,6:39 PM.,COL,PHI,away,Overcast.,59,596295,CF,2,0,0,0,0,0,0,0,0,1,0,.000,.125,.000,.125,596295,austingomber,Gomber,Left,Austin Gomber,COL,5.5,5.74,139.0,99.0,78.0,94.0,0.829,5.63,2.78,10.62,1.68,1.1,0.213,0.443,0.151,0.389,0.463,73.0,100.0,98.0,,,,68.0,97.0,85.0,66.0,7.0,2.0,0.012,0.439,,0.181,-1.99,-5.34,,-0.07,90.6,81.6,90.8,,0.4,1.0,0.16699999999999998,,,,0.296,0.509,0.19899999999999998,0.344,0.656,0.11800000000000001,93.0,98.0,102.0,,,,,0.201,,0.96,,84.8,,,,0.275,0.383,0.247,0.226,0.358,0.28,,,,,,,,,,90.0,103.0,104.0,0.168,-0.75,77.6,,,
2023/05/09,6:42 PM.,TOR,PHI,home,Clear.,70,666201,LF,0,1,0,0,0,0,0,0,1,0,0,.000,.167,.000,.167,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,0.282,0.29,,0.128,-2.16,0.68,,-1.01,92.8,86.3,92.6,,0.25,0.379,0.129,,,,0.273,0.432,0.2,0.316,0.592,0.244,94.0,93.0,96.0,,,,,0.3,,-1.17,,80.8,,,,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,,,,,,,
2023/05/07,1:39 PM.,BOS,PHI,home,Partly Cloudy.,76,656557,LF,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,111.0,102.0,101.0,0.295,0.099,,,-2.8,-0.38,,,93.9,,93.4,,0.306,0.507,0.187,,,,,,,0.325,0.55,0.157,113.0,99.0,107.0,67.0,105.0,92.0,0.114,0.383,-1.52,0.98,87.6,83.9,0.31,0.452,0.40399999999999997,0.178,0.301,0.387,,,,80.0,100.0,92.0,0.108,0.73,91.3,0.229,0.354,0.21600000000000003,,,,,,,,,
2023/05/05,7:08 PM.,BOS,PHI,home,Partly Cloudy.,59,519242,CF,3,0,0,0,0,0,0,0,0,3,2,.000,.000,.000,.000,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,,,,99.0,102.0,100.0,98.0,94.0,96.0,0.062,0.432,,0.131,0.46,-1.13,,-1.09,93.9,86.1,93.3,,0.267,0.5,0.16699999999999998,,,,0.309,0.473,0.322,0.252,0.437,0.23399999999999999,92.0,98.0,100.0,,,,,0.375,,0.7,,77.8,,,,0.162,0.358,0.389,,,,,,,,,,,,,,,,,,,,,
2023/05/02,7:09 PM.,LAD,PHI,away,Clear.,57,628711,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.000,.000,.000,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,91.0,109.0,108.0,132.0,103.0,112.0,90.0,101.0,98.0,,,,,0.451,0.3,0.157,0.02,,0.84,-3.03,92.7,86.1,,79.2,,,,0.233,0.457,0.22899999999999998,0.296,0.593,0.299,0.267,0.503,0.218,,,,,,,,,,,,,,,,,,,,,,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,,,,,,,,,
2023/05/01,7:10 PM.,LAD,PHI,away,Partly Cloudy.,59,664062,3B,1,0,0,0,0,0,0,0,0,0,1,.000,.000,.000,.000,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,,,,107.0,83.0,90.0,80.0,99.0,91.0,,,,,0.395,0.151,,1.42,,-2.12,,92.4,,,80.9,,,,,,,,,,0.221,0.436,0.157,90.0,103.0,108.0,120.0,98.0,106.0,0.272,0.183,0.21,-0.82,83.0,86.8,0.181,0.315,0.27,0.268,0.439,0.253,0.313,0.656,0.209,,,,,,,,,,,,,,,,,,
2023/03/28,12:07 PM.,TOR,PHI,home,Partly Cloudy.,79,621244,CF,2,0,0,0,0,0,0,0,0,1,0,.224,.240,.367,.607,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,0.315,0.204,0.296,0.185,0.72,0.61,0.31,-0.38,94.3,84.1,93.8,82.6,0.255,0.398,0.131,0.216,0.357,0.305,0.245,0.409,0.33,0.254,0.456,0.276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
