date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,KC%,wFC/C,wSI/C,wKC/C,vFC,vSI,vKC,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,FO%,wFO/C,vFO
2023/09/17,1:10 PM.,SEA,LAD,away,Partly Cloudy.,64,669302,LF,5,0,0,0,0,0,0,0,0,1,3,.263,.299,.383,.682,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,133.0,101.0,99.0,0.419,0.297,,,0.01,1.84,,,95.7,,88.7,,0.28,0.491,0.177,0.211,0.349,0.322,0.214,0.371,0.306,,,,55.0,90.0,81.0,110.0,95.0,103.0,,,,0.003,,0.134,,-11.33,0.39,,93.7,80.3,,,,0.667,1.0,0.25,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,,,,,,
2023/09/16,6:41 PM.,SEA,LAD,away,Clear.,72,682243,LF,2,0,0,0,0,0,0,0,0,0,0,.266,.303,.388,.691,682243,brycemiller,"Miller, B",Right,Bryce Miller,SEA,4.32,4.86,131.1,104.0,117.0,109.0,0.783,8.15,1.78,8.5,1.23,0.76,0.242,0.379,0.13,0.356,0.464,90.0,101.0,107.0,113.0,102.0,102.0,121.0,105.0,110.0,112.0,100.0,107.0,0.585,0.274,0.009,0.056,0.3,0.14,-8.41,0.66,95.1,85.0,85.0,78.2,0.256,0.45,0.271,0.3,0.475,0.174,0.667,1.333,0.125,0.167,0.433,0.179,104.0,101.0,99.0,,,,,,,0.076,,,,1.22,,,95.1,,,,,0.26,0.36,0.096,,,,,,,,,,,,,,,
2023/09/13,7:10 PM.,SD,LAD,home,Clear.,71,605483,RF,1,0,0,0,0,0,0,0,0,1,0,.268,.304,.390,.694,605483,blakesnell,Snell,Left,Blake Snell,SDP,2.25,3.77,180.0,95.0,107.0,100.0,0.642,11.7,4.95,5.75,0.75,1.3,0.262,0.388,0.168,0.309,0.326,72.0,103.0,106.0,106.0,102.0,110.0,120.0,91.0,96.0,107.0,91.0,94.0,0.486,0.131,0.198,0.184,0.07,0.68,2.55,2.65,95.5,86.7,88.4,81.0,0.255,0.389,0.195,0.123,0.26,0.536,0.079,0.14,0.563,0.185,0.266,0.46799999999999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/09/12,7:10 PM.,SD,LAD,home,Clear.,73,608379,LF,3,0,0,0,0,0,1,0,0,1,2,.269,.305,.391,.696,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,,,,0.288,,0.11,0.345,1.23,,1.04,1.06,92.0,81.6,,74.0,0.188,0.323,0.16699999999999998,,,,0.172,0.31,0.27,0.207,0.346,0.359,84.0,103.0,103.0,,,,96.0,100.0,96.0,0.133,0.124,,-2.13,-0.36,,86.9,91.9,,0.364,0.582,0.165,0.25,0.45,0.111,,,,,,,,,,,,,,,
2023/09/10,1:35 PM.,WSH,LAD,away,Cloudy.,80,592866,LF,1,0,0,0,0,0,1,0,0,0,1,.271,.307,.395,.702,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,94.0,114.0,103.0,0.433,0.182,0.069,0.171,-0.77,-1.7,-1.93,-2.25,89.7,83.3,80.9,76.7,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.314,0.629,0.2,0.315,0.483,0.19899999999999998,91.0,100.0,95.0,,,,,,,0.146,,,,-0.45,,,88.2,,,,,0.325,0.458,0.188,,,,,,,,,,,,,,,
2023/09/09,8:15 PM.,WSH,LAD,away,Cloudy.,72,663623,RF,5,1,1,0,0,0,0,1,1,2,1,.272,.306,.396,.702,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,,,,0.356,,0.306,0.051,-0.01,,0.08,1.21,94.5,87.8,,80.9,0.208,0.376,0.192,,,,0.197,0.362,0.257,0.25,0.5,0.156,101.0,101.0,98.0,,,,,,,0.287,,,,-0.75,,,93.9,,,,,0.348,0.525,0.09300000000000001,,,,,,,,,,,,,,,
2023/09/06,6:40 PM.,MIA,LAD,away,Roof Closed.,72,608638,LF,4,1,2,1,0,0,0,0,0,1,0,.273,.306,.399,.705,608638,jtchargois,Chargois,Right,JT Chargois,MIA,3.61,3.63,42.1,99.0,108.0,102.0,0.803,7.44,3.83,7.44,0.64,1.81,0.244,0.395,0.193,0.277,0.413,,,,,,,83.0,92.0,92.0,118.0,101.0,111.0,0.078,0.415,,,0.34,0.1,,,95.8,,86.3,,0.286,0.286,0.3,0.206,0.338,0.302,,,,,,,104.0,98.0,96.0,,,,,,,0.506,,,,1.23,,,96.3,,,,,0.25,0.421,0.096,,,,,,,,,,,,,,,
2023/09/05,6:41 PM.,MIA,LAD,away,Roof Closed.,72,666200,PH,1,0,0,0,0,0,0,0,0,1,1,.270,.304,.395,.699,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,111.0,97.0,105.0,0.457,0.289,,0.21,0.93,-0.26,,-0.09,96.7,88.3,85.1,,0.232,0.384,0.19399999999999998,0.233,0.389,0.518,,,,0.248,0.429,0.361,82.0,100.0,97.0,,,,68.0,87.0,76.0,0.04,0.004,,0.74,-0.81,,91.4,96.5,,,,,0.314,0.686,0.102,,,,,,,,,,,,,,,
2023/09/03,1:10 PM.,ATL,LAD,home,Partly Cloudy.,76,450203,DH,2,0,0,0,0,0,0,0,0,1,1,.271,.305,.396,.701,450203,charliemorton,"Morton, C",Right,Charlie Morton,ATL,3.64,4.64,163.1,96.0,106.0,98.0,0.704,10.08,4.57,8.27,0.77,1.26,0.222,0.389,0.137,0.343,0.379,100.0,91.0,88.0,139.0,100.0,111.0,74.0,95.0,89.0,,,,0.317,,0.432,0.103,-1.26,,1.79,0.86,94.9,86.0,,82.3,0.292,0.482,0.225,,,,0.177,0.258,0.42,0.25,0.339,0.336,81.0,89.0,83.0,,,,89.0,92.0,87.0,0.068,0.08,,0.25,-4.03,,89.1,94.2,,0.296,0.407,0.3,0.474,0.711,0.071,,,,,,,,,,,,,,,
2023/09/02,6:10 PM.,ATL,LAD,home,Cloudy.,76,693821,LF,3,0,2,1,0,0,0,0,0,0,1,.272,.306,.398,.704,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,92.0,103.0,107.0,0.134,0.353,,0.137,-1.13,0.97,,1.3,90.7,85.0,82.7,,0.286,0.495,0.19399999999999998,0.21,0.393,0.337,,,,0.188,0.235,0.23600000000000002,82.0,96.0,90.0,,,,,,,0.376,,,,0.01,,,89.5,,,,,0.28,0.402,0.134,,,,,,,,,,,,,,,
2023/09/01,7:10 PM.,ATL,LAD,home,Cloudy.,73,608331,RF,1,0,0,0,0,0,0,0,0,1,2,.269,.303,.393,.696,608331,maxfried,Fried,Left,Max Fried,ATL,2.55,2.73,77.2,98.0,96.0,101.0,0.748,9.27,2.09,8.11,0.81,2.26,0.218,0.393,0.147,0.242,0.379,89.0,101.0,106.0,114.0,98.0,106.0,90.0,98.0,99.0,105.0,98.0,105.0,0.332,0.11,0.231,0.165,0.71,-0.19,2.64,1.75,94.0,86.2,83.6,74.2,0.291,0.418,0.177,0.4,0.9,0.275,0.109,0.109,0.391,0.232,0.286,0.377,79.0,98.0,88.0,,,,,,,0.117,0.044,,1.44,-0.71,,87.5,93.5,,0.091,0.364,0.19,0.302,0.395,0.23199999999999998,,,,,,,,,,,,,,,
2023/08/31,7:11 PM.,ATL,LAD,home,Clear.,78,675911,LF,3,0,0,0,0,0,0,0,0,1,2,.270,.304,.394,.698,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,0.589,0.338,,0.073,0.4,1.67,,0.97,97.2,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/30,7:10 PM.,AZ,LAD,home,Clear.,82,694297,LF,3,1,0,0,0,0,0,0,0,0,3,.272,.307,.398,.705,694297,brandonpfaadt,Pfaadt,Right,Brandon Pfaadt,ARI,5.72,4.48,96.0,104.0,103.0,105.0,0.769,8.81,2.44,10.22,2.06,0.73,0.201,0.443,0.148,0.386,0.466,90.0,100.0,97.0,106.0,89.0,97.0,97.0,105.0,102.0,119.0,106.0,117.0,0.454,0.27,0.055,0.122,-1.63,1.21,-1.24,-3.66,93.6,86.7,83.8,78.8,0.327,0.654,0.17600000000000002,0.18,0.323,0.337,0.294,0.529,0.294,0.4,0.711,0.33,97.0,108.0,100.0,,,,,,,0.099,,,,-0.03,,,93.1,,,,,0.313,0.563,0.188,,,,,,,,,,,,,,,
2023/08/29,7:10 PM.,AZ,LAD,home,Clear.,83,518876,DH,4,1,3,1,0,0,2,0,0,0,0,.275,.309,.401,.710,518876,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,3.29,4.13,177.2,105.0,92.0,103.0,0.753,9.47,3.5,7.24,1.01,1.33,0.195,0.47,0.136,0.359,0.386,99.0,108.0,114.0,121.0,105.0,111.0,78.0,104.0,97.0,104.0,112.0,110.0,0.301,0.055,0.11,0.231,0.04,-0.64,-0.45,2.43,92.2,88.7,85.5,82.1,0.224,0.489,0.259,0.217,0.391,0.413,0.268,0.411,0.256,0.18,0.234,0.32,85.0,105.0,95.0,,,,87.0,101.0,99.0,0.122,0.181,,0.88,0.83,,90.8,92.4,,0.22,0.352,0.244,0.261,0.378,0.163,,,,,,,,,,,,,,,
2023/08/28,7:10 PM.,AZ,LAD,home,Clear.,83,668678,LF,4,2,1,0,0,0,0,0,0,0,2,.269,.304,.394,.698,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,105.0,116.0,112.0,0.491,0.045,,0.139,1.59,0.34,,1.05,93.6,86.8,87.4,,0.238,0.36,0.192,0.25,0.389,0.265,0.21,0.344,0.405,0.21,0.336,0.314,97.0,95.0,92.0,121.0,104.0,112.0,106.0,99.0,94.0,0.007,0.092,0.227,-2.24,-3.38,0.46,90.2,93.0,82.5,0.352,0.648,0.205,0.286,0.714,0.125,,,,,,,,,,,,,,,
2023/08/27,1:38 PM.,BOS,LAD,away,Partly Cloudy.,74,656557,LF,2,0,0,0,0,0,0,0,0,1,2,.269,.305,.396,.701,656557,tannerhouck,Houck,Right,Tanner Houck,BOS,5.01,4.21,106.0,100.0,101.0,100.0,0.727,8.41,3.48,8.83,1.19,1.92,0.151,0.489,0.123,0.353,0.418,,,,,,,95.0,96.0,88.0,113.0,99.0,107.0,0.099,0.383,,,-2.8,0.98,,,93.9,,83.9,,0.325,0.55,0.157,0.178,0.301,0.387,,,,,,,111.0,102.0,101.0,,,,80.0,100.0,92.0,0.295,0.108,,0.73,-0.38,,91.3,93.4,,0.229,0.354,0.21600000000000003,0.306,0.507,0.187,67.0,105.0,92.0,0.114,-1.52,87.6,0.31,0.452,0.40399999999999997,,,,,,
2023/08/26,4:13 PM.,BOS,LAD,away,Partly Cloudy.,83,572020,LF,1,0,1,1,0,0,0,0,1,0,0,.271,.307,.398,.705,572020,jamespaxton,Paxton,Left,James Paxton,BOS,4.5,3.77,96.0,100.0,89.0,96.0,0.744,9.47,3.09,8.72,1.69,1.15,0.311,0.392,0.136,0.337,0.437,112.0,88.0,93.0,,,,95.0,103.0,98.0,,,,0.566,,,0.067,0.04,,,-0.96,95.2,84.4,,,0.269,0.498,0.217,,,,0.231,0.338,0.376,0.316,0.421,0.467,98.0,92.0,90.0,87.0,93.0,94.0,63.0,101.0,91.0,0.007,0.165,0.195,-0.15,-0.01,-0.31,85.8,94.9,81.3,0.191,0.426,0.331,,,,,,,,,,,,,,,,,,
2023/08/25,7:12 PM.,BOS,LAD,away,Cloudy.,70,676710,LF,3,0,0,0,0,0,1,0,1,1,2,.268,.303,.393,.696,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,113.0,110.0,113.0,0.391,0.132,,,1.44,1.5,,,93.6,,82.5,,0.163,0.326,0.258,0.15,0.25,0.376,0.34,0.642,0.2,,,,,,,92.0,101.0,103.0,108.0,94.0,95.0,,0.281,0.119,0.35,,-1.47,88.6,,79.4,0.289,0.43,0.244,,,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,,,,,,
2023/08/24,4:20 PM.,CLE,LAD,away,Partly Cloudy.,78,668909,LF,4,1,1,0,0,0,1,0,1,0,3,.271,.304,.397,.701,668909,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,3.29,4.21,82.0,100.0,102.0,101.0,0.745,8.89,4.06,7.24,0.88,0.98,0.265,0.354,0.126,0.278,0.426,136.0,95.0,93.0,84.0,90.0,95.0,112.0,101.0,103.0,83.0,107.0,102.0,0.553,0.221,0.17,0.056,0.35,2.27,-1.23,-3.24,95.7,88.2,84.9,76.2,0.25,0.404,0.249,0.157,0.241,0.318,0.174,0.391,0.35200000000000004,0.353,0.588,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/22,7:10 PM.,CLE,LAD,away,Clear.,72,592789,LF,4,0,0,0,0,0,0,0,0,0,1,.271,.303,.399,.702,592789,noahsyndergaard,Syndergaard,Right,Noah Syndergaard,- - -,6.5,6.48,88.2,104.0,80.0,99.0,0.834,5.68,1.93,10.56,2.23,0.94,0.203,0.438,0.147,0.363,0.468,72.0,104.0,100.0,95.0,104.0,107.0,65.0,109.0,95.0,88.0,99.0,97.0,0.181,0.067,0.141,0.222,0.68,-2.33,-0.93,-2.71,92.2,87.3,85.0,77.9,0.208,0.354,0.182,0.24,0.72,0.083,0.233,0.512,0.22,0.286,0.571,0.218,87.0,102.0,96.0,,,,85.0,103.0,98.0,0.261,0.126,,-0.49,-1.16,,89.5,92.3,,0.333,0.489,0.18899999999999997,0.363,0.593,0.138,43.0,87.0,84.0,0.003,1.25,87.7,,,,,,,,,
2023/08/19,12:00 PM.,MIA,LAD,home,Partly Cloudy.,79,691587,RF,2,0,0,0,0,0,0,0,0,2,1,.275,.307,.404,.711,691587,euryperez,"Pérez, Eu",Right,Eury Pérez,MIA,3.15,3.61,91.1,98.0,110.0,105.0,0.685,10.64,3.05,7.09,1.48,0.46,0.206,0.464,0.159,0.391,0.407,86.0,85.0,82.0,91.0,95.0,99.0,128.0,100.0,109.0,101.0,102.0,107.0,0.454,0.308,0.14,0.098,-0.47,0.99,1.89,0.99,97.5,89.7,86.4,81.2,0.289,0.585,0.187,0.183,0.365,0.47700000000000004,0.098,0.171,0.5429999999999999,0.045,0.045,0.462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/18,7:10 PM.,MIA,LAD,home,Clear.,76,645261,RF,4,0,1,0,0,0,0,0,0,0,2,.277,.308,.407,.715,645261,sandyalcantara,"Alcantara, S",Right,Sandy Alcantara,MIA,4.14,4.33,184.2,105.0,113.0,108.0,0.771,7.36,2.34,8.58,1.07,1.69,0.23,0.4,0.149,0.343,0.452,108.0,104.0,107.0,134.0,99.0,105.0,111.0,111.0,107.0,116.0,103.0,110.0,0.213,0.201,0.022,0.273,-0.27,0.72,-0.52,-0.43,98.0,91.1,89.9,86.1,0.253,0.448,0.267,0.227,0.364,0.35200000000000004,0.308,0.308,0.182,0.282,0.401,0.299,115.0,106.0,108.0,,,,,,,0.29,,,,1.72,,,97.6,,,,,0.237,0.366,0.124,,,,,,,,,,,,,,,
2023/08/17,7:10 PM.,MIL,LAD,home,Clear.,74,669203,LF,4,0,0,0,0,0,0,0,0,3,5,.277,.309,.409,.718,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,144.0,110.0,127.0,,0.085,0.171,0.112,,1.12,1.35,1.07,,89.3,86.0,79.8,,,,0.159,0.275,0.43799999999999994,0.133,0.211,0.488,0.204,0.258,0.306,103.0,97.0,90.0,,,,127.0,101.0,103.0,0.077,0.554,,1.51,-2.42,,94.4,95.3,,0.209,0.34,0.22699999999999998,0.291,0.564,0.129,,,,,,,,,,,,,,,
