date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,SL%,KC%,wFA/C,wFC/C,wFS/C,wSL/C,wKC/C,vFA,vFC,vFS,vSL,vKC,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FS_ba,FS_slg,FS_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ SI,Loc+ SI,Pit+ SI,SI%,CU%,CH%,wSI/C,wCU/C,wCH/C,vCH,vSI,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff
2023/05/01,4:47 PM.,NYM,ATL,away,Partly Cloudy.,62,656731,SS,2,0,0,0,0,0,0,0,0,0,2,.000,.091,.000,.091,656731,tylormegill,Megill,Right,Tylor Megill,NYM,4.7,5.85,126.1,97.0,90.0,95.0,0.789,7.48,4.13,10.04,1.28,1.25,0.275,0.345,0.123,0.32,0.414,86.0,95.0,89.0,96.0,103.0,106.0,,,,,,,116.0,83.0,118.0,0.557,,0.002,0.206,,-0.4,,5.58,-1.04,,94.9,,86.1,84.4,,0.314,0.494,0.184,,,,0.167,0.167,0.354,0.264,0.445,0.311,,,,88.0,97.0,98.0,101.0,91.0,96.0,,,,,0.086,0.149,,-0.05,-0.09,87.9,,77.2,,,,0.264,0.396,0.24100000000000002,,,
2023/04/27,12:20 PM.,MIA,ATL,home,Overcast.,57,666129,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.111,.000,.111,666129,braxtongarrett,"Garrett, B",Left,Braxton Garrett,MIA,3.66,4.58,159.2,101.0,91.0,97.0,0.762,8.79,1.63,8.68,1.13,1.72,0.184,0.501,0.13,0.413,0.434,79.0,101.0,93.0,100.0,102.0,102.0,,,,95.0,100.0,97.0,,,,0.075,0.177,,0.258,,-1.84,1.53,,0.45,,90.8,87.5,,82.8,,0.325,0.575,0.159,0.243,0.477,0.247,0.5,1.059,0.2,0.169,0.302,0.408,,,,85.0,95.0,86.0,80.0,97.0,95.0,91.0,102.0,97.0,0.317,0.084,0.088,1.06,-4.44,0.73,84.1,90.5,77.7,0.256,0.377,0.107,0.286,0.327,0.327,,,
2023/04/24,7:20 PM.,MIA,ATL,home,Clear.,65,665795,SS,3,0,0,0,0,0,0,0,1,1,1,.000,.125,.000,.125,665795,edwardcabrera,"Cabrera, E",Right,Edward Cabrera,MIA,4.24,3.77,99.2,97.0,103.0,97.0,0.718,10.66,5.96,7.04,0.99,1.68,0.159,0.488,0.163,0.293,0.347,106.0,95.0,92.0,115.0,98.0,104.0,,,,,,,,,,0.279,,,0.081,,0.19,,,-0.71,,96.2,,,88.2,,0.211,0.366,0.191,,,,0.24,0.38,0.38,0.222,0.444,0.306,,,,91.0,98.0,99.0,109.0,102.0,103.0,109.0,86.0,82.0,0.093,0.234,0.314,-0.3,-0.37,1.29,92.9,96.1,84.6,0.28,0.44,0.233,0.186,0.3,0.363,,,
2023/04/12,7:21 PM.,CIN,ATL,home,Clear.,75,668881,SS,3,0,0,0,0,0,0,0,0,2,1,.000,.000,.000,.000,668881,huntergreene,"Greene, H",Right,Hunter Greene,CIN,4.82,3.82,112.0,103.0,124.0,107.0,0.725,12.21,3.86,8.92,1.53,0.74,0.241,0.407,0.128,0.345,0.42,127.0,103.0,105.0,126.0,104.0,112.0,,,,,,,,,,0.544,,,0.404,,-0.95,,,0.16,,98.3,,,87.3,,0.265,0.518,0.252,,,,,,,0.229,0.416,0.392,,,,69.0,88.0,90.0,,,,,,,,,0.053,,,-2.39,91.1,,,,,,0.304,0.478,0.242,,,
2023/04/09,7:11 PM.,SD,ATL,home,Clear.,63,607625,PH,1,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,607625,sethlugo,"Lugo, S",Right,Seth Lugo,SDP,3.57,4.42,146.1,102.0,103.0,103.0,0.805,8.61,2.21,8.61,1.17,1.34,0.209,0.438,0.139,0.351,0.459,87.0,108.0,103.0,114.0,96.0,108.0,,,,,,,,,,0.318,,,0.111,,0.36,,,-0.6,,93.4,,,85.2,,0.246,0.464,0.214,,,,0.287,0.384,0.265,0.25,0.417,0.28600000000000003,,,,85.0,96.0,97.0,122.0,100.0,105.0,97.0,102.0,97.0,0.199,0.313,0.059,1.87,0.26,-2.89,86.3,93.2,79.6,0.208,0.36,0.08900000000000001,0.303,0.576,0.34299999999999997,0.0,0.0,0.226
2023/03/28,1:08 PM.,BOS,ATL,away,Partly Cloudy.,87,676710,2B,2,1,2,2,0,0,1,0,1,0,0,.262,.392,.476,.868,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,111.0,107.0,108.0,113.0,110.0,113.0,92.0,101.0,103.0,108.0,94.0,95.0,88.0,95.0,103.0,0.391,0.281,0.077,0.132,0.119,1.44,0.35,-0.82,1.5,-1.47,93.6,88.6,82.4,82.5,79.4,0.163,0.326,0.258,0.289,0.43,0.244,0.34,0.642,0.2,0.15,0.25,0.376,0.214,0.357,0.214,,,,,,,,,,,,,,,,,,,,,,,,,,,
