date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,CU_ba,CU_slg,CU_whiff,FC_ba,FC_slg,FC_whiff,FO%,wFO/C,vFO,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,Stf+ SI,Loc+ SI,Pit+ SI,SI%,wSI/C,vSI,SI_ba,SI_slg,SI_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vKN (sc),KN%,wKN/C,SV_ba,SV_slg,SV_whiff
2023/08/06,1:37 PM.,TEX,MIA,away,Roof Closed.,74,571760,C,2,0,0,0,0,0,0,0,1,0,0,.195,.288,.260,.548,571760,andrewheaney,Heaney,Left,Andrew Heaney,TEX,4.15,4.55,147.1,100.0,103.0,100.0,0.768,9.22,3.67,8.74,1.4,0.96,0.255,0.44,0.121,0.343,0.399,101.0,97.0,92.0,80.0,143.0,68.0,107.0,99.0,99.0,94.0,104.0,108.0,,,,0.579,,0.252,0.0,0.169,0.1,,-1.35,-3.87,-0.11,92.5,,84.0,82.0,74.4,0.236,0.431,0.256,0.259,0.443,0.29600000000000004,0.274,0.452,0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/04,7:08 PM.,TEX,MIA,away,Roof Closed.,74,656756,C,0,0,0,0,0,0,0,0,0,0,0,.197,.287,.263,.550,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,101.0,102.0,87.0,0.106,0.016,,0.222,0.229,-0.68,-4.4,,0.84,0.2,93.4,88.2,83.5,,80.5,0.333,0.5,0.195,,,,0.239,0.405,0.392,0.191,0.357,0.371,0.417,0.667,0.31,,,,,,,,,,,,,91.0,99.0,91.0,0.426,1.22,93.3,0.255,0.374,0.141,,,,,,,,,,,,
2023/08/03,12:11 PM.,PHI,MIA,home,Roof Closed.,72,547179,C,2,0,0,0,0,0,0,0,0,0,0,.197,.287,.263,.550,547179,michaellorenzen,Lorenzen,Right,Michael Lorenzen,- - -,4.18,4.51,153.0,101.0,101.0,101.0,0.809,6.53,2.76,8.12,1.18,1.06,0.246,0.417,0.097,0.352,0.447,95.0,101.0,102.0,103.0,112.0,110.0,98.0,100.0,97.0,116.0,102.0,106.0,89.0,75.0,71.0,0.347,0.009,0.297,0.011,0.216,1.17,-7.35,0.34,-4.26,0.26,94.3,90.8,84.5,84.7,82.3,0.211,0.333,0.171,0.293,0.61,0.214,0.186,0.403,0.314,0.667,1.667,0.182,0.6,1.2,0.16699999999999998,,,,,,,,,,,,,82.0,108.0,100.0,0.12,0.73,93.7,0.333,0.4,0.038,,,,,,,,,,,,
2023/08/02,6:41 PM.,PHI,MIA,home,Roof Closed.,72,554430,C,1,1,0,0,0,0,0,0,0,0,1,.200,.291,.267,.558,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,96.0,102.0,102.0,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,0.36,-1.61,-6.22,95.8,90.9,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,0.27,0.426,0.228,,,,,,,,,,,,,105.0,105.0,107.0,0.18,1.62,95.2,0.252,0.308,0.192,,,,,,,,,,,,
2023/08/01,6:41 PM.,PHI,MIA,home,Roof Closed.,72,624133,C,3,0,0,0,0,0,0,0,1,0,2,.201,.292,.268,.560,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,95.0,104.0,102.0,69.0,98.0,88.0,91.0,113.0,108.0,97.0,97.0,94.0,0.215,0.126,0.005,0.19,0.184,-0.65,-1.27,4.65,1.95,-1.45,93.4,87.5,82.9,84.1,75.8,0.304,0.478,0.21899999999999997,0.2,0.2,0.0,0.267,0.444,0.311,0.143,0.226,0.377,0.34,0.585,0.179,,,,,,,,,,,,,96.0,104.0,102.0,0.28,0.52,92.8,0.289,0.409,0.1,,,,,,,,,,,,
2023/07/29,4:11 PM.,DET,MIA,home,Roof Closed.,72,689225,C,2,0,1,0,0,0,0,0,1,1,0,.205,.293,.274,.567,689225,beaubrieske,Brieske,Right,Beau Brieske,DET,3.6,3.9,35.0,104.0,110.0,103.0,0.803,7.97,3.09,9.26,1.03,1.18,0.239,0.45,0.174,0.275,0.386,108.0,104.0,112.0,,,,110.0,105.0,104.0,114.0,106.0,106.0,,,,0.402,,0.163,,0.24,0.19,,-0.46,,-0.75,96.6,,88.8,87.3,,0.28,0.4,0.15,0.235,0.353,0.23800000000000002,0.263,0.474,0.325,,,,,,,,,,,,,,,,,,,110.0,101.0,90.0,0.194,0.53,96.0,0.241,0.414,0.217,,,,,,,,,,,,
2023/07/26,12:10 PM.,TB,MIA,away,Dome.,72,621107,C,4,0,2,1,0,0,2,0,0,1,1,.201,.287,.271,.558,621107,zacheflin,Eflin,Right,Zach Eflin,TBR,3.5,3.02,177.2,108.0,98.0,106.0,0.775,9.42,1.22,8.0,0.96,1.48,0.21,0.449,0.159,0.343,0.449,75.0,99.0,94.0,100.0,110.0,107.0,83.0,123.0,112.0,122.0,120.0,127.0,100.0,106.0,102.0,0.062,0.261,0.044,0.263,0.051,2.53,-0.01,0.79,1.27,-0.61,92.9,88.5,86.4,80.0,79.1,0.104,0.208,0.32,0.6,0.6,0.5,0.192,0.308,0.28300000000000003,0.185,0.339,0.349,0.307,0.588,0.16699999999999998,,,,,,,,,,,,,98.0,107.0,105.0,0.319,1.09,92.2,0.259,0.315,0.129,,,,,,,,,,,,
2023/07/25,6:41 PM.,TB,MIA,away,Dome.,72,607192,C,3,0,0,0,0,0,0,0,0,2,1,.193,.281,.257,.538,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,94.0,97.0,104.0,,,,0.432,,0.348,0.213,0.003,0.54,,1.25,1.81,2.91,96.4,,92.3,90.1,83.9,0.236,0.41,0.249,0.254,0.373,0.382,,,,0.095,0.19,0.522,,,,,,,,,,,,,,,,,,,0.004,-7.7,96.4,,,,,,,,,,,,,,,
2023/07/22,1:11 PM.,COL,MIA,home,Roof Closed.,72,502624,C,3,0,0,0,0,0,0,0,0,0,3,.197,.287,.263,.550,502624,chaseanderson,Anderson,Right,Chase Anderson,- - -,5.42,4.96,86.1,99.0,82.0,94.0,0.8,6.67,3.44,9.38,1.77,0.84,0.261,0.354,0.153,0.325,0.397,71.0,106.0,104.0,75.0,91.0,92.0,67.0,93.0,82.0,104.0,114.0,115.0,108.0,98.0,97.0,0.312,0.263,0.082,0.041,0.229,-2.17,0.63,0.92,-4.22,2.14,93.3,89.2,83.9,80.6,77.6,0.351,0.619,0.17300000000000001,0.172,0.172,0.24600000000000002,0.163,0.25,0.287,0.3,0.9,0.125,0.244,0.444,0.226,,,,,,,,,,,,,70.0,96.0,82.0,0.073,-5.45,92.6,0.545,0.955,0.073,,,,,,,,,,,,
2023/07/19,1:16 PM.,STL,MIA,away,Cloudy.,85,641712,C,3,1,2,0,0,0,0,0,1,0,1,.201,.292,.269,.561,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,85.0,66.0,62.0,81.0,103.0,96.0,81.0,99.0,88.0,120.0,95.0,100.0,,,,0.222,,0.321,0.055,0.024,0.43,,-0.76,-0.31,-4.54,91.1,,84.4,85.1,81.4,0.281,0.328,0.129,0.258,0.43,0.39299999999999996,0.2,0.4,0.0,0.25,0.25,0.306,,,,,,,,,,,,,,,,81.0,97.0,87.0,0.377,0.04,91.6,0.308,0.526,0.07200000000000001,,,,,,,,,,,,
2023/07/18,6:47 PM.,STL,MIA,away,Clear.,81,656756,C,3,0,0,0,0,0,0,0,0,2,2,.191,.280,.260,.540,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,99.0,101.0,98.0,116.0,108.0,111.0,75.0,95.0,84.0,,,,101.0,102.0,87.0,0.106,0.016,,0.222,0.229,-0.68,-4.4,,0.84,0.2,93.4,88.2,83.5,,80.5,0.333,0.5,0.195,,,,0.239,0.405,0.392,0.191,0.357,0.371,0.417,0.667,0.31,,,,,,,,,,,,,91.0,99.0,91.0,0.426,1.22,93.3,0.255,0.374,0.141,,,,,,,,,,,,
2023/07/16,1:36 PM.,BAL,MIA,away,Cloudy.,81,680694,C,2,0,0,0,0,0,0,0,0,2,1,.195,.286,.266,.552,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,171.0,105.0,116.0,,,,0.224,,0.313,0.173,0.083,-1.0,,1.77,3.99,-0.36,94.5,,90.8,88.1,84.8,0.366,0.602,0.15,0.168,0.272,0.364,0.259,0.37,0.114,0.142,0.165,0.35600000000000004,,,,,,,,,,,,,,,,88.0,104.0,98.0,0.207,1.53,95.0,0.23,0.367,0.15,,,,,,,,,,,,
2023/07/15,7:05 PM.,BAL,MIA,away,Cloudy.,90,502043,C,0,0,0,0,0,0,0,0,0,0,0,.198,.290,.270,.560,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,110.0,105.0,107.0,90.0,95.0,92.0,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,2.01,0.01,-0.29,92.1,89.8,85.5,81.6,79.5,0.287,0.55,0.156,0.147,0.228,0.47100000000000003,0.288,0.453,0.29100000000000004,0.279,0.419,0.40399999999999997,0.345,0.552,0.154,,,,,,,,,,,,,93.0,101.0,97.0,0.261,-0.08,91.9,0.289,0.459,0.11,,,,,,,,,,,,
2023/07/14,8:11 PM.,BAL,MIA,away,Partly Cloudy.,81,665152,C,2,0,0,0,0,0,0,0,0,1,1,.198,.290,.270,.560,665152,deankremer,Kremer,Right,Dean Kremer,BAL,4.12,4.93,172.2,102.0,99.0,100.0,0.785,8.18,2.87,8.91,1.41,1.05,0.282,0.38,0.145,0.311,0.423,86.0,91.0,93.0,93.0,94.0,98.0,106.0,103.0,102.0,116.0,98.0,105.0,104.0,106.0,102.0,0.371,0.239,0.033,0.089,0.123,0.43,0.02,-1.43,-2.29,-1.4,94.6,88.8,85.3,82.8,78.1,0.252,0.409,0.262,0.25,0.417,0.244,0.26,0.377,0.27,0.347,0.592,0.24,0.222,0.416,0.27699999999999997,,,,,,,,,,,,,84.0,106.0,99.0,0.145,1.81,91.9,0.269,0.38,0.081,,,,,,,,,,,,
2023/07/07,6:42 PM.,PHI,MIA,home,Dome.,72,554430,C,3,0,1,0,0,0,1,0,0,1,1,.202,.289,.274,.563,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,107.0,101.0,111.0,96.0,102.0,102.0,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,0.36,-1.61,-6.22,95.8,90.9,90.8,84.4,81.4,0.199,0.333,0.314,0.198,0.36,0.392,,,,0.264,0.473,0.33,0.27,0.426,0.228,,,,,,,,,,,,,105.0,105.0,107.0,0.18,1.62,95.2,0.252,0.308,0.192,,,,,,,,,,,,
2023/07/05,6:40 PM.,STL,MIA,home,Roof Closed.,72,669461,C,4,1,1,0,0,1,1,0,0,0,3,.198,.288,.273,.561,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,72.0,100.0,96.0,101.0,87.0,97.0,72.0,98.0,90.0,117.0,88.0,99.0,,,,0.382,,0.127,0.224,0.081,-0.74,,-2.12,-1.62,-0.64,94.2,,87.3,86.6,76.6,0.308,0.49,0.161,0.333,0.533,0.28600000000000003,0.278,0.389,0.125,0.222,0.472,0.33799999999999997,,,,,,,,,,,,,,,,91.0,92.0,91.0,0.185,1.76,94.3,0.208,0.302,0.098,,,,,,,,,,,,
2023/07/04,1:11 PM.,STL,MIA,home,Roof Closed.,72,425794,P,1,0,1,0,0,0,0,0,0,0,0,.197,.289,.248,.537,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,83.0,78.0,71.0,107.0,99.0,95.0,0.099,0.226,0.003,0.306,0.05,-1.48,-0.27,-13.9,-1.5,-3.6,85.7,82.9,81.4,75.6,71.5,0.326,0.512,0.11699999999999999,,,,0.389,0.611,0.1,0.291,0.475,0.153,0.344,0.473,0.152,,,,,,,,,,,,,87.0,99.0,89.0,0.314,-3.36,86.9,0.394,0.746,0.09300000000000001,,,,0.002,6.39,65.7,,,,,,
2023/07/02,1:38 PM.,ATL,MIA,away,Partly Cloudy.,89,675911,C,2,0,1,0,0,0,0,0,1,0,0,.190,.284,.241,.525,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,104.0,103.0,107.0,,,,0.589,,0.338,,0.073,0.4,,1.67,,0.97,97.2,,87.0,85.6,,0.256,0.431,0.287,0.154,0.269,0.5529999999999999,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/30,7:21 PM.,ATL,MIA,away,Partly Cloudy.,76,647336,C,2,0,0,0,0,0,0,0,0,1,0,.184,.275,.237,.512,647336,michaelsoroka,Soroka,Right,Michael Soroka,ATL,6.4,5.7,32.1,98.0,91.0,95.0,0.794,8.07,3.34,10.02,2.51,1.29,0.22,0.42,0.15,0.29,0.408,79.0,88.0,87.0,,,,85.0,104.0,96.0,115.0,96.0,102.0,,,,0.324,,0.266,,0.182,-1.72,,-2.58,,-2.1,93.2,,82.0,83.1,,0.271,0.667,0.239,0.36,0.52,0.313,0.2,0.6,0.317,,,,,,,,,,,,,,,,,,,83.0,100.0,90.0,0.227,1.07,92.5,0.286,0.4,0.113,,,,,,,,,,,,
2023/06/27,7:12 PM.,BOS,MIA,away,Cloudy.,76,676477,C,5,1,1,0,0,0,0,0,0,2,0,.188,.279,.241,.520,676477,garrettwhitlock,Whitlock,Right,Garrett Whitlock,BOS,5.15,4.61,71.2,103.0,89.0,106.0,0.747,9.04,1.63,10.3,1.63,1.2,0.25,0.426,0.139,0.375,0.457,101.0,107.0,117.0,,,,67.0,84.0,84.0,73.0,96.0,97.0,,,,0.004,,0.23,,0.241,-2.31,,0.44,,-2.21,94.6,,82.7,79.6,,,,,0.167,0.333,0.47200000000000003,0.312,0.559,0.32,,,,,,,,,,,,,,,,,,,93.0,106.0,106.0,0.525,-0.46,94.0,0.326,0.538,0.184,,,,,,,,,,,,
2023/06/24,4:10 PM.,PIT,MIA,home,Roof Closed.,72,674370,C,4,0,3,0,0,0,0,0,0,0,2,.187,.282,.243,.525,674370,osvaldobido,Bido,Right,Osvaldo Bido,PIT,5.86,4.7,50.2,96.0,97.0,95.0,0.803,8.53,3.73,9.77,0.71,0.98,0.283,0.39,0.201,0.302,0.421,75.0,91.0,87.0,,,,101.0,95.0,93.0,98.0,98.0,103.0,138.0,100.0,94.0,0.28,0.034,0.353,,0.099,-2.05,1.44,0.45,,0.67,94.7,85.7,89.1,84.5,,0.358,0.472,0.27,0.233,0.337,0.21,0.136,0.273,0.341,,,,0.333,0.333,0.444,,,,,,,,,,,,,95.0,97.0,90.0,0.234,0.11,94.6,0.3,0.4,0.11699999999999999,,,,,,,,,,,,
2023/06/21,12:10 PM.,TOR,MIA,home,Roof Closed.,72,592332,C,2,0,0,0,0,0,0,0,0,1,2,.165,.267,.223,.490,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,89.0,89.0,94.0,,,,0.509,,0.108,,,1.13,,-0.97,,,94.7,,,83.6,,0.243,0.409,0.172,0.348,0.565,0.353,,,,,,,,,,,,,0.201,0.307,0.43200000000000005,105.0,108.0,109.0,0.384,0.3,86.3,,,,,,,,,,,,,,,,,,,,,
2023/06/19,6:41 PM.,TOR,MIA,home,Roof Closed.,72,621244,C,3,2,1,0,0,0,0,0,2,1,2,.168,.265,.228,.493,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,,,,,,,0.204,,,0.296,0.185,0.72,,,0.31,-0.38,94.3,,84.1,,82.6,0.254,0.456,0.276,,,,0.245,0.409,0.33,,,,,,,,,,,,,,,,,,,92.0,104.0,99.0,0.315,0.61,93.8,0.255,0.398,0.131,,,,,,,,,,0.216,0.357,0.305
2023/06/16,7:05 PM.,WSH,MIA,away,Cloudy.,79,592866,C,2,1,0,0,0,0,0,0,1,0,1,.163,.250,.224,.474,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,68.0,105.0,96.0,97.0,95.0,95.0,80.0,107.0,96.0,94.0,114.0,103.0,,,,0.433,,0.182,0.069,0.171,-0.77,,-1.7,-1.93,-2.25,89.7,,83.3,80.9,76.7,0.283,0.563,0.16699999999999998,0.313,0.5,0.281,0.315,0.483,0.19899999999999998,0.314,0.629,0.2,,,,,,,,,,,,,,,,91.0,100.0,95.0,0.146,-0.45,88.2,0.325,0.458,0.188,,,,,,,,,,,,
2023/06/13,6:41 PM.,SEA,MIA,away,Cloudy.,64,669923,C,3,0,1,0,0,0,0,0,0,2,0,.167,.248,.229,.477,669923,georgekirby,Kirby,Right,George Kirby,SEA,3.35,3.9,190.2,110.0,106.0,109.0,0.799,8.12,0.9,8.45,1.04,1.19,0.298,0.407,0.177,0.327,0.482,94.0,107.0,111.0,,,,97.0,111.0,105.0,126.0,106.0,112.0,,,,0.394,,0.197,,0.018,1.34,,1.03,,-5.31,96.1,,86.6,86.3,,0.234,0.392,0.28,0.264,0.377,0.22,0.5,0.9,0.125,0.265,0.458,0.159,,,,,,,0.143,0.286,0.35700000000000004,95.0,103.0,110.0,0.061,1.07,84.9,106.0,110.0,109.0,0.216,0.43,95.8,0.261,0.383,0.131,,,,0.115,0.35,81.8,75.1,0.001,0.26,,,
2023/06/10,1:10 PM.,CWS,MIA,away,Partly Cloudy.,83,656629,C,3,0,1,1,0,0,0,0,2,1,1,.161,.238,.226,.464,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,102.0,97.0,99.0,,,,0.614,,0.272,0.04,0.074,-0.71,,-1.5,-0.94,0.15,95.2,,88.7,84.8,80.6,0.244,0.462,0.264,0.258,0.516,0.27399999999999997,0.133,0.3,0.33899999999999997,0.158,0.474,0.19399999999999998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/07,6:12 PM.,KC,MIA,home,Roof Closed.,72,543475,C,3,0,0,0,0,0,0,0,0,0,1,.156,.220,.211,.431,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,99.0,107.0,110.0,96.0,99.0,98.0,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-1.31,-1.6,-1.66,91.2,86.8,85.5,80.2,79.4,0.227,0.444,0.154,0.28,0.543,0.249,0.26,0.481,0.257,0.238,0.476,0.21899999999999997,0.314,0.725,0.19,,,,,,,,,,,,,76.0,103.0,88.0,0.131,-0.01,90.5,0.248,0.457,0.158,,,,,,,,,,,,
2023/06/04,1:41 PM.,OAK,MIA,home,Roof Closed.,72,621112,C,3,0,1,0,0,0,1,0,0,1,1,.161,.227,.218,.445,621112,paulblackburn,Blackburn,Right,Paul Blackburn,OAK,4.43,4.42,103.2,100.0,87.0,97.0,0.778,9.03,3.73,10.16,0.95,1.17,0.246,0.38,0.166,0.297,0.346,67.0,108.0,96.0,89.0,104.0,104.0,77.0,95.0,87.0,91.0,103.0,108.0,106.0,100.0,100.0,0.146,0.204,0.181,0.117,0.112,-2.52,-2.38,0.46,1.69,2.14,91.9,88.9,86.0,80.8,79.1,0.383,0.553,0.17,0.198,0.308,0.344,0.143,0.286,0.389,0.14,0.326,0.245,0.435,0.624,0.159,,,,,,,,,,,,,82.0,96.0,87.0,0.24,-0.75,91.8,0.306,0.435,0.15,,,,,,,,,,,,
2023/06/02,6:40 PM.,OAK,MIA,home,Roof Closed.,72,660261,C,3,1,1,0,0,0,0,0,0,1,0,.155,.226,.214,.440,660261,shintarofujinami,Fujinami,Right,Shintaro Fujinami,- - -,7.18,4.8,79.0,92.0,112.0,94.0,0.734,9.46,5.13,8.32,1.03,0.97,0.275,0.392,0.167,0.378,0.42,,,,-279.0,111.0,65.0,107.0,90.0,91.0,118.0,92.0,105.0,94.0,92.0,93.0,0.566,0.162,0.073,0.001,,0.08,1.27,-1.47,-81.55,,98.4,88.3,,84.4,75.7,0.243,0.385,0.255,0.75,0.75,0.33299999999999996,,,,,,,0.171,0.341,0.382,,,,0.243,0.457,0.37200000000000005,138.0,95.0,100.0,0.199,-1.4,92.8,,,,,,,,,,,,,,,,,,,,,
2023/06/01,1:11 PM.,SD,MIA,home,Roof Closed.,72,605397,P,1,0,0,0,0,0,0,0,0,0,1,.148,.222,.210,.432,605397,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,3.05,3.11,97.1,104.0,106.0,102.0,0.768,8.97,1.94,8.32,0.92,1.37,0.221,0.438,0.154,0.254,0.414,101.0,102.0,100.0,134.0,107.0,110.0,80.0,105.0,98.0,117.0,110.0,111.0,102.0,99.0,98.0,0.245,0.204,0.145,0.239,0.114,1.77,1.68,-2.03,0.77,-0.63,93.1,90.1,87.1,82.2,81.3,0.205,0.273,0.222,0.281,0.594,0.33899999999999997,0.267,0.333,0.406,0.207,0.329,0.34,0.302,0.429,0.13,,,,,,,,,,,,,109.0,98.0,78.0,0.054,3.35,92.8,0.261,0.261,0.125,,,,,,,,,,,,
2023/05/30,6:42 PM.,SD,MIA,home,Roof Closed.,72,677960,C,2,0,0,0,0,0,0,0,1,1,3,.150,.225,.213,.438,677960,ryanweathers,Weathers,Left,Ryan Weathers,- - -,6.55,4.67,57.2,98.0,88.0,94.0,0.789,6.71,4.53,10.61,1.87,0.87,0.293,0.413,0.185,0.299,0.43,67.0,97.0,88.0,,,,91.0,99.0,93.0,105.0,99.0,100.0,,,,0.551,,0.203,,0.236,-1.58,,-1.09,,-1.24,95.1,,86.8,80.8,,0.35,0.592,0.20600000000000002,0.229,0.521,0.261,0.304,0.507,0.27899999999999997,,,,,,,,,,,,,,,,,,,,,,0.01,9.15,94.9,0.0,0.0,0.0,,,,,,,,,,,,
2023/05/27,7:07 PM.,LAA,MIA,away,Partly Cloudy.,66,660271,C,4,1,1,0,0,0,1,0,1,2,5,.154,.221,.218,.439,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,136.0,97.0,112.0,96.0,89.0,88.0,0.33,0.156,0.356,0.036,,1.64,-0.82,1.81,1.15,,96.8,88.6,,83.7,75.7,0.164,0.236,0.27,0.146,0.339,0.365,,,,0.111,0.167,0.41700000000000004,0.31,0.606,0.228,,,,0.179,0.205,0.41100000000000003,129.0,93.0,108.0,0.062,-0.25,88.6,104.0,94.0,95.0,0.06,-0.53,94.5,0.273,0.409,0.225,,,,,,,,,,,,
2023/05/25,1:10 PM.,COL,MIA,away,Partly Cloudy.,73,607536,C,0,0,0,0,0,0,0,0,0,0,0,.149,.210,.216,.426,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,47.0,105.0,95.0,,,,68.0,105.0,90.0,65.0,99.0,96.0,,,,0.184,,0.236,,0.122,1.13,,-0.2,,-3.3,88.8,,84.2,84.1,,0.239,0.431,0.127,0.246,0.549,0.2,0.435,0.681,0.139,0.261,0.41,0.32,,,,,,,,,,,,,,,,67.0,103.0,88.0,0.283,-0.86,88.7,0.349,0.529,0.091,96.0,105.0,105.0,0.176,-1.91,80.6,,,,,,
