date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ FS,Loc+ FS,Pit+ FS
2023/05/10,6:40 PM.,NYM,CIN,home,Clear.,76,434378,RF,3,0,0,0,0,0,0,0,0,2,0,.208,.269,.323,.592,434378,justinverlander,Verlander,Right,Justin Verlander,- - -,3.22,3.63,162.1,104.0,106.0,105.0,0.8,7.98,2.49,7.71,1.0,0.79,0.232,0.438,0.168,0.307,0.433,102.0,107.0,113.0,105.0,103.0,106.0,97.0,100.0,100.0,,,,127.0,112.0,111.0,,,,,0.5,,0.253,0.2,0.047,0.89,,,0.97,0.43,-0.23,94.3,,85.2,,86.9,78.2,0.235,0.417,0.18100000000000002,,,,,,,0.201,0.325,0.292,0.241,0.328,0.244,0.214,0.286,0.28600000000000003,,,,,,,,,,,,,,,
2023/05/09,6:41 PM.,NYM,CIN,home,Clear.,73,656849,1B,4,1,1,0,0,0,0,0,0,2,2,.215,.277,.333,.610,656849,davidpeterson,"Peterson, D",Left,David Peterson,NYM,5.03,4.96,111.0,97.0,90.0,94.0,0.727,10.38,4.05,10.05,1.3,2.18,0.256,0.422,0.13,0.338,0.378,84.0,97.0,93.0,89.0,97.0,99.0,76.0,95.0,87.0,97.0,97.0,95.0,105.0,99.0,102.0,,,,0.253,0.273,,0.197,0.088,0.189,-0.83,,0.66,-2.58,2.63,-1.35,92.7,,85.3,91.5,85.3,78.6,0.287,0.425,0.281,0.314,0.486,0.165,,,,0.268,0.472,0.39399999999999996,0.2,0.2,0.365,0.325,0.55,0.309,,,,,,,,,,,,,,,
2023/05/07,4:11 PM.,CWS,CIN,home,Cloudy.,77,656629,RF,4,1,1,0,0,1,1,0,0,2,1,.213,.278,.337,.615,656629,michaelkopech,Kopech,Right,Michael Kopech,CHW,5.43,5.77,129.1,91.0,108.0,94.0,0.755,9.32,6.33,8.0,2.02,0.75,0.243,0.41,0.155,0.347,0.384,73.0,82.0,76.0,96.0,97.0,97.0,116.0,89.0,94.0,,,,102.0,97.0,99.0,,,,,0.614,,0.272,0.04,0.074,-0.71,,,-1.5,-0.94,0.15,95.2,,88.7,,84.8,80.6,0.244,0.462,0.264,,,,,,,0.258,0.516,0.27399999999999997,0.158,0.474,0.19399999999999998,0.133,0.3,0.33899999999999997,,,,,,,,,,,,,,,
2023/05/06,6:41 PM.,CWS,CIN,home,Partly Cloudy.,76,605182,RF,4,0,0,0,0,0,0,0,0,1,1,.212,.280,.306,.586,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,86.1,93.1,79.4,76.0,0.283,0.494,0.174,0.2,0.2,0.2,0.256,0.395,0.264,0.203,0.366,0.306,0.167,0.167,0.2,0.175,0.206,0.293,,,,,,,,,,,,,,,
2023/04/25,6:40 PM.,TEX,CIN,home,Cloudy.,60,527048,PH,0,0,0,0,0,0,0,0,0,0,0,.222,.292,.321,.613,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.167,0.222,0.146,0.244,0.394,0.09699999999999999,0.342,0.64,0.11699999999999999,0.0,0.0,0.2,0.063,0.063,0.353,0.316,0.447,0.278,,,,,,,,,,,,,,,
2023/04/24,6:41 PM.,TEX,CIN,home,Partly Cloudy.,51,543135,1B,3,0,1,0,0,0,0,0,1,2,2,.222,.292,.321,.613,543135,nathaneovaldi,Eovaldi,Right,Nathan Eovaldi,TEX,3.63,3.98,144.0,100.0,101.0,98.0,0.758,8.25,2.94,7.31,0.94,1.59,0.196,0.469,0.14,0.367,0.397,,,,99.0,104.0,102.0,92.0,97.0,93.0,,,,101.0,113.0,109.0,86.0,98.0,92.0,,0.372,0.176,0.04,0.135,,0.41,1.33,,-3.23,0.86,,95.1,90.6,,,83.9,76.0,0.234,0.423,0.183,,,,0.238,0.417,0.198,0.303,0.606,0.13699999999999998,0.2,0.22,0.41700000000000004,,,,,,,,,,0.276,1.26,87.9,0.196,0.314,0.355,125.0,101.0,106.0
2023/04/23,1:38 PM.,PIT,CIN,away,Cloudy.,47,592826,1B,4,0,2,0,0,0,0,0,0,2,0,.218,.282,.321,.603,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,,,,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,,,,0.011,0.415,,0.446,,0.125,-1.31,,6.0,2.19,,-1.78,93.2,,88.6,92.9,83.2,,0.314,0.51,0.222,,,,,,,0.192,0.308,0.319,,,,0.25,0.375,0.257,0.003,-2.3,80.6,94.0,146.0,144.0,,,,,,,,,
2023/04/22,7:00 PM.,PIT,CIN,away,Partly Cloudy.,56,448179,1B,4,0,0,0,0,0,0,0,0,3,6,.203,.272,.311,.583,448179,richhill,Hill,Left,Rich Hill,- - -,5.41,5.66,146.1,97.0,94.0,97.0,0.832,7.93,3.57,10.15,1.41,1.01,0.196,0.459,0.14,0.336,0.448,80.0,81.0,80.0,116.0,94.0,103.0,77.0,102.0,94.0,98.0,101.0,98.0,90.0,92.0,97.0,85.0,97.0,93.0,0.04,0.342,0.147,0.088,0.354,0.023,-0.32,-1.27,2.5,-2.52,-1.16,-0.06,88.4,83.3,83.0,86.1,71.1,72.0,0.249,0.454,0.218,0.105,0.105,0.226,0.39,0.701,0.19899999999999998,0.5,0.929,0.125,0.283,0.47,0.174,0.263,0.421,0.037000000000000005,0.008,-3.65,67.1,,,,,,,,,,,,
2023/04/21,6:36 PM.,PIT,CIN,away,Clear.,82,656605,RF,4,0,0,0,0,0,0,0,0,1,2,.214,.286,.329,.615,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,,,,,,,,,,,,,,,
2023/04/20,6:36 PM.,PIT,CIN,away,Partly Cloudy.,83,672710,DH,4,0,0,0,0,0,0,0,0,2,4,.227,.301,.348,.649,672710,roansycontreras,Contreras,Right,Roansy Contreras,PIT,6.59,5.48,68.1,100.0,98.0,102.0,0.755,7.24,4.21,9.88,1.45,0.92,0.22,0.463,0.117,0.341,0.394,69.0,91.0,89.0,99.0,98.0,103.0,90.0,96.0,93.0,,,,108.0,105.0,111.0,,,,,0.402,,0.443,0.117,0.039,-2.43,,,0.86,-1.73,2.33,94.3,,89.4,,83.6,76.8,0.381,0.598,0.09699999999999999,,,,,,,0.0,0.0,0.28600000000000003,0.222,0.593,0.447,0.273,0.273,0.059000000000000004,,,,,,,,,,,,,,,
2023/04/18,6:40 PM.,TB,CIN,home,Clear.,66,671737,1B,4,0,1,0,0,0,0,0,0,1,2,.242,.319,.371,.690,671737,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,5.59,4.45,104.2,101.0,110.0,105.0,0.775,11.09,3.35,9.11,1.98,0.88,0.268,0.405,0.158,0.392,0.449,,,,88.0,107.0,111.0,131.0,101.0,109.0,,,,,,,106.0,99.0,99.0,0.001,0.449,0.248,,0.167,,-0.8,-1.32,0.0,,0.04,,96.1,88.9,,97.8,,79.0,0.277,0.559,0.191,,,,0.312,0.581,0.295,,,,0.169,0.338,0.22399999999999998,,,,,,,,,,0.136,0.62,89.3,0.19,0.333,0.41,,,
2023/04/17,6:41 PM.,TB,CIN,home,Partly Cloudy.,52,656222,1B,4,0,0,0,0,0,0,0,0,3,3,.241,.323,.379,.702,656222,jalenbeeks,Beeks,Left,Jalen Beeks,TBR,5.95,3.61,42.1,95.0,89.0,90.0,0.729,9.99,4.46,8.93,0.85,1.17,0.285,0.366,0.154,0.309,0.438,112.0,95.0,96.0,,,,65.0,95.0,83.0,,,,106.0,71.0,93.0,92.0,105.0,98.0,,0.435,0.107,0.015,,0.443,-0.49,2.73,,-16.85,,-0.18,94.3,85.7,89.6,,81.8,,0.243,0.419,0.252,,,,0.125,0.125,0.588,1.0,1.5,0.0,,,,0.267,0.373,0.317,,,,,,,,,,,,,,,
2023/04/16,2:24 PM.,PHI,CIN,home,Partly Cloudy.,57,605400,RF,2,0,0,0,0,0,0,0,0,0,2,.259,.344,.407,.751,605400,aaronnola,"Nola, Aa",Right,Aaron Nola,PHI,4.46,3.71,193.2,107.0,101.0,106.0,0.76,9.39,2.09,8.27,1.49,1.13,0.215,0.477,0.156,0.323,0.419,70.0,111.0,103.0,,,,95.0,107.0,103.0,100.0,107.0,101.0,,,,111.0,110.0,105.0,0.188,0.295,0.075,,,0.126,-0.03,0.4,0.46,,,0.14,92.7,86.3,85.9,91.8,,,0.246,0.503,0.217,0.279,0.416,0.106,0.246,0.508,0.301,,,,0.221,0.398,0.33299999999999996,0.22,0.319,0.319,0.316,0.47,79.4,118.0,105.0,113.0,,,,,,,,,
2023/04/15,4:11 PM.,PHI,CIN,home,Partly Cloudy.,79,621381,RF,5,4,4,1,0,2,5,0,0,1,2,.269,.356,.423,.779,621381,mattstrahm,Strahm,Left,Matt Strahm,PHI,3.29,3.16,87.2,104.0,104.0,104.0,0.739,11.09,2.16,6.98,1.13,0.7,0.242,0.397,0.155,0.356,0.476,114.0,99.0,105.0,,,,101.0,105.0,104.0,95.0,111.0,106.0,118.0,98.0,106.0,96.0,97.0,89.0,0.187,0.452,0.101,0.256,,0.004,1.08,-0.5,0.27,2.22,,-9.98,93.4,87.6,86.5,93.2,83.1,,0.186,0.371,0.311,0.344,0.459,0.156,0.296,0.556,0.25,0.133,0.256,0.34299999999999997,,,,,,,,,,,,,,,,,,,,,
2023/04/14,6:40 PM.,PHI,CIN,home,Partly Cloudy.,81,592836,DH,3,0,1,0,0,0,0,1,1,0,1,.213,.315,.234,.549,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.176,0.176,0.026,0.057,,-0.82,-0.44,0.53,-1.43,-1.07,,92.8,87.1,,92.4,82.5,74.8,0.257,0.541,0.254,0.273,0.429,0.1,0.284,0.441,0.158,0.158,0.632,0.342,0.212,0.485,0.36,,,,,,,,,,0.332,0.48,87.9,0.205,0.295,0.244,104.0,97.0,100.0
2023/04/13,6:41 PM.,PHI,CIN,home,Clear.,82,663559,RF,4,0,2,0,0,0,2,0,0,1,0,.205,.300,.227,.527,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.333,0.571,0.133,,,,0.288,0.746,0.19899999999999998,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,
2023/04/12,7:21 PM.,ATL,CIN,away,Clear.,75,675911,1B,4,0,0,0,0,0,1,0,0,0,4,.175,.283,.200,.483,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,,0.073,0.4,,,1.67,,0.97,97.2,,87.0,,85.6,,0.256,0.431,0.287,,,,,,,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,
2023/04/11,7:20 PM.,ATL,CIN,away,Clear.,71,657140,RF,5,0,0,0,0,0,0,0,0,4,7,.194,.310,.222,.532,657140,kylewright,Wright,Right,Kyle Wright,ATL,6.97,5.37,31.0,96.0,103.0,94.0,0.785,9.87,4.94,11.61,1.45,3.28,0.19,0.48,0.14,0.34,0.41,62.0,67.0,51.0,,,,71.0,99.0,92.0,81.0,95.0,89.0,58.0,67.0,74.0,,,,0.296,0.155,,0.014,,0.063,-1.42,,-5.6,-16.59,,0.41,93.3,,88.3,92.7,87.1,,0.3,0.5,0.23800000000000002,0.568,0.676,0.079,,,,,,,0.162,0.382,0.314,0.0,0.0,0.091,0.473,0.97,84.0,120.0,98.0,103.0,,,,,,,,,
2023/04/10,7:20 PM.,ATL,CIN,away,Clear.,65,693821,DH,4,1,2,0,0,0,0,0,0,1,0,.226,.351,.258,.609,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.286,0.495,0.19399999999999998,0.28,0.402,0.134,,,,0.21,0.393,0.337,,,,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,
2023/04/09,1:21 PM.,PHI,CIN,away,Sunny.,58,592836,1B,3,1,1,1,0,0,0,0,2,2,4,.185,.333,.222,.555,592836,taijuanwalker,"Walker, T",Right,Taijuan Walker,PHI,4.38,4.36,172.2,99.0,94.0,97.0,0.808,7.19,3.7,8.08,1.04,1.21,0.217,0.43,0.167,0.326,0.382,,,,92.0,91.0,94.0,79.0,98.0,90.0,81.0,100.0,93.0,124.0,109.0,114.0,99.0,103.0,100.0,0.233,0.176,0.176,0.026,0.057,,-0.82,-0.44,0.53,-1.43,-1.07,,92.8,87.1,,92.4,82.5,74.8,0.257,0.541,0.254,0.273,0.429,0.1,0.284,0.441,0.158,0.158,0.632,0.342,0.212,0.485,0.36,,,,,,,,,,0.332,0.48,87.9,0.205,0.295,0.244,104.0,97.0,100.0
2023/04/08,4:07 PM.,PHI,CIN,away,Cloudy.,53,663559,RF,4,0,0,0,0,0,0,0,0,1,2,.167,.286,.167,.453,663559,baileyfalter,Falter,Left,Bailey Falter,- - -,5.36,4.93,80.2,104.0,76.0,97.0,0.844,6.69,2.23,10.49,1.9,1.06,0.247,0.408,0.157,0.307,0.474,59.0,92.0,77.0,87.0,108.0,105.0,72.0,105.0,96.0,77.0,103.0,92.0,77.0,105.0,100.0,,,,0.072,0.444,,0.189,0.225,0.046,-0.08,,-1.63,-1.91,-0.85,-0.8,90.7,,84.6,90.7,84.5,76.5,0.305,0.435,0.156,0.333,0.571,0.133,,,,0.288,0.746,0.19899999999999998,0.267,0.493,0.209,0.273,0.364,0.33299999999999996,,,,,,,0.024,3.65,85.0,0.0,0.0,0.33299999999999996,,,
2023/04/07,3:06 PM.,PHI,CIN,away,Partly Cloudy.,57,554430,RF,4,0,1,0,0,0,0,0,0,2,2,.200,.333,.200,.533,554430,zackwheeler,Wheeler,Right,Zack Wheeler,PHI,3.61,3.18,192.0,105.0,107.0,110.0,0.74,9.94,1.83,7.88,0.94,1.07,0.279,0.38,0.214,0.313,0.421,48.0,106.0,77.0,116.0,105.0,114.0,112.0,109.0,114.0,105.0,105.0,107.0,107.0,101.0,111.0,96.0,102.0,102.0,0.18,0.435,0.144,0.123,0.115,0.004,1.69,-0.63,1.62,0.36,-1.61,-6.22,95.8,90.9,90.8,95.2,84.4,81.4,0.199,0.333,0.314,0.252,0.308,0.192,0.27,0.426,0.228,0.198,0.36,0.392,0.264,0.473,0.33,,,,,,,,,,,,,,,,,,
