date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,CU%,CH%,wFA/C,wFC/C,wSI/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
2023/08/16,7:11 PM.,KC,SEA,away,Clear.,82,663704,2B,2,1,0,0,0,0,0,1,0,0,2,.200,.286,.493,.779,663704,jamesmcarthur,McArthur,Right,James McArthur,KCR,4.63,2.97,23.1,103.0,114.0,106.0,0.764,8.87,0.77,7.71,0.77,2.31,0.313,0.469,0.203,0.344,0.478,,,,142.0,106.0,119.0,64.0,122.0,91.0,94.0,100.0,96.0,104.0,61.0,62.0,0.349,0.018,0.003,0.387,,3.38,-3.87,-1.25,1.52,,92.8,90.4,,94.1,82.2,,,,,,,0.286,0.679,0.064,,,,0.194,0.25,0.353,103.0,101.0,102.0,0.243,2.66,86.4,0.263,0.368,0.302,,,,,,,,,,,,,,,
2023/08/15,7:10 PM.,KC,SEA,away,Partly Cloudy.,76,543475,DH,1,0,0,0,0,0,0,0,0,1,2,.205,.293,.507,.800,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,96.0,99.0,98.0,0.131,0.306,0.076,0.131,0.109,1.11,-0.94,-0.01,-1.6,-1.66,91.2,86.8,85.5,90.5,79.4,0.26,0.481,0.257,0.227,0.444,0.154,0.248,0.457,0.158,0.314,0.725,0.19,0.238,0.476,0.21899999999999997,99.0,107.0,110.0,0.247,-1.31,80.2,0.28,0.543,0.249,,,,,,,,,,,,,,,
2023/08/14,7:10 PM.,KC,SEA,away,Clear.,76,663903,1B,3,1,0,0,0,0,0,0,0,1,2,.208,.296,.514,.810,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,,,,0.51,0.002,,,0.063,-2.24,,-1.24,,-0.3,90.9,,87.7,92.1,,0.265,0.353,0.10400000000000001,,,,0.339,0.555,0.113,,,,,,,86.0,101.0,104.0,0.426,0.01,84.0,0.0,0.0,0.6,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,BAL,SEA,home,Sunny.,82,680694,SS,4,0,0,0,0,0,0,0,0,2,1,.217,.299,.536,.835,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.224,,0.173,0.083,-1.0,,1.53,3.99,-0.36,94.5,,90.8,95.0,84.8,0.259,0.37,0.114,0.366,0.602,0.15,0.23,0.367,0.15,,,,0.142,0.165,0.35600000000000004,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,
2023/08/12,6:52 PM.,BAL,SEA,home,Clear.,78,608344,SS,4,0,1,1,0,0,0,0,0,2,1,.231,.315,.569,.884,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,75.0,106.0,101.0,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,99.0,99.0,94.0,0.207,0.28,0.159,0.143,0.211,0.22,2.29,0.95,-0.89,-2.77,92.2,85.5,84.2,91.9,77.2,0.324,0.568,0.168,0.247,0.459,0.204,0.28,0.36,0.195,0.18,0.279,0.26,0.229,0.343,0.23,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/09,6:40 PM.,SD,SEA,home,Partly Cloudy.,75,506433,SS,1,0,1,0,0,0,1,0,0,0,0,.230,.319,.574,.893,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,93.0,95.0,99.0,0.186,0.167,0.089,0.051,0.001,-1.74,2.4,0.46,1.37,-1.35,94.7,90.9,82.3,94.3,72.3,,,,0.253,0.538,0.159,0.319,0.418,0.157,0.2,0.32,0.196,0.13,0.203,0.391,125.0,98.0,108.0,0.363,-0.68,84.0,0.432,0.703,0.244,105.0,111.0,112.0,0.066,3.06,79.3,95.0,104.0,100.0,0.077,1.21,89.2,0.167,0.217,0.4
2023/08/08,6:41 PM.,SD,SEA,home,Clear.,78,607259,LF,2,1,1,0,1,0,1,0,1,0,1,.217,.309,.567,.876,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,96.0,102.0,96.0,0.224,0.13,0.164,0.191,0.288,-0.91,-1.99,1.23,0.59,2.41,93.3,89.5,80.7,92.9,81.8,0.158,0.226,0.465,0.25,0.423,0.225,0.293,0.333,0.08800000000000001,0.382,0.632,0.16899999999999998,0.164,0.295,0.34700000000000003,,,,0.002,-4.18,84.5,,,,,,,,,,,,,,,,,,
2023/08/06,1:07 PM.,LAA,SEA,away,Sunny.,90,681217,2B,0,0,0,0,0,0,0,0,0,0,0,.207,.292,.534,.826,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,107.0,93.0,97.0,93.0,90.0,85.0,82.0,105.0,97.0,99.0,92.0,92.0,0.148,0.349,0.084,0.024,,-1.53,3.24,1.39,-5.15,,95.0,90.3,,94.3,79.4,,,,0.255,0.553,0.248,0.344,0.469,0.14,0.167,0.167,0.268,0.333,1.333,0.0,102.0,94.0,102.0,0.229,1.7,82.0,0.143,0.571,0.14300000000000002,,,,,,,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345
2023/08/05,6:07 PM.,LAA,SEA,away,Clear.,84,542881,LF,4,1,2,1,0,0,0,0,0,1,2,.207,.292,.534,.826,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,104.0,103.0,98.0,0.055,0.374,0.224,0.002,0.338,-1.25,0.48,-3.61,-0.33,0.08,90.1,85.1,80.0,88.5,72.9,0.238,0.381,0.39799999999999996,0.301,0.566,0.193,0.36,0.68,0.102,0.239,0.366,0.268,,,,105.0,76.0,95.0,0.007,-1.06,78.1,0.2,0.2,0.33299999999999996,,,,,,,,,,0.001,-4.72,90.1,,,
2023/08/04,6:38 PM.,LAA,SEA,away,Clear.,82,672282,2B,4,1,2,1,0,1,1,0,1,1,2,.185,.279,.519,.798,672282,reiddetmers,Detmers,Left,Reid Detmers,LAA,4.48,4.55,148.2,99.0,101.0,99.0,0.749,10.17,3.63,8.54,1.15,0.91,0.223,0.444,0.139,0.362,0.438,92.0,101.0,97.0,93.0,94.0,105.0,87.0,101.0,95.0,,,,,,,,0.432,,0.194,0.054,-0.38,,,0.14,-2.03,94.3,,84.8,,74.7,0.242,0.424,0.24600000000000002,0.291,0.505,0.212,,,,,,,0.191,0.326,0.28600000000000003,124.0,100.0,102.0,0.319,0.91,88.7,0.0,0.0,0.267,,,,,,,,,,,,,,,
2023/08/03,6:37 PM.,LAA,SEA,away,Clear.,79,660271,1B,2,0,0,0,0,0,0,0,0,2,0,.160,.250,.440,.690,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,96.0,89.0,88.0,0.06,0.33,0.156,0.036,,1.64,-0.82,-0.53,1.15,,96.8,88.6,,94.5,75.7,,,,0.164,0.236,0.27,0.273,0.409,0.225,0.31,0.606,0.228,0.111,0.167,0.41700000000000004,136.0,97.0,112.0,0.356,1.81,83.7,0.146,0.339,0.365,,,,,,,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003
2023/08/02,1:10 PM.,BOS,SEA,home,Sunny.,77,676710,2B,2,0,0,0,0,0,0,0,0,1,3,.167,.259,.458,.717,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,108.0,94.0,95.0,,0.391,0.281,,,1.44,0.35,,,,93.6,88.6,,,,,,,0.163,0.326,0.258,,,,0.289,0.43,0.244,0.34,0.642,0.2,113.0,110.0,113.0,0.132,1.5,82.5,0.15,0.25,0.376,92.0,101.0,103.0,0.119,-1.47,79.4,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214
2023/07/28,6:40 PM.,AZ,SEA,away,Roof Closed.,78,674072,LF,3,0,0,0,0,0,0,0,0,1,2,.174,.269,.478,.747,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,,,,,0.49,,0.191,0.193,-0.88,,,0.71,-0.09,90.7,,84.0,,79.1,0.278,0.444,0.331,0.292,0.523,0.155,,,,,,,0.229,0.325,0.21,92.0,101.0,93.0,0.127,2.53,83.1,0.158,0.281,0.287,,,,,,,,,,,,,,,
2023/07/26,12:11 PM.,MIN,SEA,away,Partly Cloudy.,83,657746,SS,4,2,3,0,0,2,4,0,0,1,0,.186,.286,.512,.798,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,,,,102.0,112.0,108.0,,,,,,,,0.569,,,,0.89,,,,,92.3,,,,,,,,0.24,0.457,0.287,,,,,,,,,,102.0,88.0,94.0,0.159,-2.12,80.3,0.32,0.56,0.24100000000000002,,,,,,,91.0,104.0,102.0,0.272,-0.3,83.9,0.242,0.415,0.213
2023/07/24,6:41 PM.,MIN,SEA,away,Partly Cloudy.,83,628317,LF,2,0,0,0,0,0,0,0,1,2,1,.128,.244,.333,.577,628317,kentamaeda,Maeda,Right,Kenta Maeda,MIN,4.23,3.74,104.1,103.0,105.0,102.0,0.735,10.09,2.42,8.11,1.47,0.69,0.225,0.389,0.1,0.336,0.399,,,,94.0,96.0,95.0,76.0,102.0,91.0,73.0,107.0,96.0,,,,0.064,0.274,,0.036,,0.35,,-0.88,-2.4,,91.0,,,90.3,76.4,,,,0.275,0.451,0.251,0.385,0.538,0.128,,,,0.333,0.667,0.063,105.0,99.0,103.0,0.306,-0.07,81.6,0.206,0.471,0.28800000000000003,,,,,,,138.0,107.0,112.0,0.319,1.6,84.1,0.182,0.263,0.35
2023/07/23,1:12 PM.,TOR,SEA,home,Sunny.,77,666201,LF,1,0,1,0,0,0,1,1,0,0,0,.135,.238,.351,.589,666201,alekmanoah,Manoah,Right,Alek Manoah,TOR,5.87,6.12,87.1,95.0,89.0,93.0,0.804,8.14,6.08,9.58,1.55,0.92,0.231,0.407,0.134,0.369,0.388,69.0,98.0,89.0,,,,91.0,95.0,92.0,92.0,96.0,91.0,,,,0.282,0.29,,,0.128,-2.16,,0.68,,-1.01,92.8,,86.3,92.6,,0.273,0.432,0.2,0.316,0.592,0.244,0.25,0.379,0.129,,,,,,,94.0,93.0,96.0,0.3,-1.17,80.8,0.239,0.432,0.28600000000000003,,,,,,,,,,,,,,,
2023/07/22,1:10 PM.,TOR,SEA,home,Sunny.,74,592332,LF,4,2,2,1,0,1,1,0,0,1,0,.111,.200,.333,.533,592332,kevingausman,Gausman,Right,Kevin Gausman,TOR,3.16,3.85,185.0,104.0,105.0,105.0,0.737,11.53,2.68,7.93,0.92,1.11,0.27,0.384,0.165,0.369,0.399,,,,,,,110.0,104.0,105.0,,,,,,,,0.509,,,,1.13,,,,,94.7,,,,,,,,0.243,0.409,0.172,,,,,,,,,,89.0,89.0,94.0,0.108,-0.97,83.6,0.348,0.565,0.353,,,,,,,105.0,108.0,109.0,0.384,0.3,86.3,0.201,0.307,0.43200000000000005
2023/07/21,7:10 PM.,TOR,SEA,home,Clear.,79,579328,RF,2,0,0,0,0,0,0,0,0,1,2,.063,.167,.188,.355,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,,,,,0.451,,0.193,0.097,0.05,,,0.24,-1.83,95.1,,88.7,,83.1,0.254,0.508,0.193,0.27,0.412,0.268,,,,,,,0.284,0.463,0.307,101.0,105.0,108.0,0.259,1.11,88.7,0.225,0.396,0.302,,,,,,,,,,,,,,,
2023/07/14,7:10 PM.,DET,SEA,home,Clear.,80,593958,1B,3,0,1,1,0,0,2,0,1,0,0,.067,.176,.200,.376,593958,eduardorodriguez,"Rodriguez, Ed",Left,Eduardo Rodriguez,DET,3.3,4.04,152.2,103.0,83.0,97.0,0.781,8.43,2.83,7.55,0.88,1.1,0.279,0.407,0.152,0.311,0.429,91.0,102.0,103.0,,,,73.0,101.0,91.0,84.0,117.0,107.0,90.0,101.0,98.0,0.093,0.454,0.192,,0.189,0.65,0.51,1.11,,0.71,92.2,88.8,85.9,92.4,,0.233,0.292,0.317,0.278,0.431,0.222,0.165,0.228,0.135,0.2,0.471,0.19399999999999998,,,,103.0,107.0,106.0,0.072,3.12,84.5,0.089,0.178,0.395,,,,,,,,,,,,,,,
2023/07/08,6:17 PM.,HOU,SEA,away,Roof Closed.,73,664285,RF,2,0,0,0,0,0,0,0,0,0,3,.037,.133,.148,.281,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,96.0,98.0,94.0,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,99.0,99.0,95.0,0.468,0.001,0.034,0.253,0.157,-16.35,0.45,0.93,1.07,0.73,95.7,89.1,90.1,95.3,80.2,0.231,0.342,0.311,,,,0.274,0.455,0.126,0.182,0.182,0.435,0.158,0.211,0.402,,,,0.087,-0.32,84.7,0.189,0.405,0.43799999999999994,,,,,,,,,,,,,,,
2023/07/07,7:11 PM.,HOU,SEA,away,Roof Closed.,73,686613,RF,1,0,0,0,0,0,0,0,0,1,0,.040,.143,.160,.303,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,,,,101.0,99.0,96.0,90.0,103.0,93.0,,,,0.002,0.461,0.235,,,0.01,-0.4,-0.16,,,95.7,91.7,,96.0,,0.121,0.242,0.37,0.271,0.511,0.223,,,,0.297,0.506,0.20800000000000002,0.247,0.374,0.303,104.0,92.0,97.0,0.017,-2.64,84.6,0.25,0.625,0.33299999999999996,112.0,102.0,110.0,0.238,-0.77,82.9,92.0,104.0,105.0,0.048,0.92,88.2,,,
2023/07/03,6:45 PM.,SF,SEA,away,Clear.,60,657277,LF,3,0,0,0,0,0,0,0,0,3,4,.042,.148,.167,.315,657277,loganwebb,Webb,Right,Logan Webb,SFG,3.25,3.63,216.0,104.0,104.0,103.0,0.81,8.08,1.29,8.38,0.83,2.94,0.187,0.465,0.143,0.325,0.419,112.0,106.0,103.0,,,,88.0,119.0,100.0,105.0,103.0,98.0,,,,0.336,0.037,,,0.416,-1.37,,0.31,,2.18,92.6,,87.5,92.3,,0.225,0.309,0.228,0.226,0.452,0.3,0.313,0.481,0.10400000000000001,,,,,,,91.0,100.0,111.0,0.212,0.11,84.3,0.208,0.369,0.28600000000000003,,,,,,,,,,,,,,,
2023/07/01,4:15 PM.,TB,SEA,home,Sunny.,76,607192,DH,0,1,0,0,0,0,0,0,0,0,0,.048,.167,.190,.357,607192,tylerglasnow,Glasnow,Right,Tyler Glasnow,TBR,3.53,3.55,120.0,101.0,121.0,109.0,0.659,12.15,2.78,6.98,0.98,1.62,0.246,0.372,0.161,0.386,0.454,78.0,81.0,84.0,152.0,103.0,114.0,128.0,103.0,110.0,,,,,,,0.004,0.432,,0.213,0.003,0.54,,-7.7,1.81,2.91,96.4,,92.3,96.4,83.9,,,,0.236,0.41,0.249,,,,,,,0.095,0.19,0.522,94.0,97.0,104.0,0.348,1.25,90.1,0.254,0.373,0.382,,,,,,,,,,,,,,,
2023/06/30,7:11 PM.,TB,SEA,home,Clear.,75,663556,PH,1,0,0,0,0,0,0,0,0,0,1,.048,.167,.190,.357,663556,shanemcclanahan,McClanahan,Left,Shane McClanahan,TBR,3.29,4.13,115.0,102.0,112.0,106.0,0.694,9.47,3.21,7.43,1.17,1.18,0.28,0.384,0.134,0.355,0.455,115.0,104.0,109.0,115.0,101.0,107.0,111.0,100.0,104.0,,,,,,,,0.419,,0.17,0.258,-0.34,,,1.12,2.65,96.8,,86.9,,83.5,0.153,0.191,0.541,0.269,0.479,0.233,,,,,,,0.197,0.344,0.314,107.0,102.0,105.0,0.153,-0.27,89.3,0.261,0.58,0.29100000000000004,,,,,,,,,,,,,,,
2023/06/28,1:10 PM.,WSH,SEA,home,Sunny.,72,571578,LF,3,0,0,0,0,0,0,0,0,1,4,.050,.174,.200,.374,571578,patrickcorbin,Corbin,Left,Patrick Corbin,WSN,5.2,6.16,180.0,101.0,81.0,95.0,0.797,6.2,2.85,10.5,1.65,1.3,0.24,0.392,0.127,0.344,0.411,66.0,101.0,96.0,,,,65.0,103.0,88.0,86.0,102.0,93.0,,,,0.417,0.169,,,0.064,-0.69,,-0.89,,-2.07,91.8,,81.2,92.1,,0.29,0.645,0.4,0.327,0.541,0.121,0.32,0.463,0.07400000000000001,,,,,,,84.0,99.0,100.0,0.35,-0.51,80.5,0.233,0.461,0.397,,,,,,,,,,,,,,,
2023/06/27,6:42 PM.,WSH,SEA,home,Partly Cloudy.,73,663623,DH,2,0,0,0,0,0,0,0,0,2,3,.059,.200,.235,.435,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,78.0,99.0,95.0,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,0.287,0.356,,0.306,0.051,-0.01,,-0.75,0.08,1.21,94.5,,87.8,93.9,80.9,0.25,0.5,0.156,0.208,0.376,0.192,0.348,0.525,0.09300000000000001,,,,0.197,0.362,0.257,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/25,1:36 PM.,BAL,SEA,away,Sunny.,85,680694,PR,0,0,0,0,0,0,0,1,0,0,0,.067,.222,.267,.489,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,,,,0.207,0.224,,0.173,0.083,-1.0,,1.53,3.99,-0.36,94.5,,90.8,95.0,84.8,0.259,0.37,0.114,0.366,0.602,0.15,0.23,0.367,0.15,,,,0.142,0.165,0.35600000000000004,171.0,105.0,116.0,0.313,1.77,88.1,0.168,0.272,0.364,,,,,,,,,,,,,,,
2023/06/22,7:09 PM.,NYY,SEA,away,Cloudy.,69,593334,LF,1,0,0,0,0,0,0,0,0,1,0,.067,.222,.267,.489,593334,domingogerman,Germán,Right,Domingo Germán,NYY,4.56,4.3,108.2,100.0,92.0,98.0,0.707,9.44,2.82,6.87,1.66,0.97,0.159,0.486,0.166,0.328,0.416,96.0,98.0,95.0,94.0,102.0,104.0,89.0,100.0,97.0,82.0,95.0,87.0,,,,0.105,0.277,,0.409,0.209,-1.75,,0.95,1.5,1.01,92.3,,85.8,92.4,82.9,0.2,0.306,0.322,0.321,0.741,0.19,0.15,0.325,0.13,,,,0.174,0.344,0.39299999999999996,,,,,,,,,,,,,,,,,,,,,,,,
2023/06/21,7:08 PM.,NYY,SEA,away,Partly Cloudy.,69,666745,2B,1,1,1,0,0,1,1,0,0,0,0,.071,.235,.286,.521,666745,jhonybrito,Brito,Right,Jhony Brito,NYY,4.28,4.55,90.1,103.0,93.0,102.0,0.809,7.17,2.79,8.17,1.39,1.1,0.261,0.399,0.134,0.347,0.424,87.0,104.0,106.0,,,,77.0,99.0,88.0,106.0,105.0,104.0,,,,0.327,0.166,,,0.29,-0.97,,1.05,,0.5,95.8,,88.8,96.0,,0.232,0.392,0.282,0.167,0.5,0.179,0.282,0.436,0.149,,,,0.348,0.696,0.188,115.0,84.0,89.0,0.113,0.17,83.0,0.172,0.31,0.28,,,,0.104,-1.87,80.4,,,,,,,,,
2023/06/20,7:08 PM.,NYY,SEA,away,Partly Cloudy.,72,543037,SS,2,0,0,0,0,0,0,0,0,2,2,.000,.188,.000,.188,543037,gerritcole,Cole,Right,Gerrit Cole,NYY,2.63,3.48,209.0,104.0,121.0,109.0,0.765,9.56,2.07,6.76,0.86,1.01,0.243,0.366,0.151,0.311,0.425,72.0,100.0,96.0,,,,125.0,104.0,108.0,,,,107.0,103.0,102.0,,0.53,0.07,,0.071,1.66,0.61,,,-0.54,96.7,92.7,89.1,,,0.235,0.51,0.28600000000000003,0.201,0.332,0.228,,,,0.262,0.377,0.311,0.215,0.269,0.244,136.0,105.0,114.0,0.208,1.69,89.1,0.186,0.251,0.327,114.0,103.0,113.0,0.121,0.94,82.9,,,,,,,,,
2023/06/17,1:11 PM.,CWS,SEA,home,Roof Closed.,53,608337,LF,2,0,0,0,0,0,0,0,1,2,0,.000,.214,.000,.214,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,,,,,0.419,,0.015,0.283,-0.85,,,-3.72,-0.2,93.1,,80.9,,77.9,0.209,0.442,0.35200000000000004,0.262,0.546,0.2,,,,,,,0.5,0.5,0.2,107.0,105.0,104.0,0.282,-0.25,84.0,0.236,0.438,0.345,,,,,,,,,,,,,,,
2023/06/12,6:40 PM.,MIA,SEA,home,Clear.,76,666200,LF,4,0,0,0,0,0,0,0,0,1,1,.000,.182,.000,.182,666200,jesusluzardo,Luzardo,Left,Jesús Luzardo,MIA,3.58,3.96,178.2,100.0,104.0,102.0,0.708,10.48,2.77,8.16,1.11,0.98,0.286,0.383,0.163,0.373,0.402,93.0,99.0,100.0,,,,106.0,103.0,100.0,82.0,100.0,97.0,68.0,87.0,76.0,0.04,0.457,0.004,,0.21,0.93,0.74,-0.81,,-0.09,96.7,91.4,88.3,96.5,,0.248,0.429,0.361,0.232,0.384,0.19399999999999998,0.314,0.686,0.102,,,,,,,111.0,97.0,105.0,0.289,-0.26,85.1,0.233,0.389,0.518,,,,,,,,,,,,,,,
2023/06/10,7:07 PM.,LAA,SEA,away,Overcast.,64,663776,2B,5,0,0,0,0,0,0,0,0,3,5,.000,.286,.000,.286,663776,patricksandoval,Sandoval,Left,Patrick Sandoval,LAA,4.11,4.7,144.2,97.0,92.0,97.0,0.741,7.96,4.6,9.02,0.75,1.55,0.196,0.427,0.166,0.297,0.414,99.0,98.0,100.0,99.0,96.0,101.0,63.0,94.0,89.0,69.0,97.0,86.0,,,,0.111,0.256,,0.09,0.258,-1.22,,0.36,0.27,0.3,93.0,,83.0,93.2,76.5,0.184,0.33,0.43200000000000005,0.336,0.507,0.156,0.269,0.327,0.129,,,,0.286,0.286,0.237,123.0,100.0,107.0,0.285,0.02,86.5,0.2,0.5,0.306,,,,,,,,,,,,,,,
2023/06/07,1:11 PM.,SD,SEA,away,Partly Cloudy.,66,608379,3B,0,1,0,0,0,0,0,0,2,0,0,.000,1.000,.000,1.000,608379,michaelwacha,Wacha,Right,Michael Wacha,SDP,3.22,4.27,134.1,102.0,89.0,101.0,0.775,8.31,2.88,7.57,1.0,0.8,0.17,0.488,0.154,0.3,0.43,101.0,106.0,110.0,86.0,92.0,94.0,73.0,104.0,94.0,84.0,103.0,103.0,96.0,100.0,96.0,0.133,0.288,0.124,0.11,0.345,1.23,-2.13,-0.36,1.04,1.06,92.0,86.9,81.6,91.9,74.0,0.207,0.346,0.359,0.188,0.323,0.16699999999999998,0.25,0.45,0.111,0.364,0.582,0.165,0.172,0.31,0.27,,,,,,,,,,,,,,,,,,,,,,,,
