date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,SV_ba,SV_slg,SV_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
2023/05/12,7:10 PM.,MIL,KC,away,Roof Closed.,70,669203,CF,3,0,0,0,0,0,0,0,0,1,3,.179,.257,.254,.511,669203,corbinburnes,Burnes,Right,Corbin Burnes,MIL,3.39,3.38,193.2,102.0,127.0,107.0,0.736,9.29,3.07,6.55,1.02,1.3,0.21,0.459,0.19,0.29,0.38,82.0,105.0,112.0,160.0,104.0,113.0,,,,103.0,97.0,90.0,144.0,110.0,127.0,127.0,101.0,103.0,0.077,,0.554,0.085,0.171,0.112,,1.51,-2.42,1.12,1.35,1.07,,94.4,89.3,95.3,86.0,79.8,0.291,0.564,0.129,0.204,0.258,0.306,0.209,0.34,0.22699999999999998,,,,0.133,0.211,0.488,0.159,0.275,0.43799999999999994,,,,,,,,,,,,,,,,,,
2023/05/11,2:10 PM.,CWS,KC,home,Rain.,67,605182,CF,2,0,0,0,0,0,0,0,0,0,0,.188,.268,.266,.534,605182,mikeclevinger,Clevinger,Right,Mike Clevinger,CHW,3.77,4.1,131.1,100.0,100.0,100.0,0.8,7.54,2.74,8.29,1.1,0.62,0.259,0.433,0.179,0.269,0.437,80.0,96.0,95.0,80.0,96.0,97.0,101.0,103.0,100.0,91.0,100.0,90.0,113.0,97.0,104.0,90.0,100.0,100.0,0.024,0.479,0.082,0.271,0.016,0.128,-0.21,-0.07,1.47,0.5,0.55,1.69,94.3,84.9,86.1,93.1,79.4,76.0,0.2,0.2,0.2,0.175,0.206,0.293,0.256,0.395,0.264,0.283,0.494,0.174,0.167,0.167,0.2,0.203,0.366,0.306,,,,,,,,,,,,,,,,,,
2023/05/09,8:40 PM.,CWS,KC,home,Cloudy.,69,608337,CF,3,0,0,0,0,0,0,0,0,2,2,.194,.265,.274,.539,608337,lucasgiolito,Giolito,Right,Lucas Giolito,- - -,4.88,4.61,184.1,101.0,95.0,101.0,0.737,9.96,3.56,8.25,2.0,0.79,0.262,0.426,0.183,0.343,0.413,99.0,100.0,107.0,81.0,76.0,78.0,84.0,100.0,95.0,,,,107.0,105.0,104.0,,,,,0.419,,0.282,0.015,0.283,-0.85,,,-0.25,-3.72,-0.2,93.1,,80.9,,84.0,77.9,,,,0.209,0.442,0.35200000000000004,,,,0.262,0.546,0.2,0.5,0.5,0.2,0.236,0.438,0.345,,,,,,,,,,,,,,,,,,
2023/05/08,6:40 PM.,CWS,KC,home,Clear.,82,656302,CF,4,2,3,2,0,0,2,0,0,1,0,.203,.277,.288,.565,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,60.0,90.0,78.0,,,,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,,0.03,-0.15,,,0.4,,1.0,95.6,,74.6,,86.3,,,,,0.111,0.111,0.5379999999999999,,,,0.273,0.436,0.205,0.298,0.538,0.249,0.216,0.339,0.433,,,,,,,,,,,,,83.0,94.0,99.0,0.152,-1.83,80.2
2023/05/07,1:13 PM.,OAK,KC,home,Sunny.,86,695243,CF,3,0,1,0,0,0,0,0,0,0,0,.164,.246,.218,.464,695243,masonmiller,"Miller, M",Right,Mason Miller,OAK,3.78,3.18,33.1,96.0,125.0,103.0,0.762,10.26,4.32,6.48,0.54,0.5,0.39,0.268,0.183,0.268,0.433,83.0,80.0,77.0,,,,136.0,98.0,106.0,,,,113.0,97.0,104.0,117.0,95.0,100.0,,0.555,0.158,0.238,,0.049,0.94,-1.76,,1.87,,1.62,98.3,94.1,90.3,,85.8,,,,,0.0,0.0,0.429,0.375,0.375,0.20800000000000002,0.219,0.391,0.21,,,,0.118,0.147,0.47100000000000003,,,,,,,,,,,,,,,,,,
2023/05/06,6:16 PM.,OAK,KC,home,Clear.,93,686610,CF,3,1,1,1,0,0,0,0,0,1,2,.154,.241,.212,.453,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,93.0,77.0,85.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,,0.271,0.02,0.166,-0.52,,,-0.79,-3.62,-1.4,93.3,,84.2,,81.1,74.5,,,,0.34,0.515,0.374,,,,0.275,0.493,0.17800000000000002,0.333,0.833,0.0,0.218,0.423,0.32799999999999996,,,,,,,,,,,,,,,,,,
2023/05/05,7:10 PM.,OAK,KC,home,Cloudy.,76,666205,CF,4,0,0,0,0,0,1,0,0,0,6,.143,.236,.184,.420,666205,kylemuller,Muller,Left,Kyle Muller,OAK,7.6,7.4,77.0,97.0,88.0,94.0,0.811,6.55,4.56,13.09,1.87,1.2,0.197,0.46,0.113,0.391,0.453,74.0,72.0,74.0,97.0,103.0,104.0,87.0,99.0,92.0,,,,90.0,98.0,99.0,,,,,0.517,,0.253,0.149,0.081,-2.52,,,-0.45,-2.07,-3.21,93.5,,87.9,,87.1,81.2,,,,0.333,0.5,0.387,,,,0.395,0.663,0.161,0.268,0.415,0.284,0.293,0.475,0.242,,,,,,,,,,,,,,,,,,
2023/05/04,1:10 PM.,BAL,KC,home,Overcast.,72,680570,CF,0,0,0,0,0,0,0,0,1,0,0,.156,.255,.200,.455,680570,graysonrodriguez,"Rodriguez, G",Right,Grayson Rodriguez,BAL,4.35,4.21,122.0,102.0,117.0,108.0,0.759,9.52,3.1,8.93,1.18,1.4,0.226,0.408,0.12,0.372,0.44,110.0,102.0,115.0,146.0,97.0,101.0,116.0,104.0,106.0,,,,126.0,103.0,114.0,76.0,90.0,86.0,,0.496,0.052,0.148,0.081,0.224,-0.83,-1.59,,1.92,-0.49,1.7,97.4,90.0,83.9,,82.4,79.9,,,,0.201,0.318,0.28300000000000003,0.333,0.889,0.14300000000000002,0.342,0.535,0.24100000000000002,0.176,0.353,0.281,0.153,0.169,0.34,,,,,,,,,,,,,,,,,,
2023/05/03,6:41 PM.,BAL,KC,home,Clear.,72,502043,LF,1,0,0,0,0,0,0,0,0,0,1,.156,.240,.200,.440,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,85.5,91.9,81.6,79.5,0.289,0.459,0.11,0.288,0.453,0.29100000000000004,0.345,0.552,0.154,0.287,0.55,0.156,0.279,0.419,0.40399999999999997,0.147,0.228,0.47100000000000003,,,,,,,,,,,,,,,,,,
2023/04/30,1:14 PM.,MIN,KC,away,Cloudy.,45,543243,CF,4,2,2,1,0,0,0,0,0,0,0,.159,.245,.205,.450,543243,sonnygray,"Gray, So",Right,Sonny Gray,MIN,2.79,3.66,184.0,101.0,103.0,104.0,0.759,8.95,2.69,7.63,0.39,1.55,0.255,0.424,0.143,0.3,0.422,84.0,95.0,89.0,91.0,98.0,101.0,105.0,99.0,100.0,82.0,99.0,94.0,122.0,108.0,121.0,118.0,102.0,102.0,0.157,0.271,0.131,0.205,0.168,0.067,0.61,1.3,-0.46,3.25,0.87,-0.63,92.9,87.6,87.9,92.8,84.3,79.6,0.275,0.413,0.177,0.27,0.405,0.174,0.265,0.368,0.278,0.301,0.422,0.16399999999999998,0.257,0.371,0.282,0.096,0.117,0.413,,,,,,,,,,,,,,,,0.001,-0.41,72.9
2023/04/29,1:10 PM.,MIN,KC,away,Overcast.,47,641927,RF,0,0,0,0,0,0,0,0,0,0,0,.125,.222,.150,.372,641927,baileyober,Ober,Right,Bailey Ober,MIN,3.43,3.63,144.1,105.0,83.0,101.0,0.739,9.1,1.81,7.79,1.37,0.69,0.22,0.435,0.152,0.324,0.411,94.0,106.0,105.0,100.0,108.0,106.0,73.0,107.0,99.0,,,,83.0,99.0,96.0,,,,,0.457,,0.196,0.067,0.28,0.75,,,-0.7,1.44,1.08,91.3,,83.7,,81.0,77.5,,,,0.226,0.35,0.298,,,,0.232,0.425,0.27699999999999997,0.194,0.306,0.161,0.255,0.48,0.32899999999999996,,,,,,,,,,,,,,,,,,
2023/04/27,6:40 PM.,MIN,KC,away,Overcast.,58,641816,RF,2,0,0,0,0,0,0,0,1,0,2,.125,.222,.150,.372,641816,tylermahle,Mahle,Right,Tyler Mahle,MIN,3.16,3.23,25.2,106.0,111.0,105.0,0.774,9.82,1.75,7.71,1.75,0.84,0.232,0.348,0.203,0.246,0.359,,,,,,,122.0,104.0,105.0,,,,104.0,101.0,102.0,44.0,122.0,104.0,,0.518,0.021,0.264,,,1.08,12.66,,-0.02,,,92.6,84.7,,,83.8,,,,,,,,,,,0.25,0.455,0.179,,,,0.219,0.313,0.255,100.0,116.0,112.0,0.197,-1.89,84.9,0.211,0.579,0.37200000000000005,,,,,,,,,
2023/04/26,12:42 PM.,AZ,KC,away,Roof Closed.,82,668678,RF,3,0,1,0,0,0,0,0,0,1,0,.132,.214,.158,.372,668678,zacgallen,Gallen,Right,Zac Gallen,ARI,3.47,4.16,210.0,104.0,106.0,107.0,0.761,9.43,2.01,8.06,0.94,1.19,0.223,0.418,0.098,0.401,0.419,86.0,107.0,114.0,,,,104.0,104.0,106.0,97.0,95.0,92.0,105.0,116.0,112.0,106.0,99.0,94.0,0.007,0.491,0.092,0.045,,0.139,1.59,-2.24,-3.38,0.34,,1.05,93.6,90.2,86.8,93.0,87.4,,0.286,0.714,0.125,0.21,0.336,0.314,0.352,0.648,0.205,0.238,0.36,0.192,0.21,0.344,0.405,0.25,0.389,0.265,,,,,,,,,,,,,121.0,104.0,112.0,0.227,0.46,82.5
2023/04/25,6:40 PM.,AZ,KC,away,Clear.,86,669194,RF,0,0,0,0,0,0,0,0,0,0,0,.114,.205,.143,.348,669194,rynenelson,"Nelson, R",Right,Ryne Nelson,ARI,5.31,5.27,144.0,104.0,101.0,103.0,0.823,6.0,2.88,9.94,1.5,0.83,0.229,0.413,0.131,0.362,0.463,96.0,96.0,98.0,99.0,94.0,98.0,102.0,104.0,103.0,,,,106.0,105.0,113.0,101.0,111.0,105.0,,0.546,0.135,0.134,0.052,0.133,-0.72,-1.72,,0.52,-2.44,-0.16,94.4,85.6,83.3,,81.7,76.4,,,,0.203,0.407,0.312,0.326,0.539,0.218,0.308,0.553,0.16699999999999998,0.429,0.714,0.182,0.174,0.565,0.257,,,,,,,,,,,,,,,,,,
2023/04/24,6:40 PM.,AZ,KC,away,Partly Cloudy.,87,674072,RF,4,0,0,0,0,0,0,0,0,1,4,.114,.205,.143,.348,674072,tommyhenry,Henry,Left,Tommy Henry,ARI,4.15,4.3,89.0,96.0,83.0,91.0,0.788,6.47,3.54,8.7,1.21,0.82,0.277,0.403,0.162,0.317,0.407,91.0,102.0,99.0,95.0,101.0,102.0,72.0,91.0,83.0,,,,92.0,101.0,93.0,,,,,0.49,,0.127,0.191,0.193,-0.88,,,2.53,0.71,-0.09,90.7,,84.0,,83.1,79.1,,,,0.278,0.444,0.331,,,,0.292,0.523,0.155,0.229,0.325,0.21,0.158,0.281,0.287,,,,,,,,,,,,,,,,,,
2023/04/22,6:07 PM.,LAA,KC,away,Partly Cloudy.,77,542881,LF,0,0,0,0,0,0,0,0,0,0,0,.129,.229,.161,.390,542881,tyleranderson,Anderson,Left,Tyler Anderson,LAA,5.43,4.96,141.0,99.0,91.0,96.0,0.747,7.6,4.09,9.32,1.28,0.64,0.246,0.401,0.182,0.289,0.406,92.0,101.0,106.0,105.0,84.0,83.0,81.0,96.0,89.0,92.0,93.0,81.0,105.0,76.0,95.0,104.0,103.0,98.0,0.055,0.374,0.224,0.007,0.002,0.338,-1.25,0.48,-3.61,-1.06,-0.33,0.08,90.1,85.1,80.0,88.5,78.1,72.9,0.36,0.68,0.102,0.238,0.381,0.39799999999999996,0.239,0.366,0.268,0.301,0.566,0.193,,,,0.2,0.2,0.33299999999999996,,,,0.001,-4.72,90.1,,,,,,,,,,,,
2023/04/21,6:39 PM.,LAA,KC,away,Clear.,83,660271,LF,2,0,0,0,0,0,0,0,0,1,1,.129,.229,.161,.390,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,0.06,0.33,0.156,0.356,0.036,,1.64,-0.82,-0.53,1.81,1.15,,96.8,88.6,,94.5,83.7,75.7,0.273,0.409,0.225,,,,0.31,0.606,0.228,0.164,0.236,0.27,0.111,0.167,0.41700000000000004,0.146,0.339,0.365,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003,,,,,,,,,
2023/04/19,1:10 PM.,TEX,KC,home,Cloudy.,73,527048,CF,3,0,1,0,0,0,0,0,0,1,0,.138,.242,.172,.414,527048,martinperez,"Pérez, M",Left,Martín Pérez,TEX,4.45,4.9,141.2,104.0,74.0,95.0,0.837,5.91,3.11,9.53,1.33,1.28,0.223,0.431,0.139,0.294,0.399,71.0,110.0,99.0,78.0,101.0,100.0,75.0,102.0,99.0,73.0,102.0,95.0,88.0,94.0,96.0,79.0,99.0,88.0,0.428,0.04,0.221,0.01,0.037,0.265,3.25,-2.02,0.44,2.0,3.35,-0.75,91.8,89.2,84.1,91.6,83.4,79.1,0.244,0.394,0.09699999999999999,0.316,0.447,0.278,0.342,0.64,0.11699999999999999,0.167,0.222,0.146,0.063,0.063,0.353,0.0,0.0,0.2,,,,,,,,,,,,,,,,,,
