date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FS,Loc+ FS,Pit+ FS,SI%,FA%,FS%,SL%,CU%,wFA/C,wFS/C,wSI/C,wSL/C,wCU/C,vFA,vFS,vSI,vSL,vCU,FS_ba,FS_slg,FS_whiff,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,SV_ba,SV_slg,SV_whiff,vKN (sc),KN%,wKN/C,KC_ba,KC_slg,KC_whiff
2023/08/25,6:10 PM.,CWS,OAK,away,Partly Cloudy.,77,656302,2B,6,0,1,1,0,0,1,0,0,1,4,.289,.353,.599,.952,656302,dylancease,Cease,Right,Dylan Cease,CHW,4.58,4.13,177.0,97.0,115.0,104.0,0.705,10.88,4.02,8.75,0.97,0.92,0.243,0.432,0.173,0.341,0.376,,,,125.0,95.0,103.0,,,,120.0,101.0,108.0,,,,,0.432,,0.386,,-0.15,,,0.4,,95.6,,,86.3,,,,,0.216,0.339,0.433,0.273,0.436,0.205,,,,0.298,0.538,0.249,60.0,90.0,78.0,0.03,1.0,74.6,0.111,0.111,0.5379999999999999,,,,,,,,,,83.0,94.0,99.0,0.152,-1.83,80.2,,,,,,,,,
2023/08/24,7:10 PM.,CWS,OAK,away,Clear.,91,669947,2B,4,1,1,0,0,1,2,0,0,1,0,.294,.360,.610,.970,669947,jessescholtens,Scholtens,Right,Jesse Scholtens,CHW,5.29,4.93,85.0,99.0,82.0,98.0,0.808,6.14,3.18,10.59,1.59,1.02,0.261,0.408,0.146,0.334,0.387,104.0,104.0,106.0,73.0,99.0,93.0,,,,82.0,98.0,101.0,,,,,0.435,,0.366,0.165,0.27,,,-1.82,-0.51,92.8,,,85.4,74.0,,,,0.354,0.472,0.23399999999999999,0.266,0.462,0.14,,,,0.245,0.469,0.34299999999999997,92.0,84.0,86.0,0.035,0.73,85.4,0.111,0.111,0.154,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/23,12:38 PM.,KC,OAK,home,Sunny.,82,666142,2B,4,0,0,0,0,0,0,0,0,2,5,.295,.363,.598,.961,666142,coleragans,Ragans,Left,Cole Ragans,- - -,3.47,3.33,96.0,99.0,101.0,101.0,0.713,10.59,3.84,6.56,0.66,1.21,0.284,0.364,0.178,0.284,0.409,,,,108.0,100.0,100.0,,,,126.0,114.0,125.0,,,,,0.401,,0.104,,0.24,,,2.79,,96.5,,,86.6,,,,,0.18,0.2,0.4,0.234,0.411,0.27899999999999997,,,,0.194,0.306,0.295,90.0,97.0,103.0,0.237,2.84,86.6,0.152,0.192,0.344,89.0,92.0,87.0,0.134,1.47,91.8,0.27,0.378,0.23800000000000002,,,,0.124,-0.05,81.8,,,,,,,,,
2023/08/22,6:40 PM.,KC,OAK,home,Clear.,72,672582,2B,3,1,1,0,0,0,0,1,1,2,1,.305,.373,.617,.990,672582,angelzerpa,Zerpa,Left,Angel Zerpa,KCR,4.85,4.36,42.2,101.0,77.0,96.0,0.822,7.59,1.69,9.7,1.48,1.6,0.224,0.418,0.164,0.381,0.46,,,,59.0,100.0,88.0,80.0,106.0,98.0,106.0,102.0,107.0,,,,0.232,0.335,,0.239,,0.43,,0.96,-0.82,,94.5,,94.6,86.2,,,,,0.244,0.463,0.231,0.222,0.407,0.21600000000000003,0.289,0.467,0.05,,,,67.0,97.0,93.0,0.194,-2.48,86.9,0.379,0.552,0.313,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/21,6:41 PM.,KC,OAK,home,Cloudy.,72,656353,2B,5,1,1,0,0,1,1,0,0,0,3,.304,.370,.624,.994,656353,tuckerdavidson,Davidson,Left,Tucker Davidson,- - -,5.96,5.16,51.1,97.0,93.0,95.0,0.766,8.06,3.33,11.22,1.05,1.38,0.259,0.404,0.133,0.331,0.413,,,,72.0,89.0,84.0,79.0,108.0,96.0,104.0,92.0,97.0,82.0,94.0,97.0,0.02,0.352,0.074,0.554,,-1.68,2.98,-4.43,-0.8,,91.4,82.6,90.4,83.8,,0.105,0.158,0.526,0.25,0.333,0.319,0.328,0.597,0.126,0.5,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/20,1:08 PM.,BAL,OAK,home,Partly Cloudy.,78,680694,2B,4,0,2,0,0,0,0,0,0,1,1,.308,.376,.617,.993,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,0.224,,0.313,0.173,-1.0,,1.53,1.77,3.99,94.5,,95.0,88.1,84.8,,,,0.168,0.272,0.364,0.366,0.602,0.15,0.23,0.367,0.15,0.142,0.165,0.35600000000000004,97.0,100.0,98.0,0.083,-0.36,90.8,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/19,6:08 PM.,BAL,OAK,home,Partly Cloudy.,70,608344,2B,3,0,2,0,0,0,0,0,2,0,0,.302,.372,.621,.993,608344,coleirvin,"Irvin, C",Left,Cole Irvin,BAL,4.42,5.59,77.1,104.0,80.0,97.0,0.811,7.91,2.44,9.08,1.28,1.11,0.267,0.379,0.163,0.321,0.447,92.0,94.0,91.0,68.0,110.0,99.0,75.0,103.0,97.0,,,,,,,0.207,0.28,,,0.143,0.22,,0.95,,-0.89,92.2,,91.9,,77.2,,,,,,,0.247,0.459,0.204,0.28,0.36,0.195,0.229,0.343,0.23,75.0,106.0,101.0,0.211,-2.77,84.2,0.324,0.568,0.168,99.0,99.0,94.0,0.159,2.29,85.5,0.18,0.279,0.26,,,,,,,,,,,,,,,
2023/08/18,6:40 PM.,BAL,OAK,home,Partly Cloudy.,68,502043,2B,4,1,1,0,0,0,0,0,1,1,3,.292,.355,.619,.974,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,,,,0.261,0.134,,0.184,0.084,-0.69,,-0.08,2.01,0.01,92.1,,91.9,81.6,79.5,,,,0.147,0.228,0.47100000000000003,0.287,0.55,0.156,0.289,0.459,0.11,0.279,0.419,0.40399999999999997,88.0,99.0,96.0,0.17,-0.29,85.5,0.288,0.453,0.29100000000000004,90.0,95.0,92.0,0.166,-1.02,89.8,0.345,0.552,0.154,,,,,,,,,,,,,,,
2023/08/16,5:45 PM.,STL,OAK,away,Clear.,83,669461,2B,5,1,4,2,0,0,2,1,0,0,0,.294,.353,.633,.986,669461,matthewliberatore,Liberatore,Left,Matthew Liberatore,STL,5.25,5.96,61.2,93.0,88.0,93.0,0.825,6.71,3.65,9.63,0.73,1.28,0.322,0.342,0.131,0.372,0.426,101.0,87.0,97.0,72.0,98.0,90.0,91.0,92.0,91.0,117.0,88.0,99.0,,,,0.185,0.382,,0.127,0.224,-0.74,,1.76,-2.12,-1.62,94.2,,94.3,86.6,76.6,,,,0.333,0.533,0.28600000000000003,0.308,0.49,0.161,0.208,0.302,0.098,0.222,0.472,0.33799999999999997,72.0,100.0,96.0,0.081,-0.64,87.3,0.278,0.389,0.125,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/15,6:46 PM.,STL,OAK,away,Cloudy.,74,641712,2B,3,0,0,0,0,0,0,0,0,1,2,.269,.333,.606,.939,641712,dakotahudson,"Hudson, Dak",Right,Dakota Hudson,STL,4.98,6.0,81.1,96.0,94.0,91.0,0.818,4.98,3.76,9.74,1.0,1.89,0.16,0.461,0.141,0.349,0.419,81.0,103.0,96.0,81.0,99.0,88.0,81.0,97.0,87.0,120.0,95.0,100.0,,,,0.377,0.222,,0.321,0.055,0.43,,0.04,-0.76,-0.31,91.1,,91.6,85.1,81.4,,,,0.258,0.43,0.39299999999999996,0.281,0.328,0.129,0.308,0.526,0.07200000000000001,0.25,0.25,0.306,85.0,66.0,62.0,0.024,-4.54,84.4,0.2,0.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/14,6:47 PM.,STL,OAK,away,Cloudy.,79,571945,2B,5,1,1,1,0,0,1,0,0,2,3,.277,.336,.624,.960,571945,milesmikolas,Mikolas,Right,Miles Mikolas,STL,4.78,5.44,201.1,108.0,88.0,101.0,0.852,6.12,1.74,10.1,1.16,0.99,0.251,0.375,0.128,0.349,0.475,95.0,105.0,102.0,74.0,112.0,99.0,86.0,108.0,99.0,108.0,107.0,108.0,,,,0.243,0.26,,0.243,0.198,-0.19,,-1.61,0.62,-0.92,93.3,,92.7,86.4,75.9,,,,0.245,0.375,0.22399999999999998,0.29,0.495,0.18899999999999997,0.34,0.54,0.085,0.261,0.387,0.198,58.0,96.0,93.0,0.054,2.68,84.4,0.182,0.382,0.085,,,,,,,,,,,,,0.002,-0.89,68.1,,,,,,,,,
2023/08/13,1:35 PM.,WSH,OAK,away,Partly Cloudy.,88,592866,2B,5,2,4,0,0,2,2,0,0,1,2,.281,.343,.635,.978,592866,trevorwilliams,Williams,Right,Trevor Williams,WSN,5.55,5.66,144.1,104.0,81.0,96.0,0.831,6.92,3.3,11.1,2.12,0.96,0.253,0.4,0.163,0.329,0.387,97.0,95.0,95.0,80.0,107.0,96.0,91.0,100.0,95.0,94.0,114.0,103.0,,,,0.146,0.433,,0.182,0.069,-0.77,,-0.45,-1.7,-1.93,89.7,,88.2,80.9,76.7,,,,0.313,0.5,0.281,0.283,0.563,0.16699999999999998,0.325,0.458,0.188,0.314,0.629,0.2,68.0,105.0,96.0,0.171,-2.25,83.3,0.315,0.483,0.19899999999999998,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/12,7:05 PM.,WSH,OAK,away,Cloudy.,87,663623,2B,4,0,1,1,0,0,0,0,0,0,0,.253,.320,.560,.880,663623,jakeirvin,"Irvin, J",Right,Jake Irvin,WSN,4.61,5.1,121.0,101.0,99.0,98.0,0.839,7.36,4.02,8.78,1.49,1.08,0.252,0.369,0.125,0.374,0.427,110.0,100.0,103.0,92.0,100.0,94.0,101.0,101.0,98.0,,,,,,,0.287,0.356,,,0.306,-0.01,,-0.75,,0.08,94.5,,93.9,,80.9,,,,,,,0.208,0.376,0.192,0.348,0.525,0.09300000000000001,0.197,0.362,0.257,78.0,99.0,95.0,0.051,1.21,87.8,0.25,0.5,0.156,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:07 PM.,WSH,OAK,away,Partly Cloudy.,82,672851,2B,3,1,1,1,0,0,0,0,1,2,1,.253,.323,.563,.886,672851,joanadon,Adon,Right,Joan Adon,WSN,6.45,5.59,51.2,98.0,89.0,93.0,0.802,8.36,4.18,10.45,1.39,1.0,0.242,0.406,0.145,0.406,0.411,104.0,101.0,102.0,79.0,101.0,90.0,89.0,89.0,79.0,98.0,93.0,93.0,,,,0.136,0.395,,0.113,0.205,0.26,,-1.28,-2.74,-3.51,94.5,,94.2,87.3,80.8,,,,0.318,0.455,0.28600000000000003,0.288,0.411,0.221,0.314,0.629,0.013999999999999999,0.315,0.63,0.253,86.0,98.0,102.0,0.152,0.68,88.1,0.148,0.222,0.33899999999999997,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/09,12:36 PM.,TEX,OAK,home,Sunny.,71,656756,2B,4,1,1,0,0,1,1,0,0,0,0,.250,.315,.560,.875,656756,jordanmontgomery,Montgomery,Left,Jordan Montgomery,- - -,3.2,3.98,188.2,101.0,97.0,96.0,0.76,7.92,2.29,8.44,0.86,1.24,0.277,0.392,0.143,0.322,0.405,116.0,108.0,111.0,75.0,95.0,84.0,91.0,99.0,91.0,,,,,,,0.426,0.106,,,0.222,-0.68,,1.22,,0.84,93.4,,93.3,,80.5,,,,,,,0.333,0.5,0.195,0.255,0.374,0.141,0.191,0.357,0.371,99.0,101.0,98.0,0.229,0.2,83.5,0.239,0.405,0.392,101.0,102.0,87.0,0.016,-4.4,88.2,0.417,0.667,0.31,,,,,,,,,,,,,,,
2023/08/08,6:41 PM.,TEX,OAK,home,Clear.,66,453286,2B,3,0,0,0,0,0,0,0,1,0,1,.250,.318,.538,.856,453286,maxscherzer,Scherzer,Right,Max Scherzer,- - -,3.77,3.28,152.2,103.0,101.0,103.0,0.737,10.26,2.65,7.43,1.65,0.68,0.239,0.412,0.183,0.319,0.434,96.0,101.0,104.0,104.0,101.0,101.0,,,,106.0,108.0,108.0,,,,,0.463,,0.168,0.124,0.72,,,-0.21,0.51,93.7,,,84.0,75.4,,,,0.25,0.545,0.364,0.255,0.458,0.23800000000000002,,,,0.187,0.373,0.326,94.0,106.0,106.0,0.141,0.03,83.8,0.207,0.283,0.275,98.0,108.0,99.0,0.104,2.12,88.4,0.135,0.243,0.33299999999999996,,,,,,,,,,,,,,,
2023/08/07,6:42 PM.,TEX,OAK,home,Clear.,70,641540,2B,4,0,1,1,0,0,2,0,0,3,2,.260,.321,.558,.879,641540,danedunning,Dunning,Right,Dane Dunning,TEX,3.7,4.48,172.2,102.0,84.0,96.0,0.794,7.3,2.87,8.5,1.04,1.41,0.203,0.443,0.146,0.315,0.415,78.0,82.0,84.0,71.0,96.0,85.0,79.0,104.0,94.0,101.0,106.0,106.0,,,,0.331,0.032,,0.234,0.016,-3.75,,1.37,0.14,-3.56,90.5,,91.0,82.1,78.1,,,,0.212,0.364,0.345,0.294,0.765,0.235,0.246,0.354,0.08,0.25,0.25,0.5,65.0,102.0,92.0,0.156,-0.87,85.7,0.301,0.478,0.258,90.0,100.0,95.0,0.2,0.82,88.9,0.258,0.393,0.231,,,,0.032,-0.43,77.5,,,,,,,,,
2023/08/06,1:35 PM.,SF,OAK,home,Sunny.,81,502171,2B,4,2,3,1,0,0,0,1,0,0,0,.260,.325,.562,.887,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,78.0,103.0,103.0,0.397,0.003,0.388,0.051,,-3.47,0.2,0.33,-1.31,,95.8,89.5,94.5,86.2,,0.239,0.386,0.24600000000000002,0.333,0.542,0.306,,,,0.28,0.435,0.129,0.379,0.638,0.32,,,,,,,,,,,,,,,,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,
2023/08/05,4:08 PM.,SF,OAK,home,Sunny.,75,548389,2B,3,0,0,0,0,0,0,0,1,1,1,.232,.303,.536,.839,548389,rossstripling,Stripling,Right,Ross Stripling,SFG,5.36,5.59,89.0,108.0,84.0,103.0,0.785,7.08,1.62,10.52,2.02,1.42,0.195,0.399,0.15,0.328,0.433,,,,59.0,106.0,96.0,47.0,109.0,88.0,97.0,109.0,106.0,83.0,107.0,102.0,0.092,0.26,0.009,0.292,,-0.38,-0.82,-0.64,0.07,,92.5,85.6,90.3,87.2,,,,,0.274,0.487,0.179,0.275,0.512,0.275,0.325,0.55,0.12300000000000001,0.2,0.2,0.20600000000000002,94.0,112.0,113.0,0.248,-2.35,83.7,0.305,0.508,0.289,,,,,,,,,,119.0,95.0,102.0,0.099,1.22,75.9,,,,,,,,,
2023/08/03,7:10 PM.,LAD,OAK,away,Clear.,75,628711,2B,4,1,2,0,0,1,1,0,0,0,1,.242,.306,.561,.867,628711,juliourias,"Urías, J",Left,Julio Urías,LAD,4.6,4.16,117.1,105.0,105.0,107.0,0.788,8.97,1.84,8.59,1.84,0.82,0.234,0.471,0.192,0.312,0.453,132.0,103.0,112.0,90.0,101.0,98.0,,,,,,,,,,,0.451,,,0.3,0.02,,,,0.84,92.7,,,,79.2,,,,,,,0.267,0.503,0.218,,,,,,,91.0,109.0,108.0,0.157,-3.03,86.1,0.296,0.593,0.299,109.0,124.0,127.0,0.092,-0.42,87.1,0.186,0.322,0.278,,,,,,,0.233,0.457,0.22899999999999998,,,,,,
2023/08/02,7:10 PM.,LAD,OAK,away,Clear.,78,664062,2B,3,0,0,0,0,0,0,0,1,2,2,.226,.294,.516,.810,664062,tonygonsolin,Gonsolin,Right,Tony Gonsolin,LAD,4.98,5.89,103.0,97.0,97.0,98.0,0.803,7.17,3.5,7.51,1.66,0.79,0.19,0.395,0.141,0.389,0.388,107.0,83.0,90.0,80.0,99.0,91.0,,,,90.0,103.0,108.0,120.0,98.0,106.0,,0.395,0.272,0.183,0.151,1.42,0.21,,-0.82,-2.12,92.4,83.0,,86.8,80.9,0.181,0.315,0.27,0.268,0.439,0.253,0.221,0.436,0.157,,,,0.313,0.656,0.209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/08/01,7:10 PM.,LAD,OAK,away,Clear.,78,458681,2B,4,1,2,0,0,1,1,0,0,1,2,.237,.297,.542,.839,458681,lancelynn,Lynn,Right,Lance Lynn,- - -,5.73,4.86,183.2,102.0,94.0,100.0,0.74,9.36,3.28,9.26,2.16,0.82,0.241,0.419,0.17,0.32,0.403,109.0,97.0,106.0,92.0,105.0,104.0,93.0,95.0,87.0,97.0,98.0,106.0,,,,0.126,0.437,,0.063,0.074,-0.4,,1.21,-3.65,-2.24,92.4,,91.4,83.0,80.8,,,,0.286,0.446,0.308,0.255,0.52,0.316,0.239,0.394,0.177,0.208,0.453,0.354,56.0,95.0,90.0,0.07,-1.23,84.9,0.302,0.372,0.29600000000000004,104.0,105.0,99.0,0.23,-0.35,88.7,0.273,0.512,0.267,,,,,,,,,,,,,,,
2023/07/30,1:11 PM.,COL,OAK,away,Partly Cloudy.,93,621389,2B,4,0,0,0,0,0,0,0,0,3,1,.218,.283,.491,.774,621389,tyblach,Blach,Left,Ty Blach,COL,5.54,7.26,78.0,102.0,75.0,88.0,0.856,5.77,2.77,12.0,1.73,1.18,0.279,0.371,0.121,0.39,0.447,66.0,98.0,98.0,,,,69.0,104.0,84.0,,,,,,,0.55,,,,0.064,,,-1.22,,-0.44,,,89.3,,78.9,,,,,,,,,,0.322,0.561,0.102,0.211,0.211,0.257,20.0,103.0,96.0,0.221,-1.35,79.9,0.371,0.486,0.207,170.0,99.0,85.0,0.165,-2.26,83.7,0.348,0.652,0.184,,,,,,,,,,,,,,,
2023/07/29,6:10 PM.,COL,OAK,away,Cloudy.,87,623167,2B,6,3,2,0,0,1,1,2,0,2,1,.235,.304,.529,.833,623167,chrisflexen,Flexen,Right,Chris Flexen,- - -,6.86,6.2,102.1,99.0,83.0,93.0,0.794,6.51,3.34,11.7,2.2,1.05,0.257,0.417,0.137,0.346,0.401,92.0,95.0,111.0,65.0,98.0,84.0,49.0,106.0,76.0,122.0,107.0,111.0,,,,0.019,0.409,,0.097,0.022,-2.66,,-7.15,-2.44,2.61,91.9,,90.9,80.8,71.6,,,,0.389,0.444,0.14800000000000002,0.379,0.739,0.174,0.6,0.7,0.111,0.125,0.125,0.35700000000000004,93.0,97.0,97.0,0.16,0.72,81.0,0.213,0.32,0.397,87.0,100.0,94.0,0.293,-0.47,87.9,0.287,0.504,0.20199999999999999,,,,,,,,,,,,,,,
2023/07/28,6:40 PM.,COL,OAK,away,Partly Cloudy.,83,607536,2B,5,1,1,0,0,1,2,0,0,2,3,.222,.300,.489,.789,607536,kylefreeland,Freeland,Left,Kyle Freeland,COL,5.03,5.7,155.2,103.0,70.0,94.0,0.847,5.43,2.43,10.81,1.68,1.0,0.202,0.441,0.122,0.391,0.437,,,,68.0,105.0,90.0,67.0,103.0,88.0,65.0,99.0,96.0,,,,0.283,0.184,,0.236,,1.13,,-0.86,-0.2,,88.8,,88.7,84.1,,,,,0.246,0.549,0.2,0.239,0.431,0.127,0.349,0.529,0.091,0.261,0.41,0.32,47.0,105.0,95.0,0.122,-3.3,84.2,0.435,0.681,0.139,,,,,,,,,,96.0,105.0,105.0,0.176,-1.91,80.6,,,,,,,,,
2023/07/26,6:45 PM.,SF,OAK,away,Cloudy.,61,676254,2B,4,0,0,0,0,0,0,0,0,1,3,.225,.311,.450,.761,676254,ryanwalker,"Walker, R",Right,Ryan Walker,SFG,3.23,3.06,61.1,101.0,115.0,104.0,0.714,11.45,3.52,8.95,1.17,1.18,0.233,0.421,0.233,0.189,0.418,139.0,42.0,53.0,,,,101.0,101.0,95.0,128.0,100.0,113.0,,,,0.496,,,0.503,0.001,,,0.41,-0.84,-5.8,,,94.8,83.2,72.7,,,,0.248,0.473,0.419,,,,0.279,0.356,0.175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/25,6:46 PM.,SF,OAK,away,Partly Cloudy.,67,502171,2B,3,0,0,0,0,0,0,1,0,1,1,.250,.341,.500,.841,502171,alexcobb,Cobb,Right,Alex Cobb,SFG,3.87,4.73,151.1,102.0,91.0,100.0,0.808,7.79,2.2,9.69,1.13,2.6,0.216,0.43,0.142,0.356,0.399,,,,61.0,79.0,76.0,92.0,103.0,96.0,113.0,111.0,115.0,78.0,103.0,103.0,0.397,0.003,0.388,0.051,,-3.47,0.2,0.33,-1.31,,95.8,89.5,94.5,86.2,,0.239,0.386,0.24600000000000002,0.333,0.542,0.306,,,,0.28,0.435,0.129,0.379,0.638,0.32,,,,,,,,,,,,,,,,,,,115.0,95.0,103.0,0.162,-1.38,83.6,,,,,,,,,
2023/07/23,1:07 PM.,HOU,OAK,home,Partly Cloudy.,72,686613,2B,4,0,1,1,0,0,0,0,0,2,4,.273,.351,.545,.896,686613,hunterbrown,"Brown, H",Right,Hunter Brown,HOU,5.09,4.27,155.2,100.0,104.0,101.0,0.77,10.29,3.18,9.08,1.5,1.78,0.274,0.364,0.135,0.362,0.433,,,,101.0,99.0,96.0,90.0,103.0,93.0,104.0,92.0,97.0,92.0,104.0,105.0,0.002,0.461,0.048,0.017,,0.01,0.92,-0.16,-2.64,,95.7,88.2,96.0,84.6,,,,,0.25,0.625,0.33299999999999996,0.271,0.511,0.223,,,,0.247,0.374,0.303,,,,,,,0.121,0.242,0.37,,,,0.235,-0.4,91.7,0.297,0.506,0.20800000000000002,112.0,102.0,110.0,0.238,-0.77,82.9,,,,,,,,,
2023/07/22,6:08 PM.,HOU,OAK,home,Partly Cloudy.,75,664299,2B,3,2,2,0,0,1,1,0,1,0,0,.276,.364,.552,.916,664299,cristianjavier,Javier,Right,Cristian Javier,HOU,4.56,4.42,162.0,98.0,102.0,100.0,0.762,8.83,3.44,7.94,1.39,0.46,0.266,0.368,0.15,0.331,0.399,,,,101.0,98.0,98.0,,,,108.0,95.0,102.0,,,,,0.584,,0.3,,0.44,,,-0.09,,92.7,,,79.5,,,,,0.211,0.367,0.287,0.236,0.455,0.265,,,,0.268,0.366,0.195,78.0,101.0,98.0,0.041,-1.29,83.7,0.28,0.36,0.392,,,,,,,,,,91.0,99.0,102.0,0.075,-1.17,76.6,,,,,,,,,
2023/07/21,6:41 PM.,HOU,OAK,home,Clear.,71,664285,2B,3,1,1,0,0,0,0,0,2,1,1,.231,.310,.423,.733,664285,frambervaldez,"Valdez, F",Left,Framber Valdez,HOU,3.45,4.33,198.0,98.0,106.0,100.0,0.752,9.09,2.59,7.55,0.86,2.13,0.246,0.443,0.109,0.374,0.445,118.0,98.0,106.0,98.0,-63.0,-49.0,97.0,98.0,96.0,,,,,,,0.468,0.001,,0.087,0.253,-16.35,,0.93,-0.32,1.07,95.7,,95.3,84.7,80.2,,,,0.189,0.405,0.43799999999999994,,,,0.274,0.455,0.126,0.158,0.211,0.402,96.0,98.0,94.0,0.157,0.73,90.1,0.231,0.342,0.311,99.0,99.0,95.0,0.034,0.45,89.1,0.182,0.182,0.435,,,,,,,,,,,,,,,
2023/07/20,6:40 PM.,HOU,OAK,home,Clear.,71,641585,2B,4,0,1,1,0,0,0,0,0,1,0,.217,.250,.435,.685,641585,jpfrance,"France, J",Right,J.P. France,HOU,3.83,4.86,136.1,100.0,103.0,102.0,0.797,6.67,3.1,9.11,1.25,1.14,0.244,0.392,0.135,0.309,0.454,116.0,98.0,100.0,101.0,97.0,98.0,,,,109.0,99.0,105.0,,,,,0.431,,0.091,0.137,-0.26,,,-2.09,0.16,93.0,,,80.1,76.0,,,,0.25,0.533,0.298,0.308,0.481,0.106,,,,0.145,0.273,0.42200000000000004,75.0,102.0,112.0,0.152,2.51,81.8,0.183,0.237,0.308,116.0,108.0,103.0,0.189,0.33,86.8,0.317,0.446,0.22,,,,,,,,,,,,,,,
2023/07/18,6:42 PM.,BOS,OAK,home,Clear.,63,682175,2B,4,0,0,0,0,0,0,0,0,2,3,.211,.250,.421,.671,682175,joejacques,Jacques,Left,Joe Jacques,BOS,5.06,4.07,26.2,96.0,106.0,96.0,0.83,6.75,3.38,10.8,0.68,2.62,0.314,0.326,0.174,0.36,0.424,,,,,,,119.0,101.0,95.0,82.0,89.0,99.0,,,,0.631,0.002,,0.349,,-8.63,,0.28,-2.44,,93.1,,91.3,77.2,,,,,0.273,0.545,0.29600000000000004,,,,0.286,0.393,0.12,,,,105.0,86.0,96.0,0.018,-7.89,84.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/17,6:40 PM.,BOS,OAK,home,Clear.,67,657514,2B,3,0,0,0,0,0,0,0,1,3,0,.267,.313,.533,.846,657514,brennanbernardino,Bernardino,Left,Brennan Bernardino,BOS,3.2,4.07,50.2,96.0,88.0,90.0,0.773,10.3,3.2,8.53,0.71,1.86,0.254,0.343,0.149,0.321,0.457,101.0,93.0,93.0,,,,79.0,100.0,88.0,,,,,,,0.559,,,,0.427,,,1.73,,-0.78,,,90.8,,77.6,,,,,,,,,,0.252,0.362,0.185,0.238,0.349,0.35100000000000003,34.0,68.0,70.0,0.014,-13.88,82.4,0.5,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
2023/07/16,1:09 PM.,MIN,OAK,home,Partly Cloudy.,79,657746,2B,4,1,2,1,0,0,1,0,0,1,1,.333,.333,.667,1.000,657746,joeryan,Ryan,Right,Joe Ryan,MIN,4.51,3.53,161.2,107.0,99.0,105.0,0.749,10.97,1.89,8.63,1.78,0.63,0.232,0.423,0.147,0.326,0.455,,,,102.0,112.0,108.0,,,,102.0,88.0,94.0,91.0,104.0,102.0,,0.569,0.272,0.159,,0.89,-0.3,,-2.12,,92.3,83.9,,80.3,,0.242,0.415,0.213,0.32,0.56,0.24100000000000002,0.24,0.457,0.287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
