date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SV_ba,SV_slg,SV_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,KC%,wKC/C,vKC,Stf+ KC,Loc+ KC,Pit+ KC,FO%,wFO/C,vFO
2023/08/15,7:10 PM.,KC,SEA,away,Partly Cloudy.,76,543475,LF,4,1,0,0,0,0,0,0,1,0,5,.208,.269,.347,.616,543475,jordanlyles,Lyles,Right,Jordan Lyles,KCR,6.28,4.93,177.2,101.0,85.0,97.0,0.817,6.08,2.28,8.92,1.98,0.69,0.217,0.463,0.139,0.332,0.402,73.0,95.0,90.0,95.0,97.0,99.0,75.0,101.0,92.0,76.0,103.0,88.0,99.0,107.0,110.0,96.0,99.0,98.0,0.131,0.306,0.076,0.247,0.131,0.109,1.11,-0.94,-0.01,-1.31,-1.6,-1.66,91.2,86.8,85.5,90.5,80.2,79.4,0.227,0.444,0.154,0.248,0.457,0.158,0.314,0.725,0.19,0.28,0.543,0.249,0.238,0.476,0.21899999999999997,0.26,0.481,0.257,,,,,,,,,,,,,,,,,,,,,
2023/08/14,7:10 PM.,KC,SEA,away,Clear.,76,663903,LF,4,0,1,0,0,0,0,0,0,1,1,.221,.274,.368,.642,663903,bradysinger,Singer,Right,Brady Singer,KCR,5.52,4.93,159.2,100.0,84.0,95.0,0.789,7.5,2.76,10.26,1.13,1.62,0.23,0.439,0.119,0.387,0.443,53.0,96.0,88.0,,,,89.0,-304.0,-276.0,86.0,99.0,90.0,86.0,101.0,104.0,,,,0.51,0.002,,0.426,,0.063,-2.24,,-1.24,0.01,,-0.3,90.9,,87.7,92.1,84.0,,,,,0.339,0.555,0.113,,,,0.0,0.0,0.6,,,,0.265,0.353,0.10400000000000001,,,,,,,,,,,,,,,,,,,,,
2023/08/13,1:11 PM.,BAL,SEA,home,Sunny.,82,680694,RF,4,1,1,0,0,1,1,0,0,1,1,.219,.275,.375,.650,680694,kylebradish,Bradish,Right,Kyle Bradish,BAL,2.83,3.77,168.2,103.0,126.0,105.0,0.759,8.96,2.35,7.04,0.75,1.61,0.258,0.336,0.116,0.269,0.432,97.0,100.0,98.0,135.0,105.0,109.0,101.0,96.0,96.0,88.0,104.0,98.0,171.0,105.0,116.0,,,,0.207,0.224,,0.313,0.173,0.083,-1.0,,1.53,1.77,3.99,-0.36,94.5,,90.8,95.0,88.1,84.8,0.366,0.602,0.15,0.23,0.367,0.15,,,,0.168,0.272,0.364,0.142,0.165,0.35600000000000004,0.259,0.37,0.114,,,,,,,,,,,,,,,,,,,,,
2023/08/11,7:11 PM.,BAL,SEA,home,Clear.,75,502043,DH,3,1,1,0,0,0,0,0,1,0,0,.217,.277,.333,.610,502043,kylegibson,Gibson,Right,Kyle Gibson,BAL,4.73,4.8,192.0,100.0,93.0,97.0,0.768,7.36,2.58,9.28,1.08,1.57,0.205,0.452,0.136,0.311,0.394,88.0,99.0,96.0,90.0,102.0,99.0,78.0,96.0,89.0,93.0,101.0,97.0,110.0,105.0,107.0,90.0,95.0,92.0,0.261,0.134,0.166,0.184,0.084,0.17,-0.69,-1.02,-0.08,2.01,0.01,-0.29,92.1,89.8,85.5,91.9,81.6,79.5,0.287,0.55,0.156,0.289,0.459,0.11,0.345,0.552,0.154,0.147,0.228,0.47100000000000003,0.279,0.419,0.40399999999999997,0.288,0.453,0.29100000000000004,,,,,,,,,,,,,,,,,,,,,
2023/08/09,6:40 PM.,SD,SEA,home,Partly Cloudy.,75,506433,DH,1,0,0,0,0,0,0,0,0,0,1,.211,.262,.333,.595,506433,yudarvish,Darvish,Right,Yu Darvish,SDP,4.56,3.82,136.1,102.0,112.0,106.0,0.769,9.31,2.84,8.85,1.19,1.19,0.236,0.39,0.181,0.306,0.453,180.0,50.0,53.0,97.0,94.0,104.0,122.0,110.0,114.0,101.0,106.0,102.0,125.0,98.0,108.0,93.0,95.0,99.0,0.186,0.167,0.089,0.363,0.051,0.001,-1.74,2.4,0.46,-0.68,1.37,-1.35,94.7,90.9,82.3,94.3,84.0,72.3,0.253,0.538,0.159,0.319,0.418,0.157,0.2,0.32,0.196,0.432,0.703,0.244,0.13,0.203,0.391,,,,,,,95.0,104.0,100.0,0.077,1.21,89.2,0.167,0.217,0.4,0.066,3.06,79.3,105.0,111.0,112.0,,,
2023/08/08,6:41 PM.,SD,SEA,home,Clear.,78,607259,LF,3,0,1,1,0,0,0,1,0,1,1,.214,.267,.339,.606,607259,nickmartinez,"Martinez, N",Right,Nick Martinez,SDP,3.43,3.98,110.1,102.0,92.0,101.0,0.728,8.65,3.26,8.08,0.98,1.91,0.206,0.431,0.235,0.251,0.397,97.0,102.0,106.0,88.0,97.0,100.0,92.0,100.0,98.0,87.0,108.0,101.0,,,,96.0,102.0,96.0,0.224,0.13,0.164,0.002,0.191,0.288,-0.91,-1.99,1.23,-4.18,0.59,2.41,93.3,89.5,80.7,92.9,84.5,81.8,0.25,0.423,0.225,0.293,0.333,0.08800000000000001,0.382,0.632,0.16899999999999998,,,,0.164,0.295,0.34700000000000003,0.158,0.226,0.465,,,,,,,,,,,,,,,,,,,,,
2023/08/06,1:07 PM.,LAA,SEA,away,Sunny.,90,681217,RF,4,0,0,0,0,0,0,0,0,1,2,.208,.263,.321,.584,681217,chasesilseth,Silseth,Right,Chase Silseth,LAA,3.96,4.27,52.1,97.0,93.0,97.0,0.741,9.63,4.47,7.05,1.55,1.68,0.153,0.496,0.117,0.401,0.411,,,,107.0,93.0,97.0,93.0,90.0,85.0,82.0,105.0,97.0,102.0,94.0,102.0,99.0,92.0,92.0,0.148,0.349,0.084,0.229,0.024,,-1.53,3.24,1.39,1.7,-5.15,,95.0,90.3,,94.3,82.0,79.4,0.255,0.553,0.248,0.344,0.469,0.14,0.167,0.167,0.268,0.143,0.571,0.14300000000000002,0.333,1.333,0.0,,,,,,,84.0,108.0,116.0,0.167,1.35,87.2,0.137,0.294,0.345,,,,,,,,,
2023/08/03,6:37 PM.,LAA,SEA,away,Clear.,79,660271,RF,4,1,1,0,0,0,0,0,0,1,0,.224,.283,.347,.630,660271,shoheiohtani,Ohtani,Right,Shohei Ohtani,LAA,3.14,3.82,132.0,96.0,121.0,103.0,0.722,11.39,3.75,5.8,1.23,1.25,0.253,0.441,0.185,0.343,0.457,,,,87.0,97.0,105.0,114.0,99.0,100.0,104.0,94.0,95.0,136.0,97.0,112.0,96.0,89.0,88.0,0.06,0.33,0.156,0.356,0.036,,1.64,-0.82,-0.53,1.81,1.15,,96.8,88.6,,94.5,83.7,75.7,0.164,0.236,0.27,0.273,0.409,0.225,0.31,0.606,0.228,0.146,0.339,0.365,0.111,0.167,0.41700000000000004,,,,,,,129.0,93.0,108.0,0.062,-0.25,88.6,0.179,0.205,0.41100000000000003,,,,,,,,,
2023/08/02,1:10 PM.,BOS,SEA,home,Sunny.,77,676710,LF,3,1,0,0,0,0,0,0,1,1,1,.222,.286,.356,.642,676710,kuttercrawford,"Crawford, K",Right,Kutter Crawford,BOS,4.04,3.25,129.1,102.0,105.0,104.0,0.761,9.39,2.51,7.45,1.18,0.71,0.219,0.427,0.188,0.319,0.418,,,,,,,111.0,107.0,108.0,,,,113.0,110.0,113.0,108.0,94.0,95.0,,0.391,0.281,0.132,,,1.44,0.35,,1.5,,,93.6,88.6,,,82.5,,0.163,0.326,0.258,,,,0.289,0.43,0.244,0.15,0.25,0.376,0.34,0.642,0.2,,,,,,,88.0,95.0,103.0,0.077,-0.82,82.4,0.214,0.357,0.214,0.119,-1.47,79.4,92.0,101.0,103.0,,,
2023/08/01,6:41 PM.,BOS,SEA,home,Clear.,77,678394,RF,4,1,1,1,0,0,0,0,0,0,4,.238,.289,.381,.670,678394,brayanbello,Bello,Right,Brayan Bello,BOS,4.24,4.16,157.0,100.0,90.0,98.0,0.778,7.57,2.58,9.46,1.38,1.94,0.194,0.48,0.144,0.351,0.408,80.0,103.0,99.0,,,,83.0,102.0,93.0,93.0,101.0,98.0,103.0,94.0,103.0,88.0,100.0,88.0,0.364,0.207,0.015,0.175,,0.239,-1.91,-6.73,0.52,-1.86,,1.38,95.5,89.1,86.2,95.0,85.3,,0.31,0.646,0.19899999999999998,0.278,0.435,0.16,0.462,1.077,0.20800000000000002,0.3,0.456,0.259,,,,0.196,0.291,0.387,,,,,,,,,,,,,,,,,,,,,
2023/07/30,1:11 PM.,SEA,AZ,home,Roof Closed.,78,622491,RF,3,0,0,0,0,0,0,0,0,0,2,.237,.293,.368,.661,622491,luiscastillo,"Castillo, L",Right,Luis Castillo,SEA,3.34,3.82,197.0,103.0,96.0,102.0,0.717,10.01,2.56,7.31,1.28,0.92,0.268,0.375,0.182,0.333,0.422,83.0,108.0,105.0,,,,95.0,104.0,100.0,82.0,103.0,95.0,117.0,100.0,108.0,,,,0.179,0.444,,0.221,,0.156,1.31,,0.6,-0.12,,-1.6,96.3,,88.3,95.9,85.7,,0.165,0.384,0.33,0.239,0.337,0.136,,,,0.234,0.455,0.37799999999999995,,,,0.28,0.42,0.325,,,,,,,,,,,,,,,,,,,,,
2023/07/29,5:10 PM.,SEA,AZ,home,Roof Closed.,78,693433,DH,4,0,2,0,0,0,2,0,0,0,1,.257,.316,.400,.716,693433,bryanwoo,Woo,Right,Bryan Woo,SEA,4.21,3.45,87.2,102.0,103.0,103.0,0.754,9.55,3.18,7.7,1.33,0.99,0.296,0.363,0.175,0.271,0.453,85.0,91.0,93.0,,,,101.0,105.0,106.0,109.0,102.0,103.0,110.0,96.0,105.0,,,,0.255,0.469,,0.24,,0.037,0.69,,1.34,-0.83,,-2.37,95.1,,89.7,95.0,86.0,,0.207,0.407,0.303,0.213,0.372,0.20800000000000002,,,,0.257,0.457,0.311,,,,0.4,0.4,0.222,,,,,,,,,,,,,,,,,,,,,
2023/07/28,6:40 PM.,SEA,AZ,home,Roof Closed.,78,669302,DH,4,0,2,1,0,0,0,0,0,0,2,.226,.294,.387,.681,669302,logangilbert,"Gilbert, L",Right,Logan Gilbert,SEA,3.73,3.69,190.2,102.0,106.0,102.0,0.767,8.92,1.7,7.98,1.37,1.02,0.238,0.427,0.125,0.333,0.47,,,,,,,88.0,103.0,99.0,55.0,90.0,81.0,133.0,101.0,99.0,,,,0.003,0.419,,0.297,,,0.01,,-11.33,1.84,,,95.7,,,93.7,88.7,,0.28,0.491,0.177,0.667,1.0,0.25,,,,0.211,0.349,0.322,0.214,0.371,0.306,,,,,,,98.0,103.0,117.0,0.148,0.25,85.6,0.174,0.34,0.35,0.134,0.39,80.3,110.0,95.0,103.0,,,
2023/07/26,12:41 PM.,STL,AZ,home,Roof Closed.,78,656427,DH,5,1,2,1,0,0,2,0,0,1,4,.185,.267,.333,.600,656427,jackflaherty,Flaherty,Right,Jack Flaherty,- - -,4.99,5.06,144.1,99.0,95.0,100.0,0.755,9.23,4.12,10.1,1.06,1.34,0.246,0.459,0.132,0.307,0.398,68.0,89.0,84.0,,,,98.0,99.0,98.0,75.0,82.0,71.0,98.0,101.0,102.0,92.0,98.0,101.0,0.02,0.417,0.091,0.246,,0.033,-0.44,-1.05,-2.28,-1.15,,0.86,93.1,88.7,85.3,90.1,84.2,,0.29,0.411,0.20800000000000002,0.333,0.333,0.1,0.318,0.545,0.264,0.339,0.558,0.265,0.204,0.372,0.402,0.154,0.154,0.083,,,,,,,,,,,,,0.194,0.23,76.2,93.0,102.0,108.0,,,
2023/07/25,6:40 PM.,STL,AZ,home,Roof Closed.,78,571927,DH,0,1,0,0,0,0,0,0,1,0,0,.136,.240,.273,.513,571927,stevenmatz,Matz,Left,Steven Matz,STL,3.86,3.87,105.0,102.0,95.0,100.0,0.776,8.4,2.74,9.26,0.94,1.4,0.291,0.37,0.146,0.31,0.446,106.0,109.0,107.0,108.0,96.0,100.0,,,,87.0,101.0,96.0,62.0,82.0,90.0,,,,0.561,,,0.018,0.148,0.274,,,0.41,-1.27,-0.6,-0.09,,,84.2,94.1,88.9,78.5,,,,0.24,0.397,0.247,,,,0.5,0.75,0.1,0.259,0.407,0.2,0.291,0.405,0.289,,,,,,,,,,,,,,,,,,,,,
2023/07/24,6:40 PM.,STL,AZ,home,Roof Closed.,78,425794,RF,2,0,0,0,0,0,0,0,0,1,3,.136,.208,.273,.481,425794,adamwainwright,Wainwright,Right,Adam Wainwright,STL,7.4,7.35,101.0,99.0,103.0,97.0,0.88,4.9,3.65,13.46,1.78,1.07,0.186,0.439,0.129,0.339,0.425,66.0,84.0,80.0,129.0,102.0,110.0,80.0,94.0,84.0,87.0,99.0,89.0,83.0,78.0,71.0,107.0,99.0,95.0,0.314,0.099,0.226,0.003,0.306,0.05,-1.48,-0.27,-3.36,-13.9,-1.5,-3.6,85.7,82.9,81.4,86.9,75.6,71.5,0.326,0.512,0.11699999999999999,0.394,0.746,0.09300000000000001,0.344,0.473,0.152,,,,0.291,0.475,0.153,0.389,0.611,0.1,,,,,,,,,,,,,0.002,6.39,65.7,,,,,,
2023/07/23,1:41 PM.,CIN,AZ,away,Partly Cloudy.,83,596133,RF,3,0,1,0,0,0,0,0,0,0,0,.150,.227,.300,.527,596133,lukeweaver,Weaver,Right,Luke Weaver,- - -,6.4,5.55,123.2,102.0,95.0,100.0,0.805,7.93,2.91,11.28,2.11,0.91,0.261,0.395,0.134,0.378,0.433,83.0,103.0,100.0,,,,88.0,102.0,96.0,,,,112.0,101.0,104.0,99.0,103.0,102.0,,0.435,0.11,0.137,,0.2,-1.47,0.87,,-2.22,,-2.01,94.0,90.3,86.1,,85.8,,0.311,0.543,0.175,,,,0.218,0.473,0.252,0.235,0.294,0.321,0.255,0.691,0.16699999999999998,0.316,0.547,0.32299999999999995,,,,,,,,,,,,,0.118,-1.56,81.7,,,,,,
2023/07/22,4:11 PM.,CIN,AZ,away,Partly Cloudy.,83,682227,RF,1,0,0,0,0,0,0,0,0,0,0,.118,.167,.294,.461,682227,brandonwilliamson,Williamson,Left,Brandon Williamson,CIN,4.46,4.77,117.0,99.0,93.0,96.0,0.801,7.54,3.0,8.54,1.38,0.88,0.287,0.384,0.139,0.324,0.444,97.0,94.0,99.0,98.0,96.0,103.0,64.0,99.0,86.0,,,,132.0,104.0,113.0,106.0,102.0,98.0,,0.372,0.298,0.102,0.064,0.165,-0.15,1.71,,-1.33,-1.75,-0.51,92.8,89.3,84.0,,81.7,73.1,0.269,0.433,0.171,,,,0.252,0.433,0.185,0.0,0.0,0.273,0.333,0.6,0.14300000000000002,0.183,0.39,0.39899999999999997,,,,,,,,,,,,,,,,,,,,,
2023/07/21,7:11 PM.,CIN,AZ,away,Cloudy.,82,594902,PH,1,0,0,0,0,0,0,0,0,0,2,.125,.176,.313,.489,594902,benlively,Lively,Right,Ben Lively,CIN,5.38,5.03,88.2,101.0,79.0,95.0,0.814,8.02,2.54,9.74,2.03,1.02,0.301,0.38,0.163,0.312,0.449,59.0,94.0,89.0,101.0,105.0,103.0,80.0,99.0,90.0,83.0,108.0,98.0,71.0,102.0,102.0,98.0,92.0,82.0,0.219,0.321,0.049,0.243,0.066,0.102,-2.09,0.62,0.24,1.68,-4.42,-1.4,90.6,88.1,84.4,91.5,80.1,76.3,0.362,0.667,0.18100000000000002,0.257,0.416,0.153,0.267,0.267,0.257,0.158,0.303,0.336,0.273,0.909,0.128,0.265,0.412,0.133,,,,,,,,,,,,,,,,,,,,,
2023/07/20,12:20 PM.,ATL,AZ,away,Partly Cloudy.,90,675911,DH,4,1,1,0,0,1,3,0,0,2,1,.133,.188,.333,.521,675911,spencerstrider,Strider,Right,Spencer Strider,ATL,3.86,3.09,186.2,104.0,125.0,112.0,0.643,13.55,2.8,7.04,1.06,0.78,0.328,0.323,0.142,0.354,0.438,85.0,98.0,101.0,,,,141.0,106.0,116.0,,,,104.0,103.0,107.0,,,,,0.589,,0.338,,0.073,0.4,,,1.67,,0.97,97.2,,87.0,,85.6,,0.256,0.431,0.287,,,,,,,0.154,0.269,0.5529999999999999,,,,0.122,0.184,0.444,,,,,,,,,,,,,,,,,,,,,
2023/07/18,7:21 PM.,ATL,AZ,away,Clear.,90,693821,DH,5,0,1,0,0,0,1,0,0,1,2,.091,.167,.091,.258,693821,bryceelder,Elder,Right,Bryce Elder,ATL,3.81,4.61,174.2,99.0,80.0,95.0,0.785,6.6,3.25,8.24,0.98,1.68,0.218,0.462,0.113,0.357,0.382,64.0,95.0,91.0,,,,62.0,100.0,86.0,82.0,96.0,90.0,92.0,103.0,107.0,,,,0.376,0.134,,0.353,,0.137,-1.13,,0.01,0.97,,1.3,90.7,,85.0,89.5,82.7,,0.286,0.495,0.19399999999999998,0.28,0.402,0.134,,,,0.21,0.393,0.337,,,,0.188,0.235,0.23600000000000002,,,,,,,,,,,,,,,,,,,,,
2023/07/16,1:37 PM.,TOR,AZ,away,Partly Cloudy.,73,579328,PH,1,0,0,0,0,0,0,0,0,1,1,.000,.143,.000,.143,579328,yuseikikuchi,Kikuchi,Left,Yusei Kikuchi,TOR,3.86,4.3,167.2,101.0,105.0,102.0,0.748,9.72,2.58,8.86,1.45,1.04,0.289,0.4,0.152,0.36,0.431,82.0,93.0,83.0,98.0,103.0,105.0,117.0,99.0,102.0,,,,101.0,105.0,108.0,,,,,0.451,,0.259,0.193,0.097,0.05,,,1.11,0.24,-1.83,95.1,,88.7,,88.7,83.1,0.27,0.412,0.268,,,,,,,0.225,0.396,0.302,0.284,0.463,0.307,0.254,0.508,0.193,,,,,,,,,,,,,,,,,,,,,
2023/07/15,3:08 PM.,TOR,AZ,away,Roof Closed.,68,605135,PH,1,0,0,0,0,0,0,0,0,1,1,.000,.167,.000,.167,605135,chrisbassitt,Bassitt,Right,Chris Bassitt,TOR,3.6,4.04,200.0,100.0,92.0,99.0,0.8,8.37,2.66,7.92,1.26,1.12,0.271,0.381,0.165,0.285,0.459,72.0,93.0,91.0,93.0,92.0,100.0,74.0,106.0,98.0,92.0,104.0,98.0,106.0,93.0,102.0,95.0,105.0,102.0,0.393,0.093,0.153,0.136,0.126,0.065,-3.9,-1.13,2.11,-0.72,0.67,1.71,92.4,87.8,84.1,91.9,75.6,70.7,0.333,0.652,0.20600000000000002,0.22,0.336,0.14400000000000002,0.274,0.496,0.253,0.227,0.636,0.191,0.192,0.295,0.318,0.189,0.351,0.10099999999999999,,,,78.0,84.0,84.0,0.033,-3.07,82.6,0.375,0.563,0.226,,,,,,,,,
2023/07/14,7:07 PM.,TOR,AZ,away,Cloudy.,73,621244,PH,1,0,0,0,0,0,0,0,0,1,0,.000,.200,.000,.200,621244,joseberrios,Berríos,Right,José Berríos,TOR,3.65,4.51,189.2,104.0,100.0,103.0,0.764,8.73,2.47,8.21,1.19,1.12,0.225,0.406,0.151,0.311,0.418,90.0,104.0,101.0,116.0,104.0,110.0,96.0,103.0,99.0,92.0,104.0,99.0,,,,,,,0.315,0.204,,,0.296,0.185,0.72,,0.61,,0.31,-0.38,94.3,,84.1,93.8,,82.6,0.254,0.456,0.276,0.255,0.398,0.131,,,,,,,,,,0.245,0.409,0.33,0.216,0.357,0.305,,,,,,,,,,,,,,,,,,
2023/07/08,1:09 PM.,PIT,AZ,home,Roof Closed.,76,656605,DH,3,1,0,0,0,0,0,0,1,0,1,.000,.250,.000,.250,656605,mitchkeller,"Keller, M",Right,Mitch Keller,PIT,4.21,4.18,194.1,103.0,104.0,103.0,0.797,9.73,2.55,8.66,1.16,1.29,0.277,0.358,0.172,0.31,0.456,83.0,104.0,97.0,91.0,94.0,98.0,100.0,106.0,100.0,93.0,106.0,100.0,142.0,104.0,123.0,99.0,98.0,99.0,0.228,0.261,0.242,0.161,0.08,0.028,0.66,-0.07,1.66,-0.5,-1.97,-2.63,95.2,89.7,90.7,93.9,82.8,78.0,0.176,0.351,0.302,0.258,0.346,0.105,0.316,0.503,0.23600000000000002,0.221,0.324,0.272,0.273,0.614,0.235,0.36,0.6,0.21100000000000002,,,,,,,,,,,,,,,,,,,,,
