date,time,opponent,team,location,weather,temp,opposingPitcherId,position,ab,r,h,doubles,triples,hr,rbi,sb,bb,k,lob,avg,obp,slg,ops,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ KC,Loc+ KC,Pit+ KC,SI%,FA%,SL%,KC%,CH%,wFA/C,wSI/C,wSL/C,wKC/C,wCH/C,vFA,vCH,vSI,vSL,vKC,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff
2023/08/19,4:06 PM.,PHI,WSH,home,Sunny.,80,650911,2B,0,0,0,0,0,0,0,0,0,0,0,.400,.667,.400,1.067,650911,cristophersanchez,"Sánchez, C",Left,Cristopher Sánchez,PHI,3.44,3.74,99.1,101.0,83.0,100.0,0.759,8.7,1.45,7.97,1.45,2.19,0.21,0.445,0.157,0.342,0.429,75.0,98.0,104.0,,,,71.0,104.0,97.0,123.0,100.0,100.0,,,,0.462,,0.211,,0.327,,0.65,0.2,,1.1,,81.8,92.1,82.7,,0.25,0.456,0.297,,,,0.148,0.274,0.43,,,,,,,,,,,,,,,,0.297,0.523,0.107,,,
2023/08/17,4:05 PM.,BOS,WSH,home,Partly Cloudy.,90,519242,SS,1,3,1,0,0,0,0,1,2,0,0,.400,.667,.400,1.067,519242,chrissale,Sale,Left,Chris Sale,BOS,4.3,3.61,102.2,100.0,94.0,99.0,0.725,10.96,2.54,7.63,1.31,0.86,0.293,0.384,0.16,0.308,0.405,81.0,103.0,99.0,99.0,102.0,100.0,98.0,94.0,96.0,92.0,98.0,100.0,,,,0.062,0.432,0.375,,0.131,0.46,-1.13,0.7,,-1.09,93.9,86.1,93.3,77.8,,0.162,0.358,0.389,0.252,0.437,0.23399999999999999,0.309,0.473,0.322,,,,,,,,,,,,,,,,0.267,0.5,0.16699999999999998,,,
2023/08/13,1:35 PM.,OAK,WSH,home,Partly Cloudy.,88,686610,SS,1,1,1,0,0,0,1,0,1,0,0,.250,.500,.250,.750,686610,kenwaldichuk,Waldichuk,Left,Ken Waldichuk,OAK,5.36,4.67,141.0,95.0,91.0,93.0,0.767,8.43,4.53,9.51,1.53,0.99,0.223,0.401,0.155,0.31,0.414,92.0,90.0,88.0,89.0,95.0,92.0,,,,96.0,99.0,100.0,,,,,0.543,0.271,,0.166,-0.52,,-0.79,,-1.4,93.3,84.2,,81.1,,0.218,0.423,0.32799999999999996,0.275,0.493,0.17800000000000002,0.34,0.515,0.374,93.0,77.0,85.0,0.02,-3.62,74.5,0.333,0.833,0.0,,,,,,,,,,,,
2023/08/08,7:24 PM.,PHI,WSH,away,Partly Cloudy.,81,624133,2B,2,0,0,0,0,0,0,0,0,0,0,.000,.250,.000,.250,624133,rangersuarez,"Suárez, R",Left,Ranger Suárez,PHI,4.18,4.36,125.0,101.0,85.0,97.0,0.79,8.57,3.46,9.29,0.94,1.58,0.232,0.394,0.164,0.34,0.393,70.0,98.0,99.0,69.0,98.0,88.0,96.0,104.0,102.0,91.0,113.0,108.0,,,,0.28,0.215,0.005,,0.184,-0.65,0.52,4.65,,-1.45,93.4,82.9,92.8,84.1,,0.2,0.2,0.0,0.304,0.478,0.21899999999999997,0.267,0.444,0.311,95.0,104.0,102.0,0.19,1.95,75.8,0.143,0.226,0.377,97.0,97.0,94.0,0.126,-1.27,87.5,0.289,0.409,0.1,0.34,0.585,0.179
2023/08/05,4:11 PM.,CIN,WSH,away,Cloudy.,87,671096,PR,0,0,0,0,0,0,0,1,0,0,0,.000,.500,.000,.500,671096,andrewabbott,"Abbott, A",Left,Andrew Abbott,CIN,3.87,3.93,109.1,101.0,87.0,97.0,0.765,9.88,3.62,8.23,1.32,0.55,0.255,0.381,0.133,0.347,0.404,72.0,96.0,91.0,81.0,99.0,91.0,,,,106.0,107.0,113.0,,,,,0.501,0.165,,0.163,-0.02,,1.61,,0.99,92.7,86.6,,82.9,,0.174,0.304,0.29,0.249,0.459,0.198,0.203,0.27,0.39399999999999996,99.0,103.0,103.0,0.171,-2.27,80.9,0.367,0.65,0.26,,,,,,,,,,,,
2023/04/29,6:05 PM.,PIT,WSH,home,Cloudy.,69,592826,SS,1,0,0,0,0,0,0,0,1,1,0,.000,.500,.000,.500,592826,vincevelasquez,Velasquez,Right,Vince Velasquez,PIT,3.86,4.13,37.1,99.0,99.0,102.0,0.741,8.92,3.38,8.44,0.96,0.7,0.336,0.336,0.182,0.282,0.4,59.0,102.0,92.0,110.0,97.0,102.0,63.0,94.0,91.0,101.0,100.0,104.0,94.0,146.0,144.0,0.011,0.415,0.446,0.003,0.125,-1.31,6.0,2.19,-2.3,-1.78,93.2,88.6,92.9,83.2,80.6,0.192,0.308,0.319,0.314,0.51,0.222,0.25,0.375,0.257,,,,,,,,,,,,,,,,,,,,,
