,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff
0,2024-05-22,746712,Home Run,home_run,False,650333,607259,Luis Arraez,Nick Martinez,0,aaaa51d7-9f0b-40ba-99b2-dcc5f22fc7ed,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
1,2024-05-22,746712,Flyout,field_out,True,665487,607259,Fernando Tatis Jr.,Nick Martinez,0,1fc161c6-a02b-40c3-9e08-f40256e67140,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
2,2024-05-22,746712,Lineout,field_out,True,595777,607259,Jurickson Profar,Nick Martinez,0,39468162-658a-4497-bade-61116d04bae7,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
3,2024-05-22,746712,Flyout,field_out,True,630105,607259,Jake Cronenworth,Nick Martinez,0,6262d0f8-5527-479b-836b-c1d1cecf13a5,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
4,2024-05-22,746712,Flyout,field_out,True,674441,650633,Jacob Hurtubise,Michael King,0,33d1a56b-f607-4726-b589-5397c6fe2f47,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,,0.245,-1.2,,1.03,-0.06,,1.28,93.5,,86.6,92.8,82.8,,0.198,0.267,0.355,0.269,0.452,0.201,,,,0.2,0.42,0.188,,,,0.381,0.714,0.237
5,2024-05-22,746712,Groundout,field_out,True,682829,650633,Elly De La Cruz,Michael King,0,ae57863c-bde9-42cf-8343-6b7f2aac7bd2,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,,0.245,-1.2,,1.03,-0.06,,1.28,93.5,,86.6,92.8,82.8,,0.198,0.267,0.355,0.269,0.452,0.201,,,,0.2,0.42,0.188,,,,0.381,0.714,0.237
6,2024-05-22,746712,Home Run,home_run,False,600869,650633,Jeimer Candelario,Michael King,0,fd6d7a70-83a1-4308-b3e7-438018341d07,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,,0.245,-1.2,,1.03,-0.06,,1.28,93.5,,86.6,92.8,82.8,,0.198,0.267,0.355,0.269,0.452,0.201,,,,0.2,0.42,0.188,,,,0.381,0.714,0.237
7,2024-05-22,746712,Strikeout,strikeout,True,663886,650633,Tyler Stephenson,Michael King,0,75c91e2e-8d9c-4700-8ea1-7f68b193bd52,650633.0,michaelking,"King, M",Right,Michael King,SDP,3.41,3.69,111.0,102.0,94.0,101.0,0.749,10.46,3.41,7.7,1.14,0.97,0.235,0.405,0.214,0.269,0.419,89.0,103.0,98.0,,,,83.0,105.0,102.0,87.0,105.0,98.0,114.0,98.0,102.0,,,,0.257,0.254,,0.243,,0.245,-1.2,,1.03,-0.06,,1.28,93.5,,86.6,92.8,82.8,,0.198,0.267,0.355,0.269,0.452,0.201,,,,0.2,0.42,0.188,,,,0.381,0.714,0.237
8,2024-05-22,746712,Double,double,False,592518,607259,Manny Machado,Nick Martinez,0,d7d13bd5-69c8-4470-8482-e0136818ecd8,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
9,2024-05-22,746712,Strikeout,strikeout,True,444482,607259,David Peralta,Nick Martinez,0,05bd9130-117a-4c9b-8282-ee7213f73be2,607259.0,nickmartinez,"Martinez, N",Right,Nick Martinez,CIN,3.88,3.17,72.0,109.0,101.0,107.0,0.785,7.0,1.13,9.0,0.75,0.9,0.289,0.399,0.228,0.215,0.426,118.0,115.0,119.0,109.0,102.0,103.0,90.0,109.0,107.0,84.0,106.0,97.0,101.0,109.0,111.0,101.0,108.0,104.0,0.152,0.219,0.199,0.083,0.131,0.217,0.96,0.21,1.08,0.29,-2.24,0.75,92.6,88.5,80.0,91.9,84.7,81.1,0.211,0.38,0.384,0.206,0.317,0.188,0.345,0.5,0.145,0.24,0.34,0.053,0.381,0.714,0.37,0.235,0.294,0.432
