,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,CH_ba,CH_slg,CH_whiff,FC_ba,FC_slg,FC_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,Stf+ KC,Loc+ KC,Pit+ KC,Stf+ FS,Loc+ FS,Pit+ FS,FS%,KC%,wFS/C,wKC/C,vFS,vKC,ST_ba,ST_slg,ST_whiff,FS_ba,FS_slg,FS_whiff
0,2024-09-27,747145,Double,double,False,650333,518876,Luis Arraez,Merrill Kelly,0,00da9700-d44e-4d4f-a94c-c3502b6f2959,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
1,2024-09-27,747145,Groundout,field_out,True,665487,518876,Fernando Tatis Jr.,Merrill Kelly,1,d9e0d9da-c3d1-4e84-b28a-ba36aa4c78f0,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
2,2024-09-27,747145,Hit By Pitch,hit_by_pitch,False,595777,518876,Jurickson Profar,Merrill Kelly,0,992748af-4ae0-4e97-af14-1c1ca89a28fa,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
3,2024-09-27,747145,Single,single,False,592518,518876,Manny Machado,Merrill Kelly,1,65916541-8e6c-4b46-bbab-0075dd638711,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
4,2024-09-27,747145,Single,single,False,701538,518876,Jackson Merrill,Merrill Kelly,1,ded5dce7-9535-4e54-b92e-9656a1ff6415,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
5,2024-09-27,747145,Forceout,force_out,True,593428,518876,Xander Bogaerts,Merrill Kelly,1,2da7b6e1-867d-404a-8297-cdec9a05135e,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
6,2024-09-27,747145,Walk,walk,False,630105,518876,Jake Cronenworth,Merrill Kelly,0,c7388451-f685-4fca-a99b-9e1bfe5aa710,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
7,2024-09-27,747145,Single,single,False,444482,518876,David Peralta,Merrill Kelly,1,69fef6f4-dbf1-4ee6-9acf-ccc7120384bb,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
8,2024-09-27,747145,Strikeout,strikeout,True,543309,518876,Kyle Higashioka,Merrill Kelly,0,41e9bcb7-6ea0-42dc-bacb-eb8c1b62d2a8,518876.0,merrillkelly,"Kelly, M",Right,Merrill Kelly,ARI,4.03,4.93,73.2,105.0,98.0,101.0,0.806,7.7,2.32,8.19,1.34,1.17,0.209,0.456,0.13,0.335,0.381,122.0,108.0,106.0,116.0,108.0,107.0,73.0,106.0,97.0,84.0,98.0,90.0,114.0,111.0,111.0,95.0,103.0,98.0,0.147,0.197,0.252,0.118,0.077,0.21,-0.76,0.01,-3.28,-0.18,-1.78,4.47,91.9,90.3,88.4,92.3,85.6,82.2,0.099,0.099,0.315,0.276,0.5,0.109,0.26,0.54,0.194,0.378,0.644,0.086,0.273,0.455,0.394,0.25,0.55,0.205,,,,,,,,,,,,,,,,,,
9,2024-09-27,747145,Home Run,home_run,False,682998,506433,Corbin Carroll,Yu Darvish,0,dd1b330b-df71-4279-8df9-885dcac1ad0e,506433.0,yudarvish,Darvish,Right,Yu Darvish,SDP,3.31,3.64,81.2,102.0,101.0,102.0,0.755,8.6,2.42,7.16,1.32,0.89,0.171,0.504,0.154,0.325,0.467,,,,85.0,94.0,102.0,97.0,104.0,102.0,88.0,104.0,98.0,118.0,100.0,106.0,80.0,103.0,97.0,0.168,0.19,0.044,0.371,0.086,,-0.19,2.98,-0.28,0.6,0.49,,94.0,90.6,,93.6,84.4,73.8,,,,0.0,0.0,0.346,0.21,0.403,0.151,0.255,0.473,0.176,0.269,0.478,0.286,0.162,0.243,0.364,89.0,114.0,112.0,110.0,99.0,99.0,0.09,0.051,0.68,2.13,87.9,78.7,0.214,0.333,0.261,0.167,0.333,0.328
