,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SL,Loc+ SL,Pit+ SL,FA%,SL%,CU%,CH%,wFA/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSL,vCU,FF_ba,FF_slg,FF_whiff,SL_ba,SL_slg,SL_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FC%,wFC/C,wSI/C,vFC,vSI,FC_ba,FC_slg,FC_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
0,2024-04-24,747132,Groundout,field_out,True,650333,625643,Luis Arraez,Reynaldo López,0,c06cbfbf-dd56-43b1-be5b-35cea21439ba,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-04-24,747132,Strikeout,strikeout,True,650559,625643,Bryan De La Cruz,Reynaldo López,0,4fb2cf1d-151d-4b16-8a1f-28341f98d589,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-04-24,747132,Strikeout,strikeout,True,665862,625643,Jazz Chisholm Jr.,Reynaldo López,0,812bf755-5bfc-428f-9cab-7ef1f86e6559,625643.0,reynaldolopez,"López, R",Right,Reynaldo López,ATL,1.88,4.24,95.2,102.0,95.0,101.0,0.767,8.94,3.2,7.34,0.56,0.97,0.276,0.366,0.152,0.307,0.436,76.0,109.0,103.0,81.0,100.0,104.0,91.0,102.0,98.0,111.0,101.0,105.0,0.57,0.281,0.11,0.039,1.2,1.06,2.51,-4.55,95.4,86.0,84.7,77.0,0.263,0.366,0.175,0.182,0.255,0.413,0.132,0.184,0.343,0.333,0.833,0.333,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-04-24,747132,Walk,walk,False,660670,664350,Ronald Acuña Jr.,Sixto Sánchez,0,75d25072-789d-4951-9003-09fea1722a80,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
4,2024-04-24,747132,Single,single,False,671739,664350,Michael Harris II,Sixto Sánchez,1,09a07ba8-dc6c-4e3a-a5db-aa4629d7fb7d,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
5,2024-04-24,747132,Strikeout,strikeout,True,663586,664350,Austin Riley,Sixto Sánchez,1,606485fb-2606-4654-9a29-e6dfcdb96810,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
6,2024-04-24,747132,Hit By Pitch,hit_by_pitch,False,621566,664350,Matt Olson,Sixto Sánchez,0,6a30ab12-e08f-4a7b-b0a0-e86b0a5cec3c,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
7,2024-04-24,747132,Single,single,False,542303,664350,Marcell Ozuna,Sixto Sánchez,1,3c0c4c7c-9dda-4f8c-8e6f-238aa469ce10,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
8,2024-04-24,747132,Groundout,field_out,True,606115,664350,Orlando Arcia,Sixto Sánchez,1,e7873ef9-6b1e-4a14-adf9-7a4540c03080,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
9,2024-04-24,747132,Groundout,field_out,True,672284,664350,Jarred Kelenic,Sixto Sánchez,0,6961eefe-6ee1-4463-b61e-f54688e7300e,664350.0,sixtosanchez,"Sánchez, S",Right,Sixto Sánchez,MIA,6.06,5.02,35.2,101.0,82.0,97.0,0.878,4.29,3.53,10.85,0.76,1.56,0.305,0.414,0.102,0.313,0.464,94.0,100.0,100.0,,,,77.0,98.0,88.0,,,,0.298,,,0.314,-1.21,,,1.59,93.8,85.4,,,0.267,0.433,0.104,,,,,,,0.22,0.22,0.17,84.0,110.0,106.0,58.0,108.0,100.0,0.048,0.34,-1.59,-4.74,83.6,92.7,0.375,0.518,0.114,0.5,1.333,0.167,,,,,,,,,
