,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,FC_ba,FC_slg,FC_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC
0,2024-06-12,747028,Groundout,field_out,True,671739,700249,Michael Harris II,Cade Povich,0,5673ff20-bcee-4935-92f5-632e86c07899,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
1,2024-06-12,747028,Groundout,field_out,True,645277,700249,Ozzie Albies,Cade Povich,0,e3bf0ee6-1cee-4174-a052-e1c8cb8d5616,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
2,2024-06-12,747028,Strikeout,strikeout,True,542303,700249,Marcell Ozuna,Cade Povich,0,fb9c5388-b489-4400-bb90-83646cfda32a,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
3,2024-06-12,747028,Flyout,field_out,True,683002,680885,Gunnar Henderson,Spencer Schwellenbach,0,e4e1dd08-5a53-4eb8-8677-ebffb61a18a1,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,,,,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,0.089,0.232,0.187,0.195,0.166,,-1.85,-0.1,-0.1,0.12,1.16,,95.7,92.1,,94.6,86.6,79.9,0.333,0.528,0.189,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,,,,0.267,0.4,0.12,79.0,108.0,107.0,0.131,2.89,84.4,0.129,0.29,0.44,,,,,,
4,2024-06-12,747028,Walk,walk,False,668939,680885,Adley Rutschman,Spencer Schwellenbach,0,f93a1b2b-b60f-4d06-aebf-871ecd37c616,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,,,,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,0.089,0.232,0.187,0.195,0.166,,-1.85,-0.1,-0.1,0.12,1.16,,95.7,92.1,,94.6,86.6,79.9,0.333,0.528,0.189,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,,,,0.267,0.4,0.12,79.0,108.0,107.0,0.131,2.89,84.4,0.129,0.29,0.44,,,,,,
5,2024-06-12,747028,Lineout,field_out,True,663624,680885,Ryan Mountcastle,Spencer Schwellenbach,0,6ff5e014-b457-433c-b64e-ece3ef1b117d,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,,,,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,0.089,0.232,0.187,0.195,0.166,,-1.85,-0.1,-0.1,0.12,1.16,,95.7,92.1,,94.6,86.6,79.9,0.333,0.528,0.189,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,,,,0.267,0.4,0.12,79.0,108.0,107.0,0.131,2.89,84.4,0.129,0.29,0.44,,,,,,
6,2024-06-12,747028,Lineout,field_out,True,656811,680885,Ryan O'Hearn,Spencer Schwellenbach,0,54ecd9b6-c743-4e6d-bb85-771e8b90aab2,680885.0,spencerschwellenbach,Schwellenbach,Right,Spencer Schwellenbach,ATL,4.43,3.54,44.2,107.0,95.0,107.0,0.768,8.26,2.01,8.46,0.81,1.1,0.258,0.439,0.189,0.25,0.476,,,,91.0,102.0,104.0,108.0,108.0,106.0,93.0,107.0,108.0,109.0,113.0,115.0,86.0,104.0,99.0,0.089,0.232,0.187,0.195,0.166,,-1.85,-0.1,-0.1,0.12,1.16,,95.7,92.1,,94.6,86.6,79.9,0.333,0.528,0.189,0.238,0.286,0.314,0.237,0.316,0.223,0.267,0.567,0.224,,,,0.267,0.4,0.12,79.0,108.0,107.0,0.131,2.89,84.4,0.129,0.29,0.44,,,,,,
7,2024-06-12,747028,Hit By Pitch,hit_by_pitch,False,621566,700249,Matt Olson,Cade Povich,0,0e5f4ad1-187b-4a8a-9730-3f30d1c8ad89,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
8,2024-06-12,747028,Flyout,field_out,True,663586,700249,Austin Riley,Cade Povich,0,e96903e0-4b7c-4eb6-a298-6d3355aaa4c7,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
9,2024-06-12,747028,Pop Out,field_out,True,594807,700249,Adam Duvall,Cade Povich,0,7366d959-e4fa-4929-a878-57012be314b1,700249.0,cadepovich,Povich,Left,Cade Povich,BAL,6.27,4.13,33.0,96.0,85.0,94.0,0.807,6.55,4.91,9.0,1.91,0.84,0.238,0.505,0.19,0.238,0.445,62.0,99.0,94.0,93.0,102.0,103.0,75.0,93.0,88.0,79.0,81.0,77.0,107.0,99.0,100.0,97.0,94.0,93.0,0.056,0.406,0.151,0.104,0.192,0.091,0.84,-2.61,0.67,-4.51,-2.39,-2.58,92.2,88.2,86.0,91.5,82.9,75.9,0.186,0.256,0.13,0.346,0.615,0.286,0.304,0.652,0.222,0.3,0.75,0.269,0.273,0.545,0.182,0.0,0.0,0.182,,,,,,,,,,,,,,,
