,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CH%,wFA/C,wSI/C,wSL/C,wCH/C,vFA,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,CH_ba,CH_slg,CH_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,ST_ba,ST_slg,ST_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,Stf+ FS,Loc+ FS,Pit+ FS,FS%,wFS/C,vFS,FS_ba,FS_slg,FS_whiff
10,2024-09-28,745203,Groundout,field_out,True,664913,676106,Seth Brown,Emerson Hancock,0,09a1e120-4352-4677-a1ba-6af5765d09b2,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,2024-09-28,745203,Single,single,False,805779,676106,Jacob Wilson,Emerson Hancock,0,035ad76f-a464-4aab-84d1-ba82c88312ec,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,2024-09-28,745203,Groundout,field_out,True,663527,676106,Tyler Nevin,Emerson Hancock,0,47c09107-e47a-46f6-86b7-97664aea36fd,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2024-09-28,745203,Flyout,field_out,True,571745,683155,Mitch Haniger,Joey Estes,0,35559fb5-fc73-49c1-8de4-1cddc6a68a5d,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,2024-09-28,745203,Strikeout,strikeout,True,641487,683155,J.P. Crawford,Joey Estes,0,923bb703-e9a8-42a4-bc8b-3c0515e426bf,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,2024-09-28,745203,Flyout,field_out,True,664238,683155,Dylan Moore,Joey Estes,0,9ba672ac-ec7e-4303-a36d-dc9ab3ed7dc7,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,2024-09-28,745203,Double,double,False,680474,676106,Max Schuemann,Emerson Hancock,0,865f374d-fac3-4e35-bf73-8bd7094dc84b,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,2024-09-28,745203,Strikeout,strikeout,True,671732,676106,Lawrence Butler,Emerson Hancock,0,859f8875-ac30-40b3-ace9-c020626b8954,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,2024-09-28,745203,Groundout,field_out,True,667670,676106,Brent Rooker,Emerson Hancock,1,8b1a7268-b70e-4b92-9ac2-d8ee4d1657e1,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,2024-09-28,745203,Walk,walk,False,668709,676106,JJ Bleday,Emerson Hancock,0,17199be1-12c0-4f43-b5ca-0183b00b7d4b,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,2024-09-28,745203,Walk,walk,False,669127,676106,Shea Langeliers,Emerson Hancock,1,8dd3a5ba-0741-424c-866b-042070ca47e2,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,2024-09-28,745203,Groundout,field_out,True,691016,676106,Tyler Soderstrom,Emerson Hancock,0,62a63064-c0f6-4712-a2a4-dfb540f99982,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,2024-09-28,745203,Flyout,field_out,True,668942,683155,Josh Rojas,Joey Estes,0,85e85985-0d72-44b6-a38a-ffc3f7f45473,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,2024-09-28,745203,Flyout,field_out,True,645302,683155,Victor Robles,Joey Estes,0,ecaf1b0a-6d6e-4775-8a63-82aedc2cea3c,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,2024-09-28,745203,Flyout,field_out,True,677594,683155,Julio Rodríguez,Joey Estes,0,959d31fd-182d-4ec9-bfb3-927c2b04cdc2,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,2024-09-28,745203,Strikeout,strikeout,True,664913,676106,Seth Brown,Emerson Hancock,0,2c0a66f5-4afb-4dcf-af01-0da4a2314e48,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,2024-09-28,745203,Groundout,field_out,True,805779,676106,Jacob Wilson,Emerson Hancock,0,d6d97d9c-6104-4dae-81c7-6b95d7202cdd,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,2024-09-28,745203,Flyout,field_out,True,663527,676106,Tyler Nevin,Emerson Hancock,0,cb54e726-cef8-4ce7-ac84-27af33c98343,676106.0,emersonhancock,Hancock,Right,Emerson Hancock,SEA,4.75,5.93,60.2,102.0,86.0,98.0,0.809,5.79,2.82,9.2,1.78,0.82,0.272,0.411,0.198,0.317,0.436,86.0,108.0,105.0,76.0,103.0,94.0,90.0,100.0,94.0,97.0,94.0,95.0,0.298,0.326,0.165,0.211,0.6,-1.17,-3.11,0.03,93.4,86.5,93.2,84.1,0.253,0.443,0.226,0.323,0.538,0.149,0.185,0.323,0.239,0.3,0.6,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,2024-09-28,745203,Home Run,home_run,False,663728,683155,Cal Raleigh,Joey Estes,0,ebae78fe-aa8d-42c4-a7ee-e906c270a726,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,2024-09-28,745203,Hit By Pitch,hit_by_pitch,False,670042,683155,Luke Raley,Joey Estes,0,a47028f6-d1d3-4c27-a792-f02f8d841c38,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2024-09-28,745203,Single,single,False,593871,683155,Jorge Polanco,Joey Estes,1,79813b95-dbce-4eb8-9e59-4da8ebbc7788,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,2024-09-28,745203,Pop Out,field_out,True,571745,683155,Mitch Haniger,Joey Estes,0,e0093ec1-33da-48e6-a909-1ffb2cca816e,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2024-09-28,745203,Forceout,force_out,True,641487,683155,J.P. Crawford,Joey Estes,1,e4a1d546-0c6b-402c-a10b-8a79f1843fd2,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2024-09-28,745203,Walk,walk,False,664238,683155,Dylan Moore,Joey Estes,1,01ae7487-7734-41ec-ad7c-95de778bf579,683155.0,joeyestes,Estes,Right,Joey Estes,OAK,5.01,4.55,127.2,106.0,91.0,104.0,0.833,6.49,1.9,9.16,1.62,0.44,0.258,0.413,0.171,0.3,0.479,78.0,93.0,94.0,80.0,106.0,99.0,61.0,93.0,83.0,114.0,113.0,117.0,0.034,0.517,0.332,0.111,0.08,-1.55,-0.2,-2.46,92.4,84.8,90.8,79.6,0.257,0.469,0.175,0.263,0.579,0.147,0.357,0.738,0.204,0.261,0.435,0.223,111.0,89.0,91.0,0.007,-13.81,86.4,0.217,0.367,0.216,,,,,,,,,,,,,,,,,,,,,,,,,,,
