,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FA%,FC%,FS%,wFA/C,wFC/C,wFS/C,vFA,vFC,vFS,FS_ba,FS_slg,FS_whiff,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,SL%,wSI/C,wSL/C,vSI,vSL,SI_ba,SI_slg,SI_whiff,SL_ba,SL_slg,SL_whiff,Stf+ CH,Loc+ CH,Pit+ CH,CH%,wCH/C,vCH,CH_ba,CH_slg,CH_whiff,Stf+ CU,Loc+ CU,Pit+ CU,CU%,wCU/C,vCU,CU_ba,CU_slg,CU_whiff
0,2024-08-31,746667,Groundout,field_out,True,668930,518585,Brice Turang,Fernando Cruz,0,50c48c91-2005-4115-8d15-25af4b4a74aa,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-08-31,746667,Single,single,False,694192,518585,Jackson Chourio,Fernando Cruz,0,3eba2075-a719-49a4-a880-7451ab84a7e3,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-08-31,746667,Strikeout,strikeout,True,661388,518585,William Contreras,Fernando Cruz,1,035e30e4-05b3-455d-a500-2231f4617717,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-08-31,746667,Strikeout,strikeout,True,641343,518585,Jake Bauers,Fernando Cruz,0,a6dd8f95-ea66-4c6e-9e8a-ff112405f651,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-08-31,746667,Strikeout,strikeout,True,668715,593423,Spencer Steer,Frankie Montas,0,68bfe5e7-31a8-4ad0-9ad0-940d290276e7,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,108.0,96.0,94.0,121.0,98.0,107.0,0.345,0.183,0.185,0.21,-1.42,-0.41,95.6,90.4,85.9,0.233,0.326,0.416,0.204,0.343,0.223,0.333,0.59,0.221,83.0,100.0,98.0,118.0,101.0,105.0,0.186,0.102,1.35,-1.9,94.7,85.1,0.248,0.376,0.111,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,
5,2024-08-31,746667,Pop Out,field_out,True,682829,593423,Elly De La Cruz,Frankie Montas,0,6f675181-1d15-45d5-867e-bfdd7145f21f,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,108.0,96.0,94.0,121.0,98.0,107.0,0.345,0.183,0.185,0.21,-1.42,-0.41,95.6,90.4,85.9,0.233,0.326,0.416,0.204,0.343,0.223,0.333,0.59,0.221,83.0,100.0,98.0,118.0,101.0,105.0,0.186,0.102,1.35,-1.9,94.7,85.1,0.248,0.376,0.111,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,
6,2024-08-31,746667,Single,single,False,670770,593423,TJ Friedl,Frankie Montas,0,6fa53729-b232-44e0-92d7-718dec2b4ec8,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,108.0,96.0,94.0,121.0,98.0,107.0,0.345,0.183,0.185,0.21,-1.42,-0.41,95.6,90.4,85.9,0.233,0.326,0.416,0.204,0.343,0.223,0.333,0.59,0.221,83.0,100.0,98.0,118.0,101.0,105.0,0.186,0.102,1.35,-1.9,94.7,85.1,0.248,0.376,0.111,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,
7,2024-08-31,746667,Flyout,field_out,True,664034,593423,Ty France,Frankie Montas,0,42938270-4353-4999-941e-e14c252df33d,593423.0,frankiemontas,Montas,Right,Frankie Montas,- - -,4.69,4.61,132.1,100.0,98.0,100.0,0.785,8.16,3.88,8.43,1.22,1.13,0.226,0.382,0.158,0.298,0.423,84.0,105.0,99.0,108.0,96.0,94.0,121.0,98.0,107.0,0.345,0.183,0.185,0.21,-1.42,-0.41,95.6,90.4,85.9,0.233,0.326,0.416,0.204,0.343,0.223,0.333,0.59,0.221,83.0,100.0,98.0,118.0,101.0,105.0,0.186,0.102,1.35,-1.9,94.7,85.1,0.248,0.376,0.111,0.293,0.585,0.283,,,,,,,,,,,,,,,,,,
8,2024-08-31,746667,Field Error,field_error,False,642715,518585,Willy Adames,Fernando Cruz,0,a717dfe7-cd52-4e91-ab03-e404b1d09a79,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-08-31,746667,Strikeout,strikeout,True,663368,518585,Blake Perkins,Fernando Cruz,0,3e6f4fd7-bc94-4653-b377-9e0ec873ec6f,518585.0,fernandocruz,"Cruz, F",Right,Fernando Cruz,CIN,5.13,4.05,59.2,95.0,114.0,101.0,0.634,14.33,4.53,7.54,1.21,0.94,0.197,0.455,0.174,0.356,0.388,89.0,98.0,91.0,82.0,96.0,95.0,152.0,93.0,111.0,0.316,0.26,0.424,0.12,-2.19,1.65,94.6,88.6,81.6,0.121,0.159,0.579,0.294,0.5,0.154,0.34,0.78,0.275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
