,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,SI%,FA%,CU%,CH%,wFA/C,wSI/C,wCU/C,wCH/C,vFA,vCH,vSI,vCU,FF_ba,FF_slg,FF_whiff,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ FC,Loc+ FC,Pit+ FC,Stf+ FS,Loc+ FS,Pit+ FS,FC%,FS%,wFC/C,wFS/C,vFC,vFS,FS_ba,FS_slg,FS_whiff,FC_ba,FC_slg,FC_whiff,Stf+ SL,Loc+ SL,Pit+ SL,SL%,wSL/C,vSL,SL_ba,SL_slg,SL_whiff
0,2024-07-09,746690,Strikeout,strikeout,True,678662,666157,Ezequiel Tovar,Nick Lodolo,0,0fbd18f8-7f8f-46c6-af74-276bf929da1d,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-07-09,746690,Strikeout,strikeout,True,663898,666157,Brendan Rodgers,Nick Lodolo,0,23c45ad5-0b18-4957-8bdb-cac4785f216f,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-07-09,746690,Strikeout,strikeout,True,641857,666157,Ryan McMahon,Nick Lodolo,0,b55cc179-2f24-4b8f-9648-e9c72b9ec321,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-07-09,746690,Strikeout,strikeout,True,668715,615698,Spencer Steer,Cal Quantrill,0,76946007-60d0-4ee1-aaaf-d675216c2e53,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,,,,79.0,97.0,90.0,0.397,,0.107,0.025,,-1.66,0.34,1.78,,84.9,93.8,79.9,,,,0.242,0.424,0.267,0.222,0.222,0.167,0.322,0.573,0.2,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,-1.43,1.52,87.7,86.1,0.178,0.253,0.253,0.347,0.571,0.173,,,,,,,,,
4,2024-07-09,746690,Strikeout,strikeout,True,682829,615698,Elly De La Cruz,Cal Quantrill,0,97711a93-23bc-44e4-91b5-974dc848d7b1,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,,,,79.0,97.0,90.0,0.397,,0.107,0.025,,-1.66,0.34,1.78,,84.9,93.8,79.9,,,,0.242,0.424,0.267,0.222,0.222,0.167,0.322,0.573,0.2,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,-1.43,1.52,87.7,86.1,0.178,0.253,0.253,0.347,0.571,0.173,,,,,,,,,
5,2024-07-09,746690,Strikeout,strikeout,True,600869,615698,Jeimer Candelario,Cal Quantrill,0,1b565002-57d8-474d-b8b2-86eb8477cc28,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,,,,79.0,97.0,90.0,0.397,,0.107,0.025,,-1.66,0.34,1.78,,84.9,93.8,79.9,,,,0.242,0.424,0.267,0.222,0.222,0.167,0.322,0.573,0.2,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,-1.43,1.52,87.7,86.1,0.178,0.253,0.253,0.347,0.571,0.173,,,,,,,,,
6,2024-07-09,746690,Groundout,field_out,True,553869,666157,Elias Díaz,Nick Lodolo,0,678bc8c5-d38c-401d-82e1-e887929f3f3f,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2024-07-09,746690,Walk,walk,False,686668,666157,Brenton Doyle,Nick Lodolo,0,ff11d20c-9edc-4a70-aeac-207f05db9e6b,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2024-07-09,746690,Grounded Into DP,grounded_into_double_play,True,607732,666157,Jacob Stallings,Nick Lodolo,1,da2f96f4-3be6-45c0-8be4-e6e9d711734b,666157.0,nicklodolo,Lodolo,Left,Nick Lodolo,CIN,3.33,3.49,78.1,99.0,104.0,97.0,0.726,9.31,2.76,7.35,1.03,1.2,0.275,0.422,0.161,0.28,0.441,98.0,100.0,94.0,88.0,93.0,101.0,117.0,103.0,98.0,108.0,95.0,92.0,0.107,0.45,0.278,0.165,0.57,-1.02,0.16,0.65,94.1,87.9,94.1,81.5,0.221,0.372,0.22,0.198,0.25,0.455,0.2,0.333,0.288,0.289,0.632,0.182,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2024-07-09,746690,Home Run,home_run,False,663886,615698,Tyler Stephenson,Cal Quantrill,0,207bf396-8a7f-4cd5-9904-0702ea513970,615698.0,calquantrill,Quantrill,Right,Cal Quantrill,COL,4.15,4.48,108.1,97.0,93.0,95.0,0.8,6.9,3.41,8.64,1.16,1.47,0.223,0.427,0.134,0.357,0.414,88.0,97.0,103.0,96.0,101.0,104.0,,,,79.0,97.0,90.0,0.397,,0.107,0.025,,-1.66,0.34,1.78,,84.9,93.8,79.9,,,,0.242,0.424,0.267,0.222,0.222,0.167,0.322,0.573,0.2,80.0,99.0,95.0,115.0,95.0,98.0,0.134,0.336,-1.43,1.52,87.7,86.1,0.178,0.253,0.253,0.347,0.571,0.173,,,,,,,,,
