,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CU%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vFC,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,SV_ba,SV_slg,SV_whiff
0,2024-03-29,745435,Single,single,False,808982,605397,Jung Hoo Lee,Joe Musgrove,0,2faefe74-b416-4a31-b002-90b89d0fc238,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
1,2024-03-29,745435,Grounded Into DP,grounded_into_double_play,True,624585,605397,Jorge Soler,Joe Musgrove,1,a2fb2093-cc89-4595-be4e-c34618d18094,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
2,2024-03-29,745435,Single,single,False,664774,605397,LaMonte Wade Jr.,Joe Musgrove,0,ac87ad78-6732-4efd-a054-55a160737d09,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
3,2024-03-29,745435,Home Run,home_run,False,656305,605397,Matt Chapman,Joe Musgrove,1,acd071a1-f19f-4f4e-b350-9b1521be2a2a,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
4,2024-03-29,745435,Hit By Pitch,hit_by_pitch,False,527038,605397,Wilmer Flores,Joe Musgrove,0,531e5b5c-0688-44bc-88b5-a5a27f1ba1eb,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
5,2024-03-29,745435,Single,single,False,624424,605397,Michael Conforto,Joe Musgrove,1,3efcc106-30a2-44a4-b7f8-3d2c322f6ab1,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
6,2024-03-29,745435,Single,single,False,642731,605397,Thairo Estrada,Joe Musgrove,1,d570a458-72c2-4d9a-978c-221b9749ff71,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
7,2024-03-29,745435,Groundout,field_out,True,672275,605397,Patrick Bailey,Joe Musgrove,0,78e319f2-6dd4-458c-a735-039a219a7333,605397.0,joemusgrove,Musgrove,Right,Joe Musgrove,SDP,5.66,5.95,49.1,101.0,116.0,102.0,0.733,8.03,2.74,10.58,1.82,1.17,0.176,0.453,0.101,0.338,0.425,129.0,97.0,107.0,142.0,106.0,111.0,90.0,98.0,93.0,59.0,110.0,96.0,148.0,91.0,101.0,96.0,104.0,100.0,0.051,0.242,0.189,0.221,0.211,0.086,-3.58,-0.26,1.06,0.31,-0.49,-3.04,92.4,89.9,86.8,92.1,81.6,81.2,0.349,0.698,0.208,0.405,0.541,0.247,0.237,0.421,0.342,0.211,0.579,0.333,0.35,0.65,0.389,0.364,0.364,0.136,,,
8,2024-03-29,745435,Strikeout,strikeout,True,593428,690986,Xander Bogaerts,Kyle Harrison,0,b202ee2a-3b0e-4725-b673-7aa77fbf7e20,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.186,0.2,0.69,,,-11.76,-0.51,-2.37,92.7,,85.4,,88.2,81.3,0.237,0.377,0.212,,,,,,,0.333,0.667,0.5,0.306,0.471,0.224,,,,0.295,0.477,0.302
9,2024-03-29,745435,Flyout,field_out,True,665487,690986,Fernando Tatis Jr.,Kyle Harrison,0,7ecc6f69-b5f7-4b6f-97b0-4352c2f639b7,690986.0,kyleharrison,Harrison,Left,Kyle Harrison,SFG,3.86,4.83,91.0,98.0,90.0,92.0,0.808,7.81,3.07,9.0,0.99,1.05,0.272,0.346,0.154,0.353,0.435,73.0,94.0,89.0,89.0,94.0,95.0,96.0,100.0,92.0,,,,93.0,107.0,97.0,,,,,0.61,,0.004,0.186,0.2,0.69,,,-11.76,-0.51,-2.37,92.7,,85.4,,88.2,81.3,0.237,0.377,0.212,,,,,,,0.333,0.667,0.5,0.306,0.471,0.224,,,,0.295,0.477,0.302
