,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,SI%,FA%,SL%,CU%,CH%,wFA/C,wSI/C,wSL/C,wCU/C,wCH/C,vFA,vCH,vSI,vSL,vCU,FF_ba,FF_slg,FF_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,CU_ba,CU_slg,CU_whiff,SL_ba,SL_slg,SL_whiff,Stf+ FC,Loc+ FC,Pit+ FC,FC%,wFC/C,vFC,FC_ba,FC_slg,FC_whiff,ST_ba,ST_slg,ST_whiff,FS%,wFS/C,vFS,Stf+ FS,Loc+ FS,Pit+ FS
10,2024-09-11,746100,Single,single,False,606192,696136,Teoscar Hernández,Jordan Wicks,0,84e1fdfa-8236-4f84-914e-8ed23807bc1f,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
11,2024-09-11,746100,Home Run,home_run,False,669242,696136,Tommy Edman,Jordan Wicks,1,abe4edb9-11eb-42a1-826e-3be4e0f52dd5,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
12,2024-09-11,746100,Home Run,home_run,False,669257,696136,Will Smith,Jordan Wicks,0,967dfe7f-576e-4469-80a7-fb0999af6ba5,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
13,2024-09-11,746100,Home Run,home_run,False,571970,696136,Max Muncy,Jordan Wicks,0,3da3f3cf-b3ca-4a47-a15c-ed23c520bc0a,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
14,2024-09-11,746100,Single,single,False,500743,696136,Miguel Rojas,Jordan Wicks,0,805639cd-ef10-406c-9d1d-86b7fcafdd96,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
15,2024-09-11,746100,Lineout,field_out,True,621035,696136,Chris Taylor,Jordan Wicks,0,afdf2913-c0b4-46bc-a76c-84801c35625b,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
16,2024-09-11,746100,Flyout,field_out,True,691718,676272,Pete Crow-Armstrong,Bobby Miller,0,b4c26035-4228-4fd6-8eff-a3f67bc389ae,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
17,2024-09-11,746100,Groundout,field_out,True,542194,676272,Christian Bethancourt,Bobby Miller,0,aef4dd1a-37bc-4572-befb-7f6acc112157,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
18,2024-09-11,746100,Groundout,field_out,True,664023,676272,Ian Happ,Bobby Miller,0,0962f3f3-b2a9-46be-8389-da0ed508d670,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
19,2024-09-11,746100,Walk,walk,False,660271,696136,Shohei Ohtani,Jordan Wicks,0,abfcd296-c8d6-4f4d-88ef-13e792bf26a8,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
20,2024-09-11,746100,Flyout,field_out,True,605141,696136,Mookie Betts,Jordan Wicks,0,f94bff05-835c-4142-b65a-4aef499219ef,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
21,2024-09-11,746100,Lineout,field_out,True,518692,696136,Freddie Freeman,Jordan Wicks,1,75432dc8-44a9-44c1-81bb-0aa1b229dd94,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
22,2024-09-11,746100,Walk,walk,False,606192,696136,Teoscar Hernández,Jordan Wicks,0,2975010f-83ab-4e9c-95e9-8291d4da5861,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
23,2024-09-11,746100,Strikeout,strikeout,True,669242,696136,Tommy Edman,Jordan Wicks,0,2b55690f-a38b-4e2f-b85d-e88ecf2439e9,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
24,2024-09-11,746100,Groundout,field_out,True,621020,676272,Dansby Swanson,Bobby Miller,0,7ae64a0e-7bd5-4e6d-bae1-8cf7f82e9d6f,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
25,2024-09-11,746100,Home Run,home_run,False,673548,676272,Seiya Suzuki,Bobby Miller,0,03fa98a6-0102-4b16-a78b-bab6366942fd,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
26,2024-09-11,746100,Pop Out,field_out,True,641355,676272,Cody Bellinger,Bobby Miller,0,2d3dfcc4-6da1-49aa-9858-e683a728867e,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
27,2024-09-11,746100,Walk,walk,False,670623,676272,Isaac Paredes,Bobby Miller,0,266e5e7c-113f-47b8-91a5-79a3d325d1a7,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
28,2024-09-11,746100,Flyout,field_out,True,683737,676272,Michael Busch,Bobby Miller,0,4db447e1-e124-49c5-b590-715704bea162,676272.0,bobbymiller,"Miller, Bo",Right,Bobby Miller,LAD,8.17,7.06,54.0,93.0,113.0,97.0,0.778,8.33,4.83,10.33,2.83,1.15,0.239,0.374,0.123,0.405,0.41,104.0,92.0,98.0,120.0,98.0,104.0,118.0,89.0,92.0,98.0,96.0,91.0,115.0,100.0,109.0,0.117,0.394,0.098,0.186,0.204,-1.39,-4.92,-2.74,-1.17,0.68,97.6,86.4,97.2,88.7,79.7,0.316,0.633,0.17,0.111,0.2,0.402,0.44,0.96,0.169,0.36,0.56,0.31,0.3,0.6,0.289,,,,,,,,,,,,,,,,,,
29,2024-09-11,746100,Flyout,field_out,True,669257,696136,Will Smith,Jordan Wicks,0,ac2c3ed8-818c-4fd5-92ee-e2146402de1e,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
30,2024-09-11,746100,Walk,walk,False,571970,696136,Max Muncy,Jordan Wicks,0,d8b5cc8e-8b86-435e-a476-36e5aaeb8d10,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
31,2024-09-11,746100,Single,single,False,500743,696136,Miguel Rojas,Jordan Wicks,1,3ce63879-30e7-460f-8993-0950daeb7f95,696136.0,jordanwicks,Wicks,Left,Jordan Wicks,CHC,5.27,4.69,41.0,102.0,93.0,100.0,0.777,8.34,3.95,10.54,1.32,1.06,0.221,0.435,0.107,0.26,0.385,100.0,99.0,101.0,90.0,94.0,91.0,91.0,105.0,105.0,71.0,102.0,91.0,118.0,97.0,98.0,0.135,0.453,0.088,0.055,0.256,0.56,-2.47,-5.29,-7.56,1.09,92.6,82.2,91.8,84.0,78.5,0.241,0.38,0.162,0.178,0.333,0.441,0.393,0.536,0.157,0.8,1.4,0.167,0.5,1.0,0.238,77.0,97.0,84.0,0.012,-9.69,87.6,0.667,0.667,0.0,,,,,,,,,
