,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,wFA/C,wFC/C,wSI/C,wSL/C,vFA,vFC,vSI,vSL,SL_ba,SL_slg,SL_whiff,FF_ba,FF_slg,FF_whiff,SI_ba,SI_slg,SI_whiff,FC_ba,FC_slg,FC_whiff,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ CU,Loc+ CU,Pit+ CU,CU%,CH%,wCU/C,wCH/C,vCH,vCU,CU_ba,CU_slg,CU_whiff,CH_ba,CH_slg,CH_whiff,ST_ba,ST_slg,ST_whiff,Stf+ KC,Loc+ KC,Pit+ KC,KC%,wKC/C,vKC,vSC (sc),SC%,wSC/C,SC_ba,SC_slg,SC_whiff
0,2024-09-07,746099,Pop Out,field_out,True,680757,518489,Steven Kwan,Ryan Brasier,0,ffb5aa87-a892-4d85-9b24-d50a22a537a8,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.22,3.34,22.1,107.0,96.0,105.0,0.82,6.45,1.21,6.45,1.21,0.96,0.258,0.409,0.152,0.303,0.477,96.0,109.0,103.0,96.0,97.0,90.0,105.0,110.0,113.0,75.0,107.0,105.0,0.19,0.269,0.129,0.412,4.76,6.87,1.47,-1.8,94.5,90.4,94.5,85.2,0.256,0.513,0.203,0.111,0.111,0.25,0.231,0.231,0.227,0.1,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2024-09-07,746099,Single,single,False,665926,518489,Andrés Giménez,Ryan Brasier,0,3d4d9e1d-c6ba-4e23-8d6c-eedcaee9160b,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.22,3.34,22.1,107.0,96.0,105.0,0.82,6.45,1.21,6.45,1.21,0.96,0.258,0.409,0.152,0.303,0.477,96.0,109.0,103.0,96.0,97.0,90.0,105.0,110.0,113.0,75.0,107.0,105.0,0.19,0.269,0.129,0.412,4.76,6.87,1.47,-1.8,94.5,90.4,94.5,85.2,0.256,0.513,0.203,0.111,0.111,0.25,0.231,0.231,0.227,0.1,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2024-09-07,746099,Pop Out,field_out,True,608070,518489,José Ramírez,Ryan Brasier,1,1e42384f-76d0-4eb6-9932-80e6219782fa,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.22,3.34,22.1,107.0,96.0,105.0,0.82,6.45,1.21,6.45,1.21,0.96,0.258,0.409,0.152,0.303,0.477,96.0,109.0,103.0,96.0,97.0,90.0,105.0,110.0,113.0,75.0,107.0,105.0,0.19,0.269,0.129,0.412,4.76,6.87,1.47,-1.8,94.5,90.4,94.5,85.2,0.256,0.513,0.203,0.111,0.111,0.25,0.231,0.231,0.227,0.1,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2024-09-07,746099,Lineout,field_out,True,647304,518489,Josh Naylor,Ryan Brasier,0,e2558555-46ad-4330-87a0-e98570a7b1b0,518489.0,ryanbrasier,Brasier,Right,Ryan Brasier,LAD,3.22,3.34,22.1,107.0,96.0,105.0,0.82,6.45,1.21,6.45,1.21,0.96,0.258,0.409,0.152,0.303,0.477,96.0,109.0,103.0,96.0,97.0,90.0,105.0,110.0,113.0,75.0,107.0,105.0,0.19,0.269,0.129,0.412,4.76,6.87,1.47,-1.8,94.5,90.4,94.5,85.2,0.256,0.513,0.203,0.111,0.111,0.25,0.231,0.231,0.227,0.1,0.1,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2024-09-07,746099,Groundout,field_out,True,660271,668909,Shohei Ohtani,Gavin Williams,0,109824e6-11ea-4452-a6f0-715215e0931d,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
5,2024-09-07,746099,Walk,walk,False,605141,668909,Mookie Betts,Gavin Williams,0,159e8de8-10d6-4797-91b7-cf0b7d75ea43,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
6,2024-09-07,746099,Walk,walk,False,518692,668909,Freddie Freeman,Gavin Williams,1,a945974c-b03b-4e8b-8a70-894843101e1a,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
7,2024-09-07,746099,Walk,walk,False,571970,668909,Max Muncy,Gavin Williams,1,703b7e9b-39c2-4a70-87ed-b8fe9bd7e905,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
8,2024-09-07,746099,Double,double,False,669242,668909,Tommy Edman,Gavin Williams,1,7887e887-e7f8-4af1-ae47-ab61cb9e6de9,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
9,2024-09-07,746099,Sac Fly,sac_fly,True,666158,668909,Gavin Lux,Gavin Williams,1,7df28654-f21e-400d-9eb5-e45e215c4fd2,668909.0,gavinwilliams,"Williams, G",Right,Gavin Williams,CLE,5.25,4.14,60.0,101.0,100.0,102.0,0.794,9.6,3.9,8.4,0.9,1.06,0.322,0.357,0.129,0.31,0.415,98.0,102.0,102.0,,,,107.0,66.0,89.0,98.0,99.0,92.0,,0.528,0.108,0.096,0.27,0.46,,-0.99,96.9,91.6,,88.7,0.333,0.5,0.283,0.272,0.386,0.222,,,,0.167,0.375,0.273,66.0,97.0,101.0,122.0,104.0,108.0,0.209,0.06,-0.12,-4.02,89.4,79.7,0.156,0.328,0.3,0.417,0.833,0.125,,,,,,,,,,,,,,,
