,date,gameId,event,eventType,isOut,batter_id,pitcher_id,batter_name,pitcher_name,rob,playID,id,fullName,boxscoreName,PitchingHand,PlayerName,Team,ERA,xERA,IP,Location+,Stuff+,Pitching+,Contact%,K/9,BB/9,H/9,HR/9,GB/FB,Oppo%,Pull%,Soft%,Hard%,Zone%,Stf+ CH,Loc+ CH,Pit+ CH,Stf+ FA,Loc+ FA,Pit+ FA,Stf+ SI,Loc+ SI,Pit+ SI,Stf+ SL,Loc+ SL,Pit+ SL,Stf+ FC,Loc+ FC,Pit+ FC,SI%,FA%,FC%,SL%,CH%,wFA/C,wFC/C,wSI/C,wSL/C,wCH/C,vFA,vFC,vCH,vSI,vSL,FF_ba,FF_slg,FF_whiff,FC_ba,FC_slg,FC_whiff,SL_ba,SL_slg,SL_whiff,CH_ba,CH_slg,CH_whiff,SI_ba,SI_slg,SI_whiff,Stf+ CU,Loc+ CU,Pit+ CU,Stf+ FS,Loc+ FS,Pit+ FS,FS%,CU%,wFS/C,wCU/C,vFS,vCU,FS_ba,FS_slg,FS_whiff,CU_ba,CU_slg,CU_whiff
0,2024-07-20,745720,Groundout,field_out,True,642708,641482,Amed Rosario,Nestor Cortes,0,352ebcbb-6660-446f-8359-a40c3adf823d,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
1,2024-07-20,745720,Flyout,field_out,True,670623,641482,Isaac Paredes,Nestor Cortes,0,ab0f0ef1-e675-4f5f-b4d1-305cab48fa90,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
2,2024-07-20,745720,Single,single,False,678554,641482,Curtis Mead,Nestor Cortes,0,30a6d30b-d88e-4200-983c-93ee2cf3ff73,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
3,2024-07-20,745720,Single,single,False,668227,641482,Randy Arozarena,Nestor Cortes,1,ebb5a947-5611-43c4-9b3a-ae0bf830b1b2,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
4,2024-07-20,745720,Strikeout,strikeout,True,676356,641482,Jonny DeLuca,Nestor Cortes,0,ba6109fc-d4b1-433f-86ec-7fbbdaee9fe0,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
5,2024-07-20,745720,Double,double,False,700250,671737,Ben Rice,Taj Bradley,0,e9d2dfff-abac-485e-820b-a5aa359b655d,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,125.0,96.0,101.0,,,,,,,90.0,99.0,96.0,,0.424,0.206,,,-0.12,1.83,,,,96.3,90.8,,,,0.275,0.486,0.223,0.163,0.302,0.315,,,,,,,,,,99.0,86.0,90.0,124.0,100.0,116.0,0.28,0.09,2.2,-0.92,90.5,78.8,0.149,0.207,0.348,0.182,0.455,0.333
6,2024-07-20,745720,Groundout,field_out,True,665742,671737,Juan Soto,Taj Bradley,1,36433c32-c660-4cb8-995f-93c3ef0df54f,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,125.0,96.0,101.0,,,,,,,90.0,99.0,96.0,,0.424,0.206,,,-0.12,1.83,,,,96.3,90.8,,,,0.275,0.486,0.223,0.163,0.302,0.315,,,,,,,,,,99.0,86.0,90.0,124.0,100.0,116.0,0.28,0.09,2.2,-0.92,90.5,78.8,0.149,0.207,0.348,0.182,0.455,0.333
7,2024-07-20,745720,Strikeout,strikeout,True,592450,671737,Aaron Judge,Taj Bradley,0,377d396f-6787-4e84-a0dc-7b4f1fe5a7f4,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,125.0,96.0,101.0,,,,,,,90.0,99.0,96.0,,0.424,0.206,,,-0.12,1.83,,,,96.3,90.8,,,,0.275,0.486,0.223,0.163,0.302,0.315,,,,,,,,,,99.0,86.0,90.0,124.0,100.0,116.0,0.28,0.09,2.2,-0.92,90.5,78.8,0.149,0.207,0.348,0.182,0.455,0.333
8,2024-07-20,745720,Strikeout,strikeout,True,669224,671737,Austin Wells,Taj Bradley,0,7c2479af-8c31-4eac-bbf6-f1efd0689640,671737.0,tajbradley,"Bradley, T",Right,Taj Bradley,TBR,2.9,3.88,68.1,97.0,115.0,103.0,0.743,11.2,3.16,6.85,1.32,0.89,0.243,0.355,0.101,0.391,0.424,,,,125.0,96.0,101.0,,,,,,,90.0,99.0,96.0,,0.424,0.206,,,-0.12,1.83,,,,96.3,90.8,,,,0.275,0.486,0.223,0.163,0.302,0.315,,,,,,,,,,99.0,86.0,90.0,124.0,100.0,116.0,0.28,0.09,2.2,-0.92,90.5,78.8,0.149,0.207,0.348,0.182,0.455,0.333
9,2024-07-20,745720,Groundout,field_out,True,642350,641482,Jose Siri,Nestor Cortes,0,d479e239-ab2e-4a66-823d-bd56ea885473,641482.0,nestorcortes,Cortes,Left,Nestor Cortes,NYY,3.67,3.46,115.1,102.0,98.0,101.0,0.784,8.58,1.72,8.35,1.25,0.61,0.264,0.357,0.162,0.3,0.445,84.0,106.0,98.0,95.0,104.0,101.0,91.0,119.0,117.0,91.0,103.0,103.0,109.0,100.0,103.0,0.009,0.455,0.298,0.163,0.075,-0.19,1.48,2.16,0.14,-2.51,91.9,87.2,83.2,89.9,78.1,0.247,0.489,0.219,0.236,0.333,0.264,0.3,0.4,0.182,0.255,0.489,0.338,0.143,0.143,0.286,,,,,,,,,,,,,,,,,,
